,Bus,M93,M108/1,M60,M1/13,M222/2,M244,M219/1,M235,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T367,T394,T396,T377,T359,C688/2,C690/1
0,AA7503-0,,,,,,,,,,,,,,,,,,,,,,070120,070219
1,AA7637-0,,,,,,,,,,,,,,070120,070134,070157,070303,070358,070504,070632,070751,071110,071251
2,MW4705-0,,,,,,,,070120,070347,070504,070559,070729,070920,071004,071144,071239,071335,071536,071632,071749,071905,072203,
3,AA74-92-0,,,,,,,,070120,070515,070621,070716,,071026,071059,071251,071346,071430,071547,071654,071822,071916,072225,
4,AA6952-0,,,,,,,070120,070157,071206,071313,071419,071536,071738,071854,072012,072107,072203,,,,,,
5,MR7964-0,,,,,,070120,070157,070314,071408,071441,071536,071654,071822,071927,072129,072247,,,,,,,
6,MS4750-0,,,070120,070208,070848,071155,071357,071525,,,,,,,,,,,,,,,
7,AA69-59-0,,070120,070325,070848,071048,071313,071536,071832,,,,,,,,,,,,,,,
8,MW3346-0,,,,070431,,,,,,,,,,,,,,,,,,,
9,AA7286-0,070751,070920,071302,071547,071905,072141,,,,,,,,,,,,,,,,,
10,AA74-39-0,,,070814,071110,071536,071822,072214,,,,,,,,,,,,,,,,
11,MW4825-0,071015,071357,071715,072012,072258,,,,,,,,,,,,,,,,,,
12,AA7871-0,,071110,,,,,,,,,,,,,,,,,,,,,
13,MW3204-0,,,,,071727,072012,072225,,,,,,,,,,,,,,,,
14,AA7032-0,071905,072118,,,,,,,,,,,,,,,,,,,,,
