,Bus,M1/12,M7/3,M271,M105,M272,M61/2,M73/1,M270/1,M153/2,M173/2,M172/14,T403,T402,T309,T313,T315,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C686
0,MX4021-0,,,,,,,,,,,,,,,,,,,,,,,,,070107,070226,070321
1,MX4041-0,,,,,,,,,,,,,,,,,,,,,,070107,070215,070427,070534,070650,070745
2,MX4159-0,,,,,,,,,,,,,,,,,070107,070120,070142,070310,070449,070818,070945,071145,071314,071431,071515
3,MX4338-0,,,,,,,,,,,070107,070310,070405,070512,070639,070745,070902,071018,071102,071231,071409,071714,071841,071957,072102,072219,072302
4,MX4365-0,,,,,,,,070107,070215,070354,070606,071123,071220,071325,071442,071536,071652,071747,071830,071957,072146,072535,072745,073008,073113,073229,073323
5,MX4383-0,,,,070107,070131,070354,070449,070628,070745,070840,071018,071558,071652,071757,071914,072008,072135,072313,072357,072441,072607,072957,073145,073345,073440,073546,073629
6,MX4388-0,070215,070606,070807,070851,070912,071145,071231,071314,071453,071630,071830,072313,072408,072513,072618,072701,072808,072913,072946,073019,073145,073440,073546,073701,073756,073901,073944
7,MX4458-0,070427,071515,071747,071903,071947,072313,072357,072546,072723,072851,073102,073629,073723,073828,074017,074039,074216,074344,074419,074440,074557,074902,075040,075229,075324,075440,075502
8,MX4535-0,071652,072408,072640,072756,072830,073051,073312,073419,073556,073701,073923,074440,074546,074640,074745,074851,075029,075145,075229,075313,075451,075902,075957,080135,080240,080345,080440
9,MX3651-0,072913,073357,073650,073807,073839,074039,074122,074300,074430,074535,074734,075240,075345,075502,075619,075702,075841,075946,080030,080113,080240,080630,080757,080935,081040,081145,081229
10,MX3783-0,073955,074333,074629,074713,074734,074934,075040,075229,075357,075535,075757,080313,080419,080514,080641,080746,080924,081029,081113,081218,081357,081701,081828,081955,,082251,082334
11,MX4041-1,,075819,080102,080146,080335,080536,080746,080852,081040,081218,081640,082229,082357,082525,082735,082808,082956,083145,083239,083417,083607,083923,084124,084430,084557,084724,084757
12,MX4021-1,,080356,080725,080903,080935,081135,081323,081440,081629,081828,082039,082557,082703,082819,082946,083113,083250,083356,083450,083618,083745,084208,084357,084557,084651,084819,084852
13,MX4159-1,080608,080946,081229,081323,081357,081607,081723,081807,082006,082229,082452,082956,083051,083229,083345,083429,083556,083745,083817,083850,083955,084357,084514,084724,084830,084924,084957
14,MX4383-1,081408,083556,083901,083955,084029,084219,084408,084503,084651,084757,085134,085643,085739,085834,085944,090051,090219,090338,090422,090444,090551,090908,091025,091225,091331,091447,091552
15,MX4338-1,081618,081745,082039,082207,082251,082452,082652,082746,082935,083123,083512,084051,084145,084313,084441,084535,084724,084819,084913,085018,085156,085452,085609,085750,085910,090007,090040
16,MX4365-1,,082630,082946,083102,083123,083323,083439,083640,083807,083923,084324,084841,084957,085112,085218,085334,085514,085609,085643,085716,085834,090157,090400,090623,090729,090857,090941
17,MX4458-1,083901,085357,085750,085859,090040,090305,090518,090718,090857,091025,091425,091931,092027,092132,092313,092409,092536,092736,092819,092902,093018,093334,093513,093630,,093957,094030
18,MX4388-1,084051,084408,084651,084735,084852,085123,085207,085357,085452,085609,085944,090444,090540,090656,090813,090908,091036,091153,091236,091320,091414,091658,091804,092049,092143,092230,092313
19,MX4598-0,085430,,100543,100721,100804,101049,101228,101344,101535,101652,102029,102620,102725,102830,102957,103053,103223,103350,103434,103602,103741,104109,104229,104346,104452,104631,104703
20,MX4535-1,085536,090219,090551,090645,090802,091036,091258,091331,091541,091658,092027,092536,092641,092747,092924,093018,093207,093357,093430,093513,093620,093957,094041,094219,094313,094430,094513
21,MX4551-0,090802,091130,091530,091636,091709,092038,092241,092431,092630,092841,093102,093641,093757,093924,094052,094157,094346,094502,094546,094629,094746,095124,095230,095430,095537,095655,095750
22,MX3651-1,091130,091815,092111,092230,092409,092619,092819,092924,093124,093301,093703,094219,094313,094502,094546,094640,094830,094914,094946,095113,095230,095515,095706,095857,100004,100132,100216
23,MX3783-1,092100,092714,092935,093018,093134,093345,093546,093652,093903,094103,094524,095019,095113,095230,095408,095503,095644,095812,095846,095920,100048,100354,100521,100732,100826,100943,101016
24,MX4021-2,092714,093935,094241,094346,094513,094808,094935,095124,095302,095537,095953,100510,100616,100743,100911,101006,101155,101312,101357,101525,101703,102050,102251,102525,102630,102758,102852
25,MX4041-2,,094735,095219,095346,095537,095857,100059,100205,100354,100605,101016,101546,101703,101902,102018,102112,102313,102420,102525,102641,102758,103212,103423,103613,103730,103908,103952
26,MX4159-2,,095430,095846,100026,100110,100343,100459,100554,100754,101006,101217,101735,101840,102007,102134,102219,102346,102442,102525,102641,102809,103233,103434,103613,103803,103930,104014
27,MX4338-2,100826,101038,101408,101452,101630,101851,102007,102134,102324,102453,102903,103434,103539,103657,103824,103930,104047,104302,104357,104525,104642,105034,105238,105448,105648,105815,105911
28,MX4365-2,,101829,102134,102157,102313,102558,102747,102935,103137,103306,103507,104047,104157,104335,104536,104631,104758,104853,104917,105001,105107,105405,105638,105900,110027,110143,110215
29,MX4383-2,102547,102935,103350,103518,103708,104036,104302,104408,104547,104725,104928,105553,105721,105900,110038,110154,110342,110521,110615,110742,110847,111204,111343,111520,111626,111732,111804
30,MX4458-2,103148,104503,104758,104917,105001,105227,105437,105638,105805,105943,110154,110731,110826,110931,111036,111131,111237,111437,111520,111605,111721,112049,112238,112415,112542,112658,112742
31,MW3974-0,103212,103613,104003,104036,,,104842,104950,,105354,,110100,110205,,110521,110604,110721,110909,110953,111131,111248,111626,111921,,112110,112238,112332
32,MP5823-0,104853,105416,105815,105943,110143,110427,110604,110710,110920,111036,111415,111954,112110,112510,112636,112731,112858,113131,113217,113249,113406,113722,113838,114030,114135,114241,114325
33,MX4388-2,105732,110005,110248,110321,110353,110615,110804,111015,111153,111415,111616,112100,112154,112459,112625,112731,112847,112941,113025,113047,113153,113427,113544,113744,113911,114018,114041
34,MP5807-0,110005,111616,111954,112038,112216,112510,112658,112825,113003,113249,113511,114114,114219,114336,114504,114559,114728,114835,114908,115046,115215,115532,115626,115742,115920,120015,120120
35,MX4551-1,110416,110953,111343,111509,111553,111943,112132,112332,112459,112636,112847,113449,113606,113744,113944,114041,114219,114431,114515,114611,114717,115057,115259,115521,115659,115826,115920
36,MX4535-2,112332,112542,112836,112920,113058,113343,113500,113544,113744,113911,114314,114846,114952,115119,115320,115426,115615,115742,115826,120003,120120,120424,120602,120825,120919,121035,121108
