,Bus,C686,C656,C654,C653/2,C692,C689/1,T360,T376/2,T363/2,T306/1,T314/2,T311/1,T308/1,T300,T330/1,M172/16,M160/1,M144/2,M76/2,M84/1,M91,M14,M8/1,M1/12
0,MX4551-0,,,,,,,,,,,,,,,,,,,,,,070106,070225,070342
1,AA6374-0,,,,,,,,,,,,,,,,,070106,070130,070403,070603,070814,071131,071259,071509
2,AA7931-0,,,,,,,,,070106,070203,070309,070342,070553,070636,070730,071215,071331,071615,071930,072152,072416,072754,072911,073406
3,AA7539-0,,,,070106,070119,070247,070531,070719,070825,070919,071025,071131,071320,071426,071509,071920,072109,072500,072659,072849,073206,073543,073659,073847
4,MX4021-0,070106,070215,070331,070436,070614,070803,071108,071248,071342,071458,071615,071709,071825,072003,072036,072438,072605,072816,073100,073300,073500,074006,074133,074301
5,MX4338-0,070657,070930,071025,071131,071320,071542,071847,072025,072130,072236,072341,072438,072627,072710,072805,073217,073344,073627,074016,074228,074524,075017,075144,075335
6,AA7749-0,071720,071920,072036,072214,,,072900,072954,073100,073206,073300,073438,073648,073753,073826,074250,074502,,080021,080316,080657,,081321,081712
7,AA6942-0,,,072900,073154,073355,,073826,074027,074301,074429,074546,074745,,075017,075112,075703,075747,,081426,081723,082008,082441,082620,082831
8,AA7537-0,073217,073406,073510,073659,073837,074111,074513,074629,074901,075017,075133,075240,075557,075703,075736,080211,080400,080803,082030,082136,082347,082904,083031,083232
9,MX4458-0,074228,074408,074524,074651,074923,075112,075441,075630,075904,080021,080127,080232,080423,080550,080646,081119,081248,081617,082642,082947,083210,083644,083833,084022
10,MW3430-0,,,,,,,075101,075229,075313,075441,075535,075630,075820,075958,080054,080507,080635,081141,082314,082642,082958,083549,083800,084000
11,AA7712-0,075302,075430,075546,075714,080116,080400,080752,081025,081259,081437,081554,081902,082147,082252,082408,082904,083054,083844,084707,084951,085341,085710,085838,090145
12,MX4614-0,075630,080032,080149,080338,080528,080646,081025,081226,081321,081448,081605,081913,082157,082336,082441,082937,083127,083917,084718,085002,085425,085710,085849,110041
13,MX4551-1,080009,080539,080624,080708,080920,081047,081415,081617,081723,081851,082114,082358,082715,082842,082937,083454,083655,084446,085024,085246,085446,085933,090051,090314
14,AA6374-1,,,081839,081946,082125,082325,082704,082831,083105,083210,083338,083505,083728,084033,084116,084602,084835,085541,085911,090207,090515,091020,091159,091358
15,AA7450-0,082452,082537,082642,082853,083042,,083655,083833,084106,084306,084435,084530,084803,084908,084951,085425,085637,090124,090515,090653,090914,091420,091515,091716
16,AA7931-1,083906,084011,084106,084255,084624,084740,085057,085224,085508,085637,085827,085933,090134,090314,090358,090820,091020,091547,091905,092115,092516,092932,093111,093311
17,AA7485-0,084718,084751,084857,084940,085214,085319,085648,085816,085933,090134,090252,090347,090631,090831,090936,091409,091547,091959,092359,092601,093005,093556,093725,093926
18,AA7539-1,085710,085827,085955,090113,090347,090504,090758,091020,091126,091315,091453,091609,091748,091905,091949,092421,092550,093005,093249,093439,093820,094433,094611,094821
19,MX4021-1,090336,090809,090903,091009,091159,091326,091716,091832,091938,092115,092221,092359,092528,092707,092803,093206,093322,093640,094031,094125,094516,095115,095253,095505
