,Bus,C686,C656,C654,C653/2,C692,C689/1,T360,T376/2,T363/2,T306/1,T314/2,T311/1,T308/1,T300,T330/1,M172/16,M160/1,M144/2,M76/2,M84/1,M91,M14,M8/1,M1/12
0,MX4338-0,,,,,,,,,,,,,,,,,,070103,070136,070218,070323,070708,070802,070907
1,MX3651-0,,,,,,,,,,,,,,,070103,070323,070438,070740,071044,071243,071430,071805,071909,072025
2,MX4365-0,,,070103,070136,070333,070448,070802,071011,071116,071211,071315,071347,071441,071535,071618,072035,072150,072410,072619,072817,073025,073455,073611,073726
3,MX4598-0,071859,072057,072223,072327,,072630,072932,073047,073256,073351,073455,073538,073726,073809,073841,074258,074425,074705,075113,075332,075509,075927,080031,080218
4,MX4041-0,072817,073245,073402,073538,073715,073913,074215,074425,074529,074612,074727,074820,074926,075041,075113,075541,075708,075916,080229,080427,080657,081045,081200,081326
5,MX4383-0,074601,074820,074926,075051,075311,075415,075751,075844,080053,080208,080301,080406,080521,080636,080740,081139,081254,081546,081818,082019,082124,082521,082625,082740
6,MX4458-0,075729,080146,080240,080355,080542,,081012,081222,081326,081430,081535,081630,081818,081903,081924,082333,082459,082813,083127,083220,083451,083732,083825,084014
7,MX4338-1,,081139,081243,081347,,081807,082030,082218,082322,082427,082521,082603,082740,082824,082907,083314,083418,083627,083836,084036,084255,084703,084818,084945
8,MX3651-1,082052,082312,082416,082510,082657,082802,083105,083220,083335,083429,083523,083616,083804,083847,083930,084327,084454,084652,084945,085154,085319,085644,085759,085916
9,MX4365-1,083627,083847,084003,084057,084255,084422,084746,084840,085100,085154,085258,085351,085517,085655,085748,090147,090323,090533,090742,090940,091106,091441,091556,091723
10,MX4598-1,085226,085434,085600,085727,085926,090042,090345,090439,090659,090814,090918,091023,091159,091326,091419,091840,092017,092403,092811,093009,093251,093616,093731,093857
11,MX4041-1,090345,090752,090846,091001,091149,091326,091629,091817,091934,092028,092121,092226,092351,092508,092540,093009,093125,093417,093637,093709,093835,094201,094327,094453
12,MX4383-1,091912,092132,092258,092351,092540,092706,093031,093208,093302,093407,093500,093554,093731,093835,093929,094348,094514,094849,095141,095319,095550,100032,100147,100334
13,MX4458-1,093251,093511,093626,093731,093940,094118,094421,094525,094734,094838,094932,095015,095141,095236,095308,095707,095834,100115,100345,100533,100752,101159,101315,101430
14,MX4338-2,094150,094255,094338,094421,094546,094734,094954,095047,095141,095225,095330,095413,095529,095635,095707,100053,100208,100334,100626,100720,100918,101347,101503,101629
