,Bus,C690/1,C689/2,T360,T378,T397,T395,T366,T374,T406,T345/1,T317,M206/2,M216,M207,M63,M67,M65,M93
0,MW4837-0,,,,,,,,,,,,,,,,,070110,070311
1,MW4856-0,,,,,,,,,,,070110,070859,071120,071258,071405,071438,071532,071815
2,MW5594-0,,,,,,,,,070110,070604,070731,071952,072108,072246,072352,072424,072623,072846
3,MW4366-0,070110,070155,070416,070510,070615,070648,070805,070910,070943,071459,071648,072623,072857,073035,073129,073224,073321,073742
4,AA7101-0,071204,071320,071615,071753,071920,072014,072119,072213,072246,072728,072919,074130,074351,074529,074645,074739,074847,075245
5,MW4503-0,072413,072612,072857,073108,073237,073321,073437,073531,073636,074213,074507,075613,075834,080057,080202,080257,080416,080837
6,MW4619-0,072952,073437,073709,073825,073952,074046,074151,074245,074340,074847,075141,080246,080352,080448,080554,080648,080815,081119
7,MW4647-0,074413,074634,074909,075025,075141,075224,075329,075435,075529,080035,080257,081403,081636,081846,081952,082108,082214,082708
8,MW4781-0,075340,,075834,080046,080151,080246,080352,080437,080521,081004,081152,082530,082803,083013,083118,083151,083330,083814
9,MW4837-1,080532,080753,081036,081225,081341,081414,081541,081636,081719,082246,082519,083458,083730,083919,084025,084119,084258,084626
10,MW4856-1,081730,,082014,082235,082340,082435,082552,082635,082740,083235,083647,084814,085046,085226,085353,085426,085604,085942
11,MP6039-0,082541,082719,083045,083235,083341,083436,083625,083719,083752,084448,084709,085931,090205,090355,090501,090534,090650,090959
12,AA7479-0,082951,083246,083625,083836,083952,084047,084141,084309,084352,085002,085151,090406,090701,090904,091021,091116,091305,091811
13,MW5594-1,083803,083908,084236,084426,084531,084626,084836,084919,085013,090959,091159,092541,092836,093014,093119,093214,093331,093636
14,AA7637-0,084803,085118,085532,085648,085815,085910,090111,090205,090259,091622,091855,093057,093331,093447,093553,093658,093742,094237
15,MW4366-1,085521,085615,085910,090027,090154,090227,090310,090439,090512,091822,092036,093047,093331,093520,093626,093658,093742,094501
16,AA7101-1,085659,090121,090428,090617,090755,090830,090853,090959,091043,092247,092447,093542,093658,093826,093921,094026,094143,094512
17,MW4503-1,090926,091021,091232,091421,091538,091633,091749,091844,091939,092520,092741,093848,094143,094344,094501,094534,094650,095009
18,AA6345-0,091538,091717,092036,092236,092352,092447,092636,092741,092836,093509,093731,095053,095316,095444,095600,095622,095800,100341
19,MW4619-1,092036,092258,092636,092825,093025,093047,093141,093236,093331,093848,094154,095327,095444,095633,095739,095833,100013,100414
20,MW4825-0,092752,092919,093236,093436,093604,093658,093826,093942,094026,094534,094818,100003,100246,100446,100552,100636,100803,101213
21,MW4647-1,093604,093615,094121,094344,094450,094545,094701,094807,094852,095422,095706,100803,101057,101318,101436,101541,101647,101952
22,AA7530-0,,094733,095031,095115,095243,095316,095400,095455,095549,100141,100425,101519,101731,101941,102057,102130,102258,102740
23,MW4781-1,,,095349,095455,095622,095717,095907,100013,100057,100552,100741,102203,102403,102552,102657,102740,102846,103246
24,MW4837-2,095950,100203,100519,100636,100752,100836,100941,101046,101140,101658,101920,103107,103352,103552,103708,103740,103857,104440
25,MW4856-2,,101446,101741,101909,102025,102108,102258,102353,102425,102940,103139,104607,104849,105049,105206,105249,105417,105711
26,AA7479-1,102108,,102635,102824,102940,103013,103139,103257,103352,103947,104345,105406,105511,105700,105805,105859,105953,110319
27,MW5594-2,103246,103425,103708,103802,103925,104009,104157,104313,104407,104933,105111,110203,110448,110637,110743,110837,110943,111258
28,AA7637-1,104345,104523,104806,104911,105049,105143,105300,105427,105511,105943,110236,111331,111625,111834,111939,112035,112140,112612
29,MW4366-2,,,,,,,,,110720,111247,111436,112446,112739,112938,113043,113127,113221,113703
30,AA6345-1,110804,111142,111457,111646,111823,111855,112024,112118,112201,112739,113011,114316,114549,114810,114915,115020,115230,115618
31,MW4825-1,112201,112413,112706,112822,112938,113022,113054,113159,113232,113819,113958,115103,115230,115335,115440,115524,115556,115838
32,AA7101-2,113159,113609,113852,114117,114233,114305,114349,114505,114549,115020,115158,120428,120711,120912,121028,121133,121217,121709
33,MW4503-2,,115103,115324,115429,115545,115629,115744,115900,115943,120522,120806,122027,122321,122459,122615,122721,122827,123320
34,MW4647-2,120406,120544,120901,121100,121227,121322,121510,121615,121709,122205,122448,123530,123814,124036,124203,124329,124415,124954
35,MW4781-2,122038,,,122605,122721,122816,122921,123026,123121,123636,123931,125059,125353,125553,125658,125804,125930,130236
36,MW4837-3,123342,123636,123931,124119,124224,124257,124352,124500,124543,125132,125342,130425,130720,130920,131025,131119,131235,131846
37,MW4856-3,125143,,125521,125804,125909,125941,130119,130225,130331,130847,131057,132215,132331,132520,132626,132709,132836,133202
38,MW5594-3,130436,130615,130931,131047,131213,131256,131423,131507,131550,132059,132237,133352,133637,133804,133920,134016,134132,134501
39,MW4366-3,132520,132553,132919,133118,133246,133319,133403,133458,133553,134132,134259,135509,135815,140016,140121,140216,140343,141109
40,AA7101-3,133425,133731,134059,134238,134406,134439,134533,134639,134744,135340,135520,140703,140953,141141,141258,141404,141459,142215
41,MW4503-3,,135025,135329,135531,135709,135804,140016,140132,140238,140824,141152,142237,142531,142753,142859,142953,143037,143330
42,MW4647-3,140121,140310,140650,140846,141004,141038,141130,141258,141331,141932,142331,143425,143710,143848,144016,144122,144238,144720
43,MW4781-3,141710,141804,142109,142342,142459,142604,142720,142826,142921,143425,143615,144804,145046,145236,145405,145510,145553,150015
44,MW4837-4,143330,143541,143837,144027,144144,144238,144405,144448,144532,145057,145258,150532,150826,151015,151132,151248,151343,151904
45,MW4856-4,144615,144804,145046,145140,145319,145415,145448,145553,145638,150153,150438,151521,151808,152020,152136,152242,152348,152715
46,MW5594-4,150121,150248,150605,150815,150943,151037,151215,151332,151448,152020,152209,153418,153701,153828,154005,154110,154237,154910
47,MW4366-4,151808,151819,152104,152325,152421,152526,152632,152759,152853,153418,153617,154721,155026,155236,155340,155448,155605,155954
48,AA7101-4,153052,153219,153523,153701,153806,153911,154005,154121,154204,154721,154931,160111,160353,160625,160741,160847,161024,161531
49,MW4503-4,,,154605,154804,154921,154953,155109,155152,155236,155838,160049,161226,161520,161720,161826,161931,162047,162541
50,MW4619-2,,155047,155425,155531,155649,155732,155911,155954,160049,160542,160847,161909,162331,162530,162635,162719,162858,163342
51,MW4647-4,155743,155849,160205,160437,160553,160636,160908,161024,161108,161658,161931,163142,163437,163732,163837,163942,164036,164510
52,AA6345-2,160353,160531,160752,161003,161130,161215,161353,161448,161520,162120,162353,163532,163826,164025,164130,164235,164353,164734
53,MW4781-4,161108,,161553,161753,161858,162004,162120,162237,162331,162847,163142,164404,164756,165039,165155,165300,165429,165820
54,MW4825-2,161826,161931,162247,162458,162603,162635,162719,162815,162909,163342,163532,164723,165006,165206,165322,165418,165535,170126
