,Bus,M1/12,M7/3,M271,M105,M272,M61/2,M73/1,M270/1,M153/2,M173/2,M172/14,T403,T402,T309,T313,T315,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C686
0,MX4021-0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,-1
1,MX4383-0,,,,,,,,,,,,,,,,,,,,,,,1,1,1,5,-1
2,AA7699-0,,,,,,,,,,,1,1,1,1,2,1,1,1,1,1,1,1,1,-1,1,1,-1
3,MS1935-0,,,,,,,,,,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
4,MX4365-0,,,,,,,,,,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
5,MS5234-0,,,,1,1,1,1,-1,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
6,MX3783-0,-1,2,2,1,1,1,1,-1,2,-1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1
7,AA7539-0,-1,,1,1,1,1,1,-1,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
8,MW3291-0,-1,,2,1,1,2,1,-1,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
9,AA7749-0,-1,1,1,,1,2,1,-1,2,-1,,1,1,1,1,,1,1,1,1,1,1,,,1,1,-1
10,MX4598-0,,,,,,,,,,-1,1,1,1,1,2,2,1,1,1,1,1,1,1,,1,1,-1
11,AA7931-0,-1,1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,-1
12,MX4614-0,,1,1,1,1,2,1,-1,2,-1,1,1,1,1,2,1,1,1,1,1,1,1,1,,1,1,-1
13,MX4338-0,-1,1,1,1,1,3,1,-1,1,-1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,-1
14,AA6760-0,-1,,-1,1,1,1,1,-1,2,-1,,1,1,1,,,1,1,1,1,1,1,1,1,1,1,-1
15,MX4021-1,,1,1,4,1,2,1,-1,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,-1
16,AA7708-0,,1,1,1,1,2,1,-1,2,-1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,-1
17,MX4383-1,-1,1,1,1,1,1,1,-1,2,-1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1
18,MS1935-1,-1,1,-1,1,1,2,1,-1,3,-1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,-1
19,AA7393-0,-1,1,1,1,1,2,1,-1,2,-1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1
20,MX4365-1,,1,-1,1,1,2,1,-1,4,-1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,-1
21,MX3783-1,-1,1,-1,3,2,2,1,-1,2,-1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,1,1,-1
