,Bus,C669/2,C687,C675,C668,C678,C665,C663,C661,C659,C656,C654/2,C653/2,C692,C689/1,T360,T376/1,T363/1,T367,T365/2,T361,T325/2,T339/2,T311/2,T308/3,T300,T330/1,M172/3,M171/2,M134,M132/1,M129,M114,M113,M14,M12,M21/1,M95/3
0,MZ3956-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070111,070122,070206,070701
1,MZ4072-0,,,,,,,,,,,,,,,,,,,,,,,,,,,070111,,,071118,071236,071435,071552,071805,071848,071921,072111
2,MZ4228-0,,,,,,,,,,,,,,,,,,,,070111,070133,070155,070312,070407,070502,070545,071012,,,072249,072406,072534,072651,072853,072958,073031,073315
3,MX1067-0,,,,,,,,,,,,,070111,070206,070502,070712,070939,071034,071151,071508,071552,071636,071805,071932,072100,072155,072640,,,074315,074504,074704,074853,075020,075135,075408,075640
4,MZ3825-0,070312,070407,070524,070607,070639,070723,070810,070843,070917,071034,071129,071308,071508,071658,072016,072217,072439,072512,072618,072831,072904,072936,073042,073210,073315,073410,073841,,,075513,075619,075746,075924,080158,080232,080349,080919
5,MZ3556-0,071056,071151,071258,071341,071403,071435,071457,071541,071603,071658,071805,071943,072144,072206,072439,072556,072651,072713,072904,073115,073158,073221,073315,073421,073515,073537,073958,,,075502,075619,075757,075935,080158,080316,080456,080930
6,MZ3559-0,,071932,072049,072111,072133,072206,072228,072300,072344,072439,072545,072651,072831,072936,073221,073410,073453,073526,073725,073958,074031,074104,074232,074337,074442,074537,074958,,,080623,080813,080919,081131,081414,081542,081733,082017
7,MZ3740-0,072958,073158,073315,073348,073410,073504,073526,073559,073631,073736,073841,073947,074126,074326,074558,074820,074903,074936,075114,075313,075335,075408,075513,075629,075735,075819,080232,,,081605,081722,081850,081955,082145,082239,082441,082820
8,MZ3734-0,074209,074315,074453,074537,074558,074620,074653,074725,074758,074903,074958,075157,075357,075419,075713,075819,075913,080019,080136,080434,080517,080550,080706,080802,080908,080952,081425,,,082948,083054,083222,083402,083540,083635,083719,084203
9,MZ3987-0,075513,075619,075746,075840,075913,075946,080019,080052,080125,080232,080349,080445,080706,080835,081120,081225,081330,081425,081542,081901,081945,082028,082145,082251,082345,082408,082831,,,084235,084424,084657,084920,085130,085236,085258,085711
