,Bus,M93,M108/1,M60,M1/13,M222/2,M244,M219/1,M235,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T367,T394,T396,T377,T359,C688/2,C690/1
0,AA7503-0,,,,,,,,,,,,,,,,,,,,,070107,070353,070555
1,AA6345-0,,,,,,,,,,,,070107,070204,070310,070438,070533,070649,070818,070923,071050,071209,071526,071621
2,AA7848-0,,,,,,,070107,070120,071145,071231,071336,071515,071642,071810,072021,072116,072221,072421,072505,072621,072843,073116,073305
3,MW4647-0,,,,,070107,070120,070533,070700,071737,071842,071937,072104,072243,072400,072527,072610,072716,072843,072949,073105,073221,073527,073655
4,MS4934-0,,,,070107,070343,070500,070711,070828,071759,071904,071948,072116,072243,072400,072516,072600,072654,072843,072938,073054,073221,073444,073538
5,AA7488-0,,,070107,,070700,070923,071029,071112,,072221,072254,,072538,,072854,073000,073054,073211,073232,,073549,073907,074057
6,MW4781-0,,070107,070332,070606,070850,071123,071336,071548,072549,072643,072727,072843,073011,073105,073232,073305,073400,073611,073717,073822,073951,074247,074405
7,AA7637-0,,070722,070956,071303,071621,071759,072043,072210,073127,073232,073327,073454,073611,073728,073918,074013,074108,074225,074320,074448,074543,074851,075051
8,AA7530-0,071112,071314,071609,071959,072137,072505,072705,073127,074152,074309,074405,,074711,074818,075029,075124,075240,075357,075440,075608,075746,080029,080123
9,MR7938-0,,,,,071609,071631,071915,072210,073105,073211,073305,073422,073538,073644,073801,073856,073951,074152,074258,074416,074543,074902,075040
10,MP6039-0,071737,073105,073327,073655,074003,074141,074354,074510,075357,075502,075557,075703,075830,075946,080134,080217,080312,080535,080619,080735,080936,081159,081305
11,MP6380-0,,071926,072232,072516,072811,073000,073138,073433,074331,074416,074521,074627,074743,074851,075040,075135,075240,075357,075502,075619,075746,080113,080239
12,MW4366-0,072516,072549,072854,073305,073444,073801,074046,074331,075357,075440,075546,075652,075819,075924,080134,080239,080312,080535,080629,080735,080936,081159,081316
13,MW4619-0,074342,074616,074902,075324,,075724,,080018,080947,081052,081136,,,,,081748,081843,082010,082104,082210,082337,082559,082704
14,AA7479-0,074840,075018,075313,075619,075840,080123,080356,080629,081737,081843,081938,082054,082210,082315,082421,082537,082642,082747,082853,083009,083147,083503,083619
15,AA7101-0,075218,075535,075735,080029,080301,080440,080651,080936,081948,082043,082137,082304,082421,082515,082631,082737,082853,083031,083136,083252,083358,083735,083912
16,AA7503-1,080334,,080746,081030,081305,,,081905,083020,083114,083230,083346,,083651,083840,083956,084102,084229,084333,084441,084546,084851,085029
17,AA6345-1,081030,081210,081527,081759,082032,082254,082526,082821,083735,083840,083934,,084218,084250,084441,084524,084640,084757,084902,085018,085144,085419,085547
18,AA7488-1,,081905,082054,082454,,082926,083103,083241,084357,084441,084535,,,,085029,085134,085239,085357,085503,085621,085749,090018,090124
19,AA7848-1,082315,082610,082904,083313,083546,083746,084123,084452,085536,085632,085727,085847,090006,090051,090208,090305,090422,090551,090646,090751,090941,091236,091413
20,MW4647-1,083912,084051,084239,084713,084840,085112,085430,085833,090952,091046,091141,091258,091425,091519,091647,091753,091858,092016,092132,092249,092343,092617,092722
21,MP6380-1,,084735,085029,085334,085526,085705,085910,090327,091319,091413,091508,091614,091731,091837,092016,092049,092143,092311,092428,092512,092755,093048,093237
22,MW4781-1,085452,085536,085833,090146,090433,090635,090952,091403,092417,092523,092617,092722,092838,092943,093121,093154,093310,093459,093605,093710,093932,094216,094322
23,AA7530-1,090316,090624,090919,091309,091647,091909,092027,092311,093354,093459,093554,,093900,094005,094227,094333,094449,094638,094744,094838,095038,095357,095548
24,MW4366-1,091425,091519,091720,092049,092354,092606,092827,093059,094132,094216,094300,094416,094544,094628,094805,094849,094954,095059,095206,095301,095430,095706,095823
25,MW4619-1,,093616,093848,094206,094438,094700,094933,095357,100333,100431,100525,,100702,100735,100902,100956,101040,101134,101231,101325,101503,101716,101843
26,AA7479-1,,094638,094933,095250,095644,095812,100026,100441,101537,101643,101738,101832,101949,102022,102201,102306,102411,102506,102611,102716,102811,103201,103306
27,AA7101-1,095312,095548,095750,100154,100536,100808,101102,101643,102749,102905,103011,103128,103328,103445,103646,103752,103930,104108,104218,104345,104452,104736,104853
28,AA7488-2,100249,100557,100840,,101358,101643,,102306,103222,103306,103350,,103635,,103836,103941,104036,104229,104334,104419,104641,104915,105020
29,AA7848-2,101303,101525,101916,102306,102632,102822,103106,103646,104725,104809,104853,105009,105136,105220,105346,105503,105620,105831,105935,110019,110157,110452,110703
30,AA7637-1,,102411,102716,102949,103306,103456,103719,104141,105230,105325,105419,105525,105641,105736,105903,110008,110124,110252,110346,110503,110714,110924,111113
31,MP6380-2,102422,104357,104557,104831,105220,105441,105725,110113,111157,111230,111325,111431,111558,111642,111819,111925,112030,112219,112325,112419,112556,112817,112922
32,AA7503-2,103044,103350,103741,104025,104345,104809,104915,105103,110230,110336,110441,,110757,110830,111029,111134,111252,111442,111609,111725,111830,112102,112357
33,AA6345-2,,105335,105631,105925,110241,110430,110757,111208,112241,112346,112440,112607,112723,112828,113038,113144,113300,113521,113638,113722,113900,114155,114323
34,MW4647-2,110514,110757,110957,111453,111819,111935,112314,112901,114049,114143,114239,114357,114535,114629,114756,114901,115017,115207,115322,115430,115546,115818,120007
35,MW4781-2,,,112556,112922,113217,113406,113638,114121,115133,115207,115301,115408,115524,115557,115713,115818,115923,120102,120208,120302,120503,120756,120936
36,AA7530-2,113521,113805,114206,114524,114806,115006,115228,115630,120936,121031,121136,,121431,121525,121726,121904,122042,122234,122351,122457,122730,122942,123154
37,MW4366-2,115250,115441,115807,120113,120346,120619,121042,121335,122530,122624,122708,122826,122953,123037,123227,123335,123431,123559,123727,123810,124031,124244,124327
38,MW4619-2,,120936,121136,,121747,121947,122425,122719,123904,123959,124053,124233,124433,124527,124717,124857,125002,125225,125340,125445,125540,125740,130536
39,AA7101-2,122256,122519,122740,123037,123431,123632,124020,124338,125340,125507,125602,125729,125919,130038,130219,130336,130452,130703,130830,130936,131030,131358,131503
40,AA7503-3,123632,124053,124349,124633,125013,,125507,125824,130852,130947,131030,,,131452,131558,131642,131758,131905,132021,132115,132326,132632,132820
41,AA6345-3,124644,125246,125435,125708,125930,130208,130419,131030,132032,132126,132221,132326,132443,132526,132643,132748,132842,132936,133052,133146,133315,133621,133748
42,MW4647-3,130110,130430,130746,131125,131314,131620,132010,132348,133411,133516,133610,133715,133854,133937,134137,134242,134430,134652,134809,134914,134958,135230,135442
43,MW4781-3,,132021,132348,132705,133030,133304,133559,134148,135208,135303,135358,135514,135642,135810,140021,140137,140315,140431,140549,140705,140814,141108,141310
44,AA7530-3,133114,133411,133715,134042,134430,134652,134925,135430,140420,140516,140611,,140825,140909,141119,141215,141321,141437,141554,141648,141753,142130,162825
45,MW4366-3,134747,134925,135303,135610,135821,135949,140221,140716,141953,142058,142141,142246,142413,142446,142635,142740,142858,143035,143152,143246,143424,143646,143740
46,MW4619-3,140221,,140622,140952,141248,,,142108,142952,143035,143119,,143329,143413,143550,143635,143740,143930,144025,144141,144342,144541,144636
