,Bus,M95/3,M22,M10/2,M16/1,M109,M112,M127,M125,M136/2,M139/2,M184,M188,M203/2,M182/1,T431,T335/2,T338,T326/3,T332/2,T325/3,T339/4,T408/1,T343,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C659
0,MS1903-0,,071524,071733,071859,072057,072432,072547,072652,072756,072840,073028,073111,073217,073541,073927,074031,074103,074229,,074419,074451,074627,074826,075045,075150,075235,075402,075517,075613,075739,075822,075927,080021,080053,080219,080324,080648,080814,080951,081056,081200,081232
1,MS1935-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,072504,072536,072641,072724,072745,072818,072840,072923,073028,073332,073509,073729,073822,073937,074114
2,MS1953-0,072818,074721,074930,075056,075340,075602,075645,075800,075948,080021,080147,080241,080334,080720,081106,081254,081348,081503,081546,081724,081807,081946,082218,082448,082542,082636,082802,082939,083055,083253,083357,083441,083545,083617,083649,083805,084140,084306,084504,084609,084735,084923
3,MS1044-0,,082542,082824,083044,083325,083617,083639,083805,084025,084046,084212,084306,084328,084652,085017,085132,085215,085330,085413,085528,085613,085750,085948,090208,090302,090345,090449,090615,090658,090813,090918,090950,091022,091044,091220,091325,091627,091803,092035,092139,092233,092421
4,MS1935-1,,090719,090939,091044,091325,,,,,,,,,092756,093144,093320,093414,,,093729,093801,093938,094126,094325,094418,094501,094555,094659,094742,094930,095013,095046,095202,095225,095257,095402,095729,095844,095959,100053,100147,100313
5,MS1903-1,,095056,095236,095413,095801,100032,100241,100345,100543,100626,100835,100918,101012,101326,101701,101848,101921,102057,102140,102255,102349,102537,102756,103015,103109,103152,103307,103413,103456,103635,103739,103833,103917,104000,104105,104231,104627,104816,104932,105025,105119,105213
6,MP6025-0,100939,101805,101859,102057,102400,102702,102828,102933,103141,103235,103341,103435,103613,103938,104314,104429,104523,104711,104806,104953,105036,105414,105446,105654,105737,105821,105925,110043,,110408,110502,110556,110650,110722,110805,110921,111256,111456,111656,111822,111938,112104
7,MS1953-1,,104848,105025,105202,105446,105831,105958,110104,110324,110408,110607,110701,110827,111202,111602,111739,111855,112054,112220,112417,112522,112723,112911,113153,113257,113351,113506,113622,113705,113925,114040,114134,114228,114322,114426,114603,114950,115127,115430,115538,115704,115809
8,MS1044-1,,112806,112943,113142,113351,113820,113925,114051,114156,114249,114426,114542,114625,115012,115409,115524,115559,115726,115758,115935,120019,120156,120405,120620,120714,120757,120852,121028,121111,121259,121342,121435,121540,121613,121645,121750,122052,122208,122312,122532,122626,122709
9,MS1935-2,,120725,,121424,121613,121926,122136,122302,122532,,,,,123304,123635,123801,123917,124011,124105,124241,124324,124501,124724,124935,125018,125101,125216,125332,125415,125551,125646,125740,125844,125917,130011,130115,130440,130559,130747,130903,131028,131320
10,MS1953-2,131122,131828,132152,132352,132602,132916,133125,133242,133346,133451,133714,133819,134008,134440,134848,135025,135119,135256,135352,135604,135708,135906,140137,140450,140536,140630,140724,140913,140946,141123,141238,141333,141510,141553,141636,141802,142137,142345,142628,142804,142930,143056
11,MS1044-2,135457,135845,140115,140252,140522,140924,141029,141155,141344,141416,141531,141625,141708,142032,142429,142555,142638,142743,142920,143118,143202,143411,143653,143924,144019,144102,144156,144312,144408,144608,144640,144735,144900,144943,145109,145224,145528,145705,145852,145957,150123,150521
12,MS1903-2,143235,143411,143704,143831,143957,144345,144608,144702,144954,145037,145257,145402,145528,145842,150238,150416,150510,150658,150803,151001,151105,151335,151555,151804,151836,151930,152035,152140,152223,152338,152421,152505,152620,152714,152841,152956,153321,153458,153721,153826,154534,154804
13,MS1935-3,,151512,,152024,152244,,,,,,,,153605,153941,154317,,154534,,,,154951,155211,155420,155630,155713,155807,155911,160016,160059,160235,160331,160425,160540,160551,160656,160800,161104,161209,161357,161501,162005,162446
14,MX1517-0,155609,160120,160246,160435,160551,160854,161114,161230,161418,161512,161701,161806,161910,152935,162644,162831,162925,163051,163145,163332,163425,,,164134,164145,164238,164321,164438,164532,164729,164824,164929,165023,165055,165127,165242,165557,165723,165943,170037,170435,170910
15,MS1044-3,,164249,164448,164625,164856,165127,165325,165440,165546,165640,165828,165933,170016,170319,170710,170837,170920,171058,171203,171342,171425,171635,171906,172106,172138,172232,172326,172431,172535,172640,172723,172806,172943,173015,173047,173203,173508,173624,173834,173928,174022,174847
16,MS1903-3,,171823,172055,172305,172535,172910,173036,173141,173403,173508,173718,173812,173845,174220,174606,174731,174825,175002,175045,175304,175358,175700,175930,180139,180233,180316,180432,180547,180640,180806,180921,181015,181142,181225,181318,181425,181801,181938,182054,182220,182325,182441
17,MS1935-4,,175523,175722,175909,180014,180348,180453,180547,180755,180838,180954,181109,181225,181541,181938,182115,182209,182336,182408,182556,182701,182911,183109,183341,183436,183533,183627,183753,183847,183951,184119,184212,184349,184432,184505,184620,184935,185112,185342,185446,185613,185750
18,MX1517-1,,184735,184913,185050,185331,185750,185834,185928,190126,190230,190335,190429,190511,190853,191311,191449,191545,191701,191805,191942,192047,192307,192508,192727,192834,192928,193033,193159,193304,193524,193623,193717,193811,193853,194021,194126,194503,194640,194932,195048,195142,195342
19,MS1044-4,,194104,194326,194513,194733,195109,195214,195319,195446,195544,195710,195804,195909,200234,200623,200739,200824,200951,201044,201222,201305,201453,201632,201842,201925,202008,202051,202206,202311,202427,202532,202615,202720,202752,202857,203023,203305,203420,203642,203725,203842,204018
20,MS1903-4,,202604,202825,203013,203222,203514,203714,203818,203935,204018,204155,204248,204405,204722,205140,205256,205350,205538,205632,205808,205904,210113,210311,210533,210616,210710,210804,210920,211003,211129,211213,211318,211352,211435,211540,211656,212012,212106,212231,212408,212524,212651
21,MS1935-5,211024,211046,211151,211341,211540,211906,212000,212055,212231,212325,212441,212524,212607,212921,213257,213411,213505,,,213902,213923,214050,214216,214425,214508,214551,214645,214749,214833,214938,215021,215104,215232,215304,215347,215515,215809,215914,,220228,220322,220406
22,MS1044-5,215831,215947,220145,220301,220500,220753,220846,220929,221055,221117,221243,221326,221431,221755,222141,222245,222317,222446,222507,222655,222748,222853,223113,223322,223355,223449,223532,223638,223742,223940,224035,224128,224254,224315,224348,224452,224733,224921,225140,225235,225329,225423
23,MS1903-5,,225047,225224,225401,225538,225727,225820,225904,225936,225958,230052,230159,230326,230642,231008,231123,231145,231300,231343,,,,,,,,,,,,,,,,,,,,,,,
