,Bus,C686,C656,C654,C653/2,C692,C689/1,T360,T376/2,T363/2,T306/1,T314/2,T311/1,T308/1,T300,T330/1,M172/16,M160/1,M144/2,M76/2,M84/1,M91,M14,M8/1,M1/12
0,MX4535-0,,,,,,,,,,,,,,,,,,,070116,070201,070328,070719,070835,071002
1,MX3651-0,,,,,,,,,,,,,,,070116,070328,070446,070741,071034,071236,071427,071725,071841,072009
2,MX3783-0,,,,,,,,,070116,070201,070317,070402,070446,070613,070657,071128,071247,071556,071926,072136,072413,072836,072954,073122
3,MX4021-0,070603,070708,070835,071002,071225,071405,071641,071904,072136,072245,072402,072508,072646,072814,072858,073400,073516,073836,074215,074427,074712,075039,075221,075411
4,MX4041-0,,071236,071331,071449,071641,071747,072103,072245,072351,072457,072552,072646,072836,072954,073038,073443,073612,073847,074225,074438,074723,075050,075232,075422
5,MX4159-0,071652,071736,071926,072009,072147,072413,072730,072847,073100,073206,073305,073400,,073633,073719,074131,074247,074500,074901,075101,075327,075647,075814,080014
6,MX4338-0,072541,072613,072708,072752,072943,073144,073432,073623,073730,073825,073920,074014,074142,074309,074354,074839,075006,075305,075550,075647,075909,080312,080441,080652
7,MX4365-0,073254,073349,073454,073600,073803,073931,074225,074417,074522,074617,074712,074806,074923,075039,075123,075528,075647,075920,080217,080418,080652,080946,081051,081303
8,MX4551-0,073909,074047,074142,074247,074417,074628,074923,075028,075134,075243,075349,075433,075613,075658,075742,080206,080323,080546,080913,081113,081303,081621,081737,081949
9,MX4388-0,074511,074544,074650,074734,074850,075039,075254,075422,075517,075625,075709,075753,075931,080026,080111,080513,080630,080935,081209,081314,081503,081832,081938,100613
10,MX4458-0,080037,080122,080239,080334,080535,080736,081041,081230,081452,081621,081726,081821,082022,082127,082211,082622,082749,083033,083417,083700,084059,084413,084540,084718
11,MX4535-1,080935,081041,081157,081314,081514,081705,082055,082222,082328,082444,082550,082705,082928,083139,083259,083754,083943,084254,084529,084908,085140,085514,085642,085841
12,MX3651-1,,,082117,082200,082400,082622,083001,083226,083321,083439,083555,083638,083805,083932,084059,084456,084645,084929,085230,085514,085903,090147,090316,090517
13,MX3783-1,,083128,083226,083332,083544,083900,084153,084413,084540,084645,084803,084857,085129,085241,085324,085736,085903,090136,090517,090612,090728,091025,091130,091310
14,MX4041-1,085452,085546,085714,085809,090029,090233,090601,090644,090858,091025,091130,091238,091449,091605,091711,092134,092315,092612,093004,093217,093442,093810,093928,094130
15,MX4159-1,085852,085957,090103,090211,090400,090644,090908,091025,091130,091249,091405,091500,091649,091816,091911,092315,092443,092813,093228,093357,093653,094024,094140,094331
16,MX4021-1,,,,,,,,,,,,,,,,091152,091332,091554,091911,092123,092527,092931,093047,093357
17,MX4365-1,091605,091649,091733,091849,092050,092206,092516,092623,092728,092835,092931,093025,093153,093334,093420,093832,094002,094247,094651,094745,095041,095529,095646,095802
18,MX4338-1,,,,,091638,091827,092145,092242,092505,092644,092802,092846,093036,093217,093301,093725,093855,094236,094556,094734,094903,095306,095445,095646
19,MX4551-1,092039,092220,092326,092443,092612,092846,093217,093301,093431,093514,093620,093736,093906,094035,094202,094651,094841,095114,095445,095624,095908,100351,100529,100708
20,MX4458-1,093917,094108,094202,094309,094534,094724,095103,095211,095434,095602,095718,095813,095952,100119,100152,100602,100719,101130,101513,101607,101838,102111,102227,102417
21,MX4535-2,095306,095456,095602,095718,095845,100046,100340,100519,100741,100846,101003,101046,101203,101311,101355,101806,101944,102144,102439,102628,103007,103347,103515,103704
22,MX4383-0,095845,100246,100330,100457,100719,100846,101227,101439,101650,101817,101900,101955,102111,102227,102311,102745,102923,103220,103515,103642,103928,104448,104627,104744
