,Bus,M95/3,M22,M10/2,M16/1,M109,M112,M127,M125,M143,M170/1,M172/15,T403,T402,T309,T368,T324/2,T347,T364/2,T366,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C660,C662,C664,C666,C677,C667,C676,C680,C669/1
0,MZ3734-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1
1,MZ3740-0,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,1,1,1,5,-1,1,1,1,-1,-1,-1,-1
2,MZ3978-0,,,,,,,,,,,,,,,1,1,-1,-1,1,1,1,1,1,1,4,1,1,1,1,-1,-1,1,1,1,1,-1,-1,-1
3,MZ3825-0,,,,,,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1
4,MW5936-0,-1,1,1,1,2,3,1,1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1
5,MW5853-0,,,1,-1,1,1,1,1,1,-1,1,1,1,1,1,-1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,-1,-1,-1,-1,-1,-1,-1
6,MZ4228-0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1
7,MZ4072-0,,1,1,1,1,2,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,-1,-1,-1,-1,-1,-1
8,MZ3559-0,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1
9,MW5966-0,-1,1,1,1,1,3,1,1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1
10,MZ3956-0,-1,1,1,1,1,3,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,-1,1,1,1,1,1,1,-1,-1,-1
11,MX1197-0,-1,1,1,1,2,1,1,1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,1,1,-1,-1,-1,-1
12,MX1084-0,-1,1,1,5,1,1,1,4,2,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-1,-1,-1
13,MX1067-0,-1,1,1,2,1,1,1,3,1,-1,1,1,1,,1,-1,1,1,2,1,1,1,1,1,3,1,1,1,1,5,1,1,1,1,1,-1,-1,-1
14,MX1105-0,-1,1,2,2,1,1,1,4,2,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-1,-1,-1
15,MX1135-0,,1,1,1,1,1,1,2,1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,-1,-1,-1,-1,1,-1,-1,-1
16,MZ3556-0,-1,1,1,1,1,1,2,3,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1
17,MZ3734-1,-1,1,1,1,1,1,1,1,2,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1
18,MZ3740-1,-1,1,1,2,1,2,1,2,1,-1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,-1,-1,-1
19,MZ3978-1,,1,1,3,2,2,1,1,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,5,1,1,1,1,1,-1,-1,-1
20,MZ3825-1,-1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1
21,MW5853-1,-1,1,1,2,1,2,1,1,2,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,4,1,1,1,1,4,1,1,1,1,-1,-1,-1,-1
22,MZ4228-1,-1,2,1,4,1,1,1,2,4,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1
23,MZ4072-1,-1,2,2,2,1,1,1,1,3,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1
24,MZ3559-1,-1,1,1,1,1,2,1,3,2,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,1,1,3,-1,-1,-1
25,MW5936-1,-1,1,1,2,1,1,2,2,4,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,-1,-1,-1
26,MP5813-0,-1,1,1,4,3,2,1,3,4,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1
27,MW5966-1,,1,2,4,2,3,1,1,4,-1,1,1,1,1,1,-1,1,1,1,1,2,1,1,1,1,1,1,,1,1,-1,-1,-1,1,1,-1,-1,-1
28,MX1067-1,-1,1,1,4,1,2,1,3,4,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,-1,-1,-1
29,MR8462-0,-1,1,1,5,1,2,2,3,3,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,-1,-1,-1,-1
30,MP5823-0,,1,1,4,3,1,1,2,4,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,-1,-1,-1
31,MX1084-1,-1,2,1,1,1,1,3,4,4,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,-1,-1
32,MZ3956-1,,1,1,4,2,2,2,4,3,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,-1,-1,-1,-1
33,MX1197-1,-1,2,1,4,1,1,2,2,3,-1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,-1,1,1,1,1,-1,-1,-1
34,MX1135-1,,1,1,2,2,2,3,3,3,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,-1,-1
35,MX1105-1,-1,4,1,1,1,1,1,3,2,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,-1,-1,-1
36,MZ3556-1,-1,2,1,1,1,2,4,2,4,-1,1,1,1,1,1,-1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,-1,-1
37,MZ3734-2,-1,1,1,1,1,1,4,1,4,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1
38,MZ3740-2,,1,1,1,1,1,4,4,5,-1,1,1,1,1,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,-1,-1,-1
39,MS4934-0,-1,1,1,3,2,2,4,3,5,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,-1,-1
40,MZ3825-2,,3,1,2,3,2,5,4,3,-1,1,1,1,1,1,-1,1,1,1,1,2,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1
41,MW5853-2,-1,1,1,3,3,2,4,3,4,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1
42,MZ4228-2,-1,1,1,1,4,2,4,2,4,-1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1
43,MZ4072-2,-1,1,1,2,4,2,4,3,2,-1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1
44,MZ3559-2,-1,1,1,1,3,2,4,2,4,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,-1,-1,-1
45,MZ3956-2,-1,1,1,2,2,1,4,2,4,-1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,-1,-1
46,MX1197-2,,1,1,2,1,1,3,1,4,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,,,,,-1,-1,-1
47,MX1084-2,-1,1,1,2,1,1,1,1,4,-1,1,1,1,1,1,-1,2,1,1,1,1,1,1,1,-1,3,1,1,2,1,1,1,1,1,1,-1,-1,-1
48,MX1105-2,-1,1,1,2,1,1,4,3,2,-1,1,1,1,1,1,-1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1
49,MX1067-2,-1,1,1,1,2,1,3,2,4,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,3,1,1,1,1,-1,1,1,1,1,-1,-1,-1
50,MW5966-2,-1,1,1,2,1,1,3,1,4,-1,1,1,1,1,1,-1,1,1,1,1,2,1,1,1,-1,1,1,1,1,1,-1,2,2,2,1,-1,-1,-1
51,MZ3556-2,,,,,,,,,,,,1,1,1,1,-1,2,1,2,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1
52,MZ3734-3,-1,1,1,4,1,1,1,1,2,-1,1,1,1,1,1,-1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1
53,MX1526-0,-1,1,1,3,1,2,1,2,3,-1,1,1,1,1,1,-1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1
54,MZ3740-3,-1,1,1,3,3,1,4,2,3,-1,1,1,1,4,1,1,1,1,4,1,1,1,1,1,-1,2,1,1,1,1,1,1,1,1,1,-1,-1,-1
55,MS4934-1,-1,1,1,2,1,2,4,2,4,-1,1,1,1,4,1,-1,1,1,4,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,-1,-1,-1
56,MZ3825-3,-1,2,1,2,2,1,4,3,4,-1,1,1,4,3,1,-1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1
57,MW5853-3,-1,1,1,2,1,1,3,3,3,-1,1,1,1,1,1,-1,1,1,2,1,1,1,1,1,-1,1,1,1,1,1,5,1,1,1,-1,-1,-1,-1
58,MW3496-0,-1,2,2,2,2,2,4,3,4,-1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,
59,MW5936-2,-1,2,3,1,2,1,2,3,3,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,-1,-1
60,MZ4228-3,-1,4,1,4,1,4,3,2,3,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1
61,MZ4072-3,-1,2,1,2,1,1,4,3,3,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,-1,-1,-1
62,MZ3559-3,-1,4,1,2,2,1,4,2,4,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,-1,-1,-1
63,MX1135-2,-1,1,1,3,1,2,4,3,1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,,,,,,1,1,1,5,1,-1,-1,-1
64,MZ3956-3,-1,2,1,2,1,2,4,3,4,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,3,1,1,1,1,1,1,-1,-1,-1
65,MX1084-3,-1,1,1,1,1,2,3,3,3,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,2,2,1,-1,1,1,1,1,1,-1,-1,-1
66,MX4598-0,-1,1,1,1,3,4,4,4,3,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1
67,MX1105-3,-1,1,1,3,3,2,4,1,3,-1,1,1,1,1,1,-1,1,1,1,1,2,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1
68,MX1067-3,-1,2,1,2,4,1,5,4,3,-1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,,1,1,1,1,-1,-1,-1
69,MW5936-3,-1,1,1,4,3,3,4,4,2,,,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,-1,-1
70,MW5966-3,,1,1,2,3,2,4,3,4,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,5,1,1,-1,-1,-1,-1,-1,-1,-1
71,MZ3734-4,-1,1,1,2,4,4,4,1,2,-1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
72,MX1526-1,-1,1,1,4,3,1,4,4,2,-1,1,2,4,4,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,5,-1,1,1,1,1,-1,-1,-1
73,MZ3740-4,,2,1,4,3,2,5,4,3,-1,1,5,2,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,4,1,1,1,1,1,4,-1,-1,-1
74,MW5853-4,-1,1,2,4,4,2,4,3,3,-1,1,5,1,2,1,-1,1,1,2,1,1,1,1,1,-1,1,1,1,1,3,1,-1,-1,1,-1,-1,-1,-1
75,MZ4228-4,-1,1,1,2,4,3,5,4,4,-1,1,4,1,3,1,-1,1,1,1,1,2,1,1,1,1,1,1,1,1,5,1,1,1,1,-1,-1,-1,-1
76,MX1197-3,-1,2,3,4,4,2,4,3,4,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,1,1,-1,-1,-1
77,MZ4072-4,,3,1,2,3,2,4,3,5,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1
78,MZ3956-4,-1,2,1,4,1,1,3,1,3,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,-1,-1,-1,-1,-1,-1,-1
79,MZ3559-4,-1,2,1,2,1,1,1,2,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,5,1,-1,-1,-1,-1,-1,-1,-1,-1
80,MX1084-4,-1,1,1,4,1,2,1,2,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,,,,,,-1,-1,-1,-1
81,MX1067-4,-1,1,1,4,2,2,1,4,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,-1,-1,-1,-1
