,Bus,C686,C656,C654,C653/2,C692,C689/1,T360,T376/2,T363/2,T306/1,T314/2,T311/1,T308/1,T300,T330/1,M172/16,M160/1,M144/2,M76/2,M84/1,M91,M14,M8/1,M1/12
0,MX4598-0,,,,,,,,,,,,,,,,,,,,,,070133,070156,070355
1,MX3651-0,,,,,,,,,,070133,070207,070250,070417,070533,070627,071026,071204,071414,071720,071932,072226,072615,072731,072954
2,MX4021-0,,,,,,070133,070450,070638,070743,070859,071015,071059,071215,071331,071425,071836,072016,072226,072636,072837,073219,073538,073657,073921
3,MX4159-0,070133,070207,070323,070439,070711,070910,071226,071414,071520,071614,071720,071814,071921,072059,072132,072553,072753,073027,073314,073516,073910,074226,074342,074626
4,MX4338-0,071120,071215,071331,071531,071858,072005,072415,072531,072804,072921,073027,073122,073432,073538,073611,074027,074226,074510,075215,075615,080115,080505,080705,080938
5,MX4365-0,072459,072636,072731,072825,073016,073206,073454,073624,073743,073837,073953,074059,074320,074426,074521,074942,075110,075721,080727,081200,081657,082015,082131,082626
6,MX3783-0,074404,074459,074615,074720,074920,075026,075531,075637,075849,080030,080126,080243,080454,080621,080716,081211,081400,081815,082520,082752,083130,083520,083659,084017
7,MX4535-0,075259,075448,075615,075710,080019,080148,080559,080822,081106,081233,081412,081541,081742,082036,082152,082647,082847,083448,084218,084451,084725,085221,085359,085526
8,MX4551-0,075426,075838,075923,080030,080243,080338,080811,081022,081128,081244,081412,081603,081848,082109,082214,082658,082909,083459,084251,084451,084738,085232,085410,085622
9,MX4598-1,080432,080610,080654,080822,081033,081255,081624,081826,081910,082058,082225,082319,082531,082731,082836,083321,083520,084345,084938,085221,085515,085906,090024,090309
10,MX4614-0,081423,081456,081551,081657,081848,082015,082425,082615,082731,082847,083004,083109,083238,083448,083531,083943,084101,084748,085221,085515,085738,090057,090201,110515
11,MX3651-1,083648,083921,084039,084156,084513,084652,084959,085221,085337,085454,085611,085716,085928,090107,090201,090614,090752,091131,091435,091636,091909,092236,092414,092636
12,MX4021-1,085749,090046,090140,090236,090404,090520,090803,091015,091120,091247,091341,091508,091657,091824,091931,092353,092520,092815,093229,093439,093840,094407,094524,094713
13,MX4159-1,091142,091352,091508,091614,091730,091846,092152,092425,092647,092803,092912,093017,093218,093313,093356,093829,094007,094345,094745,094935,095443,095906,100024,100329
14,MX4338-1,,091920,092036,092152,092403,092625,092923,093028,093302,093428,093523,093640,093935,094040,094135,094618,094745,095052,095526,095633,100002,100518,100645,100931
15,MX4365-1,,093723,093818,093902,094102,094334,094640,094734,094946,095125,095241,095325,095504,095633,095655,100152,100329,100718,101058,101247,101613,102235,102414,102719
16,MX3783-1,094545,094629,094724,094818,095030,095146,095515,095644,095906,100035,100141,100246,100413,100540,100634,101058,101225,101541,101918,102003,102351,103121,103249,103440
