,Bus,C690/1,C689/2,T360,T378,T397,T395,T366,T374,T406,T345/1,T317,M206/2,M216,M207,M63,M67,M65,M93
0,AA7480-0,,,,,,,,,,,070107,070944,071133,071249,071354,071426,071542,071803
1,MW5594-0,,,,,,,,,070107,070352,070522,071636,071909,072036,072130,072203,072319,072613
2,MW4366-0,070107,070140,070449,070555,070711,070744,070901,070955,071028,071437,071604,072802,073035,073235,073341,073414,073530,073940
3,MW5142-0,071238,071300,071531,071709,071814,071909,072047,072152,072235,072635,072802,074108,074343,074449,074555,074639,074807,075122
4,MW4557-0,072141,,072740,072835,073003,073057,073235,073341,073435,074014,074203,075418,075701,075827,075943,080048,080204,080531
5,AA7301-0,073319,073552,073824,074057,074214,074320,074405,074511,074555,075207,075501,080614,080825,081025,081130,081257,081403,081825
6,MW4647-0,074417,074628,074934,075028,075144,075229,075323,075418,075501,080005,080258,081341,081509,081647,081803,081858,081952,082340
7,MW4781-0,,,075911,080027,080131,080204,080331,080415,080509,,081319,082318,082612,082800,082905,083010,083053,083433
8,MW4837-0,080509,080708,081014,081225,081341,081436,081531,081625,081720,082213,082601,083813,084057,084257,084404,084509,084647,085056
9,AA7480-1,081731,081931,082246,082423,082528,082550,082655,082811,082843,083337,083625,084647,084919,085056,085214,085308,085414,085825
10,MP6380-0,082202,082456,082811,083021,083137,083210,083253,083350,083444,084152,084426,085625,085900,090049,090154,090237,090425,090718
11,AA7479-0,,083400,083613,083835,083941,084025,084236,084330,084426,085247,085541,090613,090857,091056,091224,091319,091415,091847
12,MW5594-1,084319,084341,084708,084846,084940,085045,085236,085330,085436,085911,090049,091056,091330,091531,091648,091731,091909,092307
13,AA7458-0,084636,084835,085056,085225,085330,085414,085625,085720,085814,090321,090458,091753,092014,092202,092307,092413,092508,092824
14,MW4366-1,085236,085330,085658,085836,085955,090100,090237,090331,090414,091002,091150,092402,092656,092857,093024,093118,093213,093603
15,MW5142-1,085814,090005,090248,090425,090541,090646,090835,090951,091045,091553,091731,092857,093140,093257,093425,093520,093624,093919
16,MW4557-1,090656,090814,091056,091224,091341,091426,091459,091626,091709,092402,092551,093846,094131,094309,094428,094533,094628,094922
17,AA7336-0,091858,092119,092518,092634,092803,092919,093046,093151,093257,093846,094131,095332,095615,095815,095933,100019,100136,100601
18,AA7301-1,092350,,092824,093024,093129,093235,093414,093530,093603,,094711,095826,095955,100136,100253,100400,100528,100835
19,MW4825-0,092941,093056,093352,093520,093635,093708,093846,094003,094047,094555,094827,095955,100253,100456,100612,100728,100824,101140
20,MW4647-1,,093414,093846,094036,094153,094236,094439,094555,094638,095121,095404,100456,100612,100835,100941,101013,101130,101658
21,MW4781-1,095005,095110,095415,095542,095710,095804,095922,100019,100102,100728,100908,101941,102223,102413,102528,102622,102727,103022
22,AA6802-0,,,,,,,,,095426,095900,100040,101308,101553,101731,101836,101941,102118,102424
23,MW4837-1,095911,100040,100326,100507,100612,100656,100728,100824,100857,101404,101604,102738,102905,103105,103211,103305,103412,103845
24,AA7480-2,101035,101319,101604,101803,101919,101952,102046,102201,102255,102833,103043,104256,104520,104659,104816,104901,105028,105406
25,MW5594-2,103138,103243,103539,103646,103813,103845,103929,104035,104129,104648,104838,110027,110310,110438,110543,110627,110732,111005
26,AA7479-1,,,,,,,,103539,103624,104140,104448,105532,105816,110027,110132,110248,110332,110710
27,AA7458-1,104245,104458,104742,104944,105100,105144,105250,105344,105427,110016,110143,111332,111626,111814,111920,111942,112038,112415
28,MW4366-2,105438,105616,110016,110100,110205,110310,110438,110533,110605,111111,111248,112310,112437,112603,112719,112752,112846,113150
29,AA7336-1,111005,111154,111521,111615,111731,111836,111920,112016,112121,112647,112846,114119,114413,114623,114728,114844,115032,115536
30,MW4825-1,111459,112038,112426,112531,112658,112803,112940,113056,113150,113740,113940,115243,115526,115714,115830,115924,120052,120358
31,MW5142-2,,113845,114202,114402,114507,114551,114706,114800,114855,115421,115609,120703,120841,121008,121113,121208,121313,121631
32,MW4557-2,114938,,,,115620,,115902,115956,120041,120525,120735,121852,122136,122357,122502,122556,122650,123006
33,MW4647-2,120314,120515,120841,121019,121135,121219,121346,121502,121557,122030,122302,123344,123616,123755,123912,124008,124146,124558
34,MW4781-2,121914,,122407,122523,122639,122734,122817,122912,123006,,123744,124714,124957,125145,125251,125335,125440,125944
35,MW4837-2,123406,123543,123912,124008,124113,124219,124251,124453,124536,125018,125156,130238,130542,130816,130912,131006,131111,131542
36,AA7480-3,124757,125029,125230,125440,125607,125651,125734,125839,125923,130510,130709,131944,132249,132458,132614,132708,132802,133140
37,MW5594-3,130427,130615,131027,131144,131249,131343,131510,131553,131648,132155,132321,133550,133835,134025,134131,134226,134403,135013
