,Bus,M93,M108/1,M60,M1/13,M222/2,M244,M219/1,M235,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T367,T394,T396,T377,T359,C688/2,C690/1
0,MW4503-0,,,,,,,,,,,,,,,,,070100,070154,070248,070416,070510,070803,070950
1,MW4619-0,,,,,,,070100,070143,071127,071222,071316,071452,071619,071713,071839,071944,072028,072226,072332,072459,072553,072815,072951
2,MW4647-0,,,,070100,070132,070438,070532,070709,071745,071850,071933,072101,072216,072320,072448,072531,072625,072729,072826,072941,073117,073358,073452
3,MW4825-0,070100,070258,070553,070907,071211,071442,071713,071850,072751,072908,073002,073139,073315,073430,073556,073712,073816,074025,074109,074235,074339,074644,074821
4,MW5645-0,071305,073034,073337,073722,073920,074109,074318,074445,075335,075407,075501,075617,075754,075858,080025,080129,080234,080349,080443,080609,080746,081111,081226
5,MW5132-0,071420,073942,074203,074539,074833,074948,075240,075418,080338,080432,080526,080652,080808,080923,081122,081226,081341,081539,081643,081758,081946,082321,082509
6,MR7938-0,,,,,071536,071745,072017,072133,073150,073232,073315,073452,073607,073712,073838,073920,074015,074141,074246,074424,074550,074821,074916
7,MW5275-0,,,071630,071933,072122,072259,072520,072815,073733,073859,073942,074119,074246,074350,074518,074612,074717,074916,074948,075114,075208,075501,075554
8,MW4856-0,,,072459,072803,073106,073304,073513,073628,074601,074717,074811,074937,075103,075208,075428,075533,075628,075754,075909,080036,080140,080422,080558
9,MW5594-0,074435,074706,074843,075135,075323,075439,075743,075826,080923,081017,081100,081215,081319,081413,081539,081611,081704,081819,081924,082029,082144,082415,082603
10,MW4366-0,075544,075638,075920,080151,080432,080609,080913,081049,081956,082101,082155,082310,082426,082531,082657,082802,082857,083023,083127,083232,083336,083627,083721
11,MW4503-1,,081143,081445,081902,082050,082310,082542,082718,083742,083858,084003,084118,084244,084359,084535,084640,084755,084920,085035,085150,085350,085631,085746
12,MW4619-1,,082144,082332,082751,082846,083002,083221,083357,084431,084535,084629,084744,084920,084953,085057,085202,085306,085400,085505,085609,085746,090039,090132
13,MW4825-1,082144,083325,083627,083951,084244,084431,084712,084953,090007,090111,090215,090343,090510,090604,090751,090835,090951,091106,091222,091348,091545,091850,092015
14,MW4647-1,,084712,084931,085202,085306,085443,085652,085807,090740,090835,090918,091024,091200,091243,091452,091524,091640,091734,091828,091932,092141,092339,092518
15,MW5275-1,,085944,090247,090615,090824,090951,091243,091430,092350,092445,092528,092716,092832,092915,093030,093135,093228,093344,093448,093606,093815,094118,094305
16,MW4856-1,090835,,091106,091337,091608,091817,092109,092245,093218,093311,093415,093542,093711,093754,093920,094013,094118,094233,094337,094443,094547,094808,094923
17,MW5132-1,091630,093145,093509,093920,094129,094255,094558,094702,095633,095726,095809,095934,100100,100132,100330,100435,100539,100726,100843,100947,101145,101426,101800
18,MW5645-1,091806,091943,092141,092435,092550,092758,093052,093218,094129,094233,094316,094443,094558,094652,094840,094934,095027,095132,095215,095319,095456,095715,095819
19,MW5594-1,093826,094139,094305,094630,094829,094934,095225,095341,100215,100309,100352,100507,100600,100643,100904,100936,101040,101145,101300,101343,101530,101728,101833
