,Bus,M95/3,M22,M10/2,M16/1,M109,M112,M127,M125,M136/2,M139/2,M184,M188,M203/2,M182/1,T431,T335/2,T338,T326/3,T332/2,T325/3,T339/4,T408/1,T343,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C659
0,MR8583-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070100,070144
1,MS1044-0,,,,,,,,,,,,,,,,,,,,,,,,,,070100,070133,070259,070332,070542,070626,070658,070741,070803,070918,071034,071305,071504,071619,071746,071850,071923
2,MS2095-0,,,,070100,070216,070521,070636,070741,070907,070950,071128,071233,071327,071641,072039,072205,072259,072405,072459,072624,072657,072826,073034,073305,073409,073452,073618,073744,073849,074015,074058,074152,074339,074424,074445,074612,074916,075042,075136,075323,075429,075606
3,MS1903-0,070709,071923,072144,072321,072520,072836,072941,073056,073211,073305,073420,073535,073701,074047,074413,074601,074644,074800,074905,075020,075103,075240,075501,075722,075754,075837,075952,080118,080223,080359,080442,080525,080558,080641,080713,080849,081203,081401,081548,081653,081819,081935
4,MS1953-0,073525,074413,074623,074843,075114,075501,075555,075711,075920,080035,080212,080317,080453,080817,081213,081339,081433,081548,081653,081758,081841,082039,082216,082437,082552,082635,082750,082907,083012,083211,083304,083347,083546,083629,083650,083755,084140,084244,084413,084539,084654,084843
5,MS2365-0,,080619,080756,080954,081141,081433,081632,081736,081946,082039,082226,082343,082426,082750,083117,083243,083326,083452,083546,083712,083755,084003,084201,084424,084517,084600,,084832,084904,085041,085145,085218,085345,085356,085428,085554,085856,090003,090107,090201,090316,090421
6,MR8583-1,082657,082812,083034,083200,083358,083805,083827,083942,084035,084118,084234,084327,084445,084820,085218,085345,085428,085605,085637,085813,085846,090035,090305,090525,090608,090702,090818,090944,091017,091143,091236,091319,091402,091424,091445,091614,091905,092010,092229,092323,092416,092543
7,MS1044-1,,085207,085417,085605,085928,090150,090348,090514,090734,090840,091017,091111,091153,091518,091905,092031,092125,092229,092334,092500,092543,092708,092940,093149,093244,093337,093453,093608,093702,093910,094005,094048,094152,094214,094235,094350,094706,094821,095030,095207,095301,095448
8,MS2095-1,,092416,092708,092857,093055,093348,093535,093640,093817,093900,094016,094120,094308,094633,095030,095156,095250,095416,095459,095635,095718,095916,100147,100407,100450,100533,100648,100753,100836,101045,101200,101234,101338,101410,101504,101620,101945,102111,102216,102427,102543,102730
9,MS1903-1,,095635,095844,100115,100346,100721,100815,100919,101200,101255,101504,101558,101746,102111,102449,102626,102720,102918,103012,103200,103253,103451,103700,103928,104000,104055,104222,104315,104359,104629,104723,104818,104912,104955,105016,105120,105429,105606,105815,105931,110035,110256
10,MP5991-0,,102038,102154,102405,102615,102929,103200,103325,103513,103607,103754,103928,104000,104337,104723,104850,104933,105037,105120,105240,105323,105512,105711,105931,110035,110118,110224,110329,110424,110528,110611,110654,110800,110843,111009,111137,111440,111617,111805,111859,112004,112214
11,MS1953-1,,104127,104337,104546,104901,105142,105240,105346,105617,105700,105920,110014,110151,110518,110916,111020,111114,111242,111346,111545,111639,111910,112120,112319,112425,112519,112634,112750,112846,113002,113055,113149,113223,113255,113327,113432,113745,113910,114141,114237,114332,114511
12,MS2365-1,,110434,110716,110937,111210,111617,111639,111744,111942,112037,112214,112308,112403,112728,113117,113234,113338,113504,,,,,114152,114354,114438,114521,,,,,123149,,,,,,,,,144152,144257,
13,MR8583-2,112750,113106,113410,113547,113755,114141,114309,114449,114543,114626,114741,114836,114951,115341,115728,115906,120011,120137,120222,120400,120443,120630,120807,121048,121131,121215,121352,121445,121528,121748,121841,121935,122040,122112,122134,122242,122545,122710,125055,125138,125255,125442
14,MS1044-2,,120105,120316,120505,120735,121204,121258,121445,121539,121633,121830,121913,122123,122512,122847,123013,123117,123254,123347,123524,123607,123806,124016,124238,124333,124416,124552,124719,124824,124951,125045,125138,125255,125327,125442,125620,125955,130121,130340,130457,130612,130836
15,MS2095-2,,123211,123409,123545,123943,124405,124509,124624,124741,124835,124951,125106,125255,125620,130006,130142,130236,130413,130507,130634,130717,130908,131117,131329,131422,131505,131622,131715,131809,131935,132039,132132,132222,132305,132326,132431,132722,132827,133035,133140,133249,133355
16,MS1953-2,,130717,130847,131056,131235,131559,131715,131830,132122,132222,132431,132546,132733,133118,133510,133659,133752,133940,134035,134212,134317,134547,134828,135059,135131,135226,135330,135507,135550,135716,135809,135903,135957,140030,140156,140301,140616,140804,140920,141119,141239,141427
17,MR8583-3,140522,140605,140814,141036,141250,141604,141719,141824,142055,142138,142318,142424,142529,142844,143243,143430,143524,143702,143745,143911,143954,144203,144508,144706,144812,144855,145021,145136,145230,145439,145533,145617,145732,145815,145847,150013,150402,150528,150748,150854,151124,151615
18,MS1044-3,143020,143053,143358,143608,143838,144203,144329,144446,144812,144855,145104,145157,145346,145721,150128,150256,150339,150518,150622,150820,150905,151103,151334,151605,151648,151742,151908,152024,152118,152255,152349,152433,152537,152609,152735,152912,153330,153435,153645,153750,154020,154500
19,MS2095-3,145010,150224,150350,150622,150844,151240,151323,151511,151742,151846,152118,152212,152349,152735,153132,153330,153435,153550,153718,153905,153948,154230,154532,154742,154846,154951,155106,155224,155307,155444,155538,155644,155716,155749,155821,155938,160338,160515,,160901,161142,161625
20,MS5082-0,153352,153446,153844,154042,154302,154605,154709,154803,155055,155200,155329,155422,155612,155959,160410,160558,160652,160850,160922,161059,161152,161423,161657,161916,162011,162105,162234,162350,162454,162620,162724,162829,162922,162955,163110,163237,163531,163657,163857,164035,164201,164526
21,MS1953-3,155318,155600,155821,160010,160222,160630,160735,160839,161005,161110,161236,161330,161456,161812,162148,162317,162400,162526,162620,162746,162840,163049,163237,163448,163520,163604,163708,163836,163929,164107,164212,164255,164400,164432,164608,164713,165058,165236,165528,165622,165716,170029
22,MX1517-0,,161959,162116,162256,162548,162850,162944,163110,163333,163437,163647,163823,163908,164234,164619,164807,164900,165048,165203,165351,165434,165643,165914,170133,170230,170336,170451,170607,170650,170859,171004,171047,171141,171239,171300,171438,171802,172000,172127,172232,172358,172557
23,MW4762-0,162116,165152,165319,165506,165632,165924,170133,170241,170430,170524,170733,170816,170910,171239,171657,171823,171917,172054,172138,172326,172420,172629,172807,173038,173121,173215,173320,173424,173508,173657,173750,173905,173948,174033,174210,174325,174650,174901,175226,175309,175425,175446
24,MS1044-4,,,172420,172640,173049,173342,173603,173718,173826,173916,174044,174127,174253,174628,175016,175153,175237,175425,175457,175656,175822,180032,180324,180523,180617,180710,180858,181002,181107,181233,181348,181452,181607,181650,181816,182014,182349,182515,182736,182851,183017,183132
25,MS2095-4,,175540,175750,175948,180126,180408,180649,180815,181002,181056,181315,181409,181503,181838,182234,182432,182526,182714,182757,183006,183110,183320,183603,183812,183844,183938,184043,184148,184241,184430,184534,184628,184743,184815,184858,185035,185400,185515,,185901,185955,190051
26,MS5082-1,,182746,182912,183100,183320,183635,183729,183844,184126,184158,184430,184523,184617,185013,185421,185620,185652,185840,185934,190112,190155,190356,190616,190857,190941,191034,191139,191317,191411,191610,191704,191809,191935,192009,192030,192156,192448,192553,192803,192858,193024,193129
27,MX1517-1,,185703,185757,185912,190101,190439,190605,190710,190919,191013,191151,191245,191422,191831,192207,192322,192405,192604,192636,192813,192920,193118,193318,193516,193621,193704,193758,193903,193935,194102,194156,194301,194355,194429,194512,194616,194908,195056,195235,195339,195433,195632
28,MS1953-4,,191317,191505,191704,191809,192207,192311,192416,192625,192730,192930,193014,193151,193505,193830,194008,194051,194156,194239,194355,194439,194616,194825,195045,195150,195235,195318,195433,195527,195704,195758,195902,200007,200101,200205,200320,200602,200707,200845,200949,201105,201210
29,MW4762-1,194710,195002,195235,195412,195505,195725,195935,200039,200237,200320,200540,200612,200739,201105,201502,201628,201804,202014,202118,202306,202349,202557,202755,203015,203036,203109,203224,203318,203401,203548,203703,203736,203901,203944,204027,204134,204427,204553,204803,204930,205046,205246
30,MS2095-5,201033,210623,210728,210906,211147,211439,211533,211637,211752,211847,212014,212046,212119,212442,212828,212943,213026,213152,213236,213402,213506,213654,213914,214123,214206,214300,214344,214510,214604,214708,214803,214836,214951,215045,215127,215304,215558,215713,,215922,220027,220235
31,MS1044-5,,202557,202734,202932,203203,203422,203631,203725,203840,203944,204134,204227,204310,204709,205107,205246,205340,205516,205610,205747,205830,210039,210227,210447,210530,210613,210656,210811,210906,211032,211126,211230,211428,211501,211533,211709,212035,212140,212317,212442,212608,212745
32,MS1953-5,213820,214029,214155,214321,214625,214857,214940,215055,215317,215400,215547,215630,215713,220005,220351,220456,220528,220654,220747,220924,221007,221143,221341,221550,221645,221728,221811,221927,222021,222117,222201,222244,222337,222359,222421,222536,222839,223006,223110,223237,223352,223529
33,MW4762-2,,,221844,222021,222233,222525,222619,222724,222839,222912,223121,223132,,223624,223949,224115,224137,224231,224325,224441,224524,224651,224830,225050,225133,225216,225309,225414,225507,225602,225656,225739,225855,225949,230011,230126,230429,230534,230753,230836,230940,231023
34,MS1044-6,,225122,225309,225518,225718,230032,230126,230230,230418,230451,230638,230721,230836,231149,,,,,,,,,,,,,,,,,,,,,,,,,,,,
