,Bus,C690/1,C689/2,T360,T378,T397,T395,T366,T374,T406,T345/1,T317,M206/2,M216,M207,M63,M67,M65,M93
0,MW4856-0,,,,,,,,,,,070100,070332,070437,070553,070658,070730,070824,071055
1,MW5594-0,,,,,,,,,070100,070448,070604,071818,071923,072017,072122,072143,072237,072541
2,MW4366-0,,070615,070824,070950,071055,071128,071222,071316,071409,071839,072017,073105,073346,073523,073639,073722,073859,074256
3,MW4503-0,,,072354,072613,072728,072835,073011,073105,073220,073701,074025,075235,075505,075620,075725,075808,075901,080258
4,MW4619-0,,,,,074141,074224,074411,074505,074537,075131,075423,080415,080635,080803,080918,080950,081044,081335
5,MW4647-0,075026,075120,075423,075631,075736,075818,075912,080007,080050,080447,080739,081835,081950,082118,082222,082305,082420,082629
6,MW5275-0,080520,080635,080856,081022,081127,081220,081346,081439,081512,081940,082118,083141,083422,083558,083713,083756,083911,084224
7,MW4856-1,081439,,081950,082233,082337,082420,082525,082619,082712,083256,083454,084632,084902,085050,085154,085247,085402,085832
8,MW5645-0,082348,082547,082838,083036,083141,083245,083411,083505,083548,084058,084245,085258,085539,085654,085758,085832,085947,090354
9,MW5132-0,082525,083548,083922,084047,084202,084256,084434,084528,084600,085132,085330,090427,090658,090824,090940,091012,091055,091451
10,MW5594-1,084350,084456,084758,084841,084956,085050,085154,085237,085330,085820,090009,091232,091358,091440,091556,091638,091721,091930
11,MW4366-1,085456,085600,085904,090030,090145,090228,090416,090510,090553,091012,091221,092358,092638,092742,092846,092940,093106,093535
12,MW4503-1,,090636,090951,091055,091221,091325,091523,091617,091710,092149,092513,093535,093816,094003,094108,094150,094338,094714
13,MW4619-1,,092056,092419,092617,092721,092836,092908,092951,093055,093607,093859,094829,094955,095153,095258,095402,095517,095936
14,MW4825-0,092929,093128,093442,093535,093712,093816,093920,094024,094118,094735,094944,100135,100427,100624,100739,100835,100939,101313
15,MW4647-1,094024,094129,094432,094631,094735,094829,094934,095027,095110,095633,095904,100813,100928,101105,101209,101241,101335,101554
16,MW5275-1,095027,095132,095413,095600,095705,095809,095947,100103,100157,100750,100939,102107,102222,102347,102452,102535,102618,102930
17,MW4856-2,095904,,100344,100459,100603,100635,100729,100824,100856,101335,101533,102837,103035,103211,103315,103409,103503,103711
18,MW5132-1,101856,102556,102858,102941,103107,103150,103211,103305,103347,103806,103954,105045,105319,105506,105621,105703,105747,105955
19,MW4366-2,105433,105516,105757,105912,110017,110049,110121,110230,110335,110804,110951,112131,112257,112414,112519,112612,112706,112915
20,MW4619-2,,111045,111409,111557,111650,111733,111859,111953,112037,112457,112738,113930,114226,114354,114509,114530,114645,115045
21,MW4825-1,112508,112551,113020,113052,113230,113303,113357,113450,113523,114119,114332,115558,115849,120036,120151,120256,120339,120630
22,MW4503-2,,114014,114248,114354,114520,114602,114656,114803,114858,115432,115734,121037,121213,121401,121505,121609,121735,122227
23,MW5645-1,115723,,,,,,,,,,,,,,,,,
24,MW4647-2,115849,120108,120400,120630,120735,120839,121016,121120,121224,121652,121933,123158,123357,123544,123638,123731,123919,124315
25,MW5275-2,122028,122121,122416,122510,122625,122719,122928,123033,123137,123659,123846,125056,125348,125536,125652,125746,125840,130225
26,MW4856-3,123908,,124315,124524,124628,124700,124826,124919,125024,125557,125829,131031,131315,131503,131607,131701,131827,132129
27,MW5594-2,125944,130038,130340,130413,130507,130551,130727,130810,130905,131431,131545,132759,132904,133104,133210,133304,133430,133711
28,MW4366-3,132139,132307,132633,132854,132948,133053,133232,133325,133408,133910,134035,135319,135611,135820,135935,140008,140123,140450
29,MW4503-3,134014,134057,134400,134515,134640,134745,134839,134932,135037,135550,135852,140859,141150,141355,141510,141614,141719,142014
30,MW4647-3,135956,140113,140405,140554,140659,140731,140825,140920,141014,141603,141835,143021,143316,143452,143608,143702,143755,144130
31,MW5275-3,,142128,142445,142623,142727,142810,142905,143010,143104,143640,143828,145154,145448,145636,145751,145905,150042,150347
32,MW4856-4,143900,,144424,144643,144747,144841,144945,145100,145205,145708,145855,151120,151405,151647,151751,151846,152035,152431
33,MW5594-3,145844,145927,150408,150535,150712,150744,151005,151058,151152,151741,151951,153258,153549,153747,153923,154029,154123,154625
34,MW4366-4,151542,151730,152046,152212,152338,152421,152608,152723,152816,153319,153517,154636,154918,155116,155224,155339,155444,155944
35,MW4503-4,153003,153247,153621,153747,153913,153956,154101,154217,154300,154835,155224,160403,160705,160926,161041,161145,161252,161848
36,MW4557-0,154438,154636,154940,155213,155318,155401,155537,155714,155807,160247,160435,161545,161848,162014,162128,162234,162349,162620
37,MW4647-4,155620,155818,160100,160352,160457,160540,160716,160820,160916,161336,161701,162724,163006,163142,163248,163331,163446,163916
38,MW4705-0,160622,160833,161124,161252,161357,161451,161607,161701,161743,162306,162558,163739,164009,164156,164304,164409,164535,165003
39,MW4781-0,161357,161556,161837,162014,162128,162223,162328,162443,162548,,163341,164502,164754,164909,165024,165139,165236,165527
40,MW4846-0,,163142,163403,163507,163603,163646,163801,163916,163948,164545,164732,170017,170312,170554,170709,170814,170918,171351
41,MW5594-4,165401,165559,165819,165923,170028,170208,170301,170428,170522,170950,171138,172312,172614,172813,172928,173032,173137,173535
42,MR8583-0,170208,170355,170626,170824,170950,171127,171319,171424,171528,172101,172521,173441,173743,173948,174105,174210,174357,174850
43,MW4229-0,170533,171138,171445,171632,171747,171902,172040,172240,172312,172845,173043,174419,174722,174954,175109,175214,175350,175642
44,MW4366-5,171309,171528,171819,172018,172123,172240,172355,172438,172510,173000,173137,174617,174911,175058,175214,175257,175350,175653
45,MW4503-5,172112,172427,172802,173032,173221,173326,173524,173639,173743,174347,174743,175944,180248,180521,180636,180751,180941,181243
46,MP6002-0,,,,,172553,172708,172802,172907,173000,173556,173817,175005,175307,175516,175642,175736,175923,180238
47,MW4557-1,173253,173441,173743,174022,174127,174232,174408,174512,174606,175131,175329,180531,180835,181055,181221,181337,181452,181805
48,MW4647-5,174502,174555,174839,175047,175141,175225,175422,175516,175620,180132,180448,181502,181755,182025,182140,182223,182400,182850
49,MW4705-1,175808,175851,180132,180259,180416,180510,180636,180824,181002,181513,181848,183016,183319,183538,183643,183747,183851,184155
50,MW4781-1,180908,,181337,181441,181607,181712,181827,181931,182035,,182912,184007,184300,184605,184720,184826,185024,185515
51,MW4846-1,182432,182558,182840,183027,183142,183236,183351,183445,183538,184112,184321,185515,185807,190040,190144,190249,190428,190847
52,MW4856-5,183819,,184321,184450,184637,184742,184930,185056,185212,185756,185944,191223,191527,191726,191830,191924,192049,192437
53,MW5594-5,185901,185912,190345,190439,190543,190648,190825,190941,191013,191433,191621,192751,193045,193256,193401,193433,193527,193852
54,MW4366-6,191538,191841,192121,192236,192342,192416,192542,192635,192708,193118,193246,194450,194720,194858,195002,195056,195212,195641
55,MW4557-2,195222,195410,195641,195817,195932,200036,200213,200317,200422,201006,201204,202248,202457,202622,202727,202820,202946,203259
56,MW4647-6,201715,201758,202028,202309,202414,202457,202748,202903,203008,203436,203728,204639,204847,205034,205139,205232,205326,205639
57,MW4781-2,203259,203529,203750,203959,204105,204138,204347,204513,204606,205200,205315,210618,210815,210952,211056,211201,211337,211556
58,MW4856-6,205952,210128,210431,210607,210711,210754,211056,211150,211254,211744,211859,213047,213246,213422,213527,213620,213746,214131
59,MW4366-7,213025,213203,213433,213548,213652,213735,213944,214027,214120,214550,214705,215730,220012,220138,220242,220336,220440,220649
60,MW4557-3,215355,215636,215939,220138,220242,220336,220523,220606,220649,221128,221305,222244,222442,222608,222723,222818,222944,223235
61,MW4647-7,,221816,221952,222056,222150,222222,222421,222525,222619,223027,223214,224152,224402,224528,224632,224726,224852,225143
62,MW4781-3,223725,223912,224141,224246,224402,224434,224528,224621,224704,225122,225247,230351,230549,230704,230809,230842,231018,
63,MW4856-7,230226,230351,230611,230715,230831,230903,231050,,,,,,,,,,,
