,Bus,C659,C656,C654,C653/2,C692,C689/1,T355/2,T360,T376/1,T363/1,T374,T406,T345/1,T322,T342,T409,T368,T324/2,T327,T326/2,T337,T334,T430,M177,M198/1,M183/2,M140/1,M137/2,M132/1,M200,M201,M121,M119,M113,M94,M95/3
0,MR8462-0,,,,,,,,,,,,,,,,,,,,,,070106,070201,070646,070920,071142,071321,071439,071535,071618,071651,071756,071851,072050,072206,072333
1,MS2365-0,,,,,,,,,070106,070212,070256,070339,070920,071142,071332,071450,071618,071702,071851,071945,072101,072134,072250,072805,073038,073206,073312,073501,073544,073701,073806,073922,074038,074216,074406,074522
2,MW2390-0,070825,070952,071047,071142,071428,071557,071851,072039,072217,072311,072406,072449,073049,073312,073501,073617,073712,073806,073933,074027,074144,074227,074355,074910,075153,075437,075647,075752,075857,075952,080046,080245,080424,080635,080741,080931
3,MW2856-0,071524,072954,073049,073144,073544,073701,074038,074206,074417,074500,074606,074711,075215,075458,075709,075836,075952,080046,080213,080329,080446,080540,080730,081204,081449,081806,081955,082122,082227,082322,082440,082558,082747,082950,083139,083257
4,MR8024-0,074711,074816,074910,075015,075204,075247,075614,075658,075825,075919,080024,080108,080613,080920,081120,081237,081449,081533,081712,081828,081955,082101,082249,082736,083001,083213,083456,083613,083751,083918,084025,084214,084331,084659,084849,085143
5,MR8026-0,080202,080741,080836,080920,081120,081226,081533,081701,081828,081933,082017,082111,082823,083235,083434,083602,083824,083918,084120,084225,084353,084510,084731,085238,085510,085753,085859,090016,090100,090227,090344,090500,090616,090848,091026,091300
6,MS2259-0,082311,082355,082514,082653,083012,,083351,083507,083624,083729,083845,083950,085204,085753,085943,090100,090237,090344,090533,090627,090805,090910,091037,091554,091827,092122,092206,092407,092524,092629,092746,092956,093134,093230,093356,093547
7,MS1935-0,084047,084131,084236,084342,,084753,085121,085216,085416,085659,085804,085837,091005,091543,091805,092006,092133,092228,092356,,092618,092651,092840,093335,093631,093842,093959,094128,094306,094411,094528,094634,094825,094931,095145,095313
8,MR8462-1,090616,090743,090827,090932,091037,091204,091511,091617,091817,091922,092038,092122,092746,093018,093230,093535,093653,093747,093915,094011,094117,094211,094328,094814,095027,095156,095345,095558,095652,095841,100010,100126,100243,100443,100612,100717
9,MS2365-1,092556,092702,092756,092923,093051,093145,093535,093653,093820,093926,094011,094106,094601,095027,095324,095441,095547,095641,095830,095914,100116,100200,100327,100813,101107,101235,101445,101550,101657,101834,102003,102142,102403,102603,102803,102931
10,MW2390-1,093926,094128,094233,094400,094539,094634,094942,095101,095145,095356,095536,095620,100232,100633,100907,101045,101150,101257,101424,101456,101624,101646,101824,102414,102636,102814,102931,103037,103237,103605,103753,103910,104015,104259,104450,104631
11,MW2856-1,094707,100116,100211,100316,100516,100655,101023,101118,101214,101435,101550,101635,102153,102730,103015,103215,103321,103427,103605,103659,103815,103921,104058,104607,104843,105021,105128,105329,105412,105658,105825,110015,110214,110457,110659,110805
12,MR8024-1,,,,102414,102625,102709,103026,103153,103259,103510,103605,103710,104342,105318,105517,105625,105752,105847,110026,110120,110247,110330,110508,110944,111208,111441,111547,111641,111757,112029,112135,112327,112538,112843,113021,113210
13,MR8026-1,103015,104120,104248,104353,104607,104725,105140,105307,105456,105603,105720,105804,110530,111102,111315,111431,111608,111725,,,112304,112338,112505,113021,113315,113641,113808,113902,114126,114315,114411,114633,114857,115225,115415,115615
14,MS2259-1,,,,111008,111219,111315,111630,111736,111924,112146,112252,112327,112821,113221,113515,113652,113757,113914,114104,114148,114326,114433,114601,115057,115341,115836,,120119,120249,120449,120649,120945,121356,121628,,122008
15,MS1935-1,112832,112916,113011,113148,113337,113420,113841,113947,114137,114231,114348,114454,115013,115319,115520,115615,115731,115836,120014,120119,120217,,120438,120912,121207,121417,121617,121734,121925,122042,122221,122349,122706,122920,123108,123321
16,MS2365-2,115341,115425,115509,115553,115814,115836,120228,120333,120554,120711,120806,120851,121356,121830,122019,122148,122316,122433,122622,122739,122931,123057,123236,123743,124027,124346,124503,124619,124724,124925,125052,125241,125435,125721,125942,130109
17,MR8462-2,121606,121723,121818,121914,122030,122221,122644,122750,122847,123057,123236,123321,123943,124217,124419,124546,124713,124808,125009,125136,125314,125359,125540,130036,130246,130438,130521,130700,130743,130859,131005,131133,131259,131448,131638,131900
18,MW2390-2,123943,124122,124239,124335,124608,124746,125030,125136,125241,125507,125637,125731,130353,130616,130910,131205,131415,131532,131700,131744,131900,132005,132122,132637,132922,133209,133304,133359,133505,133716,133823,133951,134120,134259,134417,134523
19,MW2856-2,125507,130416,130521,130638,130838,130953,131259,131405,131510,131733,131900,131954,132553,132839,133051,133220,133348,133505,133705,133801,133929,134024,134204,134702,134946,135159,135315,135420,135514,135704,135831,135925,140114,140357,140545,140907
20,MR8024-2,132542,132711,132806,132933,133114,133146,133643,133727,133918,134024,134131,134204,134640,134957,135220,135336,135525,135631,135831,135925,140103,140146,140324,140758,141109,141315,141504,141622,141716,141949,142127,142244,142444,142738,142907,143128
