,Bus,C690/1,C689/2,T360,T378,T397,T395,T366,T374,T406,T345/1,T317,M206/2,M216,M207,M63,M67,M65,M93
0,MW4938-0,,,,,,,,,,,,,,,,,070106,070328
1,AA7252-0,,,,,,,,,070106,,,,,,,,071848,072051
2,AA7637-0,,070106,070328,070602,070718,070814,071024,071130,071215,071711,071837,073126,073401,073646,073814,073931,074121,074936
3,MW4366-0,070835,071013,071510,071711,071837,071923,071956,072051,072135,072651,072841,073942,074226,074520,074637,074754,074958,075547
4,AA7536-0,,,,,,,,,,,,072008,072240,072440,072546,072640,072745,073233
5,MW4705-0,073126,073255,073741,073836,074004,074059,074237,074331,074425,075020,075230,080525,080832,081253,081412,081539,081720,082226
6,AA7759-0,,080158,080525,080641,080821,080915,081031,081136,081209,081720,082059,083419,083619,083840,083945,084041,084146,084651
7,AA6952-0,,,095315,095431,095559,095632,095800,095928,100025,,080503,081625,082015,082310,082503,082619,082819,103628
8,AA7303-0,080641,081042,081304,081423,081539,081636,081836,082003,082037,082630,082852,084240,084557,084938,085044,085151,085247,085806
9,MW4938-1,082237,082546,082926,083053,083209,083303,083358,083525,083619,084451,084702,085923,090218,090513,090629,090746,090851,091420
10,AA7101-0,,,,082248,082355,082451,082630,082725,082819,083336,083547,,,085700,085806,085900,085956,090229
11,AA7871-0,082947,,084513,084630,084841,084938,085151,085405,085511,090208,090618,091737,092032,092158,092337,092411,092600,093151
12,AA7492-0,083053,083347,083619,083818,083956,084030,084113,084356,084451,085511,085806,,091157,091452,091558,091654,091759,092126
13,AA7252-1,084545,084713,085044,085225,085405,,,,,,,092231,092516,092716,092822,092928,093056,093700
14,AA7536-1,084608,,,,,,,090807,090840,,,,,,,,,094516
15,AA7637-1,,090607,090902,091029,091146,091252,091336,091441,091525,092231,092505,093849,094146,094314,094421,094516,094611,095043
16,MW4366-1,091051,091241,091621,091821,091926,092021,092042,092209,092304,092749,092939,094208,094443,094716,094843,094948,095104,095548
17,AA7530-0,092126,,092538,092644,092844,092939,093151,093257,093402,094051,094443,095548,095800,100014,100131,100236,100330,100741
18,AA7842-0,,093722,094146,094314,094454,094600,094716,094821,094926,095738,100214,,101815,102004,102120,102236,102345,102839
19,MW4705-1,094113,094219,094516,094633,094800,094843,095032,095148,095253,095950,100152,101447,101909,102048,102203,102258,102345,102839
20,MW4825-0,095548,095716,100047,100152,100308,100352,100635,100730,100835,101531,101720,103101,103345,103523,103639,103734,103902,104345
21,AA7488-0,100319,100414,100730,100858,101014,101047,101130,101236,101320,,,103523,103712,103924,104040,104123,104218,104640
22,AA7303-1,101426,,101825,102004,102120,102153,102408,102502,102545,103428,103555,104923,105249,,105437,105532,105626,110536
23,MW4938-2,,102513,102745,102945,103101,103134,103207,103323,103407,104240,104451,105721,105956,110134,110314,110409,110536,110842
24,AA7492-1,102955,,103712,103851,104007,104040,104145,104240,104335,105144,105448,110620,110914,111052,111219,111251,111345,112018
25,AA7871-1,103028,104356,104629,104807,105017,105039,105100,105227,105332,105923,110229,111512,111818,112029,112146,112251,112408,112925
26,AA7252-2,,105039,105311,105532,105710,105816,105923,110040,110123,110758,111219,,112840,113009,113125,113241,113408,113734
27,AA7536-2,105721,,110336,110504,110631,110704,110853,110947,111041,111618,111756,,,,,,113935,114240
28,AA7637-2,,111135,111523,111840,111957,112040,112146,112335,112430,112925,113114,114208,114502,114713,114818,114945,115113,115701
29,MW4366-2,112124,112208,112524,112724,112851,113009,113114,113241,113335,114219,,115734,120028,120314,120441,120558,120714,121246
