,Bus,C669/2,C687,C675,C668,C678,C665,C663,C661,C659,C656,C654/2,C653/2,C692,C689/1,T360,T376/1,T363/1,T367,T365/2,T361,T325/2,T339/2,T311/2,T308/3,T300,T330/1,M172/3,M171/2,M134,M132/1,M129,M114,M113,M14,M12,M21/1,M95/3
0,MX1105-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070109,070526
1,MS1695-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070109,070442,070609,070833,071055,071240,071344,071500,071850
2,MX1526-0,,,,,,,,,,,,,,,,,070109,070122,070335,070558,070631,070715,070822,070950,071055,071139,071617,071828,071933,072144,072324,072528,072813,073023,073150,073354,073742
3,MX1084-0,,,,,,,,,,,,070109,070217,070335,070715,070844,071011,071044,071322,071628,071711,071756,071923,072049,072206,072251,072728,073056,073202,073416,073532,073742,074014,074249,074406,074605,075017
4,MZ3559-0,070109,070122,070240,070313,070335,070431,070442,070526,070558,070653,070749,070855,071055,071240,071522,071617,071711,071756,071923,072144,072217,072251,072357,072505,072539,072623,073023,073259,073405,073626,073815,073931,074025,074249,074406,074605,075017
5,MZ3734-0,071022,071139,071311,071333,071405,071438,071522,071606,071649,071817,071923,072100,072251,072357,072644,072739,073002,073056,073259,073521,073616,073648,073804,073920,074047,074121,074605,074934,075039,075358,075519,075752,075919,080130,080235,080330,080724
6,MZ3956-0,072006,072206,072346,072419,072441,072528,072550,072633,072706,072813,072918,073034,073248,073449,073815,074025,074110,074153,074333,074605,074649,074721,074827,074956,075101,075112,075551,075803,075940,080308,080424,080651,080820,081034,081202,081321,081805
7,MZ3825-0,073202,073259,073438,073510,073521,073605,073616,073659,073742,073847,074003,074110,074249,074344,074627,074816,074923,074956,075220,075519,075602,075646,075803,075930,080036,080130,080556,080809,080906,081202,081259,081416,081638,081805,081921,082016,082420
8,MZ3556-0,074025,074110,074228,074300,074311,074344,074406,074438,074511,074616,074710,074816,074956,075123,075358,075432,075657,075741,075908,080119,080214,080257,080352,080512,080618,080724,081149,081416,081521,081849,081943,082146,082337,082620,082715,082834,083314
9,MZ4228-0,075134,075231,075347,075419,075456,075541,075551,075646,075741,075835,080003,080141,080402,,081321,081427,081659,081743,082005,,,,,082812,082940,083001,083504,083715,083855,084141,084301,084544,084744,085038,085155,085251,085713
10,MZ3978-0,075519,075707,075835,075919,075940,080014,080036,080108,080141,080235,080352,080457,080651,080950,081259,081416,081659,081743,081954,082253,082326,082431,082558,082738,082856,082940,083420,083704,083811,084130,084250,084450,084649,085038,085144,085229,085713
11,MZ4072-0,080235,080352,080457,080523,080545,080629,080651,080724,080756,080856,080950,081055,081321,081448,081754,081827,082102,082146,082326,082547,082620,082715,082834,082950,083056,083118,083526,083906,084013,084344,084501,084649,084816,085049,085218,085345,085902
12,MX1105-1,080820,082208,082348,082442,082504,082547,082620,082703,082801,082918,083034,083202,083347,083526,083906,084024,084130,084239,084428,084627,084733,084816,084932,085049,085206,085251,085702,085945,090134,090617,090817,091027,091229,091640,091745,091934,092253
13,MZ3740-0,080939,081055,081237,081259,081321,081354,081416,081448,081543,081638,081743,081910,082135,082219,082453,082620,082715,082749,083012,083217,083252,083336,083442,083621,083749,083822,084301,084522,084627,084827,084954,085229,085451,085713,085840,085945,090355
14,MW3496-0,,081616,081743,081827,081849,081921,081943,082016,082051,082208,082326,082431,082558,082749,083045,083230,083504,083548,083727,084024,084130,084228,084333,084522,084649,084744,085155,085345,085523,085934,090050,090406,090700,091016,091121,091302,091651
15,MW5898-0,082526,082715,082812,082845,082856,082929,082950,083023,083056,083151,083303,083431,083727,083917,084250,084417,084522,084617,084744,085027,085100,085144,085251,085356,085523,085556,090007,090355,090501,090849,091006,091312,091429,091702,091807,091934,092253
16,MW5936-0,,083504,083642,083715,083749,083822,083844,083928,084024,084141,084250,084406,084617,084827,085133,085229,085451,085545,085651,085840,085945,090039,090155,090334,090439,090501,090933,091218,091356,091745,091850,092028,092304,092600,092705,092930,093325
17,MX1197-0,084108,084215,084323,084406,084428,084522,084544,084627,084733,084827,084921,085049,085240,085356,085702,085818,085934,085956,090134,090355,090501,090555,090700,090849,090955,091049,091523,091828,092017,092231,092348,092633,092813,093025,093142,093303,093831
18,MS1695-1,,,085251,085313,085345,085418,085440,085523,085607,085713,085818,,090101,090250,090617,090817,091100,091121,091334,091523,091556,091702,091828,092028,092144,092231,092705,093047,093153,093558,093714,093831,094020,094442,094548,094643,095255
19,MX1213-0,085818,090007,090144,090217,090250,090344,090406,090450,090522,090606,090722,090933,091038,091206,091523,091629,091850,091945,092101,092411,092506,092611,092739,092930,093109,093205,093631,093903,094052,094253,094421,094632,094833,095106,095222,095425,095815
20,MX1526-1,090628,090733,090911,090955,091016,091132,091206,091251,091312,091429,091523,091640,091901,091955,092253,092422,092705,092739,092919,093230,093336,093419,093547,093652,093809,093853,094326,094715,094905,095200,095352,095647,095920,100039,100145,100349,101013
21,MX1084-1,091640,091702,091839,091912,091945,092006,092039,092123,092155,092348,092433,092622,092802,093014,093252,093431,093703,093747,093914,094158,094315,094421,094621,094800,094938,095055,095530,095742,095931,100305,100454,100802,,,,101831,102358
22,MW5966-0,092600,092705,092908,092952,093025,093058,093131,093219,093252,093419,093536,093725,094009,094220,094621,094738,095011,095106,095317,095530,095647,095753,095953,100155,100316,100410,100919,101408,101609,102114,102253,102525,102904,103222,103411,103705,104235
23,MZ3559-1,093431,093631,093736,093758,093831,093914,093936,094020,094052,094158,094304,094410,094632,094727,095022,095138,095341,095414,095614,095815,095859,095942,100101,100221,100338,100410,100824,101219,101408,101904,102020,102125,102325,102757,102904,103104,103632
24,MZ3734-1,094326,094515,094654,094738,094811,094905,094938,095011,095044,095211,095317,095436,095636,095753,100123,100232,100454,100559,100740,100941,101046,101151,101335,101451,101642,101736,102231,102630,102831,103042,103305,103516,103654,103927,104105,104319,104519
25,MZ3956-1,095044,095211,095328,095352,095414,095446,095519,095552,095636,095804,095910,100039,100210,100305,100643,100813,101035,101129,101357,101642,101736,101831,102009,102219,102430,102513,102936,103244,103433,103749,103916,104308,104446,104826,104931,105058,105523
26,MZ3825-1,095753,100028,100134,100155,100243,100327,100349,100421,100516,100621,100729,100846,101118,101303,101609,101725,101947,102041,102209,102452,102535,102558,102736,102831,102947,103053,103538,103905,104054,104414,104542,104721,104753,105026,105153,105311,105555
27,MZ3556-1,101056,101219,101357,101429,101440,101546,101630,101703,101736,101853,101947,102136,102419,102558,102904,103031,103254,103338,103454,103739,103822,103916,104138,104308,104446,104542,105004,105321,105439,110122,110300,110522,110816,111111,111256,111445,112109
28,MZ3978-1,101831,102009,102114,102147,102209,102253,102314,102347,102430,102535,102641,102831,102958,103104,103411,103610,103833,103916,104105,104352,104435,104530,104721,104858,105026,105120,105533,105745,105944,110532,110659,110922,111028,111318,111423,111507,111952
29,MZ4228-1,102547,102831,102947,103020,103115,103147,103222,103316,103349,103516,103621,103739,103905,104011,104330,104530,104626,104721,104909,105227,105311,105428,105607,105745,,,110554,110954,111155,111402,111540,111931,112036,112407,112546,112702,113251
30,MZ4072-1,103621,103749,103854,103938,104000,104033,104054,104127,104200,104257,104414,104542,104721,104858,105227,105311,105512,105544,105712,110027,110122,110249,110405,110532,110710,110732,111155,111413,111603,112036,112153,112335,112418,112651,112818,112913,113630
31,MX1105-2,104341,105955,110154,110300,110333,110416,110511,,,110932,110943,111133,111340,111603,111858,112047,112324,112440,112608,112840,112924,113029,113230,113357,113556,113703,114126,114516,114833,115236,115415,115604,115837,120109,120239,120408,120930
32,MZ3740-1,104710,104953,105131,105227,105238,105356,105418,105512,105555,105745,105901,110027,110322,110427,110743,110943,111213,111307,111445,111753,111847,111942,112131,112229,112346,112418,112851,113051,113241,113534,113703,113936,114115,114349,114454,114705,115044
33,MW5898-1,110849,111111,111256,111350,111413,111445,111603,111646,111719,111847,112003,112131,112251,112440,112746,113018,113241,113335,113545,113819,113914,114021,114137,114316,114443,114527,114950,115331,115520,115858,120026,120216,120355,120609,120728,120835,181720
34,MX1197-1,112503,112535,112640,112713,112746,112829,112851,112935,113029,113302,113346,113502,113703,113903,114232,114338,114559,114643,115001,115258,115404,115458,115626,115742,115909,115953,120430,120802,120941,121203,121342,121614,121754,122028,122156,122303,122821
35,MX1213-1,113313,113451,113556,113630,113703,113735,113757,113841,113914,114043,114137,114316,114432,114654,114939,115055,115320,115426,115615,115953,120142,120301,120536,120704,120857,120930,121414,121816,122007,122547,122725,122821,123009,123210,123328,123517,123907
36,MX1084-2,114159,115225,115404,115426,115520,115553,115615,115658,115742,115858,120004,120131,120345,120503,120802,120930,121152,121236,121403,121709,121754,121849,122028,122230,122336,122408,122842,123244,123444,123951,124108,124237,124522,124829,124935,125157,125742
37,MW3496-1,,114316,114421,114537,114632,114716,114750,114822,114906,115033,115139,115247,115436,115604,115858,120004,120239,120345,120558,120835,120930,121014,121214,121403,121531,121603,122050,122230,122419,122810,122937,123222,123339,123635,123740,123929,124427
38,MW5966-1,115826,121342,121447,121520,121552,121636,121647,121720,121754,121944,122039,122156,122357,122525,122926,123009,123233,123328,123455,123708,123740,123835,124024,124204,124321,124416,124840,125125,125318,125603,125804,130036,130241,130420,130525,130653,131125
39,MS1695-2,120536,120653,120835,120941,121003,121109,121131,121236,121342,121541,121647,121838,122123,122252,122547,122810,123031,123125,123317,123740,123907,124024,124153,124321,124416,124449,124924,125125,125318,125753,125858,130058,130252,130420,130525,130703,131042
40,MX1526-2,122218,122252,122441,122547,122630,122736,122757,122842,122915,123147,123244,123401,123646,123824,124119,124259,124533,124628,124745,125041,125135,125245,125424,125603,125815,125909,130336,130547,130736,131847,132014,132308,132519,132921,133037,133311,133721
41,MZ3559-2,123506,123802,123940,124024,124046,124153,124226,124259,124332,124500,124606,,124924,125030,125351,125435,125635,125815,130015,130336,130431,130525,130714,130831,130958,131042,131506,131815,132003,132753,132921,133110,133227,133638,133743,133910,134439
42,MZ3734-2,124617,125103,125223,125256,125340,125435,125457,125540,125614,125804,125858,130120,130336,130453,130831,130925,131137,131306,131444,131847,131931,132036,132214,132414,132552,132635,133121,133438,133638,134004,134143,134322,134439,134922,135049,135143,135544
43,MZ3956-2,130218,130504,130631,130736,130831,130904,130936,131020,131104,131306,131400,131550,131742,131920,132235,132414,132635,132742,132921,133249,133344,133438,133616,133805,133921,134004,134501,134711,134922,135606,135722,135943,140142,140427,140605,140732,140921
44,MZ3825-2,131742,131952,132141,132235,132319,132351,132414,132508,132541,132742,132837,133027,133132,133311,133638,133732,134004,134059,134344,134733,134828,134911,135027,135205,135333,135406,135859,140131,140323,140754,140942,141142,141355,141639,141756,141923,142504
45,MZ3978-2,132826,133110,133238,133311,133405,133449,133522,133605,133638,133827,133932,134059,134355,134501,134900,135016,135239,135355,135617,135943,140059,140153,140344,140511,140732,140816,141311,141606,141756,142134,142253,142642,142810,143146,143314,143441,143757
46,MZ4228-2,134121,134417,134555,134628,134701,134744,134806,134900,135005,135143,135301,135428,135638,135805,140323,140511,140754,,,141500,141555,141650,141850,142040,142231,142304,142820,143041,143430,143935,144134,144431,144536,145047,145153,145320,145552
47,MZ4072-2,135449,135638,135754,135848,135943,140059,140121,140215,140250,140417,140511,140638,140816,140942,141239,141428,141701,141756,142018,142315,142442,142653,142831,143031,143219,143241,143713,144051,144240,144631,144803,145014,145153,145457,145552,145729,150257
48,MZ3740-2,140312,140616,140754,140837,140859,140953,141004,141048,141120,141239,141333,141439,141650,141712,142040,142156,142420,142515,142642,142904,143020,143103,143314,143441,143651,143746,144207,144504,144653,145120,145247,145414,145718,145952,150130,150341,150931
49,MX1105-3,141522,165338,165517,165550,165602,165635,165657,165742,165814,165931,170037,170153,170342,170604,170859,171016,171300,171417,171544,171925,172043,172139,172351,172530,172647,172731,173207,173652,173903,174542,174753,174955,175218,175451,175630,175819,180136
50,MW3496-2,143408,143441,143557,143630,143651,143746,143830,143902,143946,144145,144240,144357,144631,144750,145047,145203,145436,145519,145740,150108,150247,150351,150519,150657,150837,150931,151352,151815,152015,152451,152630,152819,153009,153359,153516,153801,154414
51,MS1695-3,144040,144218,144357,144431,144525,144558,144631,144728,144803,144930,145037,145236,145447,145613,145919,150119,150341,150457,150646,151057,151224,151330,151541,151804,151920,152004,152451,152841,153031,153549,153728,154035,154224,154436,154647,154837,155156
52,MX1213-2,145014,145247,145436,145508,145541,145613,145635,145740,145846,150025,150141,150330,150530,150635,150941,151224,151457,151624,151815,152048,152228,152334,152703,152841,153020,153115,153622,153917,154108,154509,154636,154837,155101,155409,155609,155726,160231
53,MX1526-3,150151,150225,150351,150435,150530,150602,150635,150710,150742,150931,151025,151224,151446,151552,151837,152004,152239,152345,152557,152852,153031,153220,153410,153549,153750,153844,154341,154531,154720,155241,155431,155642,155758,160147,160314,160431,160853
54,MZ3559-3,151424,151624,151753,151848,151909,152015,152037,152142,152239,152407,152513,152641,152914,153031,153348,153443,153728,153834,154024,154352,154520,154614,154815,154944,155134,155207,155631,160020,160209,160620,160820,161103,161209,161452,161747,162031,162453
55,MW5966-2,152513,152746,152925,153009,153031,153104,153125,153209,153304,153443,153549,153706,153939,154119,154447,154603,154826,154944,155145,155558,155653,155726,155914,160042,160209,160242,160725,161041,161231,161903,162031,162253,162348,162631,162802,162846,163309
56,MZ3734-3,153220,153644,153844,153939,154002,154046,154119,154213,154319,154458,154552,154720,154944,155156,155515,155715,155936,160114,160304,160714,160841,160947,161219,161347,161514,161558,162031,162326,162525,162952,163130,163320,163510,164029,164134,164345,164904
57,MZ3956-3,154141,154458,154636,154731,154815,154849,154911,155006,155039,155241,155347,155504,155631,155736,160031,160242,160525,160631,160903,161209,161304,161503,161641,161820,161936,162020,162442,162739,162930,163436,163604,163710,163755,164040,164145,164345,164915
