,Bus,M93,M108/1,M60,M1/13,M222/2,M244,M219/1,M235,T316,T354/2,T345/5,T344,T356/1,T358,T373/2,T367,T394,T396,T377,T359,C688/2,C690/1
0,AA7536-0,,,,,,,,,,070110,070249,070343,070438,070605,070700,070810,070939,071045,071128,071236,071531,071647
1,AA7706-0,,,,,,,,070110,070733,070759,071012,071128,071203,071331,071426,071458,071603,071658,071815,071942,072155,072300
2,AA7248-0,,,,,070110,,,,071320,071415,071614,071732,071815,071953,072027,072100,072228,072322,072428,072523,072713,072820
3,AA7149-0,,,070249,070616,070854,070950,071214,071320,072344,072501,072735,072904,072958,073158,073304,073359,073525,073620,073747,073947,074241,074408
4,AA7195-0,,,071106,071342,071552,071859,072016,072144,073136,073304,073515,073642,073736,073925,074009,074052,074219,074324,074408,074546,074840,074946
5,AA6952-0,071603,071647,071942,072228,072428,,072831,072958,073936,074125,074313,074451,074557,074840,074946,075051,075240,075356,075450,075555,075841,075935
6,AA7721-0,071625,071647,073442,,074103,074146,074335,074441,075313,075345,075534,075640,075735,075829,075914,080008,080125,080220,080305,080349,080612,080718
7,AA7488-0,072629,072915,073232,073652,073841,074009,074146,074251,075156,075229,075439,075555,075640,075808,075914,080008,080114,080220,080305,080400,080623,080825
8,AA7440-0,,074041,074313,074557,074819,074935,075146,075407,080305,080412,080550,080707,080814,080930,081058,081152,081319,081425,081509,081605,081859,081932
9,AA7530-0,074746,074819,074946,075240,075439,075629,075819,075924,080930,081025,,081352,081425,081638,081733,081838,082017,082122,082206,082345,082620,082704
10,AA7322-0,075251,075618,075808,080136,080316,080550,080729,080858,081733,081848,,082155,082228,082419,082452,082559,082715,082820,082904,083149,083424,083551
11,AA7101-0,080019,080400,080634,080930,081236,081330,081553,081711,082526,082631,,082926,082959,083149,083222,083329,083435,083540,083624,083740,083951,084057
12,AA7536-1,081319,081414,081722,081943,082250,082609,082726,082843,083740,083846,,084213,084257,084446,084540,084645,084814,084908,085003,085141,085414,085614
13,AA7706-1,081921,082302,082559,,083105,083256,083529,083657,084540,084634,084836,084941,085035,085214,085258,085403,085458,085603,085657,085754,090005,090110
14,AA7195-1,,,083435,083719,084025,,084340,084446,085331,085403,085541,085657,085732,085943,090027,090121,090342,090458,090541,090743,091004,091131
15,AA7248-1,,084246,084508,084739,085046,,085509,085625,090541,090636,,090910,091058,091246,091330,091446,091602,091707,091823,091950,092140,092246
16,AA7149-1,085057,,085552,085922,090215,090447,090636,090805,091751,091856,092107,092246,092351,092550,092644,092728,092951,093056,093150,093414,093658,093816
17,AA7721-1,090520,,,,,,,,,,,,,,,,,,,,,
18,AA6952-1,,090531,090837,091109,091341,091613,091646,091950,092940,093045,093247,093446,093519,093709,093805,093910,094005,094110,094216,094332,094615,094732
19,AA7488-1,,091646,092118,092456,092728,092824,093056,093225,094132,094205,094342,094510,094554,094659,094743,094827,094944,095049,095133,095250,095501,095616
20,AA7440-1,,,093414,093720,093932,094132,094415,094521,095355,095428,095627,095744,095850,100006,100101,100155,100355,100450,100545,100744,101017,101112
21,AA7322-1,,094404,094710,095111,095322,095555,095712,095839,100818,100901,,101155,101227,101416,101510,101543,101659,101805,101910,102048,102248,102447
22,AA7530-1,095038,095406,095733,100133,100428,100555,100711,100818,101743,101837,,102153,102237,102531,102636,102709,102805,102910,102954,103155,103415,103448
23,AA7706-2,100945,101322,101648,102037,102259,102436,102647,102805,104005,104110,104331,104521,104636,104816,104900,105006,105155,105301,105356,105619,105946,110135
24,AA7195-2,,,102709,103321,103531,,103826,104037,105017,105111,105301,105407,105450,105713,105757,105924,110008,110114,110157,110346,110606,110733
25,AA7101-1,103459,103932,104226,104521,104732,104933,105133,105356,110335,110408,110606,110755,110838,111026,111121,111226,111321,111426,111542,111648,111910,112026
26,AA7536-2,105017,105122,105512,105808,110052,110650,110744,110954,112131,112247,112552,112720,112743,112943,113038,113205,113343,113510,113637,113744,113953,114059
27,AA7248-2,110954,111048,111437,111710,112015,112142,112531,112805,113754,113859,114153,114248,114321,114604,114709,114828,114944,115100,115206,115239,115511,115616
28,AA7149-2,,,112519,112859,113216,113448,113709,113816,114733,114828,115111,115301,115406,115533,115627,115816,115932,120048,120153,120331,120625,120752
29,AA6952-2,,,114226,114817,114944,,,115428,120342,120436,,120814,,121024,121129,121308,121507,121613,121719,121836,122141,122446
30,AA7488-2,114933,115449,115710,120059,120331,120458,120647,120857,121730,121814,122014,122141,122330,122508,122613,122708,122814,122930,123024,123141,123403,123519
31,AA7440-2,120846,120908,121140,121424,121708,121814,122058,122225,123151,123246,123424,123530,123614,123814,123918,124027,124111,124216,124310,124439,124701,124756
32,AA7322-2,122508,122741,123003,123403,,,124027,124249,125219,125314,,125618,125651,125841,125957,130113,130314,130441,130535,130701,130946,131041
33,AA7101-2,123224,123625,123835,124049,124310,124512,124712,124851,125735,125808,125946,130102,130145,130241,130335,130430,130629,130723,130808,130903,131135,131313
34,AA7536-3,124818,124924,125219,125535,125852,,130324,130618,131556,131629,,,,132323,132406,132501,132711,132817,,133133,133405,133544
