,Bus,C669/2,C687,C675,C668,C678,C665,C663,C661,C659,C656,C654,C653/2,C692,C689/1,T360,T376/1,T363/1,T367,T365/2,T361,T325/2,T339/2,T311/2,T308/3,T300,T330/1,M172/3,M171/2,M134,M132/1,M129,M114,M113,M14,M12,M21/1,M95/3
0,MZ4072-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070103,070220,070313,070440,070546,070817,070922,071005,071426
1,MW5853-0,,,,,,,,,,,,,,,070103,070158,070418,070513,070640,070933,071026,071120,071215,071320,071437,071520,071941,072245,072339,072620,072735,072901,073048,073226,073343,073530,073811
2,MZ3556-0,070103,070158,070324,070408,070429,070524,070546,070640,070712,070839,070922,071016,071153,071354,071636,071846,071951,072036,072245,072516,072558,072641,072746,072912,073027,073110,073552,073905,074020,074312,074438,074543,074803,075034,075149,075304,075858
3,MZ4228-0,071531,071730,071857,072025,072057,072119,072140,072223,072256,072422,072516,072558,072756,072901,073142,073237,073447,073530,073624,073811,073844,073927,074031,074135,074218,074250,074709,074940,075127,075336,075441,075545,075649,080024,080151,080223,080640
4,MZ3825-0,073205,073332,073436,073458,073519,073613,073635,073707,073728,073948,074031,074135,074344,074543,074814,075023,075117,075149,075347,075628,075700,075754,075858,080003,080108,080140,080547,080807,080911,081131,081235,081455,081611,081854,081948,082136,082439
5,MZ3559-0,074543,074719,074846,074940,074951,075044,075055,075138,075200,075326,075430,075607,075815,075909,080255,080421,080651,080713,080828,081120,081214,081308,081444,081611,081726,081809,082240,082649,082826,083150,083308,083549,083747,084040,084155,084405,084708
6,MX1135-0,080003,080057,080212,080244,080306,080338,080359,080453,080536,080702,080756,080850,081027,081225,081455,081621,081854,081937,082146,082418,082523,082616,082742,082847,082952,083046,083455,083715,083852,084310,084426,084542,084846,085055,085231,085419,085817
7,MZ3987-0,080900,081715,081904,081948,082009,082042,082103,082136,082218,082439,082544,082649,082930,083118,083433,083610,083726,083809,083913,084144,084216,084259,084437,084614,084740,084813,085221,085546,085734,085911,090005,090130,090256,090633,090726,090853,091322
8,MZ4072-1,083118,083257,083433,083455,083516,083549,083610,083643,083726,083956,084101,084216,084448,084636,084929,085022,085253,085325,085430,085618,085712,085734,085849,090026,090152,090246,090726,091019,091156,091510,091636,091928,092231,092440,092534,092555,092952
9,MW5853-1,084459,085106,085221,085242,085315,085358,085430,085502,085535,085734,085828,085922,090130,090318,090758,091019,091124,091218,091427,091709,091741,091824,091950,092105,092220,092252,092710,093045,093233,093420,093640,093921,094131,094340,094456,094655,095135
10,MZ3556-1,090445,090611,090737,090758,090832,090915,090936,091030,091113,091301,091406,091449,091647,091751,092105,092220,092451,092523,092700,092930,093013,093056,093211,093409,093514,093546,094027,094318,094456,094706,094821,094937,095157,095450,095618,095805,100202
11,MZ4228-1,092054,092148,092314,092335,092408,092440,092501,092544,092638,092836,092930,093035,093254,093420,093701,093838,093932,094016,094131,094403,094456,094540,094727,094905,095052,095135,095555,095942,100047,100402,100539,100737,100820,101124,101239,101416,101812
12,MZ3825-1,093640,093712,093838,093921,094005,094110,094120,094153,094225,094413,094456,094601,094811,094937,095230,095346,095555,095629,095733,100036,100119,100213,100318,100456,100600,100643,101134,101416,101520,101855,102011,102148,102418,102701,102755,102848,103004
