,Bus,C690/1,C689/2,T360,T378,T397,T395,T366,T374,T406,T345/1,T317,M206/2,M216,M207,M63,M67,M65,M93
0,AA7121-0,,,,,,,,,,,,,070109,070142,070251,070409,070547,070811
1,AA7536-0,,,,,,,,070109,070132,,070927,,,072311,072417,072531,072636,072952
2,AA7522-0,070109,070142,070420,070525,070631,070704,070749,070844,070927,071444,071611,072719,072930,073035,073140,073215,073310,073543
3,AA7322-0,070800,071106,071400,071433,071549,071611,071718,071804,071836,072311,072531,073606,073816,073922,074049,074133,074300,074627
4,AA7706-0,071226,072322,072541,072741,072846,072919,073013,073108,073140,073554,073816,074827,075037,075153,075300,075332,075405,075656
5,AA7492-0,073202,,073700,073849,074006,074049,074300,074354,074427,074910,075048,080127,080435,080614,080719,080816,080925,081158
6,AA6952-0,074100,074511,074732,074838,074954,075026,075120,075300,075332,075855,080212,081421,,,081950,082110,,082515
7,AA7488-0,075452,075623,075917,080033,080138,080212,080339,080435,080508,080936,081232,082337,082610,082727,082833,082928,083011,083336
8,AA7149-0,080307,080542,080840,081041,081158,081242,081410,081504,081549,082058,082231,083503,083800,084002,084108,084152,084301,084608
9,AA7101-0,081442,081612,081907,082036,082143,082218,082253,082348,082432,082917,083044,084203,084419,084546,084713,084756,084945,085421
10,AA7121-1,082359,082559,082949,083230,083409,,083642,083750,083833,084407,084651,085736,085957,090221,090337,090547,090736,091019
11,AA7195-0,083314,,083906,084024,084130,084203,084334,084430,084524,,085348,,,,090819,090925,091040,091526
12,AA7248-0,084239,,084913,085039,085144,085221,085348,085442,085525,,090253,091210,091504,091526,091736,091852,092008,092304
13,AA7536-1,085410,085747,085935,090041,090146,090221,090420,090525,090609,,091442,092421,092715,092929,093045,093151,093249,093627
14,AA7522-1,090208,090609,090914,091029,091135,091221,091305,091359,091432,091924,092113,093311,093511,093638,093743,093849,093943,094324
15,AA7706-1,090243,092728,093035,093238,093354,093427,093627,093722,093827,094251,094523,095528,095931,100206,100323,100439,100544,101037
16,AA7322-1,,091652,092030,092231,092348,092421,092504,092558,092631,093227,093416,094451,094723,094925,095020,095126,095222,095635
17,AA7492-1,093300,093849,094028,094206,094302,094407,094607,094723,094807,095233,095412,100450,100711,100910,,101120,101242,101526
18,AA6952-1,094312,094701,095020,095158,095317,095401,095539,095657,095742,,100534,101537,101801,102035,102141,102227,,102848
19,AA7488-1,,100312,100628,100805,100910,101005,101142,101231,101304,101811,102035,103405,103627,103911,104016,104133,104301,104702
20,AA7149-1,101220,,101727,101917,102046,102119,102249,102354,102448,103004,103300,104312,104523,104734,104851,104956,105114,105514
21,AA7101-1,,102753,103048,103300,103416,103501,103555,103700,103805,,104745,110007,110349,110549,110706,110801,110917,111353
22,AA7121-2,103216,103544,103932,104143,104312,104345,104512,104651,104756,105441,105652,110917,111149,111331,111447,111614,111719,112247
23,AA7195-1,104756,,105430,105641,,105841,105946,110040,110135,,110938,112004,,112520,112625,112731,112859,113300
24,AA7536-2,110411,110644,110811,110949,111127,111214,111353,111509,111552,112215,112425,113522,113743,113943,114039,114155,114338,114844
25,AA7522-2,111614,111753,112058,112309,112436,112509,112647,112753,112838,113322,113449,114632,114833,115001,115055,115139,115309,115614
26,AA7322-2,112848,113142,113544,113743,113910,114017,114123,114206,114254,114811,115055,120202,120507,120646,120825,120930,121108,121519
27,AA7706-2,114327,,115044,115236,115403,115435,115540,115636,115719,120213,120435,121519,121731,121932,122037,122120,122217,122606
28,AA7492-2,120024,120518,120730,120930,121047,121130,121319,121424,121519,,122250,123505,,,123855,124002,124108,124510
29,AA6952-2,,121446,122037,122238,122344,122450,122606,122711,122755,,123632,124721,124954,125240,125346,125451,125629,130102
30,AA7488-2,122203,123134,123526,123728,123833,123906,124035,124130,124226,124743,125015,130019,130241,130419,130525,130608,130746,131103
31,AA7149-2,124152,,124721,124849,125005,125037,125142,125240,125324,125850,130051,131103,131339,131603,131708,131804,131931,132447
32,AA7121-3,125313,125440,125756,125956,130157,130303,130430,130536,130619,131244,131411,132541,132826,133058,133214,133341,133518,134046
