,Bus,M1/12,M7/3,M271,M105,M272,M61/2,M73/1,M270/1,M153/2,M173/2,M172/14,T403,T402,T309,T313,T315,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C686
0,MX4598-0,,,,,,,,,,,,,,,,070103,070136,070230,070313,070429,070555,070930,071107,,071445,071611,071758
1,MX4041-0,,,,,,,,,,070103,070208,070732,070836,070930,071046,071118,071245,071341,071413,071549,071715,072018,072226,072353,072457,072612,072738
2,MX4458-0,070103,,071819,071902,071945,072226,072342,072446,072623,072843,073114,073604,073657,073751,073906,074000,074126,074219,074251,074419,074545,074920,075013,,075340,075445,075654
3,MX4383-0,070103,070313,070606,070659,070742,071035,071234,071330,071506,071632,071841,072342,072446,072550,072706,072759,072915,073009,073052,073218,073354,073751,073906,074043,074158,074302,074512
4,MX4338-0,072727,072821,073114,073135,073207,073311,073459,073542,073657,073855,074115,074555,074649,074754,074920,075013,075139,075224,075256,075413,075539,075819,075914,080040,080205,080320,080446
5,MX3651-0,073729,074136,074345,074451,074534,074711,074837,074930,075035,075128,075340,075924,080029,080205,080248,080342,080508,080602,080644,080810,080915,081301,081427,,,081917,082022
6,MX4365-0,,075600,075758,075903,075935,080112,080205,080310,080425,080602,080810,081311,081416,081521,081626,081730,081845,081949,082043,082220,082346,082733,082920,083129,083235,083351,083549
7,MX4598-1,,,,081322,081416,081647,081751,081856,082043,082231,082440,083025,083140,083235,083402,083456,083633,083738,083820,083914,084051,084415,084530,084749,084905,085009,085125
8,MX4041-1,082116,082346,082628,082701,082744,083035,083118,083213,083329,083456,083705,084217,084321,084426,084530,084624,084800,084937,085020,085053,085218,085603,085657,085906,090020,090146,090302
9,MX4383-1,082826,,084112,084155,084332,084656,084739,084822,084948,085125,085344,085844,085938,090042,090157,090240,090417,090543,090626,090720,090824,091210,091326,091441,091545,091701,091838
10,MX4458-1,084051,085218,085510,085542,085625,085855,090031,090125,090251,090406,090813,091304,091347,091452,091619,091651,091817,091943,092025,092058,092202,092505,092652,092840,092934,093049,093216
11,MX4338-1,090218,,090522,090648,090731,090918,091001,091044,091159,091409,091619,092058,092141,092245,092350,092433,092537,092620,092703,092724,092840,093111,093216,093404,093551,093656,093812
12,MX4388-0,091159,091430,091640,091712,091744,092036,092256,092350,092505,092641,092851,093415,093519,093635,093750,093844,094022,094116,094159,094314,094429,094815,094952,095214,095319,095424,095528
13,MX3651-1,091817,092223,092444,092505,092537,092840,092945,093038,093154,093259,093458,093959,094105,094220,094335,094429,094555,094648,094721,094753,094847,095141,095341,095445,095613,095718,095927
14,MW5191-0,092851,094941,095152,095225,095341,095528,095707,095750,095959,100147,100356,100846,100939,101044,101211,101254,101409,101503,101535,101640,101745,102028,102216,102436,102529,102634,102843
15,MW5264-0,093227,094209,094451,094544,094606,094858,094952,095046,095214,095330,095539,100032,100125,100240,100345,100439,100605,100658,100730,100824,100929,101254,101442,101640,101806,101924,102101
16,MX4365-1,,093342,093530,093613,093646,093948,094044,094126,094325,094512,094721,095214,095308,095424,095539,095635,095750,095927,100010,100042,100136,100511,100615,100752,100856,100950,101106
17,MW5112-0,095645,101514,101734,101851,102028,102216,102403,102508,102644,102843,103052,103616,103720,103835,104003,104046,104201,104305,104348,104442,104546,104817,104932,105152,105247,105341,105545
18,MX4598-2,,,095833,095855,095927,100230,100313,100406,100554,100803,101012,101514,101608,101734,101902,101956,102133,102216,102259,102414,102529,102948,103114,,103345,103450,103626
19,MX4383-2,100356,102948,103313,103356,103500,103720,103908,104003,104150,104316,104525,105026,105141,105247,105403,105457,105643,105748,105821,105947,110115,110419,110617,110805,110859,111015,111119
20,MX4041-2,,100417,100709,100814,100950,101149,101348,101442,101640,101817,102039,102644,102749,102905,103031,103125,103241,103500,103543,103626,103752,104107,104316,104557,104723,104849,105004
21,MX4458-2,101608,104557,104849,104932,105015,105330,105424,105519,105643,105748,105947,110440,110545,110733,110838,110932,111109,111224,111256,111445,111550,111917,112105,112335,112450,112556,112651
22,MX4388-1,104359,110324,110701,110827,110953,111202,111341,111456,111646,111823,112231,112828,112943,113142,113226,113353,113530,113645,113728,113854,114021,114324,114521,114700,114826,114952,115150
23,MX4338-2,111739,111917,112105,112148,112303,112501,112556,112651,112806,112900,113248,113750,113844,113959,114115,114158,114324,114406,114500,114616,114721,115046,115150,115435,115540,115707,115938
24,MX4598-3,112418,,121333,121405,121448,121730,121929,122035,122223,122424,122626,123210,123315,123504,123550,123657,123845,124000,124043,124126,124230,124619,124818,124946,,125323,125554
25,MX3651-2,113226,113353,113645,113739,113811,114126,114208,114251,114438,114544,114920,115435,115528,115646,115750,115844,120010,120115,120158,120313,120450,120737,120914,121134,121250,121405,121532
26,MX4365-2,,114638,115013,115118,115202,115456,115550,115646,115811,115949,120345,120914,121008,121123,121250,121344,121510,121604,121647,121803,121918,122234,122341,122518,122604,122730,122835
27,MW5264-1,115811,120104,120407,120522,120549,120831,121029,121123,121311,121416,121615,122107,122212,122318,122435,122518,122648,122846,122940,123106,123221,123540,123802,123949,124104,124230,124429
28,MX4458-3,121250,125731,130013,130107,130150,130410,130559,130653,130820,130957,131404,131943,132059,132257,132341,132457,132644,132843,132927,133104,133220,133535,133714,133936,134102,134230,134418
29,MX4041-3,,122223,122446,122604,122637,122929,123127,123221,123338,123453,123657,124209,124313,124429,124547,124630,124830,124924,124957,125051,125155,125511,125710,125908,130013,130118,130201
30,MW5112-1,123624,123928,124241,124335,124356,124547,124703,124746,124935,125112,125323,125825,125919,130035,130150,130244,130348,130442,130525,130642,130820,131133,131321,131618,131723,131838,132120
31,MX4388-2,124115,130957,131321,131436,131519,131806,132026,132120,132246,132425,132634,133220,133325,133440,133620,133714,133852,133957,134041,134209,134346,134700,134816,135024,135150,135256,135403
32,MX4338-3,132037,132225,132435,132518,132551,132822,132948,133031,133147,133303,133642,134147,134252,134357,134523,134606,134743,134920,135003,135140,135307,135636,135835,140128,140255,140410,140536
33,MX3651-3,132843,133220,133512,133535,133620,133842,134041,134125,134303,134501,134711,135213,135318,135435,135553,135647,135835,140013,140056,140139,140306,140608,140745,141007,141155,141311,141521
34,MX4598-4,133842,135741,140003,140128,140212,140504,140619,140819,141007,141155,141605,142151,142255,142504,142631,142746,142955,143215,143258,143424,143542,143906,144021,,144514,144629,145018
35,MX4365-3,,134357,134650,134733,134816,135129,135331,135435,135553,135741,140128,140651,140745,140902,141018,141112,141300,141405,141448,141543,141721,142046,142244,142504,142548,142714,142912
