,Bus,M93,M108/1,M60,M1/13,M222/2,M244,M219/1,M235,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T367,T394,T396,T377,T359,C688/2,C690/1
0,MW4619-0,,,,,,,,,,,,070106,070226,070321,070459,070554,070648,070743,070850,071006,071218,071512,071651
1,AA7530-0,,,,,,,,070106,070554,070710,070806,070944,071133,071239,071334,071439,071535,071724,071830,071946,072136,072431,072621
2,MW4647-0,,,,,,,,070106,070605,070710,070817,070955,071133,071250,071501,071546,071630,071735,071841,072009,072136,072431,072621
3,AA6952-0,,,,,,,,070106,071144,071250,071345,071501,071651,071757,071924,,,,,,072559,072905,073011
4,MR7964-0,,,,,,,070106,070153,071155,071250,071345,071512,071702,071808,072031,072114,072231,072348,072453,072610,072715,073033,073137
5,AA7488-0,,,070106,,,,,,,,072821,072832,073011,073116,073350,073422,073517,073635,073729,073845,073950,074212,074351
6,MW4825-0,070106,070415,070659,071006,071345,071757,072031,072326,073339,073506,073613,073751,073939,074045,074307,074413,074508,074624,074730,074846,074940,075246,075435
7,AA7706-0,,071133,071746,072104,072304,072515,072704,072832,073845,074002,074045,074223,074413,074540,074708,074803,074930,075057,075203,075319,075552,075825,075941
8,AA7637-0,,071155,074329,074719,075108,075257,075624,075909,080742,080847,081015,081131,081553,081712,081915,082009,082210,082304,082359,082516,082737,083021,083127
9,AA7149-0,,,,071819,072053,072326,072515,072654,073823,073950,074045,,074402,074519,074657,074803,074919,075057,075203,075319,075541,075825,075930
10,AA6482-0,071913,072231,072610,072905,073116,073422,073539,073823,074741,095902,095957,,,075352,075446,075541,075657,075858,075952,080058,080203,080519,101949
11,AA7492-0,072504,072704,073033,073350,073646,073917,,074129,075235,075341,075435,075624,075836,075930,080141,080246,080352,080519,080614,080742,080942,081237,081437
12,MW3346-0,,,,,073137,073244,073517,073646,074624,074719,074803,074919,075130,075224,075424,075519,075647,075847,075941,080058,080203,080436,080614
13,MW4503-0,,073350,073751,074151,074424,074613,074940,075119,080225,080308,080447,080614,080847,080942,081120,081215,081310,081459,081605,081712,081936,082232,082432
14,AA7101-0,091817,092101,092229,092623,092920,093122,093441,093548,074002,074056,074151,,,,,,,100113,100219,100324,075552,075836,154646
15,MW4229-0,075657,075836,080203,080614,080825,080953,081215,081510,082748,082854,082959,083105,083622,083716,083917,084022,084254,084515,084631,084748,085000,085246,085446
16,AA7536-0,,,,075825,080036,,,081026,082104,082159,082242,,082559,082654,082810,082915,083116,083222,083327,083443,083549,083906,084105
17,AA7530-1,080414,080647,081015,081426,081712,081830,082126,082454,083749,083855,083949,084116,084905,085010,085224,085329,085615,085732,085826,085943,090155,090418,090513
18,MW4619-1,,081553,081819,,082443,082610,082904,083200,084515,084631,084737,084905,085329,085413,085603,085710,085837,085932,090039,090155,090346,090607,090744
19,MP5824-0,082621,082748,083127,083559,083917,084127,084504,084821,085921,090112,090155,090335,090839,090945,091112,091228,091417,091628,091817,091934,092145,092538,092730
