,Bus,M93,M108/1,M60,M1/13,M222/2,M244,M219/1,M235,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T367,T394,T396,T377,T359,C688/2,C690/1
0,MW4557-0,,,,,,,,,,,,070105,070138,070243,070431,070525,070629,070755,070911,071037,071141,071517,071622
1,MW4619-0,,,,,,,070105,070117,071141,071235,071340,071528,071705,071820,072007,072102,072218,072356,072501,072649,072827,073119,073234
2,MW4647-0,,,,,,070105,070337,070525,071455,071611,071705,071831,071957,072102,072228,072312,072407,072522,072616,072742,072837,073119,073245
3,MW3974-0,,,,070105,,,,,071957,072051,072113,,,,,,,,,,,,
4,MW4705-0,,,070105,070315,070514,070619,070849,071015,072007,072051,072145,072250,072418,072512,072659,072742,072827,073014,073047,073224,073411,073704,073841
5,MW4846-0,070105,071914,072051,072356,072606,072753,073025,073151,074122,074226,074320,074437,074614,074719,074835,074939,075055,075232,075337,075514,075640,075942,080142
6,MW4781-0,,,070347,070712,071015,071319,071528,071705,072710,072816,072910,073057,073224,073339,073538,073632,073736,073851,073945,074111,074154,074520,074708
7,MW4825-0,070547,070734,071005,071257,071715,071924,072156,072322,073422,073516,073559,073736,073902,074007,074226,074320,074426,074603,074657,074824,074918,075159,075337
8,MW4837-0,071131,071329,071632,071903,072113,072250,072512,072649,073715,073819,073902,074017,074143,074237,074415,074509,074603,074719,074824,074950,075055,075337,075503
9,MR7938-0,,,,,071455,071611,071841,072007,072837,072931,073025,073140,073245,073350,073549,073621,073715,073841,073934,074100,074320,074603,074719
10,MW5645-0,071506,073047,073339,073632,073841,074111,074320,074437,075420,075525,075608,075734,075900,075953,080131,080235,080329,080435,080551,080655,080800,081113,081301
11,MW5132-0,072407,072450,072710,073036,073245,073433,073653,073758,074740,074835,074918,075033,075149,075242,075348,075420,075536,075744,075849,080004,080214,080446,080634
12,MW5594-0,073642,073924,074216,074509,074719,074929,075138,075304,080131,080225,080308,080424,080540,080645,080832,080926,081030,081134,081229,081345,081511,081731,081929
13,MW4229-0,074614,074751,075044,075410,075640,075932,080235,080413,081323,081417,081511,081637,081752,081857,082046,082140,082245,082401,082505,082621,082820,083101,083227
14,MW4366-0,075359,075503,075712,075953,080235,080435,080738,080926,081835,081940,082036,082140,082256,082401,082559,082704,082831,083040,083144,083249,083404,083614,104100
15,MW4557-1,,,081835,082317,082516,082715,082903,083155,084203,084350,084457,084623,084750,084857,085044,085149,085255,085420,085536,085652,085818,090110,090247
16,MW4705-1,,081835,082108,082411,082632,082747,083051,083217,084214,084403,084457,084634,084813,084918,085044,085149,085327,085442,085547,085652,085818,090110,090258
17,MW4619-1,082350,082621,082924,,083447,083637,083857,084026,085055,085200,085305,085420,085547,085702,085901,090005,090110,090319,090414,090530,090728,091033,091149
18,MW4825-1,083321,083437,083720,084058,084435,084612,084835,085001,090048,090153,090236,090352,090508,090551,090739,090835,090939,091106,091211,091306,091454,091724,091818
19,MW4647-1,083930,084131,084519,084908,085044,085244,085525,085630,090613,090707,090800,090907,091033,091138,091421,091526,091620,091828,091922,092027,092225,092507,092705
20,MW4846-1,084707,084835,085055,085453,085630,085756,090005,090132,091106,091211,091255,091432,091537,091630,091807,091850,091944,092120,092236,092330,092424,092705,092832
21,MW4837-1,090048,090530,090656,091022,091211,091316,091558,091746,092622,092705,092810,092925,093040,093134,093334,093428,093522,093627,093731,093824,093918,094201,094359
