,Bus,C659,C656,C654,C653/2,C692,C689/1,T355/2,T360,T376/1,T363/1,T374,T406,T345/1,T322,T342,T409,T368,T324/2,T327,T326/2,T337,T334,T430,M177,M198/1,M183/2,M140/1,M137/2,M132/1,M200,M201,M121,M119,M113,M94,M95/3
0,MS1953-0,,,,,,,,,,,,,,,,,,,,,,,070108,070415,070636,070814,070910,071036,071109,071153,071320,071352,071425,071540,071657,071802
1,MW5346-0,,,,,,,,,070108,070131,070215,070259,070731,070931,071120,071236,071403,071446,071614,071708,071802,071835,071951,072447,072719,072908,073046,073224,073319,073403,073457,073551,073708,073824,073918,074002
2,MW5537-0,,071058,071142,071236,071341,071425,071740,071845,071940,072152,072236,072308,072824,073024,073214,073308,073424,073519,073635,073719,073813,073857,074035,074518,074750,075012,075056,075203,075235,075319,080151,,,,,
3,MS2365-0,,072752,072835,072929,073024,073151,073508,073624,073813,073908,073940,074024,074445,074645,074835,074918,075045,075117,075235,075330,075424,075507,075602,080036,080308,080540,080718,080836,081016,081100,081207,081334,081512,081617,081733,081817
4,MW5264-0,074728,074857,074951,075034,075203,075319,075624,075741,075835,075929,080025,080057,080540,080803,081038,081133,081240,081334,081501,081555,081712,081806,081935,082411,082645,082740,082859,082954,083059,083204,083259,083405,083510,083616,083732,083849
5,MS2259-0,075045,080457,080551,080645,080921,,081302,081407,081617,081722,081755,081902,082338,082539,082729,082836,082954,083110,,083237,083332,083437,,084030,084251,084356,084545,084650,084734,085016,,085416,,085606,085700,085828
6,MX1509-0,081016,082305,082400,082506,082645,082921,083321,083437,083616,083711,083754,083849,084440,084723,084933,085100,085205,085249,085416,085521,085649,085733,085900,090414,090647,090803,090910,091038,091154,091334,091450,091641,091841,092123,092250,092439
7,MS1953-1,084806,085310,085405,085449,085544,085733,090143,090226,090414,090520,090614,090647,091154,091356,091535,091630,091735,091830,091946,092029,092134,092207,092333,092837,093059,093227,093342,093459,093637,093815,093942,094036,094131,094309,094425,094552
8,MW5346-1,091345,091523,091630,091713,091902,092040,092301,092417,092439,092522,092605,092649,093110,093259,093426,093542,093637,093721,093847,093953,094047,094131,094247,094731,095005,095217,095322,095428,095522,095638,095733,095859,100004,100214,100352,100531
9,MP5824-0,,,,,,,,,,,,,,,,,,,,,091913,091957,092156,092659,092921,093153,093259,093437,093626,093815,093909,094003,094109,094247,094403,094519
