,Bus,M95/3,M22,M10/2,M16/1,M109,M112,M127,M125,M136/2,M139/2,M184,M188,M203/2,M182/1,T431,T335/2,T338,T326/3,T332/2,T325/3,T339/4,T408/1,T343,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C659
0,MR8583-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070103,070147
1,MS1044-0,,,,,,,,,,,,,,,,,,,,,,,,,,070103,070136,070302,070335,070545,070618,070700,070743,070806,070911,071038,071309,071459,071614,071741,071857,071930
2,MS2095-0,,,,070103,070220,070513,070639,070743,070900,070954,071121,071237,071332,071647,072035,072202,072256,072403,072456,072622,072705,072821,073031,073301,073406,073448,073614,073740,073845,074013,074056,074150,074338,074421,074453,074608,074911,075038,075131,075319,075434,075613
3,MS1903-0,070700,071919,072140,072318,072518,072843,072937,073103,073207,073301,073427,073531,073708,074046,074421,074557,074640,074755,074901,075016,075059,075247,075507,075718,075750,075844,080000,080126,080219,080356,080450,080522,080605,080648,080721,080847,081211,081358,081546,081651,081817,081932
4,MS1953-0,073521,074421,074619,074839,075110,075456,075603,075718,075916,080043,080219,080313,080500,080814,081211,081337,081431,081546,081651,081755,081849,082037,082213,082446,082550,082633,082748,082915,083009,083210,083303,083346,083545,083628,083649,083754,084140,084244,084412,084538,084653,084841
5,MS2365-0,,080616,080753,080951,081149,081431,081640,081734,081954,082037,082224,082339,082435,082748,083116,083242,083325,083451,083555,083711,083754,084003,084201,084422,084516,084559,,084830,084902,085050,085143,085216,085343,085404,085426,085552,085855,090010,090115,090208,090323,090419
6,MR8583-1,082705,082811,083031,083159,083357,083804,083826,083942,084035,084118,084234,084327,084444,084819,085216,085354,085426,085603,085635,085811,085855,090032,090302,090523,090606,090700,090816,090942,091024,091150,091245,091318,091401,091422,091454,091610,091902,092007,092227,092320,092416,092542
7,MS1044-1,,085216,085415,085603,085927,090147,090346,090513,090733,090837,091024,091107,091150,091516,091912,092039,092122,092227,092333,092459,092542,092708,092940,093149,093244,093337,093452,093608,093701,093910,094005,094048,094153,094214,094236,094351,094706,094821,095030,095207,095300,095448
8,MS2095-1,,092416,092708,092857,093056,093348,093535,093640,093817,093900,094016,094120,094308,094633,095030,095156,095250,095415,095459,095635,095718,095918,100150,100410,100442,100536,100641,100756,100839,101048,101153,101236,101340,101412,101455,101610,101945,102111,102216,102427,102543,102730
9,MS1903-1,,095635,095845,100118,100338,100713,100807,100912,101153,101257,101506,101600,101747,102111,102449,102626,102719,102918,103012,103159,103253,103451,103700,103932,104005,104048,104229,104323,104355,104626,104731,104825,104910,104954,105015,105131,105429,105605,105825,105940,110035,110256
