,Bus,C669/2,C687,C675,C668,C678,C665,C663,C661,C659,C656,C654,C653/2,C692,C689/1,T360,T376/1,T363/1,T367,T365/2,T361,T325/2,T339/2,T311/2,T308/3,T300,T330/1,M172/3,M171/2,M134,M132/1,M129,M114,M113,M14,M12,M21/1,M95/3
0,MZ4072-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070107,070448
1,MZ3956-0,,,,,,,,,,,,,,,,,,,,,,,,,,070107,070130,070405,070510,070734,070840,071009,071210,071412,071528,071625,071836
2,MW5964-0,,,,,,,,,,,,,,,,,,,070107,070225,070320,070405,070510,070616,070734,070819,071254,071434,071613,071847,072049,072217,072440,072819,072937,073054,073401
3,MX1084-0,,,,,,,,,,,,,070107,070225,070616,070745,070851,070925,071104,071412,071445,071539,071657,071825,072005,072038,072513,072853,072959,073200,073328,073603,074004,074440,074650,075010,075658
4,MX1414-0,,,,,,,070107,070152,070247,070405,070510,070649,070819,071020,071539,071708,071932,072027,072206,072513,072556,072651,072831,073032,073212,073306,073752,074121,074216,074501,074712,075010,075244,075529,075742,075946,080630
5,MZ3556-0,070532,070627,070819,070851,070925,071020,071053,071126,071159,071305,071359,071456,071657,071825,072144,072250,072513,072535,072713,072959,073043,073149,073328,073506,073657,073741,074216,074534,074723,075149,075338,075614,075901,080157,080346,080452,081550
6,MZ3734-0,071625,071719,071836,071921,071932,072016,072038,072123,072155,072323,072429,072545,072819,072926,073317,073434,073646,073730,073847,074059,074154,074259,074405,074545,074755,074840,075244,075603,075742,080135,080252,080419,080641,081031,081147,081253,081731
7,MZ3740-0,072629,072746,072926,072948,073021,073043,073116,073200,073255,073434,073550,073719,074004,074143,074512,074628,074851,074926,075211,075445,075647,075901,080041,080241,080503,080608,081031,081434,081636,082100,082333,082652,082926,083159,083337,083547,084115
8,MZ3825-0,073646,073741,073910,073943,074004,074027,074048,074121,074205,074310,074343,074440,074639,074840,075138,075233,075317,075350,075507,075826,075935,080124,080314,080441,080630,080702,081125,081625,081815,082144,082429,082714,083053,083337,083420,083609,084209
9,MZ3978-0,074755,074840,075021,075105,075127,075200,075233,075306,075401,075518,075603,075719,080030,080241,080641,080829,081053,081125,081253,081614,081826,081922,082228,082418,082747,082841,083326,083903,084020,084209,084432,084653,084843,085320,085449,085555,090019
10,MZ3987-0,075815,075838,075957,080019,080041,080114,080135,080219,080241,080346,080441,080546,080829,080958,081338,081434,081658,081742,081922,082228,082344,082418,082747,082926,083326,083420,083914,084325,084516,084915,085033,085258,085522,085745,085851,085946,090538
11,MX1213-0,,080851,081009,081031,081053,081125,081147,081220,081315,081423,081529,081636,081859,082100,082440,082619,082852,082926,083053,083453,083620,083747,084158,084325,084537,084727,085150,085544,085734,090103,090253,090517,090633,090856,091013,091214,091745
12,MZ4228-0,081804,081933,082100,082133,082155,082228,082250,082322,082355,082536,082641,082830,083104,083326,083609,083830,084104,084158,084505,084915,085128,085236,085427,085606,085818,085851,090315,090633,090856,091353,091521,091723,091913,092157,092315,092358,092706
13,MZ4072-1,082757,083221,083359,083431,083453,083526,083558,083641,083725,083914,084020,084158,084526,084632,084927,085033,085258,085343,085555,090041,090125,090220,090411,090611,090727,090811,091257,091639,091818,092102,092253,092539,092801,093214,093309,093352,093945
