,Bus,C659,C656,C654,C653/2,C692,C689/1,T355/2,T360,T376/1,T363/1,T374,T406,T345/1,T322,T342,T409,T368,T324/2,T327,T326/2,T337,T334,T430,M177,M198/1,M183/2,M140/1,M137/2,M132/1,M200,M201,M121,M119,M113,M94,M95/3
0,MS1044-0,,,,,,,,,,,,,,,,,,,,,,,070106,070432,070714,070925,071103,071220,071252,071336,071419,071524,071619,071745,071903,072009
1,MS2095-0,,,,,,,,,070106,070305,070348,070432,070947,071146,071346,071452,071619,071713,071842,071925,072031,072114,072230,072734,073007,073112,073206,073333,073512,073555,073700,073744,073838,073932,074026,074131
2,MR8583-0,070725,071030,071114,071157,071325,071503,071735,071818,071925,072009,072103,072135,072534,072734,072934,073050,073134,073239,073333,073406,073501,073544,073638,074120,074353,074508,074657,074752,074847,074930,075046,075214,075246,075459,075605,075721
3,MS1953-0,071209,072839,072956,073101,073312,073355,073627,073711,073816,073910,073953,074026,074436,074719,074858,074952,075108,075151,075318,075405,075459,075531,075637,080119,080342,080604,080720,080816,080848,080922,081038,081132,081205,081404,081458,081603
4,MS2243-0,,074730,074825,074930,075140,,075531,075616,075815,075920,075952,080035,080510,080720,080922,081038,081143,081226,081353,081458,081542,081636,081741,082224,082435,082529,082645,082739,082836,082930,083046,083140,083235,083330,083426,083554
5,MS2365-0,074836,080415,080531,080626,080742,080827,081215,081320,081415,081509,081553,081636,082140,082340,082518,082623,082739,082814,082941,083035,083140,083235,083342,083837,084059,084215,084331,084426,084520,084615,084720,,084908,085118,085235,085342
6,MS1903-0,,082318,082413,082529,082707,082814,083046,083203,083415,083510,083554,083638,084026,084226,084404,084458,084542,084625,084752,084846,084930,085035,085140,085625,085835,085940,090129,090223,090329,090413,090529,090644,090750,090857,091013,091129
7,MS2025-0,082750,084142,084236,084342,084625,084814,085118,085224,085426,085520,085603,085709,090256,090507,090728,090908,091035,091151,091318,091415,091520,091603,091730,092245,092550,092802,092940,093045,093213,093318,093456,093602,093657,093834,094003,094108
8,MS1044-1,083910,085458,085553,085636,085908,085951,090223,090307,090424,090655,090739,090813,091213,091415,091625,091720,091825,091857,092002,092107,092212,092234,092339,092835,093045,093246,093351,093456,093635,093729,093823,093929,094036,094202,094318,094415
9,MS2095-1,091447,091614,091709,091803,091929,092118,092424,092518,092612,092706,092750,092824,093235,093456,093646,093740,093907,093951,094108,094202,094257,094353,094521,094952,095213,095318,095423,095539,095707,095801,095907,100014,100130,100224,100340,100456
10,MR8583-1,093246,093445,093528,093624,093802,094014,094245,094342,094448,094720,094753,094826,095318,095506,095656,095750,095917,100014,100141,100246,100340,100413,100539,101032,101304,101514,101641,101757,101945,102134,102239,102345,102522,102606,102733,102839
11,MS1953-1,093834,095351,095434,095517,095656,095845,100119,100224,100340,100445,100518,100550,100948,101221,101442,101558,101651,101746,101851,101956,102051,102123,102301,102806,103039,103311,103512,103653,103842,103937,104042,104220,104326,104420,104536,104641
12,MS2365-1,102008,103556,103653,103736,103948,104104,104358,104525,104630,104853,105009,105042,105441,,105915,110021,110137,110242,110420,110514,110630,110735,110850,111345,111627,111805,111932,112111,112207,112334,112502,112629,112756,113031,113208,113324
13,MS2243-1,,,,,,,102312,102417,102555,102649,102743,102828,103228,103439,103725,103830,103937,104042,104148,104253,104348,104453,104608,105053,105325,105558,105642,105830,110010,110126,110231,110336,110503,110713,110850,111006
14,MS1903-1,105525,105609,105714,105842,110126,110158,110453,110558,110702,110933,111038,111134,111544,111754,111953,112100,112218,112302,112440,112524,112618,112723,112842,113324,113606,113816,113921,114027,114110,114153,114331,114437,114542,114742,114858,115003
15,MS2025-1,110314,111450,111554,111710,111826,112016,112345,112451,112557,112808,112904,112958,113450,113711,113921,114027,114204,114258,114426,114542,114658,114804,114941,115448,115804,120014,120202,120306,120454,120621,120725,120842,121053,121252,121418,121534
16,MX1537-0,113859,113932,114027,114143,114331,114520,114836,115003,115152,115415,115553,115637,120212,120505,120747,120915,121053,121208,121357,121502,121618,121702,121842,122420,122714,122854,123115,123221,123315,123410,123537,123704,123842,124033,124211,124327
17,MS1044-2,114404,115637,115742,115826,120024,120151,120433,120538,120653,120915,121020,121053,121513,121702,121853,122010,122115,122158,122325,122420,122547,122630,122746,123304,123537,123809,123915,124022,124116,124254,124400,124517,124622,124800,124915,125021
18,MS2095-2,121853,122136,122231,122325,122503,122609,122854,122948,123104,123210,123304,123337,123725,123915,124105,124149,124411,124528,124705,124810,124915,125010,125126,125651,125926,130158,130314,130419,130513,130607,130701,130818,130923,131123,131300,131356
19,MR8583-2,123725,123937,124033,124127,124254,124338,124705,124800,124937,125043,125126,125209,125640,,130115,130209,130325,130419,130524,130618,130723,130756,130934,131418,131700,131900,131954,132142,132247,132331,132500,132615,132731,132911,133037,133143
20,MS1953-2,124232,130053,130147,130241,130451,130535,130901,130956,131155,131312,131407,131450,131849,132058,132309,132405,132532,132615,132753,132900,133005,133110,133226,133747,134053,134241,134420,134547,134703,134819,134937,135104,135148,135454,135653,135905
21,MS2243-2,,,,132405,132554,132615,133005,133059,133237,133526,133620,133653,134053,134336,134514,134630,134736,134830,135010,135115,135210,135326,135454,140010,140241,140556,140733,140828,140922,141027,141143,141300,141416,141659,141743,141848
22,MS2365-2,132543,134158,134253,134409,134558,134714,135010,135115,135305,135537,135643,135726,140147,140357,140607,140701,140838,140933,141110,141216,141321,141416,141554,142111,142404,142553,142721,142848,142931,143109,143330,143426,143604,143803,143941,144152
23,MS1903-2,135632,135926,140021,140147,140324,140451,140900,141016,141154,141416,141554,141638,142216,142437,142721,142815,142931,143047,143225,143330,143458,143542,143720,144214,144533,144733,144838,145005,145143,145300,145405,145532,145710,145931,150109,150247
24,MX1537-1,141710,141921,142017,142111,142248,142353,142659,142826,143025,143257,143458,143542,144036,144258,144500,144627,144744,144849,145027,145154,145300,145355,145459,150036,150343,150542,150741,150930,151024,151129,151235,151413,151539,151707,151845,152033
25,MS1044-3,142205,143814,143908,144003,144152,144247,144617,144711,144911,145016,145122,145154,145604,145804,150003,150058,150214,150319,150437,150521,150626,150730,150908,151413,151657,151939,152116,152221,152348,152431,152608,152713,152841,152957,153145,153228
26,MS2095-3,145637,145942,150036,150153,150308,150415,150709,150835,150951,151213,151413,151445,151950,152211,152410,152504,152630,152735,152902,153008,153207,153312,153438,153932,154228,154523,154629,154745,154840,155008,155156,155335,155502,155744,155922,160121
27,MR8583-3,151624,151834,151917,152012,152138,152337,152652,152746,153008,153250,153428,153533,154028,154345,154534,154650,154756,154851,155019,155113,155219,155324,155451,160016,160320,160534,160651,160756,160934,161101,161300,161437,161605,161731,161858,162024
28,MS1953-3,153217,154206,154323,154429,154556,154701,155030,155113,155251,155534,155722,155806,160237,160534,160723,160818,161007,161112,161249,161343,161448,161553,161659,162214,162459,162637,162815,162953,163058,163248,163354,163510,163616,163859,164048,164225
29,MS2243-3,160545,160651,160756,160840,161101,161123,161520,161616,161710,161952,162119,162203,162658,162859,163026,163131,163259,163405,163532,163616,163721,163826,163954,164507,164750,165013,165129,165308,165424,165613,165729,165834,170003,170235,170351,170530
30,MS2365-3,162658,163416,163532,163649,163826,163921,164225,164402,164456,164740,164908,164951,165518,165740,165919,170035,170213,170308,170425,170520,170657,170740,170857,171402,171657,171834,172035,172213,172402,172550,172707,172847,173003,173108,173214,173354
31,MS1903-3,164551,165151,165308,165402,165551,165635,170046,170152,170414,170708,170846,170940,171423,171729,172002,172130,172256,172402,172601,172707,172824,172930,173119,173711,174027,174204,174320,174426,174625,174826,174942,175059,175237,175416,175532,175649
32,MS2025-2,165857,170024,170130,170235,170530,170740,171107,171213,171423,171719,171856,171939,172507,172750,172930,173046,173151,173257,173510,173606,173733,173816,173943,174437,174741,174920,175037,175143,175309,175416,175521,175649,175806,180027,180206,180344
33,MS1044-4,171824,172140,172235,172329,172528,172717,173014,173130,173236,173722,173911,173943,174405,174647,174837,174942,175121,175226,175354,175437,175543,175700,175816,180406,180721,181004,181131,181321,181427,181605,181722,181838,182016,182217,182406,182555
34,MX1537-2,173554,173849,173954,174204,174426,174531,174837,174953,175048,175320,175437,175521,180038,180238,180522,180638,180805,180848,181026,181142,181248,181332,181510,182027,182322,182500,182638,182754,182921,183131,183237,183343,183459,183723,183902,184041
35,MS2095-4,175059,175309,175405,175521,175722,175816,180122,180227,180417,180711,180910,181004,181510,181722,181900,182049,182217,182333,182500,182544,182638,182743,182849,183331,183650,183913,184008,184136,184313,184504,184559,184704,184831,185001,185139,185305
36,MR8583-4,180649,180721,180815,180931,181153,181237,181627,181754,181838,182100,182206,182311,182838,183037,183215,183354,183522,183628,183756,183902,184019,184052,184146,184642,184950,185139,185255,185349,185454,185610,185726,185832,185937,190115,190232,190327
37,MS1953-4,181058,,182805,182900,183015,183142,183427,183532,183640,183902,184052,184136,184548,184737,184950,185055,185211,185338,185548,185704,185821,185916,190042,190610,190915,191103,191230,191409,191514,191630,191747,191905,191950,192225,192354,192637
