,Bus,M1/12,M7/3,M271,M105,M272,M61/2,M73/1,M270/1,M153/2,M173/2,M172/14,T403,T402,T309,T313,T315,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C686,C656,C654/3,C653/2,C692,C689/1,T360,T376/2,T363/2,T306/1,T314/2,T311/1,T308/1,T300,T330/1,M172/16,M160/1,M144/2,M76/2,M84/1,M91,M14,M8/1,M1/12
0,MX4535-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070108,070206,070355,070451,070821,070938,071225
1,MX3651-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070108,070122,070206,070301,070702,070832,071139,071458,071711,071912,072338,072455,072612
2,MS1953-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070108,070228,070333,070607,070702,070810,070843,071011,071055,071128,071552,071711,072007,072411,072455,072601,072911,073038,073144
3,MX4021-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070108,070133,070301,070429,070724,070905,071139,071247,071341,071414,071541,071649,071722,072136,072305,072612,072838,073038,073206,073428,073545,073724
4,MX4041-0,,,,,,,,,,,,,,,,,,,,070108,070122,070440,070702,070905,071011,071150,071225,071436,071541,071733,071945,072102,072411,072601,072827,072943,073100,073155,073312,073355,073450,073903,074030,074254,074455,074655,074857,075311,075429,075609
5,MX4159-0,,,,,,,,,,,,,,,,070108,070206,070301,070344,070429,070535,070843,070938,071150,071247,071403,071436,071627,071755,072147,072305,072444,072730,072805,073017,073133,073239,073301,073406,073501,073534,073947,074103,074305,074644,074835,075059,075355,075502,075715
6,MX4338-0,,,,,,,,,,,070108,070513,070557,070651,070759,070843,071011,071214,071258,071341,071436,071755,071923,072136,072232,072349,072433,072550,072646,,073250,073428,073702,073819,073925,074030,074136,074232,074359,074455,074600,075015,075121,075311,075535,075748,075915,080200,080306,080445
7,MX4365-0,,,,,,070108,070133,070228,070355,070557,070821,071352,071447,071552,071700,071755,071912,072007,072040,072113,072220,072517,072708,072900,073005,073111,073155,073355,073501,073724,073852,074041,074316,074410,074528,074634,074740,074824,074941,075048,075121,075535,075715,080116,080434,080635,080900,081112,081229,081335
8,MX4383-0,070108,,070607,070651,070748,070916,071033,071128,071308,071436,071839,072422,072517,072635,072753,072849,073017,073111,073206,073250,073417,073713,073819,073936,074041,074147,074254,074421,074600,074718,074930,075110,075355,075451,075704,075915,080032,080127,080317,080400,080456,080921,081101,081346,081609,081810,081927,082340,082436,082605
9,MX4388-0,070759,071214,071447,071530,071552,071839,071923,072029,072147,072243,072455,073017,073111,073206,073344,073417,073534,073629,073713,073819,073936,074232,074432,074600,074707,074835,074919,075132,075249,075451,075631,075832,080138,080233,080456,080602,080658,080743,080900,081005,081050,081453,081620,082000,082234,082447,082711,083221,083327,083433
10,MX4458-0,071711,072051,072243,072338,072411,072708,072827,072932,073100,073301,073512,074030,074136,074232,074410,074506,074611,074751,074835,074930,075026,075355,075557,075759,075854,080021,080116,080244,080400,080529,080805,081005,081313,081431,081704,081821,081949,082044,082201,082318,082351,082818,082947,083232,083614,083817,084103,084410,084538,084705
11,MX4535-1,072433,072954,073301,073344,073406,073640,073735,073808,073947,074125,074539,075132,075249,075418,075513,075609,075759,075937,080032,080116,080222,080613,080827,081101,081207,081335,081431,081558,081715,081832,082033,082212,082531,082638,082903,082958,083115,083159,083316,083444,083506,083936,084114,084443,084738,084939,085258,085638,085817,085945
12,MX3651-1,073651,073958,074147,074254,074338,074644,074835,074930,075048,075154,075355,075843,075959,080054,080211,080306,080423,080540,080624,080708,080827,081133,081324,081453,081620,081737,081821,081949,082055,082212,082414,082554,082840,083020,083115,083210,083305,083338,083528,083614,083657,084103,084220,084454,084749,084950,085258,085711,085828,085956
13,MS1953-1,073757,074802,074941,075048,075132,075429,075513,075620,075737,075948,080200,080805,080910,081005,081101,081156,081324,081431,081514,081620,081737,082117,082223,082436,082542,082711,082755,082936,083053,083210,083349,083455,083806,084020,084125,084220,084316,084410,084538,084622,084705,085139,085309,085531,085839,090040,090254,090508,090637,090754
14,MX4021-1,,075748,080010,080054,080138,080306,080423,080540,080646,080816,081027,081526,081620,081748,081854,081949,082128,082212,082256,082414,082531,082840,082947,083115,083210,083327,083433,083603,083657,,084052,084209,084505,084622,084906,085001,085055,085117,085236,085320,085415,085839,090040,090305,090519,090721,090924,091208,091335,091504
15,MX4041-1,,080602,080900,080943,081027,081431,081547,081631,081810,081938,082245,082840,082936,083053,083232,083338,083455,083603,083647,083817,083925,084220,084338,084516,084622,084800,084833,085001,085128,,085510,085627,085923,090029,090305,090402,090519,090615,090743,090902,090946,091431,091548,091800,092142,092321,092704,093211,093317,093444
16,MX4159-1,,081514,081832,081916,082000,082234,082436,082509,082627,082840,083115,083614,083708,083817,083936,084031,084147,084349,084421,084505,084611,084906,085055,085331,085415,085531,085605,085733,085828,085956,090220,090413,090732,090818,090924,091029,091124,091146,091324,091420,091453,091855,092014,092204,092536,092737,092926,093401,093517,093636
17,MX4338-1,082011,082447,082711,082744,082807,083031,083115,083159,083338,083517,083914,084410,084505,084600,084655,084738,084855,084950,085022,085055,085203,085459,085616,085806,085901,090029,090102,090243,090339,090659,090840,091019,091313,091431,091526,091632,091716,091800,091950,092036,092131,092536,092704,093010,093222,093433,093625,094029,094135,094243
18,MX4365-1,,083305,083506,083528,083603,083657,083806,083901,084031,084136,084527,085055,085150,085309,085404,085459,085616,085744,085839,090018,090124,090413,090530,090754,090902,091029,091102,091324,091431,091537,091811,091917,092142,092226,092321,092430,092536,092631,092759,092916,093010,093412,093528,093827,094051,094135,094338,094729,094825,094942
19,MX4383-1,083719,084232,084454,084516,084538,084917,085139,085236,085353,085531,085755,090328,090435,090541,090659,090807,090946,091146,091241,091324,091431,091811,092014,092215,092310,092441,092514,092631,092748,092905,093127,093317,093614,093827,093934,094051,094208,094316,094434,094539,094623,095100,095217,095502,095748,095949,100211,100700,100829,100935
20,MX4388-1,084633,,085521,085649,085733,090040,090243,090328,090457,090604,090807,091324,091420,091610,091706,091738,091855,092002,092047,092226,092333,092631,092759,092959,093105,093222,093255,093444,093550,093754,093956,094113,094411,094550,094825,094953,095049,095111,095240,095313,095357,095810,095927,100116,100414,100616,100913,101350,101506,101614
21,MX4458-1,085828,,090413,090457,090530,090721,090807,090840,090957,091208,091431,091928,092036,092142,092237,092344,092452,092547,092642,092821,092926,093233,093433,093636,093732,093850,093956,094135,094232,094349,094601,094729,095027,095133,095229,095335,095441,095535,095737,095916,095938,100447,100616,100924,101233,101328,101445,101911,102052,102303
22,MX4535-2,090541,090807,091019,091102,091146,091431,091621,091716,091855,092036,092441,093032,093149,093255,093423,093517,093647,093805,093850,094018,094135,094529,094707,094920,095038,095155,095240,095419,095524,095704,095854,100021,100340,100436,100711,100829,100924,101020,101159,101350,101434,101900,102052,102347,102728,102813,103143,103651,103757,103958
23,MX4604-0,091442,,,,,,,,,,093149,093636,093720,093912,094007,094051,094208,094338,094434,094550,094718,095004,095111,095346,095452,095631,095704,095821,095938,100149,100403,100521,100744,100829,101042,101210,101306,101401,101517,101625,101709,102124,102230,102600,102857,102930,103205,103651,103819,104042
24,MX3651-2,092226,092355,092620,092704,092748,093054,093211,093306,093444,093658,093912,094422,094529,094634,094751,094825,095004,095111,095144,095207,095335,095631,095748,100021,100138,100306,100340,100521,100638,100818,101031,101137,101550,101743,102007,102113,102230,102347,102516,102706,102750,103154,103333,103618,103914,103958,104221,104517,104645,104802
25,MS1953-2,092821,093211,093412,093506,093636,093816,094018,094113,094232,094507,094729,095302,095408,095524,095631,095726,095916,100021,100105,100244,100616,100924,101126,101339,101455,101625,101658,101849,101955,102124,102314,102505,102750,102857,103121,103238,103344,103439,103555,103713,103808,104232,104411,104645,104930,105108,105258,105712,105829,105946
26,MX4021-2,,094007,094208,094254,094422,094601,094656,094751,094953,095133,095346,095959,100054,100211,100340,100436,100627,100744,100840,101008,101137,101455,101614,101805,101849,102018,102113,102325,102432,,102802,103004,103227,103428,103651,103819,103914,103958,104115,104221,104305,104729,104857,105247,105543,105617,105807,110115,110255,110413
27,MX4041-2,094422,094836,095155,095217,095240,095452,095653,095737,095916,100149,100605,101148,101255,101412,101539,101636,101805,101922,102018,102124,102230,102600,102728,102941,103059,103216,103300,103501,103629,103841,104020,104232,104550,104740,105003,105152,105258,105404,105543,105712,105807,110233,110413,110720,111050,111134,111346,111655,111812,111951
28,MX4159-2,095229,095642,095905,100010,100032,100244,100350,100510,100711,101020,101423,101955,102102,102208,102336,102432,102622,102824,102857,103037,103143,103439,103618,103830,103947,104115,104159,104338,104433,104706,104941,105119,105437,105650,105924,110042,110148,110233,110413,110519,110541,110944,111101,111346,111727,111812,112025,112439,112618,112759
29,MX4338-2,101031,101602,101838,101911,102030,102219,102347,102421,102549,102706,103048,103606,103702,103757,103958,104042,104159,104316,104400,104444,104601,104857,105003,105130,105236,105404,105426,105617,105712,110031,110233,110402,110826,111006,111240,111357,111515,111559,111801,111845,111929,112343,112502,112759,113044,113139,113415,113745,113902,114031
30,MX4598-0,,,,,101137,101328,101517,101602,101827,102018,102252,102908,103026,103143,103300,103417,103555,103757,103830,103958,104115,104455,104623,,104952,105108,105141,105415,105532,105734,105935,110042,110424,110614,110837,111006,111112,111218,111420,111515,111610,112014,112205,112556,112905,113106,113426,113756,113946,114126
