,Bus,C659,C656,C654,C653/2,C692,C689/1,T355/2,T360,T376/1,T363/1,T374,T406,T345/1,T322,T342,T409,T368,T324/2,T327,T326/2,T337,T334,T430,M177,M198/1,M183/2,M140/1,M137/2,M132/1,M200,M201,M121,M119,M113,M94,M95/3
0,MS1953-0,,,,,,,,,,,,,,,,,,,,,,,070105,070629,070901,071049,071206,071300,071343,071437,071542,071658,071824,071951,072108,072215
1,MS2025-0,,,,,,,,070105,070116,070221,070304,070348,070745,070944,071132,071239,071405,071459,071604,071647,071730,071813,071940,072416,072626,072836,073002,073045,073150,073257,073351,073445,073540,073708,073813,074003
2,MX1084-0,070955,071239,071354,071459,071719,071813,072108,072215,072342,072448,072531,072626,073213,073424,073613,073740,073835,073940,074057,074140,074235,074308,074424,074930,075225,075437,075542,075731,075940,080108,080203,080257,080351,080550,080655,080749
3,MS1044-0,072731,073013,073107,073224,073445,,073835,073940,074014,074119,074214,074246,074657,074919,075118,075203,075320,075415,075542,075615,075720,075803,075919,080413,080655,080811,080937,081053,081125,081303,081419,081502,081617,081754,081932,082109
4,MS2243-0,074657,074952,075046,075150,075320,075437,075731,075835,080035,080140,080235,080308,080738,080948,081125,081231,081335,081419,081545,081700,081805,081921,082015,082456,082727,082937,083146,083340,083423,083528,083632,083726,083853,084114,084240,084356
5,MS2365-0,075509,080540,080623,080717,080937,081010,081303,081408,081617,081711,081744,081827,082246,082445,082655,082810,082915,083020,083136,083223,083350,083444,083600,084041,084334,084555,084754,084859,085004,085109,085236,085341,085446,085657,085845,085949
6,MS1903-0,082224,082456,082550,082705,082854,083031,083350,083444,083621,083715,083820,083904,084334,084638,084910,085047,085215,085330,085518,085708,085823,085917,090044,090557,090828,091017,091132,091311,091448,091637,091804,091909,092025,092236,092424,092551
7,MS2095-0,083904,084030,084114,084240,084500,084555,084848,085004,085036,085130,085215,085247,085813,090044,090315,090525,090651,090807,090923,091028,091121,091154,091311,091742,092025,092225,092341,092457,092634,092750,092907,093012,093139,093342,093531,093637
8,MS1953-1,084732,085603,085708,085802,090000,090304,090640,090745,090828,090912,090955,091038,091510,091721,091930,092025,092130,092225,092341,092424,092540,092634,092802,093309,093542,093742,093930,094025,094204,094342,094447,094603,094729,094846,094951,095140
9,MS2025-1,091427,091710,091815,091909,092047,092203,092540,092624,092813,092907,093023,093107,093520,093742,093941,094025,094225,094309,094437,094531,094635,094729,094846,095341,095603,095751,095949,100105,100221,100430,100546,100651,100746,101007,101134,101322
10,MX1084-1,093150,093437,093542,093720,093930,094046,094319,094415,094541,094635,094729,094814,095236,095508,095708,095812,095855,100011,100138,100231,100336,100430,100546,101050,101344,101554,101744,101851,102040,102207,102312,102407,102534,102734,102902,102956
11,MS1044-1,095258,095613,095708,095802,095928,100116,100347,100441,100618,100714,100757,100851,101439,101711,101901,101955,102156,102301,102428,102534,102617,102711,102840,103325,103546,103806,103933,104039,104144,104311,104438,104709,104836,105056,105235,105351
12,MS2243-1,,,101628,101711,101840,101934,102218,102322,102450,102711,102828,102902,103325,103524,103733,103838,103944,104039,104206,104311,104438,104510,104637,105118,105412,105550,105646,105812,110000,110116,110315,110441,110619,110807,110956,111133
13,MS2365-1,102301,103502,103607,103806,104028,104112,104405,104510,104543,104753,104847,104951,105412,105624,105812,105928,110105,110221,110409,110503,110630,110745,110923,111426,111708,111940,112046,112236,112352,112518,112706,112846,113013,113151,113353,113509
14,MS1903-1,104709,105550,105646,105802,105939,110054,110347,110503,110608,110829,110923,111006,111510,111835,112057,112225,112414,112529,112739,112846,113013,113118,113236,113741,114056,114340,114601,114728,114908,115150,115330,115456,115635,115813,115906,120046
15,MS2095-1,112952,113151,113247,113426,113636,113834,114222,114351,114518,114739,114835,114918,115341,115635,115856,120035,120201,120255,120434,120539,120705,120749,120915,121359,121630,121851,122017,122154,122311,122449,122605,122731,122922,123215,123404,123553
16,MS1953-2,114612,120002,120118,120233,120413,120539,120937,121041,121136,121337,121431,121514,121955,122205,122417,122522,122648,122804,122922,123016,123142,123215,123320,123836,124130,124341,124539,124655,124854,125020,125135,125252,125419,125606,125733,125848
17,MS2025-2,121724,121912,122006,122101,122227,122500,122731,122838,122954,123048,123205,123237,123803,124036,124225,124308,124550,124706,124843,124937,125041,125135,125314,125805,130025,130226,130437,130553,130709,130803,130941,131057,131216,131522,131648,131826
18,MX1084-2,123836,124025,124120,124214,124341,124843,125135,125303,125408,125502,125628,125711,130226,130510,130741,130908,131035,131151,131322,131416,131522,131605,131710,132203,132446,132634,132803,132942,133109,133152,133333,133500,133639,133914,134103,134241
19,MS1044-2,130058,130226,130320,130448,130637,130730,131129,131216,131300,131355,131500,131543,132120,132340,132551,132707,132836,132953,133141,133250,133355,133449,133606,134124,134407,134545,134649,134733,134910,135048,135218,135417,135554,140048,140229,140346
20,MS2243-2,132214,132402,132508,132707,132921,133026,133417,133533,133701,133935,134052,134135,134545,134754,135005,135131,135334,135439,135616,135721,135826,135931,140120,140617,140913,141113,141232,141347,141441,141630,141745,141957,142145,142428,142638,142921
21,MS2365-2,133406,134324,134418,134545,134805,134816,135240,135356,135544,135826,135931,140016,140418,140639,140840,140945,141051,141156,141347,141430,141535,141640,141807,142301,142544,142700,142859,143015,143205,143414,143540,143709,143837,144141,144353,144603
22,MS1903-2,140418,140712,140840,140945,141134,141221,141557,141702,141818,142040,142207,142239,142700,142910,143141,143259,143403,143519,143709,143826,143931,144036,144215,144719,144952,145217,145344,145533,145711,145920,150036,150247,150424,150751,150929,151106
23,MS1953-3,142754,143720,143826,143909,144058,144141,144520,144614,144803,144858,145003,145036,145616,145859,150108,150214,150330,150424,150602,150656,150823,150856,151012,151540,151835,152140,152242,152358,152505,152548,152714,152854,153022,153259,153542,153741
24,MS2025-3,145605,145920,150003,150108,150341,150435,150918,151023,151223,151328,151445,151518,152108,152336,152548,152642,152905,153011,153149,153320,153437,153553,153741,154248,154553,154813,154950,155055,155237,155330,155540,155855,160105,160318,160425,160552
25,MX1084-3,151802,151940,152025,152119,152253,152443,152820,152949,153105,153331,153510,153542,154152,154415,154625,154730,154928,155044,155226,155330,155519,155624,155750,160318,160613,160929,161106,161244,161338,161432,161621,162115,162358,162630,162852,163051
26,MS1044-3,153719,154259,154353,154437,154636,154741,155116,155226,155330,155435,155603,155656,160256,160519,160729,160857,161045,161200,161328,161443,161610,161715,161854,162348,162652,163040,163210,163325,163441,163608,163818,164030,164157,164545,164712,164936
27,MS2243-3,160530,160802,160857,160950,161128,161349,161654,161821,161937,162221,162315,162358,162757,163051,163304,163409,163557,163641,163818,163913,164020,164114,164230,164734,164958,165555,165649,165743,165859,170130,170237,170606,171038,171320,171542,171847
