,Bus,M1/12,M7/3,M271,M105,M272,M61/2,M73/1,M270/1,M153/2,M173/2,M172/14,T403,T402,T309,T313,T315,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C686
0,MX4338-0,,,,,,,,,,,,,,,,,,,,,,070107,070225,070320,070426,070542,070626
1,AA7485-0,,,,,,,,,,,,,070107,070130,070258,070353,070542,070710,070804,070931,071109,071426,071711,071923,072019,072157,072230
2,MX4365-0,,,,,,,,,,,070107,070309,070404,070521,070648,070742,070920,071058,071142,071215,071343,071700,071827,072019,072124,072241,072348
3,AA7890-0,,,,,,,,070107,070225,070404,070626,071142,071259,071437,071521,071605,071722,071827,071912,071956,072124,072505,072643,,,073213,073308
4,MS5234-0,,,,,070107,070247,070331,070426,070542,070804,071026,071554,071722,071827,071945,072041,072208,072359,072443,072527,072654,073034,073224,073521,073641,073758,073853
5,MX3783-0,,070107,070309,070331,070404,070648,070815,070920,071036,071226,071437,071956,072051,072208,072327,072443,072621,072748,072833,072917,073107,073437,073725,073926,074032,074200,074232
6,MW3291-0,070731,,071849,071945,072019,072251,072359,072505,072716,072855,073308,073758,073903,074010,074149,074232,074352,074543,074627,074710,074839,075255,075423,075825,075901,080031,080115
7,MX4551-0,071047,071204,071532,071605,071733,072041,072146,072241,072411,072516,072906,073554,073641,073758,074105,074211,074341,074543,074627,074649,074805,075211,075412,075647,075838,075958,080053
8,AA7539-0,,,071120,071259,071343,071744,071923,072041,072337,072527,072906,073448,073652,073747,074043,074149,074316,074425,074520,074616,074805,075211,075412,075636,075825,075947,080042
9,CC2345-0,071510,072051,072411,072505,072549,072855,073034,073150,073330,073459,073714,074254,074352,074509,074649,074732,074850,074959,075032,075211,075350,075719,075947,080220,080314,080431,080504
10,AA7685-0,071510,072051,072411,072505,072549,072855,073034,073150,073330,073459,073714,074254,074352,074509,074649,074732,074850,074959,075032,075211,075350,075719,075947,080220,080314,080431,080504
11,MX4614-0,,072716,073034,073117,073213,073510,073725,073830,074032,074330,074532,075032,075159,075233,075350,075445,075614,075742,075838,075914,080042,080358,080526,080821,080915,081010,081042
12,AA6942-0,073034,073426,073543,073714,073819,074105,074436,074554,074817,075043,,075914,080031,080253,080358,080515,080715,080821,080926,081031,081210,081602,,081952,082059,082215,082310
13,MX3651-0,073543,073830,074403,074509,074627,075116,075339,075456,075709,080009,080420,080948,081053,081232,081433,081517,081657,081814,081909,082026,082226,082620,082809,083053,083212,083318,083412
14,AA7365-0,074243,074520,075010,075116,075211,080020,080242,080526,080736,080959,081433,082037,082226,082407,082641,082758,082926,083148,083234,083412,083529,083941,084120,084439,084533,084650,084712
15,AA7931-0,074520,074948,075401,075517,075614,080314,080453,080915,081137,081316,081647,082215,082321,082536,082653,082831,082959,083148,083244,083423,083529,083846,084109,084258,084406,084533,084628
16,MX4021-0,075116,075614,080220,080325,080431,080843,081115,081433,081647,081858,082248,082747,082903,083021,083212,083318,083456,083603,083646,083813,083941,084333,084501,084734,084830,084949,085044
17,AA7949-0,075947,080420,081104,081210,081359,082026,082237,082407,083010,083159,083550,084131,084320,084555,084723,085000,085150,085352,085437,085616,085733,090230,090452,090620,090736,090904,090936
18,MX4159-0,080431,081210,081647,081752,082003,082503,082714,082831,083223,083741,084120,084650,084830,085022,085426,085553,085955,090136,090230,090314,090442,090831,091031,091158,091253,091426,091459
19,MX4338-1,081316,081909,082248,082440,082536,082937,083137,083456,084109,084344,084745,085309,085415,085627,090051,090220,090431,090558,090642,090820,090947,091330,091448,091701,091806,091901,091945
20,AA7882-0,083021,083318,083741,083930,084026,084333,084522,084830,085236,085627,,090820,090915,091115,091253,091414,091650,091756,091850,092018,092124,092525,092703,092936,093042,093159,093231
21,AA7485-1,083518,083813,084214,084320,084417,084819,085000,085225,085542,090452,091020,091605,091701,091901,092029,092146,092335,092535,092641,092724,092830,093253,093359,093550,093646,093813,093846
22,MX4365-1,,084236,084701,084745,084830,085202,085426,085616,090040,090736,091220,091756,091912,092124,092302,092408,092608,092758,092830,093020,093159,093518,093752,093940,094058,094153,094258
23,AA7890-1,,085033,085320,085520,085616,085934,090103,090314,090904,091542,091850,092408,092525,092758,092852,093009,093253,093445,093539,093657,093857,094321,094441,094640,094840,095007,095050
24,MX3783-1,085258,,085722,085900,085955,090314,090525,090853,091639,092124,092452,092958,093115,093220,093412,093528,093719,093835,093940,094058,094247,094619,094818,095039,095123,095240,095335
25,AA7539-1,,090503,090820,090926,091020,091531,091628,091850,092146,092525,092914,093528,093646,093813,093940,094025,094203,094408,094451,094630,094818,095207,095347,,095822,100002,100109
26,MW5425-0,090947,091923,092324,092357,092535,092830,092958,093104,093220,093455,093919,094441,094546,094702,094902,095007,095123,095324,095358,095431,095621,095939,100036,100215,100321,100438,100511
27,MX4551-1,091220,091542,091850,091945,092029,092503,092735,092830,093020,093253,093657,094258,094357,094524,094702,094757,094934,095134,095218,095347,095526,095833,100036,100215,100310,100427,100500
28,CC2345-1,092051,,,,,,,,093646,093908,094120,094640,094746,094902,095028,095134,,,,,,,,,,,
29,AA7685-1,092051,,,,121825,122003,122203,122331,093646,093908,094120,094640,094746,094902,095028,095134,124320,,,,124938,,,125603,125709,101515,125859
30,MX4614-1,,092925,093220,093242,093359,093603,093730,093835,094003,,094335,094818,094913,095039,095156,095240,095420,095526,095558,095643,095749,100142,100321,,100711,100828,100901
31,MP6392-0,093042,093657,094036,094142,094309,094630,094840,094945,095145,095347,095749,100321,100438,100616,100914,101019,101210,101359,101442,101621,101759,102211,102349,102622,102739,102908,102940
32,MW5112-0,093506,094014,094335,094430,094557,094902,095156,095303,095504,095738,095950,100605,100711,100817,100936,101052,101304,101421,101453,101621,101820,102221,102411,102644,102802,102929,103035
33,MW5191-0,093550,100237,100638,100722,100828,101041,101158,101253,101421,101621,101842,102455,102612,102739,102929,103013,103151,103258,103331,103458,103617,103945,104218,104502,104545,104702,104745
34,AA6942-1,094120,094502,094902,094956,095112,095453,095537,095632,095833,100002,100205,100733,100839,101019,,101231,101348,101537,101621,101704,101820,102221,102349,,102750,102908,102951
35,AA7931-1,,095134,095526,095632,095800,100025,100215,100332,100511,100616,101009,101537,101631,101748,101926,102020,102138,102316,102400,102539,102706,103035,103151,103426,103521,103701,103745
36,MP6359-0,095240,095811,100142,100310,100427,100638,100850,101041,101304,101442,,102349,102444,,102824,102846,103035,103119,103215,103309,103458,103934,104112,104429,104502,104618,104713
37,MW5264-0,100002,101348,101748,101853,102031,102349,102517,102612,102824,103046,103309,103807,103912,104039,104156,104324,104451,104545,104640,104807,104935,105326,105442,105631,105748,105915,105948
38,AA7365-1,100120,100901,101337,101515,101631,101958,102200,102316,102517,102644,103056,103639,103734,103934,104112,104207,104356,104545,104629,104756,104935,105241,105442,105631,105737,105842,105915
