,Bus,C669/2,C687,C675,C668,C678,C665,C663,C661,C659,C656,C654,C653/2,C692,C689/1,T360,T376/1,T363/1,T367,T365/2,T361,T325/2,T339/2,T311/2,T308/3,T300,T330/1,M172/3,M171/2,M134,M132/1,M129,M114,M113,M14,M12,M21/1,M95/3
0,MZ4072-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070117,070132,070619
1,MZ3956-0,,,,,,,,,,,,,,,,,,,,,,,,,,070117,070238,070608,070714,070950,071056,071331,071437,071742,071859,072005,072438
2,MW5898-0,,,,,,,,,,,,,,,,,,,,070117,070132,070227,070333,070451,070608,070652,071118,071426,071532,071720,071826,071942,072227,072449,072616,072722,073100
3,MW3098-0,,,,,,,,,,,,,070117,070227,070513,070630,070725,070758,071001,071237,071331,071415,071532,,,,072343,072700,072806,073028,073151,073340,073647,074015,074144,074251,074927
4,MW3116-0,,,,,,,070117,070132,070216,070322,070417,070513,070652,070915,071310,071353,071510,071542,071720,071942,072027,072111,072227,072332,072511,072605,073028,073257,073402,073625,073814,074111,074334,074938,075127,075243,080236
5,MZ3559-0,070546,070652,070853,070915,070950,071034,071056,071140,071215,071331,071415,071521,071648,071815,072143,072321,072544,072627,072733,073049,073138,073235,073413,073540,073720,073753,074218,074524,074640,074916,075211,075506,075801,080036,080309,080427,081350
6,MZ3734-0,071542,071658,071837,071909,071931,072005,072049,072132,072227,072332,072438,072544,072733,072900,073151,073413,073529,073551,073753,074026,074111,074229,074345,074524,074724,074819,075243,075549,075750,080120,080449,080620,080759,081116,081328,081741,083641
7,MW3060-0,072638,072755,072933,073006,073028,073111,073138,073213,073308,073446,073529,073647,073836,074111,074502,074630,074852,074948,075127,075455,075622,075845,080109,080247,080522,080558,081021,081625,081825,082215,082416,082638,082841,083203,083342,084532,090224
8,MZ3978-0,073836,073920,074100,074122,074144,074229,074251,074324,074407,074513,074619,074735,074948,075149,075506,075622,075728,075823,075952,080247,080320,080416,080534,080759,080938,081011,081507,081846,082025,082606,082722,082926,083054,083449,083607,084649,090213
9,MZ3825-0,074830,074927,075032,075105,075127,075200,075222,075254,075338,075506,075611,075728,075907,080036,080342,080427,080653,080737,081000,081245,081456,081550,081730,081941,082226,082320,082755,083116,083258,083619,083746,084033,084306,084554,084901,090224,091344
