,Bus,C690/1,C689/2,T360,T378,T397,T395,T366,T374,T406,T345/1,T317,M206/2,M216,M207,M63,M67,M65,M93
0,MW4366-0,,,,,,,,,,,,,,,,070116,070245,070447
1,AA7530-0,,,,,,,,,,,070116,070847,071109,071236,071405,071501,071641,072000
2,AA7637-0,,,,,,,070116,070139,070223,070721,070920,072149,072414,072624,072741,072836,073025,073326
3,AA7101-0,,070223,070531,070753,070858,070941,071058,071203,071236,071714,071916,073003,073231,073337,073505,073548,073715,074116
4,AA7503-0,071449,,071905,,072212,072245,072403,072508,072552,073202,073348,074446,074717,074921,075015,075120,075221,075704
5,AA6345-0,072256,072330,072657,072825,072941,073025,073108,073231,073304,073715,073855,075120,075327,075515,075631,075747,075924,080219
6,AA7848-0,073559,073737,074033,074225,074352,074446,074602,074717,074826,075348,075653,080949,081137,081316,081432,081537,081716,082116
7,MW4647-0,074446,074551,074837,075015,075142,075232,075327,075410,075515,075946,080241,081400,081621,081832,081927,082033,082116,082411
8,MW4781-0,075348,,080008,080219,080324,080419,080503,080558,080631,081244,081432,082517,082803,082953,083109,083152,083333,083711
9,MW4366-1,080525,080704,081032,081244,081349,081443,081537,081621,081705,082222,082411,083638,083921,084109,084219,084302,084441,084809
10,AA7530-1,081610,081811,082200,082244,082444,082539,082705,082837,082942,083522,083837,085235,085403,085614,085729,085846,090025,090427
11,MP6039-0,082411,082550,082826,083014,083141,083227,083310,083406,083438,083848,084047,085308,085540,085708,085813,085858,090003,090427
12,AA7637-1,084203,084419,084747,085031,085213,085330,085413,085540,085635,090258,090510,091745,092040,092253,092359,092516,092655,093110
13,AA7246-0,084714,,085446,085635,085751,085846,090003,090057,090140,090804,091142,092242,092516,092655,092802,092858,092942,093312
14,AA7101-1,085802,085941,090225,090416,090532,090615,090804,090920,091025,091640,091851,093048,093334,093515,093631,093747,093906,094200
15,AA7503-1,090448,090732,091058,091300,091406,091450,091607,091702,091735,092601,092846,094116,094255,094528,094623,094706,094846,095239
16,AA6345-1,091439,091745,092051,092231,092348,092443,092601,092717,092802,093301,093431,094858,095130,095300,095416,095511,095637,100037
17,AA7848-1,093143,093345,093715,093906,094011,094105,094200,094255,094400,094941,095311,100320,100427,100626,100731,100837,100953,101344
18,MW4647-1,094011,094105,094411,094505,094656,094750,095004,095109,095152,095804,100015,101131,101417,101607,101734,101839,101956,102505
19,AA7428-0,094211,094528,094846,095015,095120,095152,095406,095449,095532,100109,100416,101439,101734,101901,102018,102123,102211,102728
20,AA7094-0,094920,095058,095438,095554,095710,095742,095826,095931,100037,100637,100942,102123,102411,102601,102706,102822,103008,103246
21,MW4781-1,095322,095511,095847,095942,100109,100153,100355,100500,100553,101036,101311,102433,102717,102833,102946,103030,103124,103518
22,MW4366-2,100204,100310,100604,100731,100859,100931,101058,101153,101249,101745,101934,103102,103351,103603,103719,103741,103908,104351
23,AA7530-2,,,101618,101818,101945,102050,102233,102400,102444,103102,103445,104729,105002,105213,105330,105436,105530,105932
24,AA7637-2,103051,103308,103657,103908,104035,104108,104225,104319,104435,105024,105235,110513,110807,111050,111155,111324,111440,111839
25,AA7246-1,104413,104624,105151,105352,105519,105552,105709,105804,105859,110407,110641,111650,111934,112156,112253,112325,112409,112851
26,AA7101-2,,105530,105837,105954,110100,110133,110301,110356,110502,111007,111208,112314,112557,112808,112913,113039,113207,113701
27,AA7848-2,111241,,,,,,,,,,,,,161719,161825,161921,162026,162609
28,AA7428-1,112336,112430,112735,112934,113050,113155,113250,113345,113450,114006,114240,115420,115703,115936,120041,120147,120233,120632
29,AA7503-2,113356,,113922,114100,114217,114251,114430,114608,114724,,115525,120600,120855,121116,121224,121256,121401,121707
30,MW4366-3,114746,114902,115156,115336,115503,115547,115746,115852,115936,120538,120726,122024,122329,122456,122612,122718,122803,123310
31,MW4647-2,120328,120549,120938,121213,121339,121434,121539,121635,121740,122307,122602,123522,123816,124026,124130,124235,124351,124835
32,MW4781-2,121802,122107,122351,122518,122623,122656,122728,122846,122952,123606,123910,125058,125343,125544,125701,125755,125944,130452
33,AA6345-2,123216,123649,123953,124203,124330,124402,124446,124613,124729,125300,125449,130641,130934,131111,131220,131315,131441,131819
34,AA7530-3,,,125449,125649,125806,125850,125944,130100,130204,130840,131133,132231,132452,132703,132808,132946,133041,133446
35,AA7637-3,130713,130840,131220,131347,131546,131651,131840,131945,132051,132652,132935,134355,134641,134841,134957,135146,135336,135914
36,AA7101-3,131956,132113,132431,132652,132830,132914,133041,133146,133246,133754,133921,135135,135409,135609,135714,135747,135925,140311
37,AA7503-3,133413,133541,133826,134016,134142,134216,134311,134419,134525,,135515,140440,140830,141008,141123,141209,141314,141725
38,MW4366-4,134830,135030,135431,135642,135809,135903,140127,140227,140311,140913,141102,142428,142734,142933,143049,143154,143300,143817
39,MW4647-3,,140406,140701,140819,140935,141029,141134,141253,141347,141925,142149,143417,143711,143911,144017,144125,144304,144632
40,MW4781-3,141631,141841,142149,142259,142417,142450,142650,142817,142912,,143806,145000,145246,145528,145647,145730,145825,150319
41,AA6345-3,143027,143249,143628,143755,143911,144006,144146,144315,144400,145033,145246,150552,150836,151058,151225,151341,151508,151813
42,AA7530-4,144611,144832,145340,145445,145625,145720,145836,150014,150057,150603,150941,152119,152403,152708,152825,152941,153046,153457
43,AA7637-4,150625,150909,151247,151519,151719,151824,152108,152236,152342,153151,153403,154830,155113,155452,155557,155703,155819,160352
44,AA7101-4,152119,152236,152531,152646,152802,152847,152930,153046,153151,153813,154025,155324,155609,155841,160008,160124,160247,160645
45,AA7503-4,153046,153247,153603,153813,153908,154003,154203,154332,154440,155134,155219,160729,160802,181625,161026,161130,161413,183232
46,MW4366-5,154935,155019,155335,155430,155535,155631,155808,155935,160041,160645,160857,162153,162453,162642,162758,162904,162958,163359
47,MW4647-4,155736,155925,160225,160435,160551,160656,160907,161026,161120,161846,162251,163526,163831,164041,164147,164253,164420,164936
48,MW4781-4,161341,161507,161814,162048,162153,162240,162357,162526,162631,163158,163359,164558,164758,164947,165104,165212,165256,165742
49,MX1447-0,161909,162229,162537,162820,162947,163042,163253,163359,163515,164041,164337,165636,165932,170237,170356,170451,170618,171133
50,AA6345-4,163158,163315,163620,163736,163904,164009,164210,164315,164358,165042,165245,170618,171100,171333,171450,171555,171650,172133
51,AA7094-1,163714,163853,164125,164253,164420,164453,164631,164725,164809,165329,165613,170806,171111,171356,171523,171606,171745,172356
52,MW4229-0,163853,165115,165435,165602,165720,165848,170110,170215,170321,170900,171133,172513,172810,173036,173152,173303,173421,174009
53,AA7530-5,,164526,164914,165031,165212,165340,165551,165658,165753,170259,170723,171756,172038,172302,172407,172513,172737,173203
54,AA7246-2,165753,165859,170226,170407,170545,170701,170900,171049,171154,171734,172122,173454,173748,174104,174225,174320,174436,175237
55,AA7637-5,170618,170756,171027,171228,171428,171555,171734,171901,172006,172640,172843,174436,174741,175226,175331,175437,175615,180142
56,AA7101-5,170850,171850,172218,172441,172629,172810,173013,173131,173241,174009,174136,175858,180047,180331,180448,180604,180731,181205
57,MX1447-1,,,,,174426,174509,174636,174803,174910,175847,180131,182104,182359,182807,172302,183111,183220,183803
58,MW4366-6,173926,174020,174404,174636,174752,174859,175004,175110,175215,180014,180204,182104,182348,182733,182851,182948,183111,183649
59,AA7848-3,,174614,174921,175226,175331,175426,175520,175658,175803,180459,180944,182637,182934,183232,183340,183445,183542,184000
60,MW4647-5,175015,175121,175437,175647,175825,175931,180025,180153,180258,181017,181506,183232,183520,183859,184013,184128,184311,184821
61,MW4781-5,181221,,181658,181848,181955,182032,182337,182442,182554,183351,183701,185715,190015,190239,190334,190433,190610,191117
62,AA6345-5,182818,183049,183340,183457,183627,183725,183922,184128,184228,185014,185224,190907,191145,191440,191545,191711,191816,192143
63,AA7094-2,183457,183649,184000,184228,184356,184443,184700,185047,185146,190155,190559,191831,192109,192322,192431,192539,192706,193254
64,AA7530-6,184518,184634,184918,185036,185224,185319,185510,185650,185748,190632,190939,192238,192504,192811,192941,193107,193224,193706
65,MW4229-1,185036,185424,185715,185843,190015,190110,190302,190409,190502,191001,191145,192359,192526,192834,193003,193119,193224,193741
66,AA7637-6,190047,190229,190526,190643,190810,190928,191055,191501,191545,192046,192216,193340,193632,193850,193955,194054,194235,194528
67,AA7101-6,191230,191816,192046,192300,192410,192515,192738,192845,192930,193412,193621,194902,195214,195357,195518,195614,195753,200322
