,Bus,M95/3,M22,M10/2,M16/1,M109,M112,M127,M125,M136/2,M139/2,M184,M188,M203/2,M182/1,T431,T335/2,T338,T326/3,T332/2,T325/3,T339/4,T408/1,T343,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C659
38,MS1953-1,,192308,192636,192859,193026,193450,193703,193903,194245,194435,194647,194814,195014,195353,195750,195928,200044,200149,200243,200425,200508,200700,200857,201037,201122,201206,201300,201400,201442,201558,201653,201726,201820,201904,201926,202043,202339,202541,202636,,202957,203031
39,MR8462-4,,194952,195302,195447,195801,200200,200340,200519,200846,200941,201144,201311,201453,201820,202211,202328,202424,202552,202646,202836,202919,203125,203430,203644,203738,203822,203931,204047,204130,204322,204420,204515,204625,204708,204835,204951,205246,205434,205652,205759,205853,205925
40,MW2856-5,,203705,203843,204058,204322,204657,204803,204940,205150,205235,205434,205547,205713,210036,210426,210604,210647,210814,210923,211111,211210,211403,211653,211917,211949,212033,212127,212244,212328,212457,212552,212636,212731,212753,212815,212932,213248,213511,213700,213820,213926,213948
41,MR8024-5,,,204835,204930,205203,205457,205557,205713,210000,210025,210310,210459,210531,210850,211246,211414,211440,211558,211631,211809,211904,212033,212244,212436,212520,212603,212647,212753,212815,212942,213047,213121,213248,213310,213332,213459,213737,213842,214021,214130,214248,214342
42,MR8026-5,210415,210520,210730,210955,211330,211715,211821,211938,212127,212244,212436,212541,212720,213121,213522,213643,213726,213842,213936,214153,214237,214415,214616,214827,214935,215030,215135,215240,215334,215547,215654,215740,215856,215941,220017,220133,220432,220644,220919,221024,221129,221224
43,MS2365-4,,212741,212921,213154,213459,213748,214032,214153,214342,214510,214659,214805,214935,215302,215654,215845,215941,220101,220206,220359,220505,220706,220947,221203,221235,221330,221424,221540,221655,221822,221939,222046,222320,222404,222531,222647,223003,223133,223334,223439,223555,223639
44,MS1935-5,,215102,215208,215420,215654,,,220241,220611,220706,220846,220958,221129,221508,221855,222046,,222320,,222520,222542,222738,223003,223218,223251,223345,223439,223544,223650,223849,223933,224017,224153,224237,224258,224432,224735,224905,225116,225212,225306,225328
45,MR8462-5,221319,221540,221717,221855,222002,222342,222509,222626,223025,223133,223302,223359,223544,223922,224320,224449,224514,224630,224714,224822,224854,225010,225212,225434,225528,225616,225654,225759,225854,230012,230106,230139,230223,230256,230328,230435,230745,230838,231029,231136,231230,231303
46,MW2390-4,223933,224237,224449,224620,224757,225032,225306,225423,225642,225705,225854,225927,230000,230306,230658,230817,230900,231029,231103,231252,231357,231633,231845,232055,232211,232343,232405,232521,232605,232745,232829,232902,233032,233112,233134,233239,,,,,,
47,MR8024-6,,230745,230954,231052,231303,231611,231655,231813,231907,232001,232055,232128,232343,232649,233032,233145,233206,,,,,,,,,,,,,,,,,,,,,,,,,
48,MR8026-6,233021,233112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
