,Bus,C686,C656,C654,C653/2,C692,C689/1,T360,T376/2,T363/2,T306/1,T314/2,T311/1,T308/1,T300,T330/1,M172/16,M160/1,M144/2,M76/2,M84/1,M91,M14,M8/1,M1/12
0,MX4614-0,,1,1,1,5,1,1,1,1,1,1,1,1,1,1,-1,2,1,-1,1,1,1,1,-1
1,MX4041-0,,,,,,,,,,,,,,,,,,,,,1,1,-1,-1
2,MX3651-0,,,,,,,,,,,,,,,1,-1,1,-1,-1,1,-1,1,1,-1
3,MX4604-0,,,,,,,4,1,1,1,1,1,-1,-1,-1,-1,-1,1,-1,-1,1,1,-1,-1
4,MX4021-0,5,-1,1,-1,4,-1,-1,1,1,1,-1,1,1,-1,-1,1,-1,1,-1,1,2,1,-1,-1
5,MX4598-0,1,-1,1,1,-1,1,1,1,1,1,-1,1,1,-1,-1,1,-1,1,-1,1,1,1,-1,-1
6,MX4159-0,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,2,2,-1,1,2,1,-1,-1
7,MX4338-0,-1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,-1,1,2,2,-1,2,-1,1,-1,-1
8,MX4365-0,4,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,-1,1,3,1,1,-1
9,MX4383-0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,-1
10,MW5346-0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,-1,1,1,-1
11,MX4458-0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,-1
12,MX4041-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,-1,1,1,1,1,-1
13,MX3651-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,3,1,-1,1,1,1,1,-1
14,MX4604-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,-1,1,2,1,1,-1
15,MX4021-1,1,-1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,-1,1,2,1,1,-1
16,MX4598-1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,2,1,1,-1
17,MX4159-1,5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,-1,1,1,1,1,-1
18,MX4338-1,4,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,2,1,-1,1,2,1,1,-1
19,MX4365-1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1
20,MX1447-0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,-1,1,1,1,1,-1
21,MX4383-1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,2,-1,1,1,1,1,-1
22,MX4614-1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,-1,1,1,1,1,-1
23,MX4458-1,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,4,-1
24,MW5346-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,-1,1,1,1,1,-1
25,MX4551-0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,3,1,1,-1
26,MX3651-2,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,3,1,1,-1
27,MX4604-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,-1,1,4,1,1,-1
28,MX4021-2,-1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,2,1,-1,1,1,1,1,-1
29,MX4598-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,-1,2,3,1,1,-1
30,MX4159-2,5,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,-1,1,2,1,1,-1
31,MX4338-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,3,1,1,1,-1
32,MX4365-2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,-1,1,2,1,1,-1
33,MX4383-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,-1,2,2,1,1,-1
34,MP6039-0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,-1,1,2,1,1,-1
35,MX1447-1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,-1,1,2,1,1,-1
36,MX4458-2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,2,-1,1,2,1,1,-1
37,MX4614-2,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,2,2,-1,1,2,1,1,-1
38,MX4551-1,,,,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,-1,3,1,1,1,-1
39,MX4041-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,-1,3,1,1,1,-1
40,MX3651-3,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,2,1,-1,2,1,1,1,-1
41,MX4604-3,1,1,1,2,5,1,2,1,1,1,2,1,1,1,1,1,2,1,-1,1,1,1,1,-1
42,MX4021-3,4,-1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,2,2,1,1,-1
43,MX4159-3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,-1,1,2,1,1,-1
44,MX4338-3,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,-1,1,2,1,1,-1
45,MX4365-3,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,2,-1,2,2,1,1,-1
46,MX4383-3,4,1,1,1,4,1,1,1,1,1,2,1,1,1,1,1,1,2,-1,2,2,1,2,-1
47,MX4458-3,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,2,-1,1,2,1,1,-1
48,MX4551-2,,-1,1,1,5,1,1,1,1,1,2,1,1,1,1,1,1,2,-1,1,2,1,1,-1
49,MX4041-3,1,1,1,1,4,1,1,1,1,2,2,1,1,1,1,1,2,2,-1,1,2,1,1,-1
50,MX3651-4,1,1,1,1,-1,1,1,1,1,3,2,1,1,1,1,1,2,2,-1,2,2,1,4,-1
51,MX4604-4,1,1,1,1,1,1,1,1,1,-1,2,1,1,1,1,1,3,2,-1,3,2,1,1,-1
52,MX4021-4,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,3,2,-1,2,2,1,1,-1
53,MX4598-3,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,2,-1,1,2,1,1,-1
54,MX4159-4,1,-1,1,1,1,1,1,1,-1,2,2,1,1,1,1,1,2,3,-1,4,1,1,1,-1
55,MX4338-4,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,2,2,-1,3,2,1,1,-1
56,MX4365-4,1,1,1,1,1,1,1,1,2,3,2,1,1,1,1,1,2,2,-1,1,2,1,3,-1
57,MX4383-4,1,1,1,1,4,1,1,1,-1,3,2,1,1,1,1,1,3,3,-1,4,-1,1,1,-1
58,MX4614-3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,4,-1,2,3,1,1,-1
59,MX4458-4,1,1,1,1,1,1,2,1,-1,3,2,1,1,1,-1,1,2,3,-1,3,2,1,1,-1
60,MX4041-4,1,1,1,1,1,1,1,1,3,-1,2,1,1,1,1,1,4,2,-1,3,3,1,2,-1
61,MX3651-5,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,1,1,2,-1,4,1,1,1,-1
62,MX4604-5,1,1,1,1,,,1,1,-1,2,1,1,1,1,1,1,2,2,-1,3,4,1,2,-1
63,MS2259-0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,-1,2,3,1,1,-1
64,MW5346-2,,,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,2,-1,2,4,1,1,-1
65,MX4021-5,1,1,1,1,1,1,1,1,-1,3,2,1,1,1,1,1,3,2,-1,3,2,1,3,-1
66,MX4598-4,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,3,3,-1,2,2,1,1,-1
67,MX4551-3,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,2,2,-1,1,1,1,1,-1
68,MX4159-5,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,2,-1,1,2,1,1,-1
69,MX4338-5,,,,1,1,1,2,1,1,2,2,1,1,1,1,1,2,3,-1,1,2,1,1,-1
70,MX4365-5,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,2,-1,4,3,1,4,-1
71,MX4383-5,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,2,-1,2,2,1,1,-1
72,MX4614-4,1,3,1,1,1,1,1,1,1,3,2,1,1,1,1,3,2,2,-1,1,3,1,1,-1
73,MX4458-5,1,1,-1,1,1,1,1,1,-1,2,1,1,1,1,1,2,2,1,-1,3,4,1,1,-1
74,MX4041-5,-1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,2,2,-1,3,1,1,1,-1
75,MX3651-6,4,1,1,2,4,1,1,2,1,2,1,1,1,1,1,1,2,2,-1,3,2,1,1,-1
76,MX4604-6,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,-1,1,2,1,1,-1
77,MW5346-3,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,3,2,-1,1,1,1,1,-1
78,MX4021-6,1,2,1,1,1,1,1,1,2,-1,2,1,1,1,1,1,3,2,-1,1,2,1,1,-1
79,MX4598-5,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,2,-1,1,2,1,1,-1
80,MX4551-4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,2,1,1,1,-1
81,MX4159-6,1,-1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,2,-1,1,1,1,1,-1
82,MX4338-6,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,-1,1,2,1,1,-1
83,MX4365-6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,-1,1,2,1,1,-1
84,MX4614-5,1,-1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,-1,1,1,1,1,-1
85,MX4383-6,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,-1,1,2,1,1,-1
86,MX4458-6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1
87,MW5346-4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,-1,1,1,1,1,-1
88,MX4604-7,2,-1,1,-1,,,1,1,1,1,1,1,1,1,1,1,1,2,-1,1,1,1,1,-1
89,MX4021-7,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,-1,1,1,1,1,-1
90,MX4598-6,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1
