,Bus,C686,C656,C654,C653/2,C692,C689/1,T360,T376/2,T363/2,T306/1,T314/2,T311/1,T308/1,T300,T330/1,M172/16,M160/1,M144/2,M76/2,M84/1,M91,M14,M8/1,M1/12
0,MX4535-0,,,,,,,,,,,,,,,,070110,070206,070526,070821,071023,071128,071445,071603,071731
1,MX3651-0,,,,,,,,,,,,,,,070110,070301,070419,070737,071044,071235,071423,071815,071920,072047
2,MX3783-0,,,,,,,,,070110,070155,070301,070333,070514,070559,070643,071117,071246,071550,071931,072014,072236,072543,072910,073121
3,MX4021-0,070110,070250,070355,070514,070704,070821,071128,071257,071517,071626,071731,071826,071953,072058,072141,072605,072710,073016,073312,073511,073710,074048,074216,074344
4,MX4041-0,070844,070950,071055,071202,071318,071445,071742,072014,072119,072203,072258,072342,072459,072554,072637,073059,073228,073450,073732,073932,074110,074332,074450,074617
5,MX4159-0,071528,071615,071710,071753,071920,072058,072404,072605,072826,072921,073038,073110,073228,073323,073406,073837,074027,074310,074639,074849,075101,075217,075333,075451
6,MX4338-0,072236,072258,072415,072521,072721,072826,073110,073205,073323,073406,073522,073605,073743,073859,073942,074406,074534,074900,075122,075322,075451,075756,075902,080030
7,MX4365-0,073143,073239,073334,073428,073616,073743,074016,074216,074321,074417,074512,074555,074712,074849,074911,075344,075513,075723,080019,080209,080325,080747,080914,081030
8,MX4383-0,073837,074038,074143,074237,074406,074512,074755,074849,075101,075206,075250,075333,075513,075556,075629,080041,080158,080526,080903,081114,081303,081703,081819,082018
9,MX4388-0,074417,074501,074545,074639,074755,074900,075134,075217,075322,075406,075451,075523,075629,075723,075756,080158,080336,080537,080935,081124,081452,081735,081913,082051
10,MX4458-0,075650,080019,080103,080220,080432,080515,080809,081019,081252,081357,081502,081535,081735,081819,081840,082313,082451,082629,082925,083136,083335,083702,083757,084019
11,MP6357-0,,080358,080453,080559,080725,080914,081241,081430,081652,081735,081902,081957,082124,082241,082324,082746,082903,083230,083608,083808,084052,084420,084548,084716
12,MP6361-0,,,081052,081241,081513,081546,081840,082018,082124,082219,082313,082357,082535,082640,082713,083125,083252,083630,084019,084103,084315,084632,084906,085107
13,MX4535-1,081513,081714,081830,081913,082051,082346,082640,082819,083052,083208,083303,083358,083525,083641,083713,084136,084315,084643,084939,085128,085308,085710,085848,090048
14,MX3651-1,081652,082051,082146,082241,082357,082545,082852,083030,083136,083241,083358,083503,083619,083735,083808,084242,084420,084705,084950,085202,085520,085910,090005,090153
15,MX3783-1,082651,082746,082852,082957,083147,083252,083608,083819,084052,084158,084304,084358,084559,084643,084727,085202,085330,085520,085837,090037,090258,090730,090846,091013
16,MX4021-1,083913,084125,084242,084420,084621,084833,085202,085425,085531,085627,085754,085848,090026,090142,090237,090658,090835,091140,091434,091646,091856,092351,092456,092634
17,MX4041-1,084409,084515,084559,084654,084833,085001,085319,085436,085648,085754,085848,085932,090059,090153,090248,090709,090835,091151,091445,091646,091929,092351,092507,092645
18,MX4159-1,085023,085246,085330,085425,085616,085743,090048,090226,090331,090426,090531,090626,090824,090919,091002,091413,091507,091751,092108,092256,092456,092801,092855,093011
19,MX4338-1,,090258,090415,090459,090604,090824,091129,091224,091308,091413,091518,091603,091740,091856,091950,092351,092529,092811,093033,093232,093504,093914,094041,094219
20,MX4365-1,090824,090919,091024,091129,091319,091434,091813,092025,092130,092235,092329,092423,092540,092656,092739,093137,093305,093620,093935,094019,094324,094702,094819,095019
21,MX4383-1,091246,091529,091625,091719,091835,091940,092235,092423,092529,092623,092717,092822,092939,093033,093159,093620,093747,094030,094251,094429,094640,094913,095019,095218
22,MX4388-1,091918,092014,092046,092141,092318,092434,092707,092822,092917,093000,093105,093159,093348,093431,093526,093946,094041,094240,094535,094608,094830,095135,095251,095355
23,MX4458-1,093000,093221,093316,093431,093548,093736,094041,094219,094440,094557,094702,094746,094946,095040,095135,095555,095723,095912,100208,100346,100556,101049,101216,101332
24,MP6357-1,094451,094557,094651,094757,095029,095135,095501,095712,095817,095912,100007,100102,100240,100335,100346,100807,100944,101132,101415,101553,101816,102143,102310,102428
25,MX4535-2,095229,095439,095544,095702,095850,100018,100346,100440,100701,100817,100922,101016,101216,101321,101404,101848,102015,102355,102734,102806,103028,103439,103733,103900
26,MP6361-1,,,095901,100007,100146,100302,100556,100651,100901,100944,101100,101205,101332,101459,101532,101954,102143,102417,102901,103049,103332,103700,103806,103944
27,MX4551-0,100324,100356,100524,100607,100807,100922,101216,101354,101626,101743,101848,101943,102143,102248,102321,102734,102850,103205,103522,103700,103933,104311,104451,104623
28,MX3651-2,100440,100712,100817,100901,101100,101205,101459,101553,101659,101805,101910,102026,102216,102321,102406,102828,102944,103216,103617,103711,104050,104612,104723,104840
29,MX3783-2,101027,101121,101216,101332,101521,101710,101954,102121,102227,102321,102428,102512,102639,102745,102828,103227,103355,103628,103933,104112,104238,104623,104734,104902
30,MW5112-0,101543,101732,101827,101921,102121,102227,102512,102701,102755,102901,103006,103100,103227,103355,103501,103911,104039,104238,104701,104902,105301,105818,105957,110146
31,MX4021-2,102501,102607,102701,102806,102955,103205,103533,103628,103850,104017,104134,104228,104344,104429,104503,104945,105123,105451,105745,105924,110146,110502,110630,110757
32,MX4041-2,102650,102755,102850,102933,103049,103205,103544,103628,103850,103955,104050,104134,104300,104407,104440,104902,105018,105301,105556,105640,105946,110502,110557,110725
33,MW5191-0,102723,103205,103249,103355,103606,103733,104017,104155,104238,104355,104503,104551,104723,104829,104851,105301,105418,105701,105913,110041,110313,110703,110842,111053
34,MX4159-2,103332,103544,103650,103755,103944,104112,104429,104540,104807,104924,105040,105123,105312,105356,105451,105902,110030,110313,110619,110714,111010,111337,111454,111559
35,MW5346-0,103711,103933,104028,104155,104418,104612,104851,104945,105156,105312,105418,105501,105617,105723,105807,110230,110346,110535,110926,111021,111337,111742,111909,112036
36,MW5264-0,104429,104540,104636,104744,104945,105101,105429,105523,105607,105723,105829,105902,110041,110157,110241,110641,110809,111126,111421,111559,111742,112214,112330,112457
37,MX4338-2,,105239,105334,105440,105607,105723,110041,110230,110335,110502,110608,110703,110842,111010,111104,111559,111720,111942,112309,112446,112729,113037,113204,113331
38,MX4598-0,105312,105617,105734,105829,105935,110208,110452,110619,110714,110820,110948,111031,111159,111326,111359,111804,111920,112152,112435,112623,112909,113226,113331,113519
39,MX4365-2,110019,110114,110241,110346,110557,110735,111042,111148,111253,111421,111537,111625,111804,111920,112003,112403,112519,112803,113204,113342,113624,113907,114024,114151
40,MX4383-2,110757,111031,111137,111253,111454,111610,111931,112119,112330,112457,112623,112718,112836,112931,113004,113425,113552,113834,114119,114256,114634,114928,115105,115221
41,MX4458-2,111515,111836,111931,112036,112225,112403,112729,112836,113109,113226,113331,113414,113530,113635,113730,114129,114256,114445,114833,114917,115159,115619,115735,115851
42,MP6357-2,112634,112803,112859,113026,113236,113342,113719,113824,114035,114140,114306,114413,114612,114739,114811,115243,115359,115702,120040,120112,120407,120901,121005,121132
43,MX4388-2,114435,114550,114655,114749,114928,115033,115315,115442,115525,115640,115735,115807,115935,120040,120134,120534,120733,121132,121404,121542,121754,122204,122326,122432
