,Bus,C669/2,C687,C675,C668,C678,C665,C663,C661,C659,C656,C654/2,C653/2,C692,C689/1,T360,T376/1,T363/1,T367,T365/2,T361,T325/2,T339/2,T311/2,T308/3,T300,T330/1,M172/3,M171/2,M134,M132/1,M129,M114,M113,M14,M12,M21/1,M95/3
0,MZ4072-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070105,070143,070204,070542
1,MZ3956-0,,,,,,,,,,,,,,,,,,,,,,,,,,,070105,070404,070459,070625,070731,071014,071258,071448,071543,,072007
2,MX1197-0,,,,,,,,,,,,,,,,,,,070105,070226,070310,070354,070510,070625,070731,070803,071226,071426,071521,071733,071850,072123,072312,072523,072639,072818,073157
3,MX1084-0,,,,,,,,,,,,,,070105,070332,070448,070553,070636,070814,071108,071152,071247,071353,071459,071616,071700,072112,072450,072545,072839,072945,073219,073346,073558,073725,073958,074230
4,MX1105-0,,,,,070105,070128,070143,070226,070310,070354,070448,070604,070742,070836,071141,071226,071448,071521,071638,071912,072018,072112,072218,072323,072429,072450,072901,073051,073241,073430,073558,073820,074031,074314,074430,074703,075042
5,MZ3556-0,070625,070836,071014,071036,071108,071141,071203,071236,071331,071459,071616,071733,071934,072112,072418,072523,072628,072712,072912,073124,073208,073252,073408,073525,073641,073736,074209,074536,074714,074925,075053,075232,075432,075717,075845,075940,080427
6,MZ3740-0,071711,073241,073357,073430,073441,073536,073608,073641,073714,073820,073925,074041,074158,074347,074703,074820,074925,074958,075114,075400,075432,075527,075633,075750,075855,075951,080405,080627,080711,081103,081242,081441,081547,081842,081958,082103,082515
7,MZ3734-0,071850,072007,072112,072156,072229,072250,072323,072356,072429,072545,072650,072756,072934,073146,073452,073619,073725,073809,073925,074209,074252,074347,074503,074609,074703,074735,075210,075549,075739,080002,080152,080438,,080913,081030,081136,081325
8,MZ3978-0,073230,074503,074630,074652,074725,074809,074831,074914,074947,075114,075221,075338,075527,075812,080130,080226,080500,080606,080711,081019,081114,081209,081409,081536,081652,081725,082209,082454,082643,082959,083115,083255,083603,083825,083941,084048,084238
9,MZ3825-0,,075538,075706,075728,075812,075845,075855,075929,080002,080057,080203,080321,080449,080616,080935,081030,081252,081347,081536,081820,081914,082020,082158,082326,082443,082515,082948,083306,083444,083909,084121,084249,084639,084913,085040,085157,085809
10,MW5853-0,080521,080544,080649,080722,080744,080818,080840,080935,081019,081125,081220,081314,081441,081714,082103,082220,082454,082537,082748,083042,083148,083255,083422,083614,083803,083858,084311,084734,084913,085324,085430,085702,085936,090349,090455,090600,091056
11,MZ4228-0,081525,081620,081747,081831,081853,081925,081947,082031,082114,082209,082326,082443,082654,082810,083115,083222,083317,083422,083635,083919,084015,084059,084300,084438,084734,084840,085324,085546,085736,085958,090147,090317,090600,091012,091118,091236,091730
12,MZ4072-1,082443,082632,082905,082926,082948,083042,083104,083137,083222,083401,083528,083719,083847,084003,084300,084427,084650,084756,084902,085313,085419,085503,085702,085926,090136,090222,090655,091214,091404,091658,091836,092120,092331,092745,092912,093050,093449
13,MZ3559-0,083455,083603,083730,083825,083909,083941,084015,084110,084132,084249,084343,084511,084723,084935,085302,085430,085651,085736,085915,090147,090222,090328,090455,090655,090824,090918,091353,091636,091814,092142,092415,092543,092756,093228,093355,093511,094051
14,MW5936-0,084522,084533,084701,084756,084807,084902,084935,085008,085040,085219,085335,085452,085608,085713,085947,090222,090306,090349,090600,090835,090951,091023,091203,091331,091447,091531,092004,092237,092448,093028,093155,093533,093818,094101,094217,094546,095104
15,MZ3956-1,085419,085503,085702,085736,085747,085820,085853,085926,090009,090158,090255,090517,090717,090918,091214,091247,091458,091553,091803,092037,092142,092237,092353,092521,092627,092711,093144,093511,093651,094145,094250,094356,094546,094925,095104,095220,095444
16,MW5966-0,085640,091247,091436,091509,091542,091625,091647,091730,091752,091942,092058,092215,092331,092459,092818,093017,093300,093344,093533,093924,094040,,,,,,095242,095539,095728,100213,100402,100602,100836,101119,101259,101554,101956
17,MX1197-1,090233,090349,090528,090600,090633,090717,090750,090845,,,091203,091404,091553,091658,092015,092226,092459,092543,092711,092912,093017,093112,093250,093417,093533,093618,094051,094323,094503,095042,095220,095349,095550,095856,100014,100057,100624
18,MX1084-1,092015,092048,092237,092258,092320,092353,092415,092448,092543,092649,092734,092850,093006,093133,093500,093607,093840,093945,094156,094452,094546,094641,094830,094958,095126,095220,095644,095950,100140,100646,100814,101002,101248,101554,101700,101756,102336
19,MX1067-0,092649,092829,092955,093028,093101,093123,093155,093250,093344,093533,093640,093829,094051,094312,094641,094735,094947,095042,095315,095601,095717,095823,100003,100140,100413,100457,100930,101213,101416,101818,102041,102220,102347,102841,103009,103103,103727
20,MX1105-1,,093640,093746,093818,093851,093924,093945,094040,094051,094239,094323,094452,094641,094830,095104,095253,095517,095601,095801,100035,100140,100224,100351,100457,100613,100657,101130,101416,101616,102030,102241,102514,102747,103052,103158,103304,104044
21,MZ3556-1,094333,094557,094724,094746,094819,094842,094915,094947,095020,095158,095304,095400,095622,095812,100129,100402,100646,100740,100919,101237,101405,101511,101711,101913,102041,102135,102620,102841,103030,103559,103811,104044,104328,104719,104846,105119,105553
22,MX1135-0,,095220,095338,095400,095433,095601,095622,095706,095812,095939,100024,100224,100457,100613,100952,101130,101354,101500,101711,102041,102124,102208,102314,102431,102536,102620,103052,103253,103504,104200,104328,104446,104730,105141,105309,105553,110131
23,MZ3740-1,095633,101248,101416,101438,101511,101605,101616,101700,101756,101913,102008,102146,102325,102431,102808,103009,103242,103326,103504,103738,103822,103916,104044,104210,104317,,104846,105141,105331,105720,105847,110047,110236,110541,110719,110835,111436
24,MZ3734-1,095812,100035,100234,100329,100351,100445,100530,100602,100646,100814,100919,101119,101310,101511,101807,101902,102135,102230,102347,102630,102703,102808,102936,103114,103253,103348,103811,104105,104457,104836,105003,105236,105436,105825,110014,110203,110625
25,MZ3978-1,101237,102347,102452,102525,102558,102630,102652,102736,102808,102936,103041,103231,103526,103738,104033,104138,104350,104435,104613,105013,105119,105214,105403,105542,105658,105720,110142,110603,110835,111404,111509,111700,111956,112217,112345,112534,112806
26,MZ3825-1,,103515,103644,103727,103800,103855,103906,103949,104011,104127,104234,104339,104541,104741,105108,105236,105458,105647,105847,110225,110309,110352,110614,110719,110835,110918,111353,111829,112018,112451,112628,112900,113100,113440,113535,113630,114031
27,MW5853-1,104403,104435,104602,104646,104657,104741,104802,104836,104930,105141,105203,105309,105531,105658,105942,110203,110425,110519,110646,110908,111013,111056,111213,111331,111509,111617,112029,112228,112513,113111,113240,113451,113702,114009,114136,114315,114809
28,MZ4228-1,105436,105625,105731,105825,105836,105909,105931,110014,110036,110225,110319,110519,110730,110857,111151,111320,111542,111649,111818,112134,112228,112323,112556,112744,112900,112955,113407,113702,113853,114358,114515,114703,114809,115210,115315,115409,120137
29,MZ4072-2,110058,110309,110436,110458,110530,110603,110625,110730,110751,110908,111002,111118,111258,111425,111756,112040,112312,112355,112556,113027,113144,113251,113418,113535,113713,113758,114231,114525,114714,115431,115558,115737,120042,120315,120454,120538,121001
30,MZ3559-1,111436,111627,111818,111912,111934,112018,112051,112145,112228,112440,112556,112723,112911,113122,113440,113535,113809,113904,114031,114420,114525,114631,114809,114936,115053,115136,115558,115937,120137,120611,120727,120939,121139,121541,121648,121921,122405
31,MP5813-0,113502,113630,113758,113842,113915,113947,114020,114104,114136,114253,114420,114609,114820,114915,115253,115420,115653,115759,115948,120315,120421,120516,120727,120906,121045,121128,121637,122016,122226,122946,123124,123336,123536,123925,124042,124328,124730
32,MW5936-1,174432,174654,174854,174927,175033,175105,175138,175223,175255,113513,113641,113809,113926,114031,114326,114453,114725,114809,115009,115326,115420,115515,115703,115904,120031,120126,120538,120811,121001,121352,121615,121721,121953,122310,122426,122605,191255
33,MW5966-1,,114304,114431,114504,114515,114609,114631,114714,114747,114915,115042,115210,115348,115504,115759,115948,,,120443,120738,120833,120917,121056,121225,121341,121414,121837,122237,122437,122957,123209,123336,123714,123937,124115,124328,124752
34,MX1067-1,,115210,115358,115442,115515,115547,115609,115653,115726,115937,120031,120220,120359,120454,121001,121118,121341,121436,121710,121932,122059,122154,122416,122605,122734,122807,123241,123452,123736,124603,124730,124941,125213,125720,125836,130036,130613
35,MZ3956-2,115759,115842,120021,120053,120126,120220,120242,120326,120410,120632,120738,120855,121034,121203,121436,121637,121910,122016,122205,122522,122638,122756,122924,123113,123252,123409,123841,124104,124307,125213,125414,125625,125836,130109,130258,130458,131109
36,MP6054-0,115904,120505,120632,120705,120749,120822,120844,120917,121012,121139,121247,121403,121743,121848,122226,122416,122649,122756,122957,123336,123442,123547,123703,123841,124009,124032,124447,124708,125058,125836,130048,130247,130508,130814,130931,131130,131647
37,MX1197-2,121012,121214,121403,121530,121604,121637,121710,121753,121921,122121,122237,122354,122616,122841,123209,123325,,123703,123937,124339,124508,124613,124824,124952,125119,125152,125636,125941,130131,130952,131120,131341,131552,132004,132121,132248,132816
38,MX1084-2,,122132,122310,122343,122405,122437,122510,122616,122649,122829,122957,123052,123230,123358,123714,123903,124126,124245,124436,124824,124919,125025,125213,125352,125508,125603,130036,130341,130552,131203,131330,131541,131804,132026,132142,132415,132553
39,MX1105-2,,123830,123903,123937,124020,124053,124126,124210,124256,124447,124541,124752,124952,125152,125519,125741,130025,130214,130341,130814,130920,131058,131246,131424,131541,131647,132110,132426,132615,133005,133226,133405,133723,134008,134135,134335,134927
40,MZ3556-2,125258,125352,125530,125552,125625,125647,125720,125752,125847,130036,130131,130247,130541,130708,131025,131235,131519,131614,131804,132259,132415,132448,132721,132859,133038,133110,133532,133851,134041,134559,134726,135011,135226,135509,135640,135840,140443
41,MZ3734-2,130708,130931,131109,131214,131235,131341,131413,131457,131552,131804,131921,132048,132259,132459,132816,132932,133154,133310,133532,133946,134052,134230,134420,134547,134715,134759,135259,135520,135713,140013,140151,140538,140749,141153,141334,141558,142232
42,MZ3740-2,131446,131647,131815,131859,131921,132004,132026,132110,132204,132342,132459,132615,132837,133005,133343,133510,133745,133840,134030,134335,134442,134526,134726,134843,135011,135034,135542,135939,140140,140454,140705,140854,141153,141558,141752,142040,142637
43,MZ3978-2,132415,132615,132754,132816,132837,132910,132932,133016,133059,133237,133354,133459,133648,133745,134135,134241,134515,134631,134832,135203,135259,135404,135619,135735,135830,135851,140321,140749,141045,141355,141536,141835,142029,142447,142615,142807,143248
44,MZ3825-2,133710,133745,133913,133956,134019,134052,134135,134219,134241,134515,134631,134843,135011,135151,135447,135554,135808,135951,140118,140611,140705,140811,140951,141140,141301,141334,141825,142209,142359,142941,143121,143259,143511,143747,143904,144021,144516
45,MW5853-2,134536,134653,134821,134927,134949,135022,135046,135118,135151,135331,135426,135607,135746,135951,140237,140454,140738,140843,141045,141429,141547,141741,142029,142304,142542,142637,143132,143437,143747,144315,144454,144655,145016,145247,145437,145702,150119
46,MZ4228-2,134536,135819,135929,140024,140046,140118,140140,140227,140321,140454,140611,140749,141002,141140,141439,141610,141846,142019,142157,142520,142637,142756,143026,143216,143332,143415,143853,144304,144454,145049,145330,145502,145713,150119,150320,150450,150949
47,MZ4072-3,140800,140951,141153,141239,141301,141334,141406,141452,141547,141846,142019,142232,142447,142542,142840,143110,143354,143511,143759,144232,144358,144516,144730,144932,145111,145206,145713,145926,150320,150830,151055,151321,151632,151836,152018,152147,152908
48,MZ3559-2,142209,142421,142625,142711,142723,142829,142913,142941,143026,143310,143415,143522,143735,143832,144232,144409,144643,144814,144932,145309,145414,145513,145724,145950,150057,150141,150617,151000,151310,151945,152136,152327,152540,152941,153058,153350,153806
49,MZ3956-3,142818,142954,143110,143205,143216,143321,143343,143437,143533,143702,143842,144010,144210,144253,144730,144943,145224,145341,145535,145926,150036,150141,150405,150522,150712,150757,151259,151619,151923,152507,152707,153035,153437,153828,153915,154120,154729
50,MX1197-3,144752,144848,145005,145038,145111,145155,145236,145320,145437,145702,145818,145926,150141,150258,150724,150841,151117,151259,151500,152008,152136,152232,152434,152645,152857,152930,153416,153721,154109,154500,154634,154930,155241,155542,155731,155943,160603
51,MX1084-3,,150903,151044,151204,151259,151404,151500,151544,151632,151901,152040,152232,152456,152612,152930,153046,153337,153615,153904,154259,154353,154513,154919,155017,155123,155155,155626,160025,160340,161248,161404,161553,161843,162153,162344,162536,163007
52,MZ3556-3,151803,151901,152029,152051,152114,152147,152232,152305,152338,152551,152645,152824,153046,153132,153459,153615,153850,154021,154215,154634,154825,154919,155155,155332,155459,155542,160013,160435,160731,161259,161448,161606,161906,162355,162614,162748,163236
53,MX1105-3,152209,152232,152338,152413,152434,152507,152540,,152740,152813,152919,,153314,153416,153659,153816,154043,154142,154342,154646,154755,154858,155112,155241,155415,155520,155959,160425,160657,161248,161418,161649,161906,162310,162420,162614,163225
54,MX1067-2,152540,153404,153553,153626,153710,153816,153904,153948,154043,154259,154405,154602,154813,155017,155343,155520,155752,155908,160120,160446,160624,160743,161002,161151,161404,161510,162025,162525,162924,163407,163537,163856,164057,164459,164615,164758,165433
55,MW5966-2,154513,154836,155017,155112,155155,155254,155321,155426,155510,155814,155919,160120,160308,160508,160833,161002,161248,161531,161735,162059,162248,162407,162614,162727,162902,162946,163429,164014,164332,165105,165233,165349,165611,170016,170134,170228,170723
56,MZ3734-3,160013,160245,160425,160519,160603,160708,160823,160907,161024,161248,161353,161542,161746,162014,162322,162514,162748,162935,163151,163707,163845,163941,164345,164542,164712,164747,165255,165705,170002,171155,171408,171609,171916,172329,172519,172753,173311
57,MX1213-0,160552,161531,161700,161807,161830,161917,161950,162047,162153,162431,162536,162705,162946,163214,163526,163610,163845,163941,164123,164426,164615,164747,164904,165054,165233,165306,165741,170112,170439,171738,171927,172201,172340,172826,172942,173205,173544
58,MZ3825-3,162153,162355,162525,,162614,162654,162705,162748,162838,163119,163247,163407,163548,163750,164057,164332,164615,164700,164915,165222,165317,165422,165549,165805,165911,165945,170417,170734,171641,172552,172753,173016,173205,173651,173808,173935,174218
59,MW5853-3,163214,163548,163718,163823,163845,163952,164025,164110,164138,164358,164520,164700,164904,165010,165328,165454,165717,165900,170039,170417,170523,170639,170755,170944,171144,171239,171726,172012,172614,173416,173641,173819,174040,174505,174643,174916,175846
60,MZ4228-3,164520,164553,164747,164820,164853,165010,165033,165116,165222,165422,165549,165705,165922,170101,170406,170629,170901,171028,171313,171759,171916,172012,172234,172425,172720,172826,173300,173651,173902,174716,175105,175223,175328,175646,175814,175857,180924
61,MZ3978-3,164758,165010,165116,165200,165255,165338,165411,165505,165549,165753,165900,170027,170239,170355,170745,170850,171111,171207,171452,171821,171938,172044,172234,172436,172742,172847,173405,173702,174008,174716,175116,175223,175339,175741,175932,180100,180333
