,Bus,M1/12,M7/3,M271,M105,M272,M61/2,M73/1,M270/1,M153/2,M173/2,M172/14,T403,T402,T309,T313,T315,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C686,C656,C654/3,C653/2,C692,C689/1,T360,T376/2,T363/2,T306/1,T314/2,T311/1,T308/1,T300,T330/1,M172/16,M160/1,M144/2,M76/2,M84/1,M91,M14,M8/1,M1/12
0,MX4598-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,-1,1,-1,-1
1,AA7712-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,-1,-1,1,1,1,4,1,3,1,-1,-1
2,MX4021-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,-1,-1,1,1,1,3,2,2,1,1,-1
3,MX4159-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,-1,1,1,1,1,-1,1,1,-1,1,1,1,1,3,2,2,1,1,-1
4,MX4338-0,,,,,,,,,,,,,,,,,,,,,,,,-1,1,1,1,1,1,-1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,2,4,1,2,1,-1,-1
5,AA7600-0,,,,,,,,,,,,,,1,,1,1,,1,1,1,,,1,-1,,,,,,,,1,1,,,-1,1,1,,1,,,,4,1,1,,-1,-1
6,AA7731-0,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,,-1,1,-1,1,,1,1,1,1,1,1,1,1,1,1,2,,3,1,1,1,-1,-1
7,MX4388-0,,,,,,,,,,3,1,1,1,1,2,1,1,1,1,1,1,3,1,1,1,2,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,-1,-1
8,MX3783-0,,,,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,2,1,1,1,1,1,-1
9,MX4365-0,,1,1,1,-1,-1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,3,1,1,2,1,-1,-1
10,AA7562-0,,-1,-1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,5,1,1,1,1,1,-1,1,1,1,1,1,2,2,5,1,1,1,1,-1
11,MX4551-0,-1,1,1,1,1,2,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,2,2,5,1,1,1,-1,-1
12,AA7920-0,-1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,2,2,4,1,4,1,-1,-1
13,MX4598-1,-1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,2,2,2,1,3,1,-1,-1
14,MX4614-0,,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,,1,1,2,2,-1,,2,1,-1,-1
15,AA7712-1,,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,-1,1,1,1,1,1,2,1,4,2,1,1,1,-1
16,AA7559-0,-1,,1,1,1,2,1,1,2,-1,1,1,1,1,,1,1,1,1,1,1,1,2,1,1,1,,1,,1,1,,1,1,1,1,-1,1,1,-1,1,1,2,,4,2,1,,-1,-1
17,AA7450-0,-1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,1,1,1,1,1,1,-1,1,1,-1,1,1,2,3,5,2,3,1,-1,-1
18,MX4021-1,,1,2,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,-1,1,-1,1,1,1,1,1,1,-1,1,1,-1,1,1,2,3,4,1,2,1,-1,-1
19,MX4159-1,-1,1,2,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,2,3,3,1,2,1,1,-1
20,MX4338-1,-1,1,1,1,1,2,1,1,3,3,1,1,1,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,2,3,4,2,2,1,-1,-1
21,AA7600-1,,1,1,1,1,1,1,1,2,4,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,5,1,1,,1,1,,,1,,,,,-1,,1,2,,4,2,2,1,-1,-1
22,MX4535-0,-1,1,1,1,1,2,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,5,5,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,3,1,1,3,1,-1,-1
23,AA7731-1,-1,1,1,1,1,2,1,1,4,4,1,1,1,1,2,1,1,1,1,1,1,1,1,,1,4,1,1,,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,,4,,2,1,-1,-1
24,AA7562-1,-1,1,1,1,1,1,1,1,2,-1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,2,2,4,2,2,1,-1,-1
25,MX4388-1,-1,1,1,1,1,3,1,1,2,4,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,4,4,2,2,1,-1,-1
26,MX4365-1,,1,1,1,2,1,1,1,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,2,3,3,3,3,1,1,-1
27,MX3783-1,-1,,1,1,1,2,1,1,2,-1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,3,4,3,2,1,-1,-1
28,AA7920-1,-1,1,1,1,3,3,1,1,1,-1,1,1,-1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,3,-1,4,2,4,1,-1,-1
29,MX4551-1,-1,1,1,1,1,2,1,1,1,-1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,3,3,-1,-1,-1,-1,-1,-1
30,MW5425-0,-1,1,2,1,3,2,1,1,1,-1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1,-1,1,3,3,3,-1,-1,-1,-1,-1,-1
31,MX4598-2,,,,1,2,3,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,,,1,3,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,3,-1,-1,-1,1,1,-1
32,MW5537-0,-1,1,1,2,2,3,1,1,2,4,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,1,1,1,4,3,4,4,3,1,-1,-1
33,MW5112-0,-1,2,1,1,2,2,2,2,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,3,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,1,,3,3,4,4,3,1,-1,-1
34,AA7712-2,-1,2,1,1,2,3,1,1,1,-1,1,1,1,1,2,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1,1,-1,2,1,1,2,-1,1,1,-1,1,1,2,3,2,3,2,1,1,-1
35,MW5645-0,-1,1,1,1,2,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,1,-1,-1,2,1,2,-1,1,1,-1,1,1,2,2,3,4,2,1,-1,-1
36,MW5346-0,-1,1,1,2,1,2,1,1,3,4,-1,1,1,1,3,1,2,-1,1,1,1,1,4,1,1,1,,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,3,2,4,4,2,1,-1,-1
37,MW5191-0,-1,1,1,1,1,2,1,1,1,3,1,1,1,1,2,1,1,1,1,1,1,1,2,-1,-1,-1,-1,-1,1,1,4,1,1,1,1,1,-1,1,1,-1,1,1,1,2,4,3,3,1,-1,-1
38,MW5264-0,-1,2,1,1,2,2,2,1,3,-1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,2,2,-1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,-1,1,1,2,2,5,4,2,1,-1,-1
39,AA7450-1,-1,1,2,1,1,3,1,1,3,-1,1,1,1,1,2,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,2,2,5,4,2,1,-1,-1
40,AA7559-1,-1,,,,2,1,1,1,2,4,,1,-1,-1,-1,1,1,1,1,3,1,1,2,-1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,3,,5,4,2,1,1,-1
41,MX4338-2,-1,1,2,1,2,3,1,-1,-1,-1,1,1,-1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1,-1,1,1,2,2,5,4,2,1,-1,-1
42,MX4021-2,-1,3,1,1,-1,-1,-1,-1,-1,4,1,1,-1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1,-1,1,1,2,3,4,2,2,1,-1,-1
43,MX4535-1,-1,-1,-1,1,1,4,4,1,3,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,2,3,3,3,2,1,-1,-1
44,MX4159-2,,-1,2,2,-1,3,-1,1,3,-1,1,1,1,1,2,1,1,1,1,1,1,-1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,2,1,-1,-1
45,AA7600-2,-1,1,1,1,1,2,-1,2,3,5,1,1,1,1,1,1,1,1,1,-1,1,1,1,2,1,1,1,1,4,1,,1,2,1,1,1,1,,,-1,1,1,3,2,5,2,2,1,,-1
46,AA7731-2,-1,1,1,1,1,2,3,1,3,4,1,1,1,1,2,1,1,1,1,1,1,1,2,,,1,1,1,1,1,1,1,1,1,1,2,-1,1,,-1,1,1,3,,4,4,2,1,1,-1
47,MX4365-2,,1,1,2,3,2,1,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,-1,1,1,-1,1,1,3,3,4,3,2,1,1,-1
48,AA7562-2,-1,2,1,1,1,2,1,1,4,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,2,2,3,4,2,1,1,-1
49,MX4388-2,-1,1,1,1,3,3,4,1,1,4,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,1,4,-1,1,1,1,1,1,3,2,4,1,3,1,-1,-1
50,MW5425-1,-1,1,1,1,2,4,3,1,3,-1,1,1,1,1,2,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,4,-1,1,1,-1,1,1,4,4,4,1,4,1,-1,-1
51,MX4598-3,,1,1,1,2,2,3,1,2,-1,1,1,1,1,4,1,2,1,1,-1,-1,1,1,,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,-1,1,1,2,3,5,2,2,1,-1,-1
52,MX4614-1,,,1,1,1,2,4,1,4,-1,1,1,1,1,4,1,2,1,,,1,,,,,,1,,,,4,,1,1,1,4,-1,1,1,-1,1,1,2,3,3,3,2,1,-1,-1
53,MW5112-1,-1,1,1,1,1,4,2,1,3,-1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,-1,1,1,-1,1,1,2,2,5,2,2,1,-1,-1
54,AA7712-3,,1,1,1,2,4,2,2,4,5,1,1,1,1,4,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,,1,1,1,1,2,1,1,1,-1,1,1,1,2,4,1,2,1,-1,-1
55,MX4021-3,,2,2,1,1,3,-1,1,3,4,1,1,1,1,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,5,2,3,1,-1,-1
56,MX4159-3,-1,2,2,1,1,2,2,2,4,3,1,1,1,1,5,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,5,2,3,1,-1,-1
57,MX4338-3,-1,1,1,1,1,3,1,1,3,-1,1,1,1,1,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,-1,1,1,3,3,5,3,2,1,-1,-1
58,AA7731-3,-1,2,1,1,3,2,1,1,2,-1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-1,,1,1,1,3,-1,1,1,1,1,1,3,,4,1,4,1,-1,-1
59,MX4365-3,,1,1,1,2,4,3,2,3,4,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,2,2,-1,1,1,-1,1,1,3,3,4,1,3,1,-1,-1
60,AA7562-3,-1,1,1,1,1,2,1,1,4,4,1,1,1,1,1,1,2,1,1,1,1,4,1,1,1,1,-1,1,1,-1,-1,1,1,1,2,2,-1,1,1,-1,1,1,2,2,4,4,3,1,-1,-1
61,MX4388-3,,1,2,1,2,2,3,-1,5,4,1,1,1,1,3,2,3,2,1,1,1,-1,1,1,1,1,1,1,1,,1,1,1,1,3,3,-1,1,1,-1,1,1,4,4,5,3,4,1,-1,-1
62,MW5425-2,-1,1,1,1,2,1,1,3,4,-1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,1,1,-1,1,1,3,4,4,4,2,1,4,-1
63,MX4598-4,-1,1,2,1,2,1,1,2,3,4,1,1,1,2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,1,1,1,1,1,1,4,4,4,3,2,3,-1,-1
64,MX4614-2,,1,1,1,2,4,4,1,,,1,1,1,1,1,2,1,1,1,1,1,1,-1,,1,1,1,1,1,1,-1,1,1,1,3,5,-1,1,-1,-1,1,1,4,5,5,1,3,,-1,-1
65,MW5112-2,-1,1,2,1,4,3,2,4,3,3,1,1,1,1,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,2,-1,4,5,-1,1,1,-1,1,1,4,3,2,2,4,1,-1,-1
66,AA7712-4,,1,1,1,3,3,1,1,3,4,1,1,1,1,2,2,1,1,1,1,1,-1,1,1,1,-1,-1,1,1,,1,1,1,1,1,4,-1,1,1,1,1,1,2,3,5,1,3,1,-1,-1
67,AA7450-2,-1,1,1,1,2,3,2,1,,4,1,1,1,1,5,2,1,1,1,1,1,1,-1,3,1,1,1,1,1,1,1,1,1,1,2,2,-1,1,1,-1,1,1,2,3,3,3,4,1,-1,-1
68,MX4021-4,-1,3,1,1,2,2,4,1,2,4,1,1,1,2,5,3,2,-1,-1,1,1,1,1,-1,1,1,1,1,1,,1,1,1,1,2,3,-1,1,1,-1,1,1,3,4,3,4,3,1,-1,-1
69,AA7559-2,-1,1,1,1,3,4,5,2,3,-1,,1,1,4,5,3,4,1,1,1,1,-1,1,1,1,1,1,1,,1,,,1,1,1,3,2,1,1,1,1,1,2,,4,4,2,1,2,-1
70,MX4159-4,-1,1,2,,3,4,4,3,4,3,1,1,1,4,5,3,4,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,-1,1,1,-1,1,1,3,4,4,4,1,1,-1,-1
71,MX4041-0,-1,1,1,1,3,4,4,2,4,4,1,2,1,1,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,-1,1,1,-1,1,1,3,4,5,1,4,1,-1,-1
72,MX3783-2,-1,1,1,1,3,3,1,3,4,-1,1,1,1,1,5,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,-1,1,1,4,4,4,2,-1,1,-1,-1
73,AA7731-4,-1,1,3,-1,-1,3,4,3,3,-1,,1,1,1,5,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,-1,1,1,-1,1,,4,-1,-1,-1,-1,1,-1,-1
74,MX4365-4,-1,-1,1,1,3,3,3,1,2,4,1,1,1,1,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,2,-1,1,3,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1
75,AA7920-2,,2,1,1,3,4,3,1,3,4,1,1,1,1,5,2,1,1,1,1,1,3,1,1,1,1,1,1,,2,4,1,1,1,1,3,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1
76,MX4551-2,-1,1,1,1,4,5,4,1,3,5,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,-1,1,2,1,1,3,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
77,AA7562-4,-1,2,1,1,4,4,3,3,1,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,4,-1,-1,-1
78,MX4598-5,,,,2,4,2,2,3,2,4,1,1,1,1,3,1,1,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,5,5,-1,3,-1,1,-1,-1
79,MX4388-4,,,,,,,,,4,3,1,1,1,1,5,2,1,1,1,1,1,2,1,1,1,1,1,1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,4,2,-1,-1
80,MX4614-3,,,1,1,4,3,3,2,2,4,1,1,1,1,2,,1,-1,-1,-1,-1,1,-1,-1,,-1,-1,-1,-1,-1,,,,-1,-1,,-1,-1,-1,-1,-1,,4,5,-1,3,-1,1,-1,-1
81,MW5425-3,-1,1,1,2,4,3,1,5,5,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,2,-1,1,1,-1,-1,-1,3,-1,-1,-1,-1,1,3,-1
82,AA7712-5,,1,1,2,3,4,3,4,4,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,2,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
83,AA7450-3,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,,1,1,1,1,1,-1,1,,2,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,5,-1,-1,3,1,-1,-1
84,MX4159-5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,1,2,1,1,1,-1,1,-1,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,1,-1,-1
85,MX4021-5,,,,,,,,,,,,,,,,,,,,,-1,1,-1,-1,-1,-1,-1,-1,-1,,5,1,2,2,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
86,MX4041-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,1,2,3,1,1,-1,-1,-1,-1,5,4,5,1,4,1,-1,-1
87,AA7559-3,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,1,1,-1,,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,1,-1,-1
88,MX3783-3,,-1,-1,-1,-1,-1,-1,-1,4,4,1,1,-1,-1,-1,3,3,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,1,1,1,2,3,-1,-1,-1,-1,-1,1,4,4,5,3,3,1,1,-1
89,AA7731-5,-1,-1,-1,-1,-1,4,4,3,4,5,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,,-1,-1,,-1,1,-1,1,,-1,-1,-1,1,1,1,1,-1,1,1,4,4,5,2,4,1,1,-1
90,AA7920-3,-1,2,3,-1,-1,4,3,-1,-1,-1,-1,-1,-1,1,4,1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,1,1,1,4,1,1,2,1,3,1,1,3,-1,1,1,2,3,5,3,3,1,-1,-1
91,MX4365-5,,-1,2,2,3,3,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,1,1,1,1,-1,1,-1,-1,-1,3,4,-1,1,2,-1,1,1,4,4,5,3,2,1,-1,-1
92,MX4551-3,-1,-1,5,5,4,-1,-1,-1,-1,-1,-1,1,1,1,4,-1,-1,-1,-1,-1,-1,1,2,1,2,1,1,2,1,,4,1,1,1,1,1,-1,1,3,-1,1,1,2,3,4,3,2,1,-1,-1
93,AA7562-5,-1,-1,-1,-1,-1,-1,-1,4,4,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,2,-1,1,1,3,2,5,4,2,1,1,-1
94,MX4388-5,,,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,4,1,1,1,1,1,-1,1,1,1,1,1,-1,1,3,-1,1,1,3,3,4,3,2,1,-1,-1
95,MX4598-6,-1,-1,3,4,-1,-1,-1,-1,-1,-1,1,2,1,2,2,1,1,1,1,1,1,-1,1,,1,1,1,1,1,1,-1,1,1,1,1,2,-1,1,1,-1,1,1,2,2,2,2,2,1,1,-1
96,MX4614-4,,3,-1,-1,-1,-1,-1,3,4,5,1,1,1,1,3,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,,,,1,2,1,4,-1,2,1,-1,
97,MW5425-4,-1,-1,4,-1,4,1,2,3,3,4,1,2,1,2,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,2,2,3,2,2,1,-1,-1
98,AA7712-6,-1,1,2,2,4,3,2,4,4,4,1,1,1,2,5,2,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,-1,-1,-1,1,1,2,2,2,4,1,-1,-1
99,AA7559-4,-1,1,1,2,4,3,2,2,4,5,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,,-1,2,-1,1,1,-1,1,1,-1,1,1,-1,,4,2,2,1,-1,-1
100,AA7450-4,-1,1,2,1,3,1,1,2,4,4,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,1,-1,1,1,2,2,2,2,-1,1,1,-1,-1,1,2,1,4,1,2,1,1,-1
101,MX4021-6,,1,2,4,3,2,1,1,3,4,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,2,-1,-1,1,-1,1,1,2,1,2,2,-1,1,1,-1,-1,1,2,1,4,1,2,1,1,-1
102,MX4159-6,,1,1,3,3,1,2,2,2,4,1,1,1,1,1,1,-1,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,4,1,2,1,-1,-1
103,AA7562-6,-1,1,1,1,2,1,1,1,2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,2,3,5,2,3,1,1,-1
104,MX3783-4,-1,-1,2,2,-1,-1,-1,1,1,-1,1,1,1,1,2,1,1,-1,-1,-1,1,1,1,1,1,-1,-1,1,4,1,5,1,2,1,1,1,1,1,1,-1,1,1,2,2,1,1,2,1,-1,-1
105,MX4365-6,,2,1,1,2,3,2,1,1,3,-1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,3,4,1,2,1,-1,-1
106,AA7731-6,-1,1,,1,2,-1,3,1,2,2,,1,1,1,1,1,1,1,1,1,1,3,,,1,1,1,1,2,,5,,1,1,1,1,-1,1,1,,1,1,2,,3,1,1,1,1,-1
107,MX4551-4,-1,-1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,2,2,5,2,2,1,-1,-1
108,MX4021-7,,1,1,1,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,-1,-1,-1,-1,1,2,1,1,1,1,1,1,1,1,1,-1,1,2,2,2,4,1,2,1,-1,-1
109,MX4159-7,-1,1,1,1,1,1,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,2,2,1,1,2,1,1,-1
110,MX3783-5,-1,1,1,2,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,2,1,2,1,-1,-1
