,Bus,M95/3,M22,M10/2,M16/1,M109,M112,M127,M125,M143,M170/1,M172/15,T403,T402,T309,T368,T324/2,T347,T364/2,T366,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C660,C662,C664,C666,C677,C667,C676,C680,C669/1
0,MZ3734-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070133,070218,070240,070313,070357,070442,070548,070642
1,MZ3740-0,,,,,,,,,,,,,,,,,,,,,,,,,070133,070251,070515,070621,070737,070831,070959,071053,071126,071209,071304,071326,071505,071559
2,MZ3825-0,,,,,,,,,,,,,,,,,,070133,070146,070251,070420,070515,070642,070810,071147,071315,071548,071643,071811,071855,071938,072011,072044,072105,072200,072222,072400,072445
3,MZ3978-0,,,,,,,,,,,070133,070548,070642,070748,070926,071020,071104,071326,071431,071559,071727,071811,071844,072011,072317,072529,072740,072848,073005,073100,073207,073241,073325,073347,073421,073443,073600,073646
4,MZ3987-0,,,,,,070133,070218,070324,070515,070715,070842,071336,071431,071526,071643,071749,071855,072116,072222,072339,072457,072540,072624,072740,073145,073336,073635,073742,073837,073921,074027,074121,074205,074216,074259,074332,074439,074500
5,MX1135-0,,070133,070240,070442,070537,,070621,071020,071209,071336,071442,072011,072105,072211,072339,072445,072540,072751,072859,073005,073100,073133,073241,073357,073708,073859,074154,074259,074500,074522,074649,074744,074838,074900,074955,075017,075133,075228
6,MZ4228-0,070133,070959,071136,071326,071621,071906,072127,072233,072457,072613,072719,073230,073336,073454,073719,073815,073931,074143,074249,074354,074544,074628,074649,074816,075133,075405,075533,075649,075806,075849,075956,080030,080125,080136,080209,080252,080347,080431
7,MZ4072-0,071705,071833,072127,072317,072423,072740,073005,073122,073241,073600,073732,074310,074417,074522,074733,074838,074934,075239,075344,075511,075605,075627,075711,075838,080209,080442,080703,080809,080936,081009,081114,081219,081313,081346,081442,081526,081705,081748
8,MW5898-0,072306,072457,072740,073017,073241,073646,073837,074038,074310,074639,074755,075344,075500,075605,075722,075838,080019,080219,080325,080431,080547,080631,080714,080852,081230,081420,081643,081748,081927,081959,082105,082138,082221,082243,082316,082349,082516,082611
9,MS5082-0,072646,074059,074500,074744,075155,075605,075912,080052,080230,080652,080831,081346,081442,081610,081810,081905,081959,082421,082527,082705,082749,082845,082917,083055,083402,083552,,084006,084124,084156,084313,084357,084453,084514,084609,084631,084738,084835
10,MW5936-0,072656,073017,073314,073538,074059,074406,074639,074806,075112,075438,075605,080136,080241,080358,080547,080703,080820,081041,081146,081335,081420,081504,081621,081810,082148,082338,082454,082600,082716,082811,082917,083011,083106,083140,083235,083319,083446,083530
11,MZ3956-0,073133,073303,073635,074027,074343,074628,074816,074955,075239,075500,075616,080136,080252,080431,080609,080714,080841,081219,081313,081442,081559,081632,081716,081843,082243,082505,082622,082738,082845,082917,083033,083106,083140,083202,083246,083329,083508,083541
12,MW5966-0,073230,075133,075511,075849,080442,080925,081019,081324,081654,081937,082105,082611,082727,083022,083224,083351,083519,083709,083825,083954,084145,084229,084302,084514,084846,084942,085142,085247,085353,085425,085615,085658,085731,085753,085825,085836,085953,090025
13,MW5964-0,074343,074617,074955,075355,075638,080019,080241,080453,080809,081125,081241,081810,081905,082116,082316,082421,082516,082727,082822,083001,083140,083224,083246,083413,083753,083858,084051,084145,084302,084346,084442,084525,084609,084631,084704,084726,084823,084920
14,MW5943-0,075522,075700,080147,080652,081114,081442,081716,082021,082454,082800,082917,083530,083636,083836,084251,084357,084453,084653,084800,084920,085026,085109,085226,085414,085731,085847,090109,090248,090404,090437,090543,090616,090649,090722,090819,090841,090957,091052
15,MX1084-0,,080453,080852,081135,081548,081927,082210,082527,082950,083402,083709,084240,084346,084525,085026,085142,085247,085603,085658,085825,085942,090025,090109,090248,090605,090755,090935,091030,091135,091157,091241,091325,091420,091453,091526,091548,091654,091738
