,Bus,M93,M108/1,M60,M1/13,M222/2,M244,M219/1,M235,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T367,T394,T396,T377,T359,C688/2,C690/1
0,MW4619-0,,,,,,,,,,,,-1,-1,1,1,1,1,1,2,1,1,1,-1
1,AA7530-0,,,,,,,,1,1,-1,-1,-1,-1,1,1,1,1,1,2,1,1,1,-1
2,MW4647-0,,,,,,,,1,1,-1,-1,-1,-1,1,1,1,1,1,2,1,1,1,-1
3,AA6952-0,,,,,,,,1,1,-1,-1,-1,-1,1,1,,,,,,1,1,-1
4,MR7964-0,,,,,,,4,1,1,-1,-1,-1,-1,1,1,1,1,1,2,1,1,1,-1
5,AA7488-0,,,-1,,,,,,,,-1,-1,-1,1,1,1,1,1,2,1,1,1,-1
6,MW4825-0,-1,-1,-1,-1,-1,3,4,1,1,-1,-1,-1,-1,1,1,1,1,1,2,1,1,1,-1
7,AA7706-0,,-1,-1,-1,-1,3,4,1,1,-1,-1,-1,-1,1,1,1,1,1,2,1,1,1,-1
8,AA7637-0,,-1,-1,-1,-1,3,4,1,1,-1,-1,-1,-1,1,1,1,1,1,2,1,1,1,-1
9,AA7149-0,,,,-1,-1,3,4,1,1,-1,-1,,-1,1,1,1,1,1,2,1,1,1,-1
10,AA6482-0,-1,-1,-1,-1,-1,3,4,1,1,-1,-1,,,1,1,1,1,1,2,1,1,1,-1
11,AA7492-0,-1,-1,-1,-1,-1,3,,1,1,-1,-1,-1,-1,1,1,1,1,1,2,1,1,1,-1
12,MW3346-0,,,,,-1,3,4,1,1,-1,-1,-1,-1,1,1,1,1,1,2,1,1,1,-1
13,MW4503-0,,-1,-1,-1,-1,3,4,1,1,-1,-1,-1,-1,1,1,1,1,1,2,1,1,1,-1
14,AA7101-0,-1,-1,-1,-1,-1,3,4,1,1,-1,-1,,,,,,,1,2,1,1,1,-1
15,MW4229-0,-1,-1,-1,-1,-1,3,4,1,1,-1,-1,-1,-1,1,1,1,1,1,2,1,1,1,-1
16,AA7536-0,,,,-1,-1,,,1,1,-1,-1,,-1,1,1,1,1,1,2,1,1,1,-1
17,AA7530-1,-1,-1,-1,-1,-1,3,4,1,1,-1,-1,-1,-1,1,1,1,1,1,2,1,1,1,-1
18,MW4619-1,,-1,-1,,-1,3,4,1,1,-1,-1,-1,-1,1,1,1,1,1,2,1,1,1,-1
19,MP5824-0,-1,-1,-1,-1,-1,3,4,1,1,-1,-1,-1,-1,1,1,1,1,1,2,1,1,1,-1
20,MW4647-1,-1,-1,-1,-1,-1,3,4,1,1,-1,-1,-1,-1,1,1,1,1,1,2,1,1,1,-1
21,AA6952-1,-1,-1,,,,3,,,,-1,-1,-1,-1,1,1,1,1,1,2,1,1,1,-1
22,AA7706-1,,-1,-1,-1,-1,3,4,1,1,-1,-1,-1,-1,1,1,1,1,1,2,1,1,1,-1
23,AA7488-1,-1,-1,,,,,,,1,-1,-1,-1,-1,1,1,1,1,1,2,1,1,1,-1
24,MW4825-1,-1,-1,-1,-1,-1,3,4,1,1,-1,-1,-1,-1,1,1,1,1,1,2,1,1,1,-1
25,AA7149-1,,-1,-1,-1,-1,3,4,1,1,-1,-1,-1,-1,1,1,1,1,1,2,1,1,1,-1
26,AA7492-1,-1,-1,-1,-1,-1,3,4,1,1,-1,-1,,-1,1,1,1,1,1,2,1,1,1,-1
27,MW4503-1,,-1,-1,-1,-1,3,4,1,1,-1,-1,-1,-1,1,1,1,1,1,2,1,1,1,-1
28,AA7637-1,-1,-1,-1,-1,-1,3,4,1,1,-1,-1,-1,-1,1,1,1,1,1,2,1,1,1,-1
29,AA7536-1,-1,-1,-1,,-1,3,4,1,1,-1,-1,-1,-1,1,1,1,1,1,2,1,1,1,-1
30,MW4229-1,-1,-1,-1,-1,-1,3,4,1,1,-1,-1,-1,-1,1,1,1,1,1,2,1,1,1,-1
31,AA7530-2,-1,-1,-1,-1,-1,3,4,1,1,-1,-1,-1,-1,1,1,1,1,1,2,1,1,1,-1
32,MP5824-1,,-1,-1,-1,-1,3,4,1,1,-1,-1,-1,-1,1,1,1,1,1,2,1,1,1,-1
33,MW4825-2,-1,-1,-1,-1,-1,3,4,1,1,-1,-1,-1,-1,1,1,1,1,1,2,1,1,1,-1
34,MW4619-2,-1,-1,-1,-1,-1,3,4,1,1,-1,-1,-1,-1,1,1,1,1,1,2,1,1,1,-1
35,MW4647-2,-1,-1,-1,-1,-1,3,4,1,1,-1,-1,-1,-1,1,1,1,1,1,2,1,1,1,-1
36,AA6952-2,-1,-1,-1,-1,-1,3,4,1,,,,,-1,1,,,,,2,1,1,1,-1
37,AA7488-2,-1,-1,-1,,-1,3,4,1,1,-1,-1,-1,-1,,1,1,1,1,2,1,1,1,-1
38,AA7149-2,,-1,,,,3,4,1,1,-1,-1,-1,-1,1,1,1,1,1,2,1,1,1,-1
39,AA6482-1,-1,-1,-1,-1,-1,3,4,1,1,-1,-1,-1,-1,1,1,1,1,1,2,1,1,1,-1
40,AA7492-2,,-1,-1,-1,-1,,4,1,1,-1,-1,-1,-1,1,1,1,1,1,2,1,1,1,-1
41,MW4503-2,,-1,-1,-1,-1,3,4,1,1,-1,-1,-1,-1,1,1,1,1,1,2,1,1,1,-1
42,MW4229-2,,-1,-1,-1,-1,3,4,1,1,-1,-1,-1,-1,1,1,1,1,1,2,1,1,1,-1
43,MP5824-2,,-1,-1,-1,-1,3,4,1,1,-1,-1,-1,-1,1,1,1,1,1,2,1,1,1,-1
44,MW4619-3,-1,-1,-1,-1,-1,3,4,1,1,-1,-1,,-1,1,1,1,1,1,2,1,1,1,-1
45,MW4647-3,-1,-1,-1,-1,-1,3,4,1,1,-1,-1,-1,-1,1,1,1,1,1,2,1,1,1,-1
