,Bus,C659,C656,C654,C653/2,C692,C689/1,T355/2,T360,T376/1,T363/1,T374,T406,T345/1,T322,T342,T409,T368,T324/2,T327,T326/2,T337,T334,T430,M177,M198/1,M183/2,M140/1,M137/2,M132/1,M200,M201,M121,M119,M113,M94,M95/3
0,MW5645-0,,,,,,,,,,,,,,,,,,,,,070106,070117,070247,070804,071026,071248,071331,071437,071604,071647,071752,071858,072003,072141,072235,072351
1,MS2365-0,,,,,,,,,070106,070117,070213,070247,070709,070909,071059,071237,071415,071510,071625,071720,071814,071847,071952,072457,072719,073026,073132,073309,073519,073603,073708,073802,073856,074058,074203,074257
2,MW2390-0,070106,071215,071258,071353,071542,071731,072057,072152,072257,072530,072602,072646,073048,073247,073447,073552,073657,073813,074003,074058,074203,074236,074341,074802,075044,075255,075411,075505,075633,075800,075906,080002,080057,080213,080319,080403
3,MW2856-0,072932,073016,073048,073153,073447,073541,073823,073928,074025,074119,074152,074236,074634,074824,075023,075200,075317,075349,075454,075549,075655,075738,075906,080330,080613,080802,080918,081013,081057,081151,081247,081331,081447,081614,081719,081824
4,MW3053-0,,,074718,074813,074939,075055,075422,075505,075622,075716,075811,075855,080308,080530,080718,080835,080929,081013,081129,081225,081352,081425,081541,082046,082328,082551,082718,082824,082918,083024,083129,083235,083414,083519,083636,083742
5,MW5346-0,080235,080341,080435,080530,080751,080846,081140,081258,081425,081530,081636,081708,082140,082350,082551,082718,082802,082907,083024,083151,083246,083341,083508,084014,084307,084530,084657,084825,084920,085015,085110,085215,085310,085415,085520,085616
6,MS2259-0,081951,082129,082213,082350,082645,082718,083056,083214,083425,083519,083625,083731,084245,084446,084635,084730,084931,085026,085215,085310,085437,085520,085649,090135,090345,090558,090714,090758,090926,091053,091148,091242,091358,091514,091620,091737
7,MS1935-0,083814,084141,084235,084340,084552,084614,084953,085110,085215,085321,085404,085437,085934,090146,090345,090429,090558,090631,090820,090926,091020,091126,091253,091737,092010,092326,092504,092735,092757,092902,093018,093134,093251,093407,093524,093717
8,MW5645-1,084836,085437,085520,085616,085721,085850,090218,090323,090418,090523,090631,090714,091220,091442,091653,091831,091948,092043,092210,092326,092515,092558,092735,093229,093502,093738,093939,094119,094319,094457,094623,094750,094908,095130,095308,095425
9,MS2365-1,091031,091159,091304,091409,091558,091737,092032,092148,092231,092504,092609,092641,093113,093323,093513,093655,093749,093822,093939,094057,094203,094246,094435,094919,095152,095403,095530,095625,095719,095825,095919,100035,100203,100414,100604,100731
10,MW2390-1,091937,093313,093407,093502,093717,093800,094141,094235,094319,094529,094623,094707,095130,095414,095657,095908,100025,100119,100235,100341,100509,100553,100658,101143,101417,101628,101744,101911,102005,102100,102205,102343,102449,102605,102722,102851
11,MW2856-1,095035,095119,095214,095308,095519,095603,095919,100035,100151,100403,100458,100542,101217,101555,101733,101849,101954,102111,102249,102354,102511,102543,102711,103148,103430,103717,103856,103951,104058,104320,104425,104542,104710,104923,105051,105219
12,MW3053-1,,,,,101428,101555,101944,102038,102216,102311,102405,102449,102924,103314,103503,103631,103739,103834,104003,104131,104226,104331,104447,104912,105146,105347,105515,105641,105841,105957,110040,110239,110345,110628,110807,111017
13,MW5346-1,102902,103053,103137,103304,103452,103609,103928,104025,104236,104509,104627,104710,105135,105347,105558,105725,105841,105924,110040,110145,110323,110417,110545,111028,111259,111448,111638,111743,111931,112119,112236,112425,112614,112942,113131,113343
14,MS2259-1,105157,105336,105419,105525,105747,105946,110239,110345,110501,110617,110723,110756,111343,111659,111909,112014,112153,112247,112425,112530,112708,112814,112931,113415,113659,113909,114003,114057,114246,114512,114650,114734,114850,115111,115248,115415
15,MS1935-1,111437,111743,111826,111920,112153,112309,112719,112825,112931,113153,113310,113404,114003,114256,114534,114701,114934,115039,115227,115321,115437,115542,115731,120235,120457,120731,120828,120955,121123,121252,121515,121705,121906,122118,122308,122519
16,MW3116-0,113930,113952,114108,114202,114426,114544,114912,115028,115155,115426,115615,115720,120308,120707,121017,121240,121515,121643,121855,122012,122151,122308,122457,123004,123309,123553,123659,123826,124058,124236,124425,124604,124742,124942,125132,125343
17,MW5645-2,115941,120446,120540,120646,120944,121101,121440,121548,121749,122023,122151,122246,122815,123059,123247,123353,123615,123804,123931,124047,124225,124320,124447,125015,125249,125511,125617,125733,125900,130146,130303,130430,130630,130842,131104,131231
18,MS2365-2,121811,122000,122045,122140,122257,122330,122636,122731,122920,123004,123059,123142,123553,123804,124036,124258,124425,124542,124731,124826,124942,125015,125154,125649,125911,130124,130303,130357,130503,130640,130747,130936,131104,131314,131503,131630
19,MW2390-2,123225,124225,124309,124403,124553,124658,125004,125121,125321,125438,125605,125649,130135,130346,130557,130714,130925,131125,131314,131420,131525,131619,131818,132251,132640,132923,133050,133207,133313,133440,133556,133745,133923,134123,134428,134702
