,Bus,M95/3,M22,M10/2,M16/1,M109,M112,M127,M125,M143,M170/1,M172/15,T403,T402,T309,T368,T324/2,T347,T364/2,T366,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C660,C662,C664,C666,C677,C667,C676,C680,C669/1
0,MZ3734-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070103,070116
1,MX1135-0,,,,,,,,,,,,,,,,,,,,,,,,,,070103,070306,070402,070457,070530,070636,070741,070837,070912,070945,071007,071136,071220
2,MW5964-0,,,,,,,,,,,,,,,,070103,070116,070328,070424,070530,070658,070730,070815,070934,071253,071433,071611,071705,071810,071904,072009,072042,072125,072136,072219,072241,072346,072430
3,MZ3956-0,,,,,,,,070103,070149,070317,070424,070934,071029,071136,071305,071400,071455,071644,071749,071854,071959,072031,072103,072241,072546,072735,,073052,073146,073240,073345,073440,073523,073545,073607,073640,073806,073850
4,MZ3978-0,070103,070214,070413,070603,070912,071220,071400,071528,071644,071926,072052,072619,072724,072831,072947,073114,073208,073407,073501,073640,073745,073817,073901,074028,074344,074702,074818,074935,075050,075134,075251,075323,075428,075450,075533,075617,075745,075839
5,MZ3987-0,071125,071253,071444,071655,071959,072303,072452,072608,072746,072947,073114,073640,073755,073901,074006,074100,074155,074441,074535,074702,074818,074902,075018,075156,075533,075701,075923,080113,080240,080324,080409,080442,080538,080611,080633,080706,080822,080906
6,MZ4072-0,072241,072535,072914,073135,073512,073839,074017,074217,074503,074818,074935,075439,075607,075639,075756,075850,075944,080218,080313,080420,080538,080611,080655,080822,081138,081444,081633,081738,081906,081949,082044,082149,082243,082316,082401,082446,082603,082646
7,MZ4228-0,,073629,073839,074028,074228,074535,074807,074935,075134,075439,075607,080051,080229,080324,080504,080549,080644,080928,081022,081138,081337,081400,081433,081611,082000,082127,082338,082457,082614,082646,082752,082835,082919,082941,083036,083047,083215,083259
8,MW5853-0,074641,075050,075417,075628,075839,080156,080420,080526,080738,081105,081232,081811,081917,082033,082210,082316,082424,082719,082824,082952,083131,083226,083248,083426,083818,084041,084220,084326,084453,084537,084653,084748,084842,084904,084948,085032,085158,085242
9,MZ3556-0,080504,080706,080917,081148,081337,081800,082033,082232,082446,082741,082919,083426,083543,083723,083903,083958,084103,084315,084420,084548,084737,084821,084904,085104,085412,085528,085731,085826,085944,090038,090132,090237,090259,090342,090426,090448,090615,090659
10,MZ3559-0,080939,081232,081600,081749,082022,082401,082657,082908,083047,083353,083532,084031,084147,084326,084559,084642,084810,085032,085137,085304,085401,085434,085518,085709,090005,090215,090405,090510,090604,090626,090709,090742,090814,090847,090919,090941,091057,091129
11,MZ3734-1,082316,082541,082846,083047,083310,083615,083852,084009,084336,084642,084948,085528,085636,085804,090005,090059,090154,090405,090459,090648,090753,090836,090919,091024,091329,091529,091740,091919,092024,092108,092213,092256,092351,092424,092519,092541,092657,092740
12,MX1135-1,083437,083628,083829,084031,084147,084559,084842,085042,085231,085456,085603,090121,090259,090415,090553,090659,090804,090952,091057,091246,091340,091424,091507,091635,091951,092151,092402,092508,092602,092635,092803,092835,092857,092919,092951,093013,093140,093224
13,MW5964-1,084504,084715,084959,085231,085434,085815,085922,090110,090415,090659,090825,091318,091413,091540,091718,091751,091856,092108,092202,092329,092424,092457,092613,092740,093035,093140,093246,093352,093458,093531,093659,093742,093804,093826,093901,093934,094050,094134
14,MW5898-0,085456,085753,090005,090248,090521,090814,090919,091024,091246,091540,091646,092151,092245,092402,092530,092635,092740,092951,114934,115040,115228,115250,115334,115450,115756,115912,120157,120252,120357,120441,181109,181142,181216,181238,181311,181332,181459,181554
15,MZ3956-1,090510,090604,090731,090930,091340,091635,091802,091929,092151,092530,092708,093202,093246,093403,093520,093615,093710,094006,094101,094206,094345,094417,094501,094628,094945,095101,095206,095301,095417,095500,095605,095638,095711,095722,095805,095827,095933,100019
16,MZ3978-1,091456,091635,091929,092202,092435,092930,093118,093257,093531,093815,094112,094555,094701,094807,095028,095144,095239,095533,095638,095744,095849,095922,100008,100114,100431,100609,100904,101009,101115,101147,101254,101401,101422,101444,101516,101538,101643,101705
17,MZ3987-1,092435,092719,093118,093257,093520,093837,094101,094217,094450,094828,094945,095449,095555,095711,095816,095922,100019,100303,100358,100525,100609,100652,100736,100841,101158,101350,101516,101622,101716,101811,101905,102010,102054,102115,102220,102231,102347,102430
18,MZ4072-1,093615,093804,094112,094355,094755,095112,095333,095449,095616,100041,100158,100703,100758,100915,101031,101126,101221,101506,101600,101705,101811,101843,101938,102105,102430,102535,102736,102820,102926,102958,103104,103147,103221,103243,103326,103350,103506,103603
19,MW5943-0,,094555,094839,095206,095449,095849,100136,100303,100525,100853,101020,101622,101749,101905,102043,102220,102314,102557,102652,102820,103031,103126,103254,103401,103741,103951,104058,104225,104320,104404,104509,104604,104648,104710,104805,104827,104956,105040
20,MW5966-0,095533,101811,102126,102358,102652,103042,103210,103445,103635,104047,104120,104648,104754,104912,105051,105156,105301,105501,105606,105744,105839,105922,105955,110112,110406,110605,110754,110901,111006,111101,111228,111301,111333,111355,111439,111501,111606,111701
21,MZ4228-1,095605,095700,095838,100019,100314,100703,100758,100948,,101611,101643,102148,102253,102409,102546,102630,102725,102904,103009,103137,103221,103254,103326,103456,103803,104003,104225,104320,104437,104520,104615,104710,104732,104754,104838,104901,105018,105101
22,MP5834-0,100641,100736,100959,101210,101411,101705,101949,102105,102358,102725,102853,103401,103506,103708,103835,103941,104036,104247,104342,104509,104553,104637,104743,104850,105239,105406,105523,105628,105744,105839,105955,110050,110123,110144,110228,110250,110406,110449
23,MW5853-1,101042,101304,101455,101705,101832,102126,102347,102514,102758,103147,103305,103803,103846,104003,104153,104309,104404,104732,104816,104945,105051,105112,105145,105250,105617,105806,110006,110112,110217,110250,110344,110438,110522,110543,110616,110638,110754,110849
24,MW5936-0,102809,103423,103752,104014,104214,104615,104816,105051,105334,105639,105755,110311,110406,110511,110659,110754,110849,111123,111239,111355,111512,111555,111617,111722,112041,112230,112503,112619,112736,112830,112936,113020,113114,113125,113220,113242,113347,113431
25,MX1084-0,103337,110627,110934,111145,111239,,,,,112608,112852,113358,113443,113539,113741,113846,113941,114152,114249,114405,114521,114605,114732,114912,115228,115356,115556,115701,115807,115839,120007,120041,120135,120157,120241,120313,120418,120503
26,MZ3559-1,103857,103951,104247,104520,104827,105145,105417,105533,105911,110250,110417,110934,111028,111145,111323,111428,111545,111901,111957,112135,112252,112335,112503,112630,112936,113125,113315,113420,113526,113613,113730,113825,113846,113941,114003,114035,114141,114226
27,MZ3556-1,105712,105839,110006,110239,110406,110754,111017,111228,111439,111733,111850,112346,112503,112619,112808,112914,113020,113209,113315,113443,113550,113635,113657,113835,114203,114321,114521,114638,114743,114816,114945,115018,115040,115102,115156,115218,115323,115417
28,MZ3734-2,,112736,113104,113231,113602,114003,114047,114203,114405,114754,114923,115439,115534,115650,115828,115945,120051,120302,120408,120546,120735,120746,120841,121031,121401,121456,121731,121920,122037,122120,122248,122321,122405,122427,122511,122533,122639,122723
29,MX1135-2,113443,113602,113814,114024,114238,114616,114838,114956,115228,115450,115756,120313,120418,120535,120735,120841,120947,121147,121253,121434,121540,121614,121720,121836,122204,122321,122617,122723,122840,122924,123030,123103,123136,123208,123252,123327,123433,123517
30,MW5964-2,114532,114638,114816,115007,115312,115650,115901,120007,120208,120441,120619,121103,121147,121304,121434,121529,121636,121836,121920,122037,122226,122248,122311,122438,122807,122946,123230,123327,123411,123444,123538,123611,123633,123705,123800,123821,123927,124010
31,MZ3956-2,115756,115945,120241,120429,120630,121020,121253,121350,121551,121920,122037,122555,122701,122840,123019,123125,123230,123538,123644,123749,123916,123948,124032,124137,124453,124631,124832,124927,125043,125126,125232,125305,125327,125350,125423,125445,125603,125636
32,MZ3978-2,120841,121031,121231,121401,121647,122026,122120,122215,122405,122935,123103,123600,123705,123843,124010,124115,124231,124431,124537,124715,124832,124916,125054,125210,125540,125753,130027,130143,130248,130321,130438,130510,130532,130605,130700,130711,130827,130901
33,MW5943-1,121931,122120,122405,122544,122745,123052,123252,123401,123549,123959,124126,124704,124821,124938,125116,125243,125401,125614,125731,125910,130016,130111,130216,130343,130700,130817,131018,131135,131230,131325,131442,131526,131547,131631,131714,131747,131853,131925
34,MZ3987-2,122946,123157,123327,123444,123810,124220,124325,124442,124620,125000,125126,125647,125742,125932,130132,130238,130343,130616,130700,130838,130923,131007,131029,131146,131526,131653,131936,132042,132147,132219,132313,132357,132429,132502,132545,132556,132702,132745
