,Bus,C659,C656,C654,C653/2,C692,C689/1,T355/2,T360,T376/1,T363/1,T374,T406,T345/1,T322,T342,T409,T368,T324/2,T327,T326/2,T337,T334,T430,M177,M198/1,M183/2,M140/1,M137/2,M132/1,M200,M201,M121,M119,M113,M94,M95/3
0,MS1953-0,,,,,,,,,,,,,,,,,,,,,,,1,2,-1,1,-1,1,1,-1,-1,-1,-1,1,-1,-1
1,MS2365-0,,,,,,,,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,-1,-1,2,1,1,-1,-1
2,MR8583-0,-1,1,1,-1,1,1,-1,1,1,-1,1,1,-1,-1,-1,-1,1,1,-1,-1,-1,1,1,1,-1,1,1,-1,-1,-1,-1,-1,2,1,-1,-1
3,MS1044-0,1,-1,1,-1,1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,1,-1,-1
4,MS2095-0,,-1,1,1,1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,1,-1,-1,1,4,1,1,1,2,-1,1,1,1,-1,-1
5,MS1903-0,,-1,1,1,1,1,-1,1,1,-1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,-1,1,1,1,-1,-1
6,MS1953-1,-1,1,1,2,1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,-1,1,2,1,-1,-1
7,MS2365-1,5,1,1,1,-1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,2,1,1,1,1,-1,-1,1,-1,-1,-1,-1
8,MR8583-1,4,-1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,3,-1,2,3,-1,-1,-1
9,MS1044-1,1,1,1,1,1,1,1,1,2,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,4,-1,1,3,-1,-1,-1
10,MS2095-1,1,1,1,1,1,1,1,1,1,-1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,4,-1,3,3,1,-1,-1
11,MS1903-1,,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,4,-1,1,3,-1,-1,-1
12,MP5991-0,5,-1,1,-1,1,1,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,4,-1,1,3,1,-1,-1
13,MS1953-2,3,-1,1,1,4,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,4,-1,-1,-1
14,MR8583-2,1,-1,1,1,4,1,1,1,1,-1,1,-1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,2,1,1,1,4,-1,2,3,-1,-1,-1
15,MS1044-2,-1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,-1,1,-1,1,-1,1,1,1,1,1,5,2,1,-1,1,-1,-1,2,1,-1,-1,-1
16,MS2095-2,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,3,1,3,1,2,1,-1,-1,2,4,1,-1,-1
17,MS1953-3,1,-1,-1,-1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,-1,1,1,1,-1,1,1,1,2,1,1,1,1,4,-1,2,4,-1,-1,-1
18,MR8583-3,1,-1,1,-1,-1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,-1,-1,4,5,-1,-1,-1
19,MS1044-3,1,1,1,1,5,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,5,-1,2,3,1,-1,-1
20,MS2095-3,-1,1,1,1,1,1,1,1,2,-1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,-1,-1,4,5,-1,-1,-1
21,MS5082-0,4,1,1,1,4,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,-1,-1,4,4,-1,-1,-1
22,MS1953-4,1,-1,3,1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,-1,-1,4,4,-1,-1,-1
23,MX1517-0,1,1,1,1,5,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,3,1,1,1,1,3,-1,1,1,5,-1,3,4,1,-1,-1
24,MW4762-0,5,1,1,1,4,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,2,1,1,1,1,1,-1,1,2,4,-1,2,5,1,-1,-1
25,MS1044-4,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,2,2,-1,-1,-1
26,MS2095-4,-1,1,1,-1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,1,1,1,3,1,-1,-1,1,2,-1,1,1,1,-1,-1
27,MS5082-1,2,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,-1,-1,1,1,1,1,1,-1,1,1,1,1,4,-1,1,-1,1,-1,-1
28,MS1953-5,5,-1,1,1,1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,2,1,-1,-1
29,MW4762-1,1,-1,1,1,1,1,-1,1,1,-1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,1,-1,-1,-1,2,1,-1,-1
30,MS1044-5,,-1,1,-1,-1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,1,-1,-1,1,-1,1,-1,-1,-1,1,1,1,-1,-1
31,MS2095-5,1,-1,1,1,1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,1,-1,-1,-1,-1,1,1,1,-1,-1
32,MS1953-6,-1,-1,1,-1,-1,1,-1,1,1,-1,1,1,-1,-1,-1,-1,-1,1,1,,,,,,,,,,,,,,,,,
