,Bus,C669/2,C687,C675,C668,C678,C665,C663,C661,C659,C656,C654,C653/2,C692,C689/1,T360,T376/1,T363/1,T367,T365/2,T361,T325/2,T339/2,T311/2,T308/3,T300,T330/1,M172/3,M171/2,M134,M132/1,M129,M114,M113,M14,M12,M21/1,M95/3
0,MZ4072-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070109,070333
1,MZ3956-0,,,,,,,,,,,,,,,,,,,,,,,,,,070109,070239,070606,070701,070913,071018,071313,071418,071640,071756,071912,072322
2,MW5898-0,,,,,,,,,,,,,,,,,,,,070109,070155,070250,070355,070523,070639,070723,071146,071429,071534,071818,071923,072112,072301,072703,072758,072842,073148
3,MX1084-0,,,,,,,,,,,,,070109,070155,070534,070734,070840,070913,071113,071451,071534,071629,071756,071912,072050,072134,072609,072904,073042,073359,073549,073811,074142,074554,074721,075026,080016
4,MW3116-0,,,,,,070109,070122,070155,070301,070439,070523,070628,070840,071040,071440,071513,071724,071756,071912,072134,072228,072333,072452,072630,072809,072904,073348,073705,073811,074047,074258,074616,074826,075214,075342,075520,080712
5,MZ3559-0,,070701,070840,070913,070935,070957,071040,071124,071207,071302,071346,071440,071607,071807,072206,072418,072503,072535,072714,072937,073020,073126,073315,073443,073610,073655,074058,074331,074510,074721,074848,075131,075425,075658,075847,080016,081239
6,MZ3734-0,071534,071702,071851,071923,071945,072018,072040,072123,072156,072333,072441,072535,072758,072958,073253,073432,073705,073738,073844,074131,074215,074309,074438,074637,074848,074920,075414,075803,075943,080310,080417,080650,080944,081407,081618,081914,082242
7,MZ3740-0,072535,072630,072809,072842,072904,072937,072958,073042,073137,073304,073421,073549,073738,073950,074237,074425,074648,074721,074909,075214,075309,075509,075658,075836,080059,080143,080606,080828,081006,081556,081724,081852,082030,082420,082610,082846,083513
8,MZ3825-0,073705,073800,074003,074047,074109,074142,074215,074258,074342,074532,074648,074804,075015,075225,075658,075825,080059,080154,080353,080756,080923,081050,081301,081439,081640,081735,082158,082453,082632,083239,083440,083714,083936,084212,084402,084540,085343
9,MZ3987-0,075814,075847,080016,080037,080121,080143,080205,080237,080321,080428,080511,080617,080850,081111,081417,081618,081724,081819,082030,082409,082643,082802,083026,083239,083451,083513,083947,084317,084519,084848,085005,085310,085451,085907,090014,,090850
10,MW3215-0,080817,080839,081006,081100,081111,081144,081206,081250,081333,081450,081545,081651,081841,082041,082348,082420,082654,082739,082943,083323,083524,083641,083914,084116,084402,084435,084922,085343,085546,085842,090109,090310,090533,090901,091018,091156,091641
11,MZ4228-0,081250,081914,082030,082103,082136,082158,082231,082315,082348,082453,082610,082739,082943,083144,083513,083619,083903,083958,084244,084635,084719,084814,085016,085205,085418,085513,085951,090355,090555,091123,091240,091524,091630,092030,092136,092419,092914
12,MZ4072-1,082824,082921,083059,083133,083154,083228,083250,083334,083407,083535,083630,083736,084010,084116,084435,084624,084859,084954,085143,085535,085621,085705,085854,090025,090225,090300,090711,091207,091407,092030,092230,092535,092724,093103,093220,093347,093947
13,MZ3556-0,083841,083936,084105,084138,084223,084255,084328,084402,084457,084657,084814,084943,085143,085321,085643,085821,090047,090131,090417,090733,090817,090934,091113,091251,091451,091545,092030,092441,092640,093537,093653,093936,094158,094425,094541,094803,095250
14,MW5936-0,084836,084932,085111,085154,085216,085259,085321,085407,085451,085643,085738,085918,090058,090249,090617,090828,091102,091156,091334,091641,091724,091841,092030,092208,092419,092441,092924,093314,093504,094255,094457,094730,095239,095547,095653,095914,100414
15,MZ3956-1,085016,085407,085535,085610,085632,085705,085738,085821,085854,090014,090120,090215,090343,090522,090755,090850,091102,091145,091323,091630,091724,091808,091958,092157,092302,092357,092830,093103,093252,094031,094158,094349,094614,094836,094943,095100,095408
16,MW5898-1,085546,090850,091018,091051,091113,091145,091207,091251,091323,091451,091545,091713,091925,092041,092408,092619,092852,092935,093136,093453,093559,093642,093809,093925,094053,094136,094614,095133,095324,100255,100425,100615,100815,101047,101204,101407,102019
17,MS5082-0,090249,090310,090439,090501,090533,090606,090617,090700,090722,090828,090934,091040,091207,091502,091808,092020,092302,092346,092619,092924,092957,093041,093231,093410,093559,093620,094053,094530,094836,095620,095736,100042,100328,100647,100815,101120,101501
18,MW5966-0,,091903,092020,092030,092052,092146,092208,092241,092324,092441,092535,092629,092808,092946,093241,093314,093537,093620,093853,094114,094209,094306,094457,094625,094741,094836,095324,095558,095831,100731,100920,101204,101450,101734,101851,102051,102514
19,MW5943-0,092357,092502,092608,092640,092702,092735,092757,092841,092914,093030,093136,093303,093515,093620,093936,094042,094306,094349,094614,094836,094932,095027,095206,095346,095525,095609,100042,100403,100553,101429,101607,101924,102124,102503,102630,102819,103241
20,MX1084-1,,,093704,093747,093809,093842,093914,094020,094053,094220,094317,094436,094658,094814,095133,095335,095609,095714,095936,100137,100244,100403,100520,100720,100920,101014,101501,101829,102019,102757,102946,103219,103357,103632,103814,103954,104626
21,MW3116-1,093936,093947,094053,094125,094147,094220,094255,094349,094425,094530,094636,094730,094858,095100,095430,095536,095747,095903,100053,100317,100403,100447,100604,100731,100920,101014,101512,101829,102040,103007,103145,103431,103558,104018,104123,104330,104943
22,MX1213-0,,094814,094932,095005,095027,095111,095144,095228,095312,095503,095609,095725,095958,100255,100626,100837,101109,101204,101407,101724,101829,101913,102113,102302,102430,102525,103029,103252,103452,104207,104403,104626,104910,105355,105525,105704,110259
23,MZ3559-1,095228,095419,095536,095558,095620,095653,095714,095758,095831,095936,100031,100115,100255,100425,100742,100847,101120,101215,101418,101745,101851,101957,102146,102357,102557,102641,103145,103452,103643,104414,104542,104826,105111,105419,105525,105704,110320
24,MZ3734-1,095958,100255,100414,100447,100509,100542,100604,100647,100720,100826,100920,101014,101131,101321,101702,101756,101902,101935,102135,102420,102452,102546,102702,102840,102956,103018,103442,103859,104113,104826,105016,105227,105525,105940,110120,110248,110542
25,MZ3740-1,101109,101226,101354,101439,101501,101556,101629,101713,101745,101924,102008,102102,102313,102514,102819,102913,103145,103252,103431,103715,103814,103859,104018,104218,104318,104352,104815,105132,105311,105907,110025,110237,110404,110658,110814,110909,111257
26,MZ3825-1,102040,102124,102229,102251,102313,102346,102409,102441,102525,102630,102713,102808,102956,103145,103442,103643,103910,104018,104229,104509,104615,104710,104826,105016,105121,105216,105653,105951,110131,110542,110658,110909,111257,111646,111731,111836,112419
27,MZ3987-1,103825,103921,104051,104135,104156,104245,104307,104403,104447,104553,104637,104743,104910,105100,105344,105525,105621,105715,105822,110025,110204,110248,110426,110604,110731,110836,111308,111614,111804,112040,112156,112324,112524,112746,112935,113029,113512
28,MW3215-1,104815,104837,105016,105049,105111,105154,105216,105248,105333,105441,105547,105715,105833,110002,110259,110437,110709,110804,110920,111214,111308,111352,111508,111657,111815,111900,112324,112630,112830,113113,113250,113501,113805,114121,114300,114439,114921
29,MZ4228-1,105715,105844,110025,110047,110131,110226,110248,110331,110415,110542,110637,110753,111004,111141,111541,111731,112007,112124,112346,112651,112746,112851,113051,113156,113323,113407,113849,114059,114311,114806,114943,115132,115513,115745,115916,120126,120610
30,MZ4072-2,,110626,110742,110814,110836,110909,110931,111015,111036,111152,111257,111352,111551,111708,112018,112124,112357,112441,112651,112957,113113,113156,113323,113450,113628,113700,114121,114311,114616,115217,115333,115524,115745,120137,120243,120359,120854
31,MZ3556-1,111614,111720,111900,111933,111955,112113,112134,112218,112240,112408,112503,112641,112851,113040,113429,113628,113849,114005,114132,114345,114428,114522,114638,114827,114943,115027,115451,115735,120021,120810,120938,121127,121432,121853,122020,122314,122726
32,MW5936-1,112335,112408,112546,112619,112641,112713,112746,112819,112913,113040,113124,113250,113440,113556,113900,114016,114238,114311,114450,114711,114806,114921,115121,115300,115429,115502,115927,120159,120443,121359,121515,121736,122103,122325,122443,122548,
33,MS5082-1,,113124,113312,113345,113407,113450,113545,113700,113733,113900,113943,114110,114332,114544,114838,115110,115344,115440,115735,120043,120137,120232,120504,120621,120748,120821,121254,121621,122009,122610,122737,122949,123222,123506,123635,123740,
34,MP5991-0,113816,113838,113954,114038,114059,114132,114205,114238,114322,114501,114555,114744,114954,115049,115408,115513,115735,115831,120032,120315,120410,120453,120715,120832,121000,121043,121515,122219,122516,123200,123317,123538,123635,124057,124214,124436,124837
35,MW5966-1,114249,114533,114711,114806,114827,114900,114921,115005,115038,115217,115300,115419,115702,115905,120148,120410,120643,120748,120916,121148,121254,121348,121515,121631,121747,121831,122252,122431,122737,123549,123646,123751,124035,124258,124414,124553,125132
36,MW5943-1,115143,115239,115355,115419,115440,115546,115607,115651,115745,115905,115959,120043,120243,120410,120726,120810,121032,121127,121359,121704,121820,121926,122136,122314,122454,122516,122949,123255,123444,124403,124520,124741,124943,125333,125438,125616,130240
37,MP5834-0,115311,120504,120621,120704,120737,120810,120832,120927,121000,121137,121243,121348,121653,121915,122125,122314,122537,122632,122821,123211,123306,123401,123602,123740,123940,124024,124436,124720,124921,125806,125922,130156,130441,130724,130830,130935,131621
