,Bus,C686,C656,C654,C653/2,C692,C689/1,T360,T376/2,T363/2,T306/1,T314/2,T311/1,T308/1,T300,T330/1,M172/16,M160/1,M144/2,M76/2,M84/1,M91,M14,M8/1,M1/12
0,MX4614-0,,075141,075247,075415,075509,075719,080011,080222,080456,080622,080738,080821,081021,081115,081158,081619,081735,082039,082249,082343,082533,082838,070105,083721
1,MX4041-0,,,,,,,,,,,,,,,,,,,,,070105,070234,070317,070507
2,MX3651-0,,,,,,,,,,,,,,,070105,070456,070611,070936,071157,071240,071428,071805,071910,072036
3,MX4604-0,,,,,,,070105,070128,070350,070456,070600,070644,070810,070853,070926,071344,071501,071805,072130,072215,072416,072742,072858,073035
4,MX4021-0,070105,070256,070350,070456,070655,070821,071113,071240,071501,071617,071711,071805,071920,072036,072130,072542,072659,073024,073308,073340,073445,073708,073846,074014
5,MX4598-0,070622,071041,071157,071312,071428,071606,071837,072004,072058,072204,072248,072342,072532,072615,072710,073129,073308,073635,073919,074057,074257,074602,074719,074858
6,MX4159-0,071815,072226,072332,072427,072626,072720,073035,073129,073340,073445,073540,073624,073740,073908,073951,074436,074602,074858,075214,075258,075520,075813,075928,080138
7,MX4338-0,072215,072427,072532,072637,072804,072941,073224,073319,073518,073602,073719,073751,073908,074014,074046,074457,074635,074858,075214,075404,075657,075813,075939,080200
8,MX4365-0,073518,073624,073730,073835,074035,074130,074447,074635,074858,074952,075046,075119,075236,075342,075415,075813,075950,080316,080539,080727,080916,081042,081158,081336
9,MX4383-0,073740,074151,074246,074340,074635,074741,075046,075225,075320,075425,075520,075614,075740,075856,075950,080350,080507,080738,081125,081314,081503,081934,082101,082227
10,MW5346-0,075719,075928,080033,080116,080305,080350,080716,080821,081053,081220,081336,081430,081557,081735,081818,082238,082354,082616,082848,083037,083258,083426,083532,083659
11,MX4458-0,075856,080316,080434,080539,080854,080916,081147,081242,081503,081608,081713,081756,081956,082039,082122,082533,082648,083015,083247,083319,083521,083837,083941,084108
12,MX4041-1,080843,081104,081147,081253,081441,081629,081912,082028,082249,082354,082438,082522,082638,082732,082804,083204,083308,083638,084003,084057,084256,084433,084538,101851
13,MX3651-1,081818,082050,082144,082227,082417,082638,082932,083026,083258,083354,083448,083532,083721,083804,083848,084245,084401,084653,084958,085156,085503,085850,090006,090205
14,MX4604-1,082101,082638,082742,082910,083059,083142,083510,083627,083848,084003,084119,084213,084350,084505,084549,084958,085135,085503,085723,085806,085923,090227,090437,090626
15,MX4021-1,083415,083826,083920,084035,084235,084328,084610,084821,085052,085156,085315,085409,085546,085701,085745,090227,090353,090553,090918,091055,091317,091750,091907,092108
16,MX4598-1,084151,084559,084704,084821,084925,085103,085409,085618,085723,085817,085933,090006,090205,090248,090321,090803,090929,091149,091456,091646,091907,092213,092340,092456
17,MX4159-1,085325,085546,085651,085745,090038,090259,090626,090814,090929,091045,091149,091223,091351,091528,091613,092057,092224,092612,092823,093010,093254,093703,093808,094007
18,MX4338-1,090111,090342,090437,090531,090803,091023,091317,091423,091656,091823,091928,092024,092151,092318,092402,092823,092949,093222,093547,093746,093945,094322,094438,094616
19,MX4365-1,090835,090940,091034,091139,091340,091528,091856,092024,092119,092234,092329,092351,092518,092633,092717,093126,093305,093631,093934,094123,094332,094731,094847,095024
20,MX1447-0,091635,091917,092013,092129,092351,092601,093000,093032,093148,093243,093338,093431,093609,093735,093819,094300,094427,094648,094930,095118,095416,095837,095953,100130
21,MX4383-1,092035,092256,092424,092540,092717,092823,093126,093233,093338,093431,093525,093631,093808,093902,093945,094406,094532,094847,095118,095320,095605,095859,100015,100204
22,MX4614-1,,092706,092812,092938,093054,093316,093609,093819,093913,094029,094144,094238,094449,094543,094626,095046,095203,095532,095721,095910,100238,100712,100840,101050
23,MX4458-1,093222,093442,093547,093725,093934,094050,094406,094543,094803,094908,095002,095046,095258,095405,095448,095910,100025,100322,100628,100712,100945,101344,101449,101554
24,MW5346-1,094029,094626,094742,094941,095203,095354,095710,095848,100109,100227,100343,100450,100639,100806,100912,101333,101500,101806,102145,102334,102650,103133,103253,103430
25,MX4551-0,095805,100004,100130,100216,100406,100512,100828,100956,101228,101355,101500,101606,101733,101902,101956,102407,102534,102817,103133,103325,103535,103933,104050,104239
26,MX3651-2,095805,100152,100249,100417,100649,100912,101155,101344,101449,101532,101628,101711,101840,101945,102007,102428,102556,103007,103325,103513,103755,104217,104333,104510
27,MX4604-2,101155,101521,101639,101744,101934,102156,102512,102650,102912,103007,103112,103231,103408,103513,103607,104006,104122,104438,104647,104835,104940,105257,105423,105539
28,MX4021-2,102312,102733,102851,102945,103220,103430,103755,103954,104101,104228,104333,104427,104615,104741,104835,105318,105456,105718,110024,110151,110529,111002,111139,111330
29,MX4598-2,103050,103452,103607,103755,103911,104028,104344,104521,104752,104907,105023,105138,105351,105456,105550,110024,110151,110340,110739,110824,111023,111434,111603,133701
30,MX4159-2,104028,104239,104333,104438,104658,104907,105257,105445,105718,105845,105950,110046,110213,110328,110413,110908,111045,111341,111719,111907,112213,112718,112846,115825
31,MX4338-2,104709,104929,105023,105213,105402,105539,105856,110024,110256,110413,110518,110634,110803,110918,111012,111445,111635,111950,112318,112507,112739,113106,113235,113350
32,MX4365-2,110035,110140,110234,110435,110656,110846,111203,111330,111551,111719,111834,111918,112057,112224,112307,112707,112846,113213,113455,113633,113926,114410,114537,114703
