,Bus,C669/2,C687,C675,C668,C678,C665,C663,C661,C659,C656,C654,C653/2,C692,C689/1,T360,T376/1,T363/1,T367,T365/2,T361,T325/2,T339/2,T311/2,T308/3,T300,T330/1,M172/3,M171/2,M134,M132/1,M129,M114,M113,M14,M12,M21/1,M95/3
0,MZ3987-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070108,070521
1,MZ4072-0,,,,,,,,,,,,,,,,,,,,,,,,,,070108,070122,070416,070510,070733,070859,071120,071236,071509,071720,071814,072131
2,MX1135-0,,084252,084422,084444,084506,084539,084601,084634,084728,,,,,070108,,,,,,,,,,,,,,,,,,,,,,,
3,MW3528-0,,,,,,,,,,,,,070108,070122,070405,070605,070711,070754,070943,071225,071309,071342,071425,071520,071625,071658,072121,072449,072544,072816,072911,073110,073215,073426,073542,073720,074154
4,MZ3559-0,070108,070859,071026,071059,071120,071153,071225,071309,071342,071458,071552,071647,071921,071943,072332,072449,072554,072638,072849,073121,073204,073259,073404,073520,073626,073731,074205,074522,074711,074935,075102,075303,075443,075704,075820,075947,080315
5,MW3343-0,070108,070205,070343,070437,070459,070543,070615,070649,070722,070838,070932,071059,071258,071414,071731,071921,072142,072215,072417,072710,072754,072827,072954,073110,073215,073259,073752,074110,074215,074449,074606,074839,074945,075156,075325,075432,075715
6,MZ3734-0,071458,071658,071814,071847,071910,071954,072015,072110,072131,072226,072343,072438,072649,072806,073037,073215,073331,073426,073615,073859,073954,074049,074248,074405,074533,074606,075040,075335,075443,075758,075936,080159,080315,080527,080654,080822,081210
7,MZ3740-0,072732,073005,073132,073204,073215,073310,073331,073404,073437,073604,073709,073814,074049,074121,074405,074616,074722,074744,074913,075156,075230,075314,075443,075526,075620,075715,080126,080411,080516,080716,080833,081021,081221,081526,081631,081842,082221
8,MZ3825-0,074037,074132,074248,074320,074343,074427,074449,074522,074555,074700,074806,074850,075113,075314,075620,075820,075925,075947,080115,080359,080433,080516,080632,080748,080916,081000,081453,081831,081958,082254,082349,082517,082623,082814,082932,083026,083354
9,MZ3956-0,075346,075443,075620,075715,075747,075820,075831,075914,075958,080115,080220,080326,080433,080610,080854,081021,081127,081221,081410,081704,081747,081831,081958,082137,082254,082349,082751,083059,083154,083416,083521,083638,083911,084052,084220,084252,084539
