,Bus,M1/12,M7/3,M271,M105,M272,M61/2,M73/1,M270/1,M153/2,M173/2,M172/14,T403,T402,T309,T313,T315,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C686
0,AA6760-0,,,,,,,,,,,,,,,,,,,,070103,070116,070447,070709,,071026,071132,071259
1,AA7712-0,,,,,,,,,,,,,,,070103,070116,070256,070351,070436,070604,070804,071143,071321,,071649,071805,071859
2,AA7708-0,,,,,,,,,,,,070103,070149,070307,070351,070425,070531,070731,070814,070836,070942,071238,071438,071700,071733,071849,071943
3,AA7559-0,,,,,,,,,070103,,,,,071132,,,071238,071332,071415,071522,071700,072038,072217,072532,,072649,072754
4,AA6942-0,,,,070103,070116,070436,070447,070531,070720,070814,071026,071605,071711,071805,,072005,072122,,,072354,072521,072849,,073227,073259,073415,073448
5,AA7749-0,070425,070636,070847,,,071121,071238,071415,,,072049,072616,072732,072943,,,073237,073342,,073520,073648,074003,074131,,074458,074614,074709
6,AA7764-0,070920,071510,071859,071921,072100,072322,072532,072638,073005,073111,073310,073847,074058,074142,074248,074353,074520,074614,074647,074720,074857,075319,075435,075636,075720,075837,075921
7,AA7539-0,072144,072405,072649,072805,072838,073154,073321,073426,073637,073720,073930,074458,074603,074709,074836,074919,075046,075152,075235,075308,075435,075837,080005,,080428,080547,080642
8,AA7931-0,073814,074142,074332,074415,074448,074814,075024,075141,075330,075541,075753,080311,080439,080558,080725,080832,081021,081137,081220,081303,081430,081807,082007,082335,082441,082609,082642
9,MX4535-0,073909,074941,075319,075424,075508,075720,075815,075910,080111,080217,080609,081126,081231,081357,081513,081608,081745,081945,082029,082113,082251,082558,082726,082958,083104,083220,083304
10,MX4021-0,,075614,075921,080016,080206,080406,080547,080652,080832,081010,081220,081745,081901,082029,082124,082229,082419,082547,082631,082715,082820,083147,083337,083609,083714,083830,083902
11,AA7712-1,081209,081347,081651,081745,081807,082018,082113,082219,082408,082514,082904,083409,083525,083609,083703,083757,083935,084029,084102,084229,084356,084712,084829,085031,085136,085620,085704
12,AA7708-1,081850,082007,082229,082240,082357,082642,082853,082947,083136,083304,083514,084007,084113,084207,084323,084356,084545,084744,084829,084913,085020,085315,085504,085726,085820,085925,085947
13,AA6760-1,,,,,,,,,,,,083231,083326,083514,083641,083736,083851,083956,084051,084218,084356,084701,084829,085125,085147,085304,085347
14,AA7559-1,,,,,083315,083619,083830,083902,084029,084207,,085009,085114,085304,,,085559,085747,085831,085915,090053,090411,090611,090716,090738,090855,091001
15,AA6942-1,083431,083714,083819,083841,083946,084250,084417,084501,084755,084957,085147,085642,085737,,090053,,090221,090337,090433,090517,090633,090950,091022,,,,091507
16,AA7749-1,084218,084555,084902,085009,085158,085358,085537,085642,,,,090716,090844,091055,091246,,091423,091540,091624,091718,091834,092140,092352,,092814,092930,093024
17,AA7764-1,,085842,090304,090337,090506,090716,090906,091011,091202,091423,091635,092224,092352,092509,092636,092752,092930,093214,093257,093351,093457,093846,094046,094140,094256,094351,094446
18,AA7539-1,090221,090348,090655,090738,090822,091044,091246,091351,091540,091657,092046,092636,092803,092930,093045,093203,093340,093457,093551,093719,093835,094202,094318,094551,094656,094847,094952
19,AA7450-0,090800,091307,091718,091813,091940,092213,092425,092520,092730,092857,093257,093824,093940,094057,094224,094318,094424,094612,094656,094825,095003,095319,095447,095635,095741,095857,095929
20,AA7931-1,092245,092531,092908,092951,093140,093351,093551,093752,093940,094118,094329,094908,095025,095141,095330,095447,095635,095741,095824,095940,100107,100435,100635,100814,100919,101013,101046
21,MX4535-1,,093203,093529,093614,093657,093929,094140,094246,094446,094540,094930,095447,095603,095751,095929,100035,100202,100307,100350,100519,100646,100952,101140,101445,101624,101751,101846
22,MX4021-1,,093730,093951,094013,094140,094424,094540,094634,094825,094930,095141,095635,095741,095918,100003,100057,100223,100339,100425,100530,100646,101003,101151,101456,101624,101802,101857
23,AA6760-2,,,095035,095235,095341,095646,095857,100118,100256,100425,100825,101340,101507,101646,101835,101918,102119,102330,102414,102552,102658,102952,103057,,103424,103540,103624
24,AA7712-2,,095319,095657,095835,095940,100234,100435,100541,100740,101003,101213,101718,101824,101929,102057,102152,102319,102414,102457,102603,102730,103035,103225,,103540,103813,103846
25,AA7393-0,095352,100350,100635,100729,100825,101151,101402,101507,101718,101846,102235,102814,102919,103057,103214,103308,103424,103635,103730,103857,104014,104257,104520,104741,104919,105035,105130
26,AA7708-2,,100857,101151,101246,101445,101708,101813,102025,102203,102436,102647,103214,103319,103424,103551,103657,103813,104025,104108,104236,104352,104647,104752,104952,105130,105235,105318
27,AA7559-2,101518,102057,102341,102457,102541,102814,102941,103151,103413,103657,,104458,104614,104835,105013,105024,105152,105340,105413,105550,105657,110046,110202,110416,110511,110607,110725
28,AA6942-2,102425,103235,103519,103540,103602,103951,104108,104214,,,104930,105456,105603,105752,105857,110014,110141,110246,110329,110405,110511,110831,110948,111127,111305,111410,111454
29,MW3528-0,103613,104119,104330,104414,104614,105013,105235,105340,105529,105741,105951,110523,110640,110747,110915,111010,111127,111232,111316,111421,111538,111854,112021,112326,112432,112559,112631
30,AA7764-2,103846,105256,105603,105635,105835,110213,110416,110607,110758,111021,111410,111948,112115,112304,112453,112621,112747,112915,112959,113115,113220,113547,113704,113957,114113,114230,114313
31,AA7749-2,,,110354,110500,110651,111105,111210,111359,,111821,,112809,112915,113158,113358,113420,113704,113820,113925,114030,114157,114524,114651,114902,115008,115124,115220
32,AA7450-1,110618,111305,111643,111832,111915,112315,112515,112610,112820,113031,113420,113841,114030,114230,114440,114535,114735,114924,115019,115146,115252,115558,115715,115853,115948,120106,120149
33,MX4535-2,110937,114946,115358,115525,115653,120117,120328,120539,120717,121002,121413,122100,122216,122417,122535,122702,122903,123042,123126,123253,123420,123759,123926,124149,124318,124447,124542
34,AA7539-2,,,112926,113042,113242,113514,113642,113747,114008,114313,114735,115409,115536,115759,115948,120022,120200,120422,120517,120644,120845,121224,121351,121731,121847,121953,122027
35,AA7931-2,113453,114008,114251,114324,114451,114902,115019,115220,115441,115726,120149,120824,121002,121202,121351,121456,121658,121909,122004,122132,122300,122618,122746,123021,123126,123253,123325
36,AA7393-1,,115621,120011,120149,120233,120528,120728,120929,121235,121434,121814,122502,122629,122757,122937,123031,123209,123420,123453,123536,123653,123948,124149,124307,124414,124531,124626
37,MX4021-2,115904,120255,120539,120706,120750,121129,121307,121423,121625,121825,122227,122713,122830,123021,123159,123242,123409,123609,123642,123726,123853,124233,124425,124648,124754,124911,124944
38,AA6760-3,120824,121140,121529,121551,121636,122027,122249,122451,122735,,123503,124127,124350,124648,124742,124901,125145,125301,125356,125512,125652,130041,130157,130422,130444,130601,130634
39,AA7712-3,121625,122016,122249,122429,122524,122852,123021,123126,123409,123653,123904,124458,124637,124816,124944,125101,125323,125501,125545,125702,125819,130136,130314,130444,130528,130656,130739
40,AA7708-3,122618,122948,123325,123453,123525,123937,124149,124256,124458,124710,125134,125735,125840,130019,130147,130314,130517,130634,130718,130825,130931,131332,131438,,,131900,131932
41,AA7559-3,123314,123948,124211,124350,124531,124838,124944,125039,125251,,,,,,,,,,,,,,,,132419,133018,153534
42,AA6942-3,124403,,,,,125935,130103,130230,,,131026,131554,,,,,132313,132430,132525,132652,132808,133051,,,133703,133747,133831
43,AA7749-3,125619,,130314,130410,130506,,130953,131238,131344,131649,132027,132558,132714,133029,133146,133335,133609,133736,133842,133958,134104,134619,,,,135241,135346
