,Bus,C686,C656,C654,C653/2,C692,C689/1,T360,T376/2,T363/2,T306/1,T314/2,T311/1,T308/1,T300,T330/1,M172/16,M160/1,M144/2,M76/2,M84/1,M91,M14,M8/1,M1/12
0,MX4598-0,,,,,,,,,,,,,,,,,,,,070104,070201,070519,070647,070838
1,AA7749-0,,,,,,,,,,,,070104,,070256,070318,070753,070911,,071414,,071816,,072302,072452
2,AA7931-0,,,,,,070104,070148,070318,070541,070658,070816,070911,071050,071145,071213,071625,071753,072100,072346,072535,072735,073211,073317,073456
3,MX4338-0,,,,,070104,070127,070413,070519,070603,070709,070816,070849,071039,071123,071213,071603,071709,072017,072408,072546,072745,073158,073328,073518
4,MX4021-0,070413,070816,070922,071050,071319,071424,071709,071816,072039,072144,072251,072346,072513,072619,072702,073112,073255,073636,073907,074057,074319,074603,074719,074952
5,MX4383-0,070625,071352,071508,071647,071921,072017,072408,072535,072640,072756,072912,073007,073158,073244,073317,073741,073907,074247,074457,074824,075308,075742,075909,080026
6,AA7699-0,072546,072702,072818,072923,073255,073412,073730,073846,074108,074225,074330,074436,074657,074803,074857,075308,075436,075742,080217,,,,,
7,MX4365-0,072839,072934,073050,073134,073445,073540,073835,074024,074130,074247,074352,074447,074603,074741,074835,075257,075414,075720,080026,080405,080710,081209,081325,081503
8,MS1935-0,072912,073401,073518,073636,073918,074046,074352,074624,074908,075003,075119,075225,075414,075519,075552,080004,080131,080354,080743,080900,081242,081620,081759,082010
9,MX3783-0,074719,074803,074919,075046,075203,075447,075731,075836,080109,080227,080332,080449,080648,080753,080900,081325,081452,081759,082116,082255,082520,082827,083015,083250
10,AA7539-0,074719,075152,075236,075330,075552,075720,080015,080217,080322,080416,080511,080554,080753,080900,080943,081347,081525,081854,082116,082306,082659,082910,083015,083312
11,MX4598-1,081336,081420,081536,081620,081843,082032,082255,082425,082520,082626,082743,082910,083037,083155,083217,083641,083811,084329,084731,084847,085259,085743,085920,090058
12,AA7749-1,082010,082105,082200,,082604,082921,083120,083228,083501,083556,083726,083821,084011,084201,084256,084742,084836,,,085542,085909,090004,090508,090719
13,MX4614-0,082436,082520,082615,082648,082805,082932,083217,083417,083512,083641,083737,083854,084044,084223,084307,084709,084858,085142,085426,085553,085942,090425,090552,090741
14,AA7931-1,083417,083556,083726,083832,084022,084307,084604,084637,084920,085026,085131,085215,085415,085531,085616,090036,090152,090519,090859,091110,091452,092011,092201,092425
15,MX4338-1,084044,084139,084234,084414,084531,084647,084942,085026,085259,085437,085531,085616,085804,085848,085942,090352,090508,090730,091059,091252,091654,092212,092329,092531
16,AA6760-0,084847,084920,085026,085204,085448,085509,085815,090025,090258,090403,090457,090603,090816,090910,090954,091419,091600,,092234,092436,092732,093143,093257,093530
17,MX4021-1,085142,085509,085627,085732,090004,090214,090519,090636,090859,091037,091144,091303,091452,091621,091716,092212,092403,092626,093015,093212,093519,094251,094441,094703
