,Bus,C659,C656,C654,C653/2,C692,C689/1,T355/2,T360,T376/1,T363/1,T374,T406,T345/1,T322,T342,T409,T368,T324/2,T327,T326/2,T337,T334,T430,M177,M198/1,M183/2,M140/1,M137/2,M132/1,M200,M201,M121,M119,M113,M94,M95/3
0,MX1708-0,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,-1,-1,2,1,1,-1,-1
1,MX4068-0,,,,,,,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,-1,2,2,1,-1,-1
2,MX1545-0,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,-1,1,1,2,1,1,1,5,-1,4,4,1,-1,-1
3,MS2365-0,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,-1,5,2,2,-1,-1
4,MX1582-0,-1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,2,-1,1,1,2,1,1,1,-1,-1,5,1,1,-1,-1
5,MX1614-0,1,1,1,2,1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,4,-1,2,3,1,-1,-1
6,MX1698-0,,1,1,1,2,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,-1,3,2,1,-1,-1
7,MX1708-1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,-1,-1,1,1,1,1,1,2,1,1,1,-1,-1,3,1,1,-1,-1
8,MX4068-1,1,1,1,2,1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,-1,1,-1,4,1,1,1,-1,-1,4,2,2,-1,-1
9,MX1545-1,-1,1,1,1,1,1,1,1,2,-1,1,1,-1,-1,-1,1,1,1,-1,1,1,1,1,-1,-1,2,1,1,1,-1,-1,3,3,1,-1,-1
10,MS2365-1,3,1,1,1,1,1,1,1,2,-1,1,1,-1,-1,-1,1,1,1,1,-1,1,1,-1,-1,1,2,1,1,1,4,-1,4,3,1,-1,-1
11,MX1582-1,-1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,-1,1,1,-1,-1,3,1,1,1,1,5,-1,5,3,1,-1,-1
12,MX1614-1,1,1,1,1,4,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,4,-1,2,3,1,-1,-1
13,MX1698-1,,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,-1,-1,1,1,-1,1,-1,1,1,1,2,5,-1,3,3,1,-1,-1
14,MS1935-0,-1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,-1,1,2,-1,1,2,1,1,1,1,5,-1,4,,1,-1,-1
15,MX4068-2,,,,1,5,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,3,-1,1,1,1,1,1,4,5,-1,-1,2,1,-1,-1
16,MX1708-2,-1,1,1,1,5,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,-1,4,1,1,1,1,4,-1,2,2,1,-1,-1
17,MX1545-2,-1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,-1,-1,1,1,-1,1,1,1,1,1,1,4,-1,4,2,1,-1,-1
