,Bus,C686,C656,C654,C653/2,C692,C689/1,T360,T376/2,T363/2,T306/1,T314/2,T311/1,T308/1,T300,T330/1,M172/16,M160/1,M144/2,M76/2,M84/1,M91,M14,M8/1,M1/12
0,MX4614-0,,,,,,,,,,,,,,,,,070108,070143,070426,070626,070815,071153,071353,071520
1,MX3651-0,,,,,,,,,,,,070108,070215,070320,070415,070826,070953,071342,071625,071752,072048,072404,072520,072636
2,MX3783-0,,,,,,,070108,070226,070320,070426,070532,070615,070742,070826,070859,071320,071425,071752,072131,072215,072415,072647,072846,073037
3,MX4021-0,070648,070753,070932,071048,071259,071404,071731,071921,072026,072142,072248,072343,072510,072604,072636,073110,073226,073437,073709,073859,074259,074555,074711,074900
4,MX4041-0,071004,071109,071204,071309,071436,071531,071803,071921,072142,072237,072353,072426,072542,072709,072752,073216,073332,073625,073846,074048,074310,074606,074711,074900
5,MX4159-0,071541,071731,071825,071910,072048,072153,072448,072636,072741,072836,072932,072954,073121,073216,073310,073741,073910,074248,074500,074638,074900,075155,075311,075617
6,MX4338-0,,,072615,072731,072921,073143,073459,073625,073910,073954,074121,074204,074331,074511,074606,075016,075144,075511,075805,080004,080120,080552,080730,080943
7,MX4365-0,072932,073121,073237,073343,073542,073658,074015,074226,074449,074544,074700,074722,074827,074933,075005,075416,075554,075921,080142,080341,080519,080836,080954,081142
8,MX4383-0,,,074700,074755,075111,075301,075617,075816,080058,080214,080330,080435,080603,080741,080846,081330,081457,081751,082057,082256,082518,082954,083121,083415
9,MX4535-0,075005,075438,075533,075628,075816,075943,080257,080424,080657,080741,080846,080943,081121,081204,081247,081657,081812,082014,082256,082434,082656,083004,083143,083427
10,MX4458-0,075500,080015,080109,080225,080341,080457,080803,080846,081059,081204,081258,081341,081457,081551,081635,082035,082202,082413,082645,082836,083059,083332,083459,083638
11,MX4614-1,080635,080824,080921,081059,081236,081403,081740,081845,082057,082224,082329,082424,082623,082708,082741,083259,083427,083838,084209,084359,084708,085205,085405,085555
12,MX3651-1,081646,081918,082035,082119,082318,082424,082730,082825,082932,083048,083132,083248,083427,083554,083638,084041,084209,084444,084803,084953,085120,085555,085711,085849
13,MX3783-1,082708,082846,082943,083026,083204,083332,083649,083827,084103,084158,084336,084411,084551,084657,084730,085142,085311,085521,085744,085922,090322,090753,090932,091111
14,MX4021-1,084336,084455,084551,084730,084931,085109,085405,085617,085733,085849,085955,090050,090228,090344,090427,090838,091005,091154,091439,091630,091903,092314,092430,092607
15,MX4041-1,084931,085026,085120,085205,085343,085606,085933,090028,090300,090406,090500,090605,090732,090848,090943,091428,091557,091957,092252,092440,092735,093135,093324,093501
16,MX4159-1,085405,085511,085617,085700,085922,090101,090417,090616,090900,091005,091100,091227,091356,091512,091608,092019,092135,092408,092651,092818,093125,093618,093735,093925
17,MX4338-1,,,090228,090333,090532,090732,091100,091216,091334,091501,091557,091703,091852,092019,092124,092607,092746,093019,093407,093556,093807,094240,094440,094629
18,MX4365-1,090543,091250,091356,091501,091630,091808,092124,092219,092324,092419,092513,092607,092735,092851,092936,093356,093523,093829,094135,094335,094651,095124,095241,095410
19,MX4383-1,092925,093008,093113,093208,093429,093618,093957,094113,094346,094502,094607,094713,094913,095008,095041,095505,095633,095917,100255,100446,100803,101257,101447,101647
20,MX4535-1,092947,,,,,,,,,,,,,094557,094618,095041,095157,095505,095855,095928,100255,100835,101002,101141
21,MX4458-1,093829,094207,094324,094440,094640,094808,095124,095219,095454,095611,095717,095822,095949,100106,100200,100613,100751,100941,101225,101414,,102133,102300,102542
22,MX4614-2,095219,095432,095527,095728,095938,100055,100518,100718,100941,101108,101236,101341,101520,101614,101709,102154,102343,102615,102932,103132,103404,103825,104005,104204
