,Bus,M95/3,M22,M10/2,M16/1,M109,M112,M127,M125,M143,M170/1,M172/15,T403,T402,T309,T368,T324/2,T347,T364/2,T366,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C660,C662,C664,C666,C677,C667,C676,C680,C669/1
0,MZ3734-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-1,-1,-1,-1,-1,-1,-1
1,MZ3740-0,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1
2,MZ3825-0,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,4,1,1,1,1,-1,-1,-1,-1,-1,1,-1,-1,-1
3,MZ3987-0,,,,,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,-1,-1,-1,-1
4,MW3215-0,,1,1,1,1,2,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
5,MZ4228-0,-1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,-1,-1,-1
6,MS5082-0,-1,1,1,2,1,3,3,1,1,-1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,4,1,2,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1
7,MZ4072-0,-1,3,1,2,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8,MW5936-0,-1,2,1,4,1,3,2,1,1,-1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,-1,-1,-1,-1
9,MZ3556-0,-1,1,2,3,2,3,1,2,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,-1,-1,-1
10,MW5966-0,-1,2,2,4,2,2,3,1,1,-1,1,1,-1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1
11,MZ3956-0,-1,1,1,1,1,4,2,1,1,-1,1,1,-1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,-1,-1,-1,-1
12,MW5898-0,,1,3,2,1,5,4,1,1,-1,1,1,-1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,1,5,-1,1,-1,-1,-1,-1,-1,-1,-1
13,MW5943-0,-1,3,5,3,3,2,4,3,2,-1,1,1,-1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,-1,-1,-1,-1
14,MX1084-0,,-1,4,2,3,2,4,1,2,-1,1,1,-1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
15,MW3116-0,-1,-1,3,2,3,3,4,1,2,-1,1,1,-1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1
16,MX1213-0,,1,4,4,3,2,3,1,2,-1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1
17,MZ3559-0,-1,1,4,3,4,2,4,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,1,-1,-1,-1
18,MZ3734-1,-1,1,3,3,3,3,2,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,-1,-1,1,1,1,1,1,-1,-1,-1
19,MZ3740-1,-1,1,1,2,5,2,2,2,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,-1,-1,1,1,1,1,1,-1,-1,-1
20,MZ3825-1,-1,1,1,4,4,2,3,3,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,4,1,1,-1,-1,-1,-1,-1,-1
21,MZ3987-1,-1,1,1,2,1,2,1,4,4,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,-1,-1,-1,1,1,1,1,-1,-1,-1
22,MZ4228-1,-1,2,2,3,1,1,1,4,4,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,-1,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
23,MW3215-1,-1,2,2,3,1,2,1,3,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,1,-1,-1,-1
24,MP5834-0,-1,-1,1,3,2,1,1,4,3,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,-1,1,1,1,1,-1,-1,-1,-1
25,MZ4072-1,-1,1,1,3,1,1,1,4,4,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,-1,-1,-1,1,1,1,1,-1,-1,-1
26,MZ3556-1,-1,1,1,1,1,2,2,5,4,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,3,1,-1,1,-1,1,1,1,1,1,1,-1,-1,-1
27,MW5936-1,,1,1,4,1,1,1,4,2,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,-1,-1,1,1,1,1,-1,-1,-1
28,MP5991-0,-1,3,2,3,2,1,1,3,3,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,1,1,1,1,-1,-1,
29,MS5082-1,,1,2,1,1,1,4,3,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
30,MP5823-0,-1,1,2,4,1,1,4,4,4,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,-1,-1
31,MW5966-1,-1,1,2,4,1,1,3,4,3,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,-1,-1,-1
32,MW5943-1,-1,1,1,2,2,1,3,4,2,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
33,MZ3956-1,-1,1,1,2,1,2,4,2,3,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
34,MW5898-1,,-1,1,1,1,1,4,2,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1
35,MX1213-1,,1,1,2,2,2,1,1,2,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,3,1,1,1,1,-1,-1,-1
36,MX1084-1,,1,1,3,2,1,1,1,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,1,1,1,-1,-1,-1
37,MW3116-1,-1,2,1,4,1,1,1,1,4,-1,1,1,-1,1,1,1,1,1,1,1,-1,1,1,1,2,1,1,1,-1,-1,-1,1,1,1,1,-1,-1,-1
38,MZ3559-1,-1,1,1,1,1,1,1,2,3,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,-1,-1,1,1,1,1,1,-1,-1,-1
39,MZ3734-2,-1,1,1,3,2,2,1,2,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,-1,-1,-1,-1
40,MZ3740-2,-1,1,2,3,1,1,1,2,3,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,-1,-1,-1,-1
41,MZ3825-2,-1,1,1,1,1,1,1,3,4,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,2,1,1,-1,-1,1,1,1,1,1,-1,-1,-1
42,MZ3987-2,-1,-1,2,3,3,1,1,4,3,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,1,1,1,1,-1,-1,-1
43,MW3215-2,-1,-1,1,3,2,1,2,4,5,-1,1,1,-1,1,1,1,1,1,1,2,-1,1,1,1,4,1,1,1,-1,-1,1,1,1,1,1,-1,-1,-1
44,MZ4228-2,-1,1,2,3,1,1,1,3,4,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
45,MZ4072-2,,1,1,2,2,1,1,4,4,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,-1,-1,-1
46,MZ3556-2,-1,1,2,3,1,1,2,3,3,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,-1,-1
47,MZ3956-2,-1,1,1,3,1,1,2,5,5,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
48,MW5898-2,-1,1,1,1,1,1,2,4,4,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,5,5,5,1,-1,-1,-1
49,MZ3559-2,-1,1,2,2,1,1,4,1,2,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,-1,1,1,1,1,1,-1,-1,-1
50,MZ3734-3,-1,2,1,3,2,3,4,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-1,1,-1,-1,-1,1,-1,-1,-1
51,MZ3740-3,-1,3,1,2,1,2,4,3,2,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
52,MX1213-2,-1,1,1,2,1,1,4,3,3,-1,1,1,-1,2,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,-1,1,-1,-1,-1,1,-1,-1,-1
53,MZ3825-3,-1,1,1,1,1,1,4,1,4,-1,1,1,-1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,-1,-1,-1,1,1,1,1,-1,-1,-1
54,MZ3987-3,-1,-1,1,2,1,1,4,2,2,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1
55,MW3215-3,-1,1,1,3,1,1,4,2,1,-1,1,1,-1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1
56,MS2259-0,-1,1,1,3,,1,4,,3,,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,4,1,,1,-1,-1,1,1,1,1,-1,-1,-1,-1
57,MZ4228-3,-1,1,1,2,1,1,4,2,3,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,1,1,-1,-1,-1
58,MZ4072-3,-1,1,3,4,1,2,4,1,2,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1
59,MR8462-0,-1,1,2,2,2,2,4,2,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,4,1,1,1,1,1,-1,-1,-1
60,MZ3556-3,-1,1,3,1,2,2,4,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,-1,1,1,1,1,1,,,
61,MW5936-2,-1,3,1,4,1,2,4,1,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
62,MZ3956-3,,1,1,3,1,1,4,2,3,-1,1,1,-1,1,1,1,1,1,1,1,,1,1,1,1,1,,1,1,1,1,1,1,1,1,-1,-1,-1
63,MW5943-2,-1,-1,2,4,1,1,1,1,3,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,,,,,,,,,,,
64,MW5966-2,-1,2,1,2,2,2,5,1,2,-1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1
65,MX1084-2,,1,1,4,2,3,4,1,4,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,-1,-1,-1
66,MW5898-3,-1,3,1,1,1,1,3,2,3,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,5,1,1,1,1,-1,-1,-1
67,MW3116-2,-1,1,3,1,1,,1,1,4,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,
68,MS5082-2,-1,4,2,1,1,2,1,2,4,-1,1,1,-1,1,1,1,3,1,1,,,,,,,,,,,,,,,,,,,
69,MZ3559-3,-1,2,2,2,2,1,2,2,3,-1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
70,MZ3734-4,-1,3,2,3,1,1,2,3,2,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,MZ3740-4,-1,-1,2,4,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,MZ3825-4,-1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,MX1213-3,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
