,Bus,C690/1,C689/2,T360,T378,T397,T395,T366,T374,T406,T345/1,T317,M206/2,M216,M207,M63,M67,M65,M93
0,MW4781-0,,,,,,,,,,,,,,,,,070109,070450
1,AA7536-0,,,,,,070109,070237,070332,070418,,071208,,,073136,073251,073345,073502,073957
2,AA7246-0,,070109,070353,070546,070725,070758,070914,071030,071113,071609,071935,073052,073230,073502,073618,073724,073819,074536
3,MW4619-0,,071113,071431,071536,071641,071746,071840,071935,072009,072441,072736,073935,074241,074608,074725,074757,074924,075652
4,AA7637-0,072031,072302,072536,072758,072914,072947,073114,073157,073240,073702,073841,075113,075545,080009,080116,080254,080421,081013
5,MW4705-0,073103,073345,073746,073830,073946,074041,074230,074336,074419,075018,075229,080737,081035,081248,081403,081542,081650,082217
6,AA6952-0,073640,074208,074557,074851,074946,075040,075124,075240,075345,,080159,,081712,081851,,082039,082145,082627
7,AA69-59-0,,075229,075545,075630,075747,075831,075958,080127,080159,080643,080951,082156,082355,082616,082733,082805,,
8,AA74-39-0,,,080443,080632,080748,080855,081013,081140,081248,081840,082145,,,,,,,
9,AA7286-0,080726,,081237,081447,081553,081627,081807,081945,082029,082638,082827,,,,,,,
10,AA7706-0,081342,081734,082029,082228,082344,082428,082533,082638,082733,,,,,,,,,
11,MW4781-1,082333,082355,082711,,,,,,,,,,,,,,,
