,Bus,M95/3,M22,M10/2,M16/1,M109,M112,M127,M125,M136/2,M139/2,M184,M188,M203/2,M182/1,T431,T335/2,T338,T326/3,T332/2,T325/3,T339/4,T408/1,T343,T316,T354/2,T345/5,T344,T356/1,T358,T373/2,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C686,C656,C654/3,C653/2,C692,C689/1,T355/2,T360,T376/1,T363/1,T374,T406,T345/1,T322,T342,T409,T368,T324/2,T327,T326/2,T337,T334,T430,M177,M198/1,M183/2,M140/1,M137/2,M132/1,M200,M201,M121,M119,M113,M94,M95/3
0,MW2390-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070104,070128,070606,070817,071007,071051,071207,071251,071335,071418,071513,071630,071841,071936,072019
1,MS1695-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070104,070259,070355,070438,070522,071051,071251,071451,071546,071641,071725,071830,071925,072019,072052,072157,072653,072905,073021,073200,073308,073341,073425,073520,073625,073753,073942,074038,074121
2,MW2780-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070104,070259,070427,070555,070839,070945,071029,071112,071218,071302,071714,071914,072052,072219,072303,072409,072525,072620,072726,072821,072916,073414,073720,073858,074038,074143,074355,074500,074606,074745,074818,074958,075115,075233
3,MS2259-0,,,,,,,,,,,,,,,,,,,,,,,,,,070104,070143,070215,070416,070511,070544,070617,070650,070712,070817,071156,,,071546,071725,071819,072041,,072737,,,,,,,,,,074807,075020,075115,075222,075317,075507,075529,075636,075742,075920,080417,080734,080903,081042,081136,081231,081453,,,081906,082259,082321,082511
4,MS1935-0,,,,,,,,,,,,,070104,070143,070533,070701,070755,070956,071018,071156,071240,071418,071641,071914,071958,072219,072358,072442,072642,072726,072821,072916,072937,072959,073116,073509,073658,073858,074004,074111,074155,074322,074449,074807,075042,075200,075456,075551,075636,075731,075815,075931,080417,080701,080903,081019,081147,081242,081432,081526,081705,,082003,082511,082807,083135,083253,083421,083644,083939,084055,084234,084307,084521,084734,085020
5,MW3053-0,070104,070310,070522,070723,070901,071145,071251,071408,071513,071546,071703,071747,071936,072241,072620,072726,072810,072916,072959,073116,073149,073330,073542,073753,073836,074016,074143,074249,074438,074533,074617,074745,074807,074841,074958,075328,075518,075804,075859,080015,080048,080215,080344,081115,081348,081537,081906,082036,082226,082321,082438,082522,083008,083242,083454,083611,083738,083833,084023,084150,084256,084403,084554,085104,085401,085550,085803,085919,090120,090352,090509,090627,090756,091052,091231,091432
6,MS2365-0,,072019,072252,072525,072642,072937,073032,073149,073330,073403,073553,073636,073815,074132,074522,074700,074745,074852,075031,075126,075149,075339,075529,075742,075837,080026,080143,080226,080501,080555,080639,080745,080830,080913,081031,081420,081705,081844,081939,082058,082152,082321,082427,082555,082829,082924,083242,083359,083432,083516,083622,083705,084415,084627,084807,084936,085042,085148,085306,085434,085614,085730,085857,090403,090638,090914,091052,091220,091348,091549,091655,091812,091939,092203,092342,092521
7,MW2390-1,073847,074216,074511,074807,075042,075423,075658,075826,080110,080154,080355,080439,080555,080913,081304,081420,081453,081559,081632,081800,081844,082036,082248,082449,082555,082735,082924,083019,083146,083253,083359,083538,083622,083644,083811,084118,084351,084521,084616,084723,084807,084958,085042,085423,085603,085719,085941,090058,090225,090309,090414,090448,090936,091209,091410,091549,091655,091801,091917,092025,092142,092225,092415,092903,093128,093309,093425,093542,093649,093829,093935,094041,094219,094347,094538,094705
8,MW2856-0,,075603,075815,080110,080333,080628,080830,080924,081042,081136,081315,081359,081526,081855,082237,082416,082449,082617,082735,082902,082946,083231,083421,083655,083800,083950,084139,084212,084426,084521,084745,084947,085009,085042,085148,085529,085719,085908,090003,090120,090152,090331,090437,090745,090925,091041,091326,091443,091622,091856,092025,092108,092711,092948,093151,093331,093425,093509,093627,093745,093840,093924,094125,094632,094938,095214,095404,095510,095639,095745,095851,095957,100124,100336,100452,100928
9,MW2780-1,,083040,083410,083600,083811,084055,084351,084543,084710,084807,085009,085115,085222,085614,085952,090120,090214,090331,090437,090616,090700,090903,091136,091337,091432,091633,091750,091823,092003,092047,092152,092225,092247,092415,092616,092948,093117,093236,093342,093509,093531,093734,093850,094008,094241,094432,094800,094905,095056,095203,095309,095353,095902,100157,100357,100514,100620,100749,100916,101022,101139,101236,101404,101851,102147,102359,102515,102704,102833,102949,103055,103222,103412,103723,103923,104208
