,Bus,C659,C656,C654,C653/2,C692,C689/1,T355/2,T360,T376/1,T363/1,T374,T406,T345/1,T322,T342,T409,T368,T324/2,T327,T326/2,T337,T334,T430,M177,M198/1,M183/2,M140/1,M137/2,M132/1,M200,M201,M121,M119,M113,M94,M95/3
0,MS1953-0,,,,,,,,,,,,,,,,,,,,,,,070117,070501,070732,070953,071133,071239,071427,071532,071637,071804,071837,072038,072143,072300
1,MW3278-0,,,,,,,070117,070131,070249,070354,070428,070501,070953,071155,071355,071521,071637,071732,071859,071953,072122,072205,072332,072838,073110,073234,073528,073658,073752,073953,074111,074250,074417,074650,074806,075239
2,MX1545-0,070826,071026,071144,071300,071532,071648,071953,072122,072310,072427,072533,072616,073121,073413,073614,073741,073909,074015,074156,074323,074429,074545,074712,075322,075628,080049,080143,080406,080500,080653,080842,081307,081847,082058,082153,082544
3,MS2365-0,073016,073037,073121,073234,073402,073647,074100,074228,074429,074524,074629,074733,075250,075545,075850,080027,080216,080332,080534,080631,080820,080915,081115,081636,082003,082237,082427,082617,082735,082937,083115,083330,083628,083807,083937,084317
4,MP6360-0,074429,075112,075155,075301,075501,075701,080027,080122,080227,080449,080620,080703,081307,081539,081741,081931,082248,082354,082533,082701,082904,082959,083203,083712,084010,084128,084255,084426,084722,084934,085051,085208,085336,085514,085703,090255
5,MP6422-0,080852,081350,081456,081550,081719,081908,082237,082354,082617,082725,082841,082937,083628,083904,084128,084330,084605,084711,084850,085018,085336,085502,085630,091036,091333,091725,091852,092043,092223,092457,092613,092751,092941,093204,093331,093531
6,MX4068-0,,082449,082606,082712,082937,083203,083555,083712,083840,084106,084223,084306,085146,085514,085736,085852,090012,090150,090328,090436,090552,090709,090836,091524,091831,092138,092256,092402,092656,092836,092941,093108,093309,093615,093731,093931
7,MS1935-0,083115,084201,084306,084437,,084839,085135,085241,085419,085535,085641,085736,090625,090941,091227,091344,091620,091725,091926,092032,092138,092245,092413,093025,093825,094046,094236,094403,094541,094636,094858,095014,095141,095308,095507,095646
8,MS1953-1,090647,090847,090930,091014,091204,091322,091703,091758,091831,091926,092021,092105,092656,092919,093119,093215,093320,093415,093531,093626,093804,093836,094003,094636,095014,095214,095340,095507,095856,100035,100141,100246,100424,100624,100940,101107
9,MW3278-1,094552,094603,094658,094803,095025,095152,095445,095602,095813,100035,100141,100213,100919,101320,101553,101709,101847,102003,102119,102235,102340,102424,102541,103024,103256,103434,103614,103751,103857,104046,104151,104446,104602,104858,105025,105152
