,Bus,C659,C656,C654,C653/2,C692,C689/1,T355/2,T360,T376/1,T363/1,T374,T406,T345/1,T322,T342,T409,T368,T324/2,T327,T326/2,T337,T334,T430,M177,M198/1,M183/2,M140/1,M137/2,M132/1,M200,M201,M121,M119,M113,M94,M95/3
0,MS1953-0,,,,,,,,,,,,,,,,,,,,070103,070135,070218,070333,070856,071158,071441,071557,071650,071816,071859,071942,072108,072234,072515,072630,072734
1,MS1044-0,071326,071524,071639,071744,072014,072047,072349,072442,072651,072756,072840,072934,073343,073541,073739,073854,074031,074136,074251,074356,074451,074523,074628,075138,075419,075608,075744,075838,075921,080027,080131,080203,080257,080446,080550,080654
2,MS1935-0,075430,075608,075712,075849,080048,080225,080435,080528,080622,080716,080759,080832,081229,081427,081615,081730,081845,081939,082043,082137,082231,082314,082408,082859,083118,083318,083445,083600,083621,083715,083830,083913,083956,084144,,084403
3,MS1903-0,081928,082126,082220,082303,082502,082650,082920,083014,083213,083318,083402,083455,083924,084216,084414,084540,084706,084800,084927,085021,085115,085210,085326,085805,090025,090244,090410,090525,090713,090756,090923,091027,091132,091413,091528,091705
4,MS1953-1,084949,085816,085920,090003,090223,090306,090651,090745,090840,091100,091143,091226,091633,091831,092101,092155,092321,092405,092553,092657,092834,092917,093032,093544,093846,094035,094201,094316,094411,094516,094642,094757,094923,095038,095154,095330
5,MS1044-1,093000,093115,093230,093345,093522,093605,093919,094013,094129,094233,094316,094411,094945,095154,095403,095507,095603,095645,095801,095905,095948,100031,100207,100657,100939,101138,101254,101409,101607,101651,101755,101849,102015,102245,102432,102537
6,MS1935-1,101358,101607,101651,101755,101900,101953,102328,102432,102609,102713,102756,102851,103435,103635,103855,103949,104157,104240,104407,104450,104544,104627,104731,105209,105429,105632,105800,105948,110126,110209,110346,110440,110556,110755,110859,111036
7,MS1903-1,105557,105843,105926,110021,110148,110346,110701,110805,110910,111130,111213,111246,111718,111927,112104,112147,112302,112345,112511,112546,112640,112734,112839,113330,113600,113831,114030,114123,114322,114437,114552,114657,114824,114940,115044,115159
8,MP6025-0,,112744,112900,113005,113203,113308,113705,113821,113914,114134,114228,114322,114718,114940,115127,115253,115419,115513,115618,115723,115900,115932,120037,120539,120820,121019,121145,121312,121500,121637,121803,122002,122056,122422,122527,122704
9,MS1953-2,120445,120643,120737,120820,121030,121145,121500,121615,121824,122046,122201,122255,122830,123111,123341,123446,123657,123812,124000,124106,124221,124336,124501,125040,125344,125604,125708,125823,125928,130033,130220,130407,130523,130758,130852,131051
10,MS1044-2,123507,123729,123823,123949,124149,124314,124536,124641,124807,124913,124957,125040,125449,125647,125917,130022,130126,130220,130357,130450,130610,130715,130842,131353,131640,131900,132059,132203,132308,132414,132551,132656,132800,132926,133052,133220
11,MS1935-2,132352,132602,132656,132750,132959,133157,133451,133535,133641,133724,133818,133852,134313,134523,134743,134837,134931,135046,135224,135331,135446,,135708,140233,140536,140819,141007,141101,141311,141427,141616,141721,141825,142108,142245,142424
12,MS1953-3,143136,143935,144030,144207,144355,144546,144914,145040,145134,145354,145520,145635,150219,150555,150826,150952,151150,151305,151535,151640,151755,151900,152057,152609,152924,153216,153414,153519,153710,153858,154035,154306,154554,154719,154907,155022
13,MS1044-3,151701,152025,152119,152245,152443,152515,153007,153101,153216,153447,153605,153710,154223,154432,154636,154803,154929,155022,155148,155253,155408,155545,155721,160233,160524,160701,160910,161036,161130,161246,161424,161551,161707,161927,162126,162241
14,MS1903-2,155754,160056,160201,160254,160503,160535,160827,160932,161130,161235,161341,161424,162000,162241,162534,162649,162816,162920,163035,163140,163236,163352,163518,164016,164248,164508,164646,164824,164918,165106,165221,165347,165546,165817,170016,170110
15,MS1935-3,163635,163939,164027,164133,164352,164519,164824,164908,165044,165325,165440,165536,170038,170319,170544,170638,170826,170920,171057,171203,171342,171446,171635,172106,172358,172534,172701,172816,,,173150,173257,173414,173656,173856,174043
16,MX1517-0,171834,172200,172254,172409,172607,172711,173035,173139,173224,173457,173613,173707,174220,174450,174720,174836,174951,175055,175244,175338,175515,175620,175746,180312,180605,180836,181002,181202,181352,181518,181717,181938,182126,182429,182639,182816
17,MS1044-4,175757,180239,180333,180449,180721,180753,181107,181202,181413,181529,181656,181739,182314,182535,182754,182910,183025,183140,183307,183401,183516,183559,183725,184228,184511,184659,184825,185013,185211,185337,185503,185620,185746,190059,190308,190403
18,MS1903-3,,183936,184030,184145,184417,184605,184858,185023,185211,185337,185503,185609,190059,190319,190540,190706,190832,190925,191103,191209,191324,191439,191607,192129,192432,192714,192925,193050,193300,193449,193608,193723,193838,194004,194058,194224
19,MS1935-4,192515,192746,192842,193007,,193406,193651,193734,193827,194109,194203,194246,194706,194905,195042,195157,195334,195427,195555,195638,195753,195847,200024,200525,200813,201012,201117,201222,201338,201642,201831,201936,202030,,,202532
20,MS1044-5,204930,205106,205211,205254,205514,205535,205943,210036,210119,210318,210423,210506,211020,211229,211417,211511,211615,211709,211846,211928,212035,212140,212305,212755,213037,213203,213318,213516,213704,213747,213851,213956,214039,214237,214354,214509
21,MS1903-4,,213747,213851,214029,214144,214310,214613,214718,214927,215148,215315,215347,215842,220051,220310,220415,220520,220624,220750,220907,221001,221105,221231,221711,221952,222212,222317,222421,222525,222630,222745,222839,222943,223153,223320,223414
22,MS1935-5,221952,222234,222327,222421,222558,222630,222850,222933,223027,223258,223342,223425,223834,224022,224158,224303,224408,224452,224618,224701,224817,,225025,225516,225748,225947,230135,230231,230325,230409,230524,230620,,,,231051
23,MS1044-6,231217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
