,Bus,M93,M108/1,M60,M1/13,M222/2,M244,M219/1,M235,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T367,T394,T396,T377,T359,C688/2,C690/1
0,MW4647-0,,,,,,,,,,,,,,,,,,070133,070218,070334,070429,070712,070902
1,MW4705-0,,,,,,,,070133,070513,070618,070712,070829,070945,071051,071218,071312,071409,071536,071642,071758,071914,072210,072349
2,AA7530-0,,,,,,,,070133,070723,070840,070934,071051,071207,071312,071420,071453,071558,071715,071820,071936,072105,072412,072529
3,MR7964-0,,,,,,070133,070345,070534,071526,071609,071653,071820,071947,072054,072222,072327,072434,072540,072646,072814,073017,073303,
4,AA6952-0,,,,,070133,,070156,070502,071420,071536,071631,071758,071947,072054,072222,072327,072423,072529,072646,072814,072848,073252,
5,AA69-59-0,,,070133,,070545,070829,071040,071156,072148,072254,072327,072456,072635,072741,072921,073017,073123,073241,073347,,,,
6,MW4781-0,,070345,070534,070851,071207,071334,071526,071704,072814,072921,073005,073145,073314,073421,,,,,,,,,
7,AA7286-0,,070913,071207,071453,071725,072032,072210,072327,073410,,,,,,,,,,,,,,
8,MW4825-0,071334,071431,071831,072243,072434,072624,072848,073156,,,,,,,,,,,,,,,
9,MS4750-0,,,,,,,071356,071536,072551,072646,072741,072859,073028,073134,073336,,,,,,,,
10,MW3204-0,,,,,071547,071809,072021,072316,073207,073303,073358,,,,,,,,,,,,
11,MW4619-0,071841,072127,072456,072932,073156,073314,,,,,,,,,,,,,,,,,
12,AA7706-0,,,,,072518,072624,072837,073145,,,,,,,,,,,,,,,
13,AA74-92-0,072708,072826,073017,073347,,,,,,,,,,,,,,,,,,,
14,MW3430-0,,,,072814,073005,073252,,,,,,,,,,,,,,,,,
