,Bus,C659,C656,C654,C653/2,C692,C689/1,T355/2,T360,T376/1,T363/1,T374,T406,T345/1,T322,T342,T409,T368,T324/2,T327,T326/2,T337,T334,T430,M177,M198/1,M183/2,M140/1,M137/2,M132/1,M200,M201,M121,M119,M113,M94,M95/3
0,MS1953-0,,,,,,,,,,,,,,,,,,,,070103,070115,070147,070302,070805,071025,071227,071352,071508,071613,071656,071811,071916,072020,072208,072251,072408
1,MS2025-0,,,,,,070103,070115,070209,070358,070513,070545,070628,071119,071320,071529,071634,071800,071854,072010,072053,072146,072241,072356,072932,073215,073424,073551,073656,073750,073833,074000,074032,074125,074313,074438,074604
2,MR8583-0,070942,071140,071227,071331,071457,071602,071905,071958,072053,072158,072251,072345,072806,073004,073204,073258,073403,073446,073603,073646,073750,073823,073938,074428,074720,074950,075054,075221,075253,075358,075441,075535,075618,075734,075910,075954
3,MS1044-0,071435,072900,073004,073109,073247,073457,073812,073916,074021,074104,074208,074302,074741,074950,075137,075303,075431,075525,075651,075745,075849,075921,080047,080601,080831,080936,081051,081157,081230,081313,081439,081605,081627,081753,081859,082035
4,MS2243-0,074604,074824,074939,075054,075221,075325,075618,075723,075817,075921,080004,080109,080622,080831,081030,081134,081241,081324,081450,081543,081659,081804,081920,082405,082625,082918,083105,083210,083304,083348,083514,083629,083734,083900,083954,084119
5,MS2365-0,080445,080601,080644,080737,080936,081124,081407,081543,081637,081859,081942,082035,082510,082730,082950,083116,083221,083314,083431,083514,083618,083650,083806,084246,084517,084705,084831,085007,085050,085144,085301,085405,085520,085740,085856,090023
6,MS1903-0,082108,082321,082405,082449,082719,082845,083116,083231,083420,083514,083608,083650,084329,084550,084726,084820,084935,085018,085144,085239,085311,085405,085520,090012,090221,090348,090525,090640,090828,091027,091121,091217,091311,091458,091624,091740
7,MS2095-0,,,,084600,084715,084809,085112,085207,085250,085459,085542,085625,090127,090348,090535,090650,090828,090912,091038,091142,091238,091343,091520,092000,092242,092504,092546,092712,092901,093017,093154,093314,093442,093619,093745,093900
8,MS1953-1,085144,085823,085917,090000,090148,090242,090546,090701,090840,091059,091153,091238,091729,092054,092303,092410,092546,092640,092807,092901,093006,093101,093231,093734,094016,094215,094341,094457,094655,094915,095041,095229,095344,095532,095730,095950
9,MS2025-1,090723,091751,091855,092000,092220,092314,092557,092651,092817,092912,093006,093049,093619,093828,094016,094142,094248,094341,094457,094601,094717,094843,094958,095510,095741,100025,100140,100246,100518,100644,100737,100842,101102,101252,101420,101546
10,MR8583-1,093514,093713,093828,093933,094059,094237,094601,094655,094811,094905,094947,095041,095510,095719,095929,100025,100140,100235,100413,100507,100601,100654,100759,101241,101514,101756,101902,102101,102156,102500,102605,102720,102825,103025,103151,103351
11,MS1044-1,094821,095658,095752,095845,100025,100203,100518,100622,100705,100925,101041,101123,101557,101851,102101,102207,102323,102428,102554,102658,102815,102921,103036,103550,103844,104021,104147,104337,104515,104746,104914,105030,105145,105355,105553,105710
12,MS2243-1,101156,101410,101503,101557,101724,101840,102145,102301,102344,102450,102605,102637,103057,103340,103550,103656,103905,103959,104136,104242,104359,104515,104703,105229,105510,105814,105920,110109,110224,110402,110529,110706,110832,111114,111251,111418
13,MS2365-1,,103528,103635,103822,103959,104126,104432,104526,104620,104831,104946,105030,105449,105721,105920,110025,110119,110213,110329,110424,110518,110601,110728,111208,111439,111638,111804,111848,111942,112140,112255,112400,112537,112828,113006,113121
14,MS1903-1,105427,105648,105731,105848,110014,110203,110446,110540,110655,110916,111009,111042,111522,111743,112004,112119,112213,112317,112443,112526,112641,112734,112901,113352,113603,113813,113939,114118,114305,114431,114557,114724,114902,115205,115331,115509
15,MS2095-1,112349,112558,112641,112756,112933,113121,113457,113552,113635,113907,113950,114035,114514,114734,114934,115038,115154,115237,115353,115458,115614,115646,115834,120314,120534,120733,120848,121025,121129,121235,121423,121559,121727,121957,122144,122321
16,MS1953-2,114828,115509,115603,115719,115834,,120346,120502,120628,120859,121014,121108,121705,121914,122123,122238,122353,122447,122613,122656,122811,122905,123020,123512,123753,123931,124150,124317,124505,124642,124758,124914,125050,125239,125416,125552
