,Bus,M1/12,M7/3,M271,M105,M272,M61/2,M73/1,M270/1,M153/2,M173/2,M172/14,T403,T402,T309,T313,T315,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C686
0,MX4338-0,,,,,,,,,,,,,,,,,,,,,070117,070143,070344,070524,070608,070725,070820
1,MX4365-0,,,,,,,,,,,,,,,,070117,070132,070238,070311,070428,070557,070926,071144,071334,071440,071608,071703
2,MX4383-0,,,,,,,,,,,070117,070300,070355,070450,070608,070703,070820,070938,071023,071107,071228,071608,071703,071841,071937,072054,072140
3,MX4388-0,,,,,,,,,,070117,070205,070714,070820,070915,071023,071107,071228,071323,071418,071535,071703,072021,072213,072436,072541,072658,072752
4,MR8024-0,,,,,070117,070322,070417,070641,070820,071023,071239,071809,071915,072032,072202,072308,072425,072625,072709,072847,073025,073355,073630,073904,074010,074137,074221
5,MX4458-0,,070117,070216,070300,070333,070641,070809,070853,071023,071217,071429,071937,072032,072140,072257,072403,072530,072658,072741,072858,073047,073451,073757,074043,074115,074232,074315
6,MX4535-0,070249,070619,070831,070915,071001,071239,071451,071546,071725,071905,072245,072909,073015,073131,073440,073535,073735,073829,073915,074010,074159,074538,074748,074927,075105,075233,075306
7,MX4551-0,070546,071345,071608,071703,071758,072043,072213,072308,072541,072709,073109,073630,073808,073915,074043,074148,074326,074421,074505,074610,074727,075116,075317,075550,075709,075836,075931
8,MX4598-0,071557,,072245,072329,072414,072647,072825,072942,073131,073333,073513,074010,074137,074243,074421,074527,074716,074759,074843,075011,075149,075539,075731,,080109,080225,080309
9,MW3291-0,071747,,072519,072603,072636,072920,073036,073142,073322,073513,073713,074326,074454,074621,074716,074810,074949,075138,075222,075244,075422,075803,075909,080142,080236,080352,080425
10,MX4614-0,,072658,073036,073120,073205,073451,073735,073851,074043,074315,074538,075127,075222,075328,075455,075603,075814,075931,080014,080036,080153,080531,080615,080847,080930,081046,081107
11,MX4604-0,072720,073250,073630,073724,073808,074210,074432,074654,074938,075233,075603,080120,080236,080352,080531,080625,080836,080941,081035,081118,081247,081626,081732,081859,082027,082133,082217
12,MX3651-0,073829,074159,074527,074738,074938,075603,075825,080047,080247,080425,080836,081415,081553,081837,082122,082217,082442,082559,082653,082811,082938,083247,083438,083617,083734,083840,083937
13,MX3783-0,074759,075433,080014,080142,080236,080836,081129,081437,081721,082038,082653,083320,083500,083712,084033,084223,084511,084616,084700,084817,084956,085348,085559,085832,085938,090056,090151
14,MX4021-0,075127,080058,080709,080919,081035,081659,081815,082027,082408,082726,083320,083904,083959,084128,084427,084605,084901,084956,085102,085220,085420,085832,090000,090213,090319,090414,090458
15,MX4041-0,075211,080436,081510,081659,081805,082334,082504,082621,082811,083214,083734,084234,084352,084522,084850,085018,085242,085348,085431,085621,085811,090140,090246,090458,090647,090804,090848
16,MX4159-0,080436,080908,081743,081910,082027,082811,082938,083236,083555,083937,084352,084956,085102,085315,085537,085716,085854,090012,090056,090213,090330,090636,090815,090953,091058,091205,091238
17,MX4338-1,081732,082323,083044,083203,083404,083937,084234,084543,085040,085548,090000,090553,090709,090837,091014,091058,091238,091344,091440,091513,091704,092044,092256,092457,092637,092732,092826
18,MS2259-0,,083247,084532,084700,085007,085559,085821,090000,090341,090804,091429,092011,092128,092318,092424,092519,092710,092805,092848,093016,093135,093547,093609,,093927,094032,094105
