,Bus,M93,M108/1,M60,M1/13,M222/2,M244,M219/1,M235,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T367,T394,T396,T377,T359,C688/2,C690/1
0,MW4503-0,,,,,,,,,,,,,,,,,,,,,070110,070419,070547
1,MW4557-0,,,,,,,,,,,070110,070122,070251,070408,070609,070653,070758,070915,071020,071137,071231,071526,071705
2,MW4619-0,,,,,,,070110,070122,071020,071053,071148,071315,071431,071537,071705,071759,071906,072108,072203,072331,072521,072743,072944
3,MW4647-0,,,,,,070110,070155,070313,071137,071231,071326,071453,071609,071705,071821,071906,072002,072119,072214,072331,072521,072838,073017
4,MW3430-0,,,,070110,070642,070820,071031,071159,072119,072203,072247,072405,072510,072616,072722,072754,072849,072955,073049,073206,073323,073534,073746
5,MW4705-0,,,070110,070218,070323,070503,070715,070842,071759,071844,071928,072057,072236,072342,072510,072605,072711,072827,072911,073028,073133,073440,073619
6,MW4781-0,,,070323,070547,070842,070958,071220,071336,072342,072448,072532,,072816,072922,073155,073301,073407,073545,073651,073808,073945,074230,074347
7,MW4825-0,070514,070653,070947,071315,071526,071759,072013,072152,073100,073206,073250,073407,073545,073651,073808,073902,073956,074135,074230,074336,074409,074620,074747
8,MW4837-0,071020,071326,071609,072002,072225,072426,072649,072827,073735,073829,073913,074030,074146,074241,074504,074558,074652,074852,074946,075103,075146,075419,075558
9,MP6403-0,071526,073111,073312,073523,073829,073956,074157,074314,075146,075241,075336,075452,075620,075715,075820,075925,080020,080209,080303,080410,080549,080821,080918
10,MW5124-0,072002,073735,073935,074230,074442,074620,074935,075113,080125,080219,080314,080432,080549,080654,080907,081001,081106,081222,081305,081421,081537,081830,082030
11,MW4846-0,,072013,072236,072459,072743,072932,073144,073323,074336,074409,074453,074558,074725,074830,074935,075030,075103,075325,075419,075536,075747,080020,080230
12,MR7938-0,,,,,,,,,073144,073239,073323,073429,073556,073651,073818,073913,074008,074135,074230,074347,074547,074935,075135
13,MW5594-0,074135,074409,074558,074841,075030,075135,075314,075419,080314,080358,080443,080600,080705,080759,080918,081022,081117,081222,081327,081432,081537,081809,082019
14,MW4856-0,,,,,,,,,074547,074631,074736,074841,075008,075113,075525,075558,075704,075914,075957,080125,080347,080632,080759
15,MW4229-0,074946,075019,075230,075430,075642,075809,080103,080241,081348,081443,081526,081642,081758,081852,082041,082113,082230,082407,082502,082619,082746,083008,083146
16,MW4366-0,,075558,075853,080136,080325,080432,080727,080918,081758,081925,082008,082113,082241,082346,082619,082746,082830,082957,083114,083219,083346,083556,083712
17,MW4503-1,,080527,080643,081001,081222,081432,081726,081852,082746,082852,082946,083103,083230,083335,083523,083618,083734,083850,083945,084111,084344,084627,084816
18,MW4705-1,081106,081222,081410,081841,082041,082252,082545,082841,084017,084122,084216,084332,084511,084554,084659,084805,084921,085025,085141,085247,085352,085636,085858
19,MW4619-1,082102,082556,082925,,083440,083618,083901,084017,084942,085047,085130,085247,085425,085509,085625,085709,085814,085920,090025,090130,090352,090626,090816
20,MW4557-1,,,082113,082357,082640,082808,083041,083208,084122,084216,084311,084417,084522,084605,084721,084816,084931,085036,085152,085257,085403,085636,085730
21,MW4825-1,083124,083335,083451,083817,084039,084133,084344,084511,085403,085447,085531,085647,085803,085836,085953,090025,090130,090225,090330,090426,090543,090805,090922
22,MW4647-1,083817,084006,084249,084616,084827,084942,085152,085330,090352,090448,090543,090659,090827,090911,091100,091154,091239,091355,091501,091555,091746,092051,092156
23,MW4846-1,,084827,085047,085308,085520,085636,085836,085953,090911,091005,091100,091217,091322,091406,091629,091714,091808,091945,092051,092135,092345,092617,092723
24,MW4781-1,,,085920,090152,090437,090637,090827,090933,091935,092029,092112,092207,092323,092418,092555,092639,092723,092840,092956,093039,093207,093431,093609
25,MW4837-1,090235,090510,090710,091110,091333,091450,091757,091935,092945,093039,093134,093229,093358,093431,093547,093642,093747,093852,094008,094051,094156,094406,094511
26,MW4856-1,,091555,091735,092112,092356,092639,092923,093101,093946,094040,094134,094239,094406,094449,094627,094732,094838,095037,095142,095258,095436,095741,095858
27,MW5124-1,092251,092523,092829,093207,093431,093631,093913,094040,094954,095037,095131,095237,095415,095447,095614,095708,095803,095931,100025,100119,100214,100435,100540
28,MW5594-1,,093642,093852,094113,094439,094616,094932,095015,100119,100152,100225,100341,100446,100540,100707,100835,100931,101058,101204,101258,101507,101719,101930
29,MW4229-1,094417,094616,094921,095153,095509,095625,095909,100025,101015,101109,101204,101320,101414,101457,101625,101730,101835,101951,102108,102202,102257,102507,102656
30,MW4366-1,095247,095447,095730,100047,100540,100802,101026,101142,102202,102257,102340,102456,102612,102656,102918,103023,103117,103308,103414,103457,103551,103803,103932
31,MW4705-2,100235,100446,100802,101120,101403,101614,101846,102108,103150,103235,103319,103435,103551,103636,103848,103921,104026,104204,104310,104404,104511,104733,104945
32,MW4619-2,101047,101331,101540,,102119,102257,102507,102634,103530,103636,103731,103836,104005,104048,104226,104310,104415,104616,104722,104807,104851,105144,105333
33,MW4825-2,102130,102246,102623,102951,103319,103435,103752,103921,104744,104829,104923,105050,105206,105300,105418,105523,105555,105650,105756,105902,105956,110219,110345
34,MW4503-2,,103341,103647,104059,104354,104616,104934,105101,105956,110102,110157,110313,110440,110535,110724,110842,110948,111126,111220,111325,111515,111737,111843
35,MW4846-2,,104237,104511,104818,105028,105133,105428,105544,110535,110557,110641,110757,110926,111020,111209,111252,111409,111537,111643,111748,111843,112105,112232
36,MW4557-2,,,105818,110102,110313,110440,110735,111020,111927,112010,112105,112210,112316,112410,112525,112653,112758,112853,113009,113103,113209,113442,113548
37,MW4647-2,110513,110714,110853,111303,111453,111632,111916,112021,112936,113031,113125,113241,113348,113431,113632,113715,113831,114030,114135,114229,114450,114723,114911
38,MW4781-2,,,112525,112853,113241,113514,113704,113820,114911,114954,115038,,115248,115353,115531,115625,115730,115825,115942,120036,120141,120434,120550
39,MW4837-2,113558,113759,114135,114439,114755,114943,115153,115426,120424,120507,120601,120706,120822,120928,121043,121126,121221,121420,121536,121630,121830,122134,122322
40,MW4856-2,,,115520,115803,120014,120152,120445,120601,121503,121557,121641,121735,121851,121935,122123,122217,122333,122439,122544,122700,122755,123037,123216
41,MW5594-2,120633,120928,121116,121348,121608,121746,122102,122217,123121,123205,123237,123332,123437,123520,123627,123721,123837,124037,124154,124259,124437,124658,124752
42,MW4366-2,122417,122522,122711,123005,123310,123437,123732,124059,125108,125225,125309,125415,125532,125615,125731,125836,125952,130141,130258,130341,130508,130803,130921
43,MW4503-3,123627,123638,124026,124437,124636,124752,125119,125309,130258,130352,130435,130541,130707,130803,130954,131059,131217,131312,131418,131534,131628,131933,132059
44,MW4557-3,124658,125141,125353,125626,125908,130108,130330,130814,131701,131734,131817,131944,132037,132121,132309,132446,132540,132750,132908,133002,133119,133330,133508
45,MW4647-3,130119,130319,130707,131016,131239,131429,131650,131828,132802,132857,132940,133046,133214,133246,133424,133529,133635,133835,133941,134035,134224,134456,134622
46,MW4781-3,,131828,132048,132258,132530,132718,132835,132951,133930,134024,134108,,,,134539,134706,134822,135033,135139,135244,135338,135621,135748
47,MW4837-3,133024,133341,133635,134035,134351,134612,134950,135316,140440,140524,140619,140736,140903,140946,141146,141253,141431,141621,141737,141832,141948,142242,142421
48,MW4856-3,,,135106,135338,135632,135821,135958,140440,141715,141821,141915,142010,142137,142220,142443,142537,142642,142903,143030,143124,143252,143517,143657
49,MW5594-3,140031,140324,140641,140936,141220,141420,141715,142220,143135,143231,143314,143409,143506,143602,143740,143824,144035,144213,144329,144435,144551,144751,144931
50,MW4366-3,141715,141853,142220,142443,142736,142935,143241,143802,145037,145131,145226,145342,145520,145603,145814,145919,150058,150225,150341,150457,150624,150856,151107
51,MW4503-4,,,143550,144057,144307,144435,144824,145142,150235,150341,150435,150602,150740,150845,151129,151235,151435,151624,151751,151845,152119,152529,152718
52,MW4557-4,144540,144657,144909,145226,145520,145614,145951,150152,151213,151308,151341,151519,151646,151751,151918,152024,152140,152340,152446,152550,152657,152931,153120
53,MW4647-4,145647,145930,150235,150645,150856,151140,151352,151708,152751,152835,153015,153109,153249,153345,153545,153651,153828,153934,154050,154206,154356,154619,154735
54,MW4781-4,,,151624,152140,152518,152740,153120,153640,154608,154651,154735,154840,154956,155040,155228,155323,155450,155545,155651,155745,155851,160124,160219
55,MW4825-3,152013,152257,152623,152858,153131,153310,153534,154028,155029,155123,155217,155301,155407,155501,155618,155651,155923,160135,160230,160313,160419,160713,160923
56,MW4846-3,152108,154017,154250,154524,154851,155123,155440,155756,160746,160829,160923,161017,161123,161206,161451,161534,161745,161945,162112,162206,162311,162649,162754
57,MW5084-0,,153047,153439,153828,154144,154430,154702,155207,160219,160251,160335,160430,160525,160608,160735,160840,161007,161206,161311,161356,161523,161745,161912
58,MW4856-4,,,154945,155356,155640,,160040,160357,161440,161512,161607,,161912,162018,162217,162322,162417,162555,162711,162806,163026,163321,163531
59,MW5124-2,154945,155301,155555,155912,160230,160430,160641,160956,161934,162006,162101,162206,162322,162406,162555,162649,162732,162849,163005,163059,163227,163509,163712
60,MW5594-4,155713,160157,160408,160641,160956,161155,161418,161734,162732,162817,162900,163016,163121,163216,163343,163437,163605,163733,163849,163954,164132,164415,164520
61,MW4229-2,,161101,161155,161545,161828,162112,162355,162533,163639,163712,163817,163943,164059,164132,164259,164353,164531,164647,164753,164849,165059,165353,165530
62,MW4366-4,161451,161745,161956,162311,162533,162754,163142,163332,164415,164458,164553,164709,164826,164922,165038,165143,165320,165414,165530,165625,165824,170108,170224
63,MW4837-4,162006,162450,162754,163121,163520,163755,164132,164320,165248,165320,165414,165519,165657,165741,165941,170025,170141,170257,170424,170518,170551,170834,171056
64,MW4503-5,,163216,163553,163954,164215,164426,164742,164911,165741,165813,165857,170025,170141,170246,170457,170540,170634,170740,170845,170940,171139,171529,171740
65,MW4557-5,163509,163712,163838,164121,164458,164615,164922,165049,170003,170036,170130,170224,170329,170402,170518,170613,170656,170751,170856,170951,171150,171539,171751
66,MW4619-3,,164804,165205,,165719,165846,170058,170224,171150,171224,171256,171434,171603,171708,171835,171940,172024,172140,172245,172350,172550,172843,172928
67,MW4647-5,165309,165635,170003,170308,170529,170656,171034,171202,172223,172318,172413,172518,172644,172749,172938,173032,173138,173305,173410,173526,173747,174104,174231
68,MW4705-3,165414,170446,170751,171224,171456,171730,172013,172318,173359,173432,173526,173642,173809,173852,174042,174147,174253,174454,174548,174643,174748,174958,175157
69,MW4781-5,,,171835,172107,172445,172623,172928,173105,174009,174042,174126,174220,174337,174432,174610,174716,174821,174915,175031,175125,175157,175502,175556
70,MW5084-1,172129,172601,172905,173243,173504,173642,173925,174220,175114,175147,175241,175324,175429,175523,175723,175817,175944,180100,180217,180322,180546,180830,180935
71,MW4846-4,173054,173453,173714,174053,174326,174516,174832,175020,175933,180017,180111,180217,180322,180408,180641,180757,180903,181008,181125,181208,181335,181547,181736
72,MW4856-5,,,174527,174821,175114,175251,175451,175556,180608,180703,180757,180903,181019,181114,181230,181324,181430,181525,181641,181736,181935,182230,182420
73,MW5124-3,174854,175251,175556,175839,180133,180300,180557,180725,181819,181913,181957,182052,182208,182252,182409,182442,182548,182737,182854,182948,183147,183420,183609
74,MW5594-5,175817,180155,180408,180714,180924,181146,181525,181714,182526,182558,182631,182737,182854,182948,183104,183147,183253,183453,183537,183620,183737,184032,184137
75,MW4229-3,,180913,181157,181441,181714,181852,182146,182431,183431,183547,183642,183809,183925,184010,184210,184304,184359,184515,184620,184714,184947,185240,
76,MW4366-5,181313,181536,181957,182230,182504,182715,183053,183231,184232,184315,184421,184526,184631,184725,184936,185030,185229,185357,185502,185619,185746,190029,190218
77,MW4837-5,181852,182208,182526,182810,183231,183420,183653,183948,185008,185051,185146,185240,185357,185440,185652,185735,185840,185956,190051,190145,190346,190632,190737
78,MW4503-6,182810,183147,183558,183903,184116,184315,184620,184758,185746,185840,185935,190051,190156,190251,190442,190547,190726,190843,190959,191117,191338,191610,191809
79,MW4619-4,,184348,184631,185102,185251,185513,185757,185924,191033,191139,191244,191410,191526,191621,191748,191853,192009,192156,192312,192408,192545,192850,193144
80,MW4705-4,185113,185630,185924,190229,190430,190621,191106,191244,192124,192156,192251,192357,192502,192545,192723,192818,192912,193100,193206,193249,193354,193627,193732
81,MW4557-6,,,,,191748,191853,192050,192229,193216,193321,193416,193521,193649,193732,193848,193953,194058,194225,194331,194426,194543,194838,195006
82,MW4647-6,192301,192408,192651,193006,193227,193448,193659,193909,194933,195027,195121,195227,195346,195440,195640,195723,195818,200006,200122,200216,200437,200709,200848
83,MW4781-6,,,194025,194236,194459,194637,194922,195038,200205,200238,200332,200415,200531,200615,200753,200859,200942,201037,201143,201249,201427,201711,201849
84,MW5084-2,194721,195407,195756,200122,200321,200437,200742,200848,201838,201921,202016,202121,202236,202320,202457,202552,202635,202751,202918,203023,203118,203319,203507
85,MW4856-6,,201110,201500,201744,202110,202309,202552,202813,203729,203813,203918,204036,204153,204258,204426,204531,204636,204836,204941,205041,205202,205413,205613
86,MW5594-6,202813,202918,203203,203540,203802,203941,204236,204341,205308,205351,205445,205539,205643,205731,205847,205930,210025,210140,210256,210340,210446,210648,211016
87,MW4366-6,204531,204720,205117,205435,205720,205930,210224,210446,211343,211415,211509,211617,211733,211838,212029,212123,212206,212346,212451,212556,212712,213016,213131
88,MW4557-7,210202,210435,210627,210943,211132,211310,211553,211700,212712,212806,212849,212954,213110,213204,213310,213407,213502,213652,213747,213841,214020,214252,214357
89,MW4647-7,211816,211956,212311,212733,213005,213120,213354,213608,214640,214724,214818,214944,215100,215206,215343,215438,215532,215720,215837,215945,220051,220346,220502
90,MW4781-7,,,213841,214136,214441,214640,214850,214955,215859,215955,220040,220134,220302,220408,220545,220650,220755,220912,221017,221122,221207,221449,221616
91,MW5084-3,214934,215143,215300,215625,215804,220040,220241,220346,221217,221301,221355,221449,221616,221710,221837,221920,222027,222216,222321,222426,222520,222742,222847
92,MW4856-7,,,,,221344,221510,221742,221847,222814,222909,223003,223057,223225,223320,223518,223551,223657,223824,223940,224035,224150,224423,224539
93,MW5594-7,222100,222249,222510,222814,223046,223258,223529,223614,224455,224539,224633,224717,224846,224941,225056,225140,225235,225319,225435,225529,225646,225908,230046
94,MW4366-7,223813,223951,224223,224434,224644,224802,225024,225118,230057,230213,230308,230435,230613,230730,230835,230952,231046,231214,231331,231436,231530,231803,231931
95,MW4557-8,225308,225519,225708,230035,230202,230319,230529,230645,231509,231603,231647,231741,231847,231942,232152,232247,232330,,,,,,
96,MW4647-8,230518,230656,230952,231342,231625,231752,232025,232131,,,,,,,,,,,,,,,
