,Bus,M95/3,M22,M10/2,M16/1,M109,M112,M127,M125,M143,M170/1,M172/15,T403,T402,T309,T368,T324/2,T347,T364/2,T366,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C660,C662,C664,C666,C677,C667,C676,C680,C669/1
0,MZ3734-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070110,070218,070251
1,MX1135-0,,,,,,,,,,,,,,,,,,,,,,,,070110,070240,070452,070703,070757,070914,070947,071041,071124,071209,071242,071314,071336,071503,071546
2,MZ3825-0,,,,,,,,,,,,,,,,,070110,070324,070419,070535,070631,070652,070725,070841,071209,071347,071525,071608,071724,071745,071852,071924,072008,072030,072103,072124,072229,072313
3,MZ3956-0,,,,,,,070110,070207,070429,070703,070830,071325,071419,071535,071713,071818,071935,072157,072313,072440,072524,072607,072712,072849,073226,073343,073542,073648,073804,073858,074016,074110,074153,074226,074248,074342,074511,074555
4,MZ3978-0,070110,070134,070441,070642,070957,071303,071430,071557,071724,071946,072103,072607,072712,072817,072922,073027,073111,073343,073437,073615,073742,073826,073909,074027,074354,074544,074754,074859,075005,075048,075153,075237,075320,075342,075426,075458,075552,075625
5,MZ3987-0,071113,071252,071441,071557,071829,072146,072218,072313,072440,072734,072900,073415,073520,073604,073731,073826,073931,074142,074237,074416,074544,074627,074649,074827,075142,075353,075541,075646,075802,075857,075940,080024,080108,080130,080202,080246,080416,080459
6,MZ4072-0,072251,072545,072734,072922,073100,073415,073626,073742,073858,074204,074342,074910,075026,075121,075259,075353,075447,075657,075752,075929,080140,080224,080308,080438,080804,081004,081153,081258,081414,081447,081552,081636,081730,081813,081857,081940,082108,082152
7,MZ4228-0,073604,073626,073815,073942,074142,074511,074616,074732,074859,075059,075204,075657,075752,075929,080046,080140,080235,080459,080605,080720,080804,080909,081026,081225,081636,081752,081940,082046,082152,082224,082330,082424,082508,082530,082625,082647,082813,082857
8,MW5853-0,074837,075132,075447,075635,075835,080130,080224,080329,080449,080710,080837,081341,081447,081552,081730,081813,081929,082119,082203,082330,082541,082636,082719,082846,083225,083436,083646,083751,083907,083939,084057,084141,084235,084246,084341,084413,084540,084634
9,MZ3556-0,075940,080213,080416,080626,080837,081236,081425,081541,081719,081940,082108,082603,082708,082824,083013,083108,083214,083403,083458,083635,083751,083824,083907,084057,084403,084623,084750,084857,084951,085024,085129,085215,085258,085320,085415,085458,085615,085659
10,MZ3559-0,080920,081308,081603,081824,082119,082403,082636,082803,083057,083403,083530,084057,084151,084257,084435,084540,084634,084929,085024,085151,085342,085426,085458,085615,085942,090154,090406,090501,090557,090651,090757,090830,090915,090948,091032,091054,091221,091305
