,Bus,M95/3,M22,M10/2,M16/1,M109,M112,M127,M125,M136/2,M139/2,M184,M188,M203/2,M182/1,T431,T335/2,T338,T326/3,T332/2,T325/3,T339/4,T408/1,T343,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C659
0,MW2856-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,070103,070209,070325,070420,070453,070547,070609,070631,070747,071103,071219,071357,071514,071631,071725
1,MW3053-0,,,,,,,,,,,,,,070103,070220,070358,070442,070547,070642,070809,070903,071052,071252,071514,071620,071704,071820,071947,072031,072230,072314,072357,072452,072536,072703,072819,073218,073336,073527,073633,073728,073800
2,MS1935-0,070103,072042,072347,072546,072808,073124,073251,073336,073549,073611,073800,073856,073929,074248,074626,074815,074909,,,075236,075330,075603,075752,080003,080046,080141,080235,080351,080457,080646,080751,080846,080941,081035,081057,081215,081521,081639,081924,082041,082157,082252
3,MR8026-0,,070126,070358,070525,070757,071103,071230,071335,071503,071546,071725,071831,072031,072357,072746,072924,073019,073135,073218,073358,073443,073655,073929,074142,074259,074342,074458,074626,074731,074953,075047,075141,075214,075247,075425,075552,075857,080003,080130,080235,080351,080424
4,MR8462-0,,073811,074204,074437,074658,075141,075403,075519,075647,075741,080108,080141,080340,080657,081046,081152,081259,081437,081542,081756,081840,082041,082419,082641,082746,082831,082937,083138,083233,083444,083603,083721,083753,083815,083848,083954,084247,084425,084624,084729,084835,084929
5,MS2365-0,,080014,080435,081310,081701,082114,082314,082441,082724,082831,082958,083105,083255,083732,084131,084403,084447,084635,084740,084940,085024,085308,090541,090836,091003,091057,091224,091404,091459,091731,091858,092047,092203,092236,092309,092439,092829,092945,093238,093343,093500,093544
6,MW2390-0,,082052,082336,082630,083010,083401,083637,083815,084015,084059,084309,084447,084635,085002,085341,085457,085540,085657,085741,090014,090047,090531,091014,091224,091331,091415,091520,091709,091804,091942,092036,092213,092343,092406,092428,092544,092840,092956,093122,093206,093249,093332
7,MW2856-1,084015,084226,084457,084657,084929,085330,085624,085719,090120,090214,090414,090457,090614,090930,091320,091426,091520,091648,091720,091847,091931,092119,092343,092544,092628,092712,092818,093017,093122,093249,093343,093500,093522,093607,093629,093745,094111,094322,094554,094700,094743,094816
8,MW3053-1,090258,090920,091235,091531,091753,092141,092428,092628,092851,092956,093144,093227,093311,093629,094017,094155,094228,094355,094449,094638,094711,094849,095110,095331,095426,095520,095614,095730,095813,100025,100119,100152,100319,100352,100414,100540,100858,101003,101246,101351,101446,101540
9,MR8026-1,091720,092501,092851,093101,093450,093839,094100,094311,,094733,094943,095049,095132,095459,095929,100108,100152,100319,100425,100602,100658,100836,101057,101330,101413,101519,101658,101825,101857,102110,102153,102258,102404,102436,102614,102740,103045,103203,103424,103530,103636,103730
10,MS1935-1,094554,101025,101457,101730,101952,102436,102552,102846,103319,103424,103625,,,104129,104506,104706,104803,105024,,105247,105331,105509,105646,105919,110013,110130,110257,,,110634,110717,110813,110919,111013,111057,111247,111615,111732,111921,112111,112241,112303
11,MS2259-0,,095132,095531,095752,100214,100709,100731,,,101530,,,101941,102320,102657,102813,102929,103013,103203,103246,103341,103530,103813,104035,104151,104234,104350,104528,104622,104857,104940,105034,105151,105225,105320,105425,105741,105940,,110151,110308,110340
12,MS2365-1,,103435,103657,104035,104339,104655,105129,105719,110235,110340,110550,110655,110803,111214,111626,111815,111859,112049,112154,112346,112441,112712,112935,113157,113252,113346,113502,113851,113935,114114,114221,114253,114409,114454,114526,114654,115022,115200,115411,115516,115644,115716
13,MR8462-1,,105552,105813,110140,110634,112111,112513,112913,113241,113419,113546,113735,113924,114242,114643,114800,114854,115022,115127,115244,115327,115622,115905,120116,120159,120304,120420,120631,120704,120925,121009,121052,121209,121252,121338,121432,121758,121925,122052,122157,122313,122357
14,MW2390-1,,112228,112408,112629,112829,113746,114359,114854,115211,115316,115506,115600,115749,120116,120504,120726,120758,120903,120958,121157,121231,121526,121758,122008,122041,122135,122240,122418,122451,122618,122725,122747,122925,122947,123009,123125,123503,123632,123811,123917,124044,124138
15,MW2856-2,,114347,114632,114905,115222,115916,120127,120526,120936,121030,121209,121348,121548,121904,122229,122357,122451,122630,122704,122821,122936,123219,123441,123716,123811,123906,124000,124055,124138,124305,124411,124455,124600,124633,124705,124821,125150,125413,125636,125741,125908,125930
16,MW3053-2,120337,120504,120726,120947,121146,121809,122313,122758,123136,123241,123430,123610,123800,124127,124505,124633,124716,124905,124959,125150,125236,125508,125719,125919,130024,130108,130202,130340,130426,130615,130827,131005,131156,131229,131251,131407,131756,132017,132206,132301,132428,132500
17,MR8026-2,,122630,122915,123157,123536,123833,124411,124810,125330,125435,125719,125814,125941,130351,130732,130849,130943,131121,131229,131512,131607,131901,132101,132322,132417,132511,132617,132807,132851,133019,133124,133240,133419,133440,133513,133630,134018,134156,134419,134546,134651,134724
18,MS2259-1,,124800,125042,125330,125647,130014,130426,130922,,131428,131628,131723,131912,132250,132649,132818,132935,,,133324,133419,133641,133902,134123,134229,134301,134502,134608,134702,134840,134956,135113,135251,135335,135513,135630,135956,140155,140407,140501,140555,140639
19,MS1935-2,,131110,131512,131723,132028,132449,132935,133535,133946,134029,134250,134441,134702,135007,135357,135535,135640,135818,135902,140050,140155,140407,140628,140911,141016,141110,141228,141408,141452,141631,141736,141833,141929,142025,142131,142237,142606,142745,142956,143050,143207,143251
20,MR8462-2,134229,134356,134840,135051,135451,135956,140344,140711,141154,141239,141358,141452,141631,142004,142416,142617,142723,142850,143028,143155,143251,143523,143816,144040,144134,144228,144345,144546,144641,144819,144913,145123,145240,145323,145356,145523,145838,150120,150439,150539,150655,150739
21,MW2390-2,,135713,140029,140155,140355,140755,141347,141736,142120,142204,142259,142353,142522,142912,143251,143407,143501,143639,143744,143911,144007,144217,144546,144746,144819,144913,145017,145156,145250,145356,145450,145655,145827,145851,145919,150058,150414,150622,150800,150907,151027,151100
22,MW2856-3,141228,141833,142226,142617,142912,143356,143955,144502,144830,145001,145145,145301,145356,145754,150215,150352,150517,150633,150800,151016,151133,151415,151702,151936,152030,152125,152242,152432,152539,152732,152835,153024,153155,153250,153406,153523,153838,154017,154232,154331,154436,154533
23,MW3053-3,143922,144757,145112,145407,145711,150142,150528,150907,151343,151444,151607,151702,151903,152242,152655,152825,152919,153108,153217,153406,153502,153722,153922,154154,154246,154342,154458,154642,154736,154947,155041,155157,155240,155324,155451,155643,160025,160222,160409,160514,160621,160643
24,MS2365-2,,150120,150403,150706,151016,151405,151831,152303,152655,152751,152940,153046,153206,153556,153955,154205,154258,154414,154558,154758,154904,155208,155421,155643,155726,155809,155941,160036,160120,160302,160420,160549,160716,160759,160930,161048,161415,161608,161826,162046,162057,162119
