,Bus,M95/3,M22,M10/2,M16/1,M109,M112,M127,M125,M143,M170/1,M172/15,T403,T402,T309,T368,T324/2,T347,T364/2,T366,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C660,C662,C664,C666,C677,C667,C676,C680,C669/1
0,MZ3734-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070106,070225,070309
1,MZ3740-0,,,,,,,,,,,,,,,,,,,,,,,,070106,070130,070247,070458,070626,070754,070828,070946,071040,071114,071146,071231,071325,071442,071537
2,MZ3825-0,,,,,,,,,,,,,,,,,070106,070214,070320,070437,070509,070542,070710,070839,071146,071315,071526,071706,071812,071833,071939,072012,072033,072055,072139,072201,072306,072350
3,MZ3978-0,,,,,,,,,,,070106,070542,070648,070754,070913,071019,071114,071242,071347,071526,071621,071706,071822,072000,072255,072458,072647,072742,072858,072942,073047,073130,073214,073236,073257,073320,073447,073508
4,MZ3987-0,,,,,,070106,070203,070331,070458,070659,070839,071304,071358,071453,071621,071717,071812,072033,072139,072244,072339,072436,072552,072731,073047,073247,073519,073603,073709,073753,073858,073931,074016,074038,074122,074206,074311,074355
5,MX1213-0,,070106,070247,070437,070615,070946,071040,071209,071420,071717,071855,072350,072436,072552,072731,072825,072931,073120,073225,073352,073552,073636,073825,074005,074406,074544,074838,075005,075121,075215,075321,075416,075459,075532,075605,075648,075754,075838
6,MW5936-0,070415,072825,073109,073403,073709,074100,074300,074427,074743,075248,075405,075932,080111,080205,080334,080429,080523,080818,080912,081039,081155,081217,081301,081428,081723,081913,082135,082241,082336,082408,082452,082536,082558,082642,082715,082737,082916,083011
7,MZ4228-0,070839,070946,071336,071504,071812,072139,072306,072414,072530,072803,072920,073425,073541,073709,073920,074016,074111,074333,074438,074555,074733,074805,074910,075027,075332,075532,075710,075816,075932,080027,080132,080227,080312,080323,080356,080440,080545,080629
8,MW5853-0,071739,071949,072223,072520,072731,073214,073508,073709,074049,074417,074754,075354,075459,075616,075827,075932,080049,080334,080429,080618,080745,080828,080912,081050,081439,081650,081851,082008,082135,082219,082336,082441,082525,082609,082704,082726,082854,082949
9,MZ3559-0,072317,072614,072920,073320,073647,074005,074206,074406,074711,075048,075204,075805,075910,080016,080205,080300,080356,080629,080734,080850,080956,081017,081101,081228,081523,081745,082008,082113,082230,082252,082357,082441,082536,082620,082704,082726,082854,083000
10,MW5966-0,072858,075132,075521,080005,080701,081007,081112,081407,081556,081935,082102,082737,082854,083044,083214,083330,083435,083719,083825,084003,084131,084215,084248,084427,084807,085018,085228,085355,085511,085605,085721,085816,085838,085910,085943,090005,090111,090154
11,MZ3956-0,073109,073257,073836,074206,074522,074943,075110,075321,075521,075710,080027,080523,080640,080839,080956,081101,081144,081545,081650,081902,081957,082030,082113,082241,082536,082726,082938,083033,083150,083235,083341,083414,083457,083519,083614,083635,083741,083825
12,MX1197-0,,074111,074606,075154,075416,075900,075943,080154,080440,080723,080850,081356,081512,081639,081840,081946,082052,082536,082653,082854,083000,083055,083225,083352,083741,083941,084204,084310,084427,084544,084650,084745,084829,084901,084945,085007,085101,085155
13,MW5943-0,074649,074849,075259,075648,080312,080629,080901,081122,081534,081756,082052,082620,082759,082938,083106,083203,083257,083457,083603,083719,083803,083846,084014,084153,084522,084734,084934,085039,085155,085239,085333,085427,085500,085522,085605,085627,085732,085816
14,MX1067-0,075648,075921,080216,080807,081334,081701,082019,082208,082430,082759,082916,083508,083614,083825,084310,084416,084533,084901,085007,085134,085228,085301,085417,085627,090027,090143,090416,090544,090711,090806,090911,090954,091016,091038,091111,091133,091251,091323
15,MX1084-0,080227,080451,080756,081345,081556,082041,082336,082653,082843,083225,083330,083846,084003,084204,084555,084701,084818,085018,085112,085239,085355,085417,085511,085638,085954,090132,090249,090344,090438,090522,090700,090733,090755,090838,090911,090933,091049,091155
16,MW5898-0,080901,081017,081239,081818,082219,082620,082821,083139,083457,083952,084131,084650,084756,084912,085123,085228,085355,085627,085721,085900,085954,090027,090111,090300,090605,090755,090922,091016,091133,091217,091323,091407,091440,091524,091556,091618,091734,091818
17,MX1135-0,,081818,082135,082441,082843,083225,083530,083741,084058,084628,084756,085406,085533,085638,085932,090038,090132,090416,090522,090806,090944,091027,091111,091240,091546,091712,091912,091956,092112,092145,092302,092334,092410,092421,092516,092538,092644,092728
18,MZ3556-0,082241,082620,082905,083106,083508,083835,084109,084332,084511,085029,085155,085721,085816,085943,090205,090300,090405,090700,090755,091027,091144,091229,091251,091407,091745,091934,092134,092313,092432,092516,092633,092728,092814,092836,092858,092931,093047,093120
19,MZ3734-1,083435,083646,084058,084405,084818,085206,085533,085649,090016,090311,090605,091133,091240,091440,091546,091651,091756,092007,092123,092313,092421,092516,092611,092750,093120,093258,093459,093604,093712,093745,093901,093945,094006,094050,094144,094206,094333,094418
20,MZ3740-1,084650,084756,085050,085438,085711,090016,090205,090344,090638,090922,091038,091546,091701,091818,091956,092101,092218,092421,092527,092706,092803,092858,093014,093131,093531,093701,093829,093934,094101,094144,094300,094344,094440,094513,094618,094651,094807,094913
21,MZ3825-1,085827,090100,090500,090733,091144,091451,091712,091912,092240,092655,092858,093415,093520,093701,093829,093934,094028,094300,094355,094524,094713,094756,094840,094957,095240,095429,095630,095725,095830,095925,100030,100113,100146,100208,100241,100335,100430,100525
