,Bus,M93,M108/1,M60,M1/13,M222/2,M244,M219/1,M235,T316,T354/2,T345/5,T344,T356/1,T358,T373/2,T367,T394,T396,T377,T359,C688/2,C690/1
30,AA7488-2,115213,115319,115531,,120054,120200,120443,120716,121811,121905,122126,122336,122434,122602,122707,122827,122955,123100,123205,123415,123639,123754
31,MW4640-2,120621,120938,121243,121621,121738,121927,122148,122409,123404,123426,123617,123722,123754,123921,124005,124059,124215,124344,124438,124533,124744,124911
32,AA7322-2,,122551,122656,123049,123248,123448,123700,124005,125019,125041,,125337,125431,125609,125642,125725,125831,125947,130052,130208,130442,130609
33,AA7101-3,123531,123910,124205,124511,124839,125147,125326,125620,130620,130703,130935,131040,131156,131421,131526,131643,131915,132031,132126,132242,132524,132619
34,AA7536-3,124755,125114,125453,,130136,130252,130420,130819,131937,132010,,132336,132430,132557,132651,132840,133018,133145,133230,133358,133631,133811
35,AA7248-3,,130052,130736,130946,131243,,131705,132010,132935,133051,,,,133652,133811,134000,134139,134255,134412,134507,134719,134816
36,AA7149-3,,131915,132104,132304,132641,132818,132956,133241,134434,134540,134753,134910,135016,135236,135331,135635,135752,135908,140003,140153,140414,140603
37,AA6952-3,133051,133326,133548,133915,134233,134445,134731,135016,140153,140258,,,,140857,140952,141141,141329,141445,141540,141646,141932,142039
38,AA7488-3,134612,134827,135121,,135635,135741,140025,140530,141646,141742,141943,142123,142206,142344,142428,142545,142757,142926,143021,143148,143432,143550
39,MW4640-3,135847,140352,140552,140857,141003,141130,141318,141803,142757,142831,143032,143305,143411,143635,143824,144013,144224,144329,144426,144638,144900,145006
40,AA7322-3,141551,141920,142239,142512,142712,142937,143305,143813,145006,145050,,145452,145558,145844,145951,150109,150309,150427,150522,150721,150933,151050
41,AA7101-4,143010,143349,143657,143940,144256,144448,144733,145241,150416,150511,150805,150955,151101,151250,151335,151632,151749,152047,152213,152403,152709,152908
42,AA7536-4,144511,144616,145028,145357,145642,,150024,150342,151228,151324,,151749,151822,152003,152036,152340,152530,152635,152731,152930,153236,153425
43,AA7248-4,145844,,150331,150554,150901,,,151811,153003,153142,,,,153825,153857,154046,154140,154308,154425,154624,154909,155025
44,AA7149-4,151039,151408,151547,151855,152130,152257,152541,152846,153814,153847,154046,154235,154341,154541,154635,154815,154931,155047,155152,155403,155604,155709
45,AA7195-3,,152246,152530,152752,153014,153152,153320,153615,154613,154719,,155025,155119,155320,155352,155521,155731,155847,155931,160119,160319,160436
46,AA6952-4,152803,153109,153447,153636,153836,154129,154213,154530,155553,155626,,160003,160036,160235,160330,160447,160542,160658,160753,160849,161121,161238
47,AA7188-0,,153814,154003,154235,154508,154635,154920,155225,160520,160553,160805,160943,161027,161216,161310,161459,161657,161825,161931,162152,162446,162637
48,AA7488-4,154446,154753,155058,,155731,155952,160224,160509,161719,161752,162025,162214,162330,162520,162615,162753,162941,163058,163152,163319,163625,163825
49,MW4640-4,155510,155942,160224,160625,160816,160954,161259,161603,162753,162858,163109,163246,163341,163456,163540,163730,163909,164014,164120,164236,164500,164615
50,AA7322-4,161216,161448,161730,162152,162352,162508,162731,162858,163952,164058,,164416,164532,164732,164815,164921,165036,165203,165320,165541,165816,165931
51,AA7101-5,163109,163351,163730,163941,164236,,164732,165025,170059,170132,,170427,170521,170754,170859,171015,171216,171344,171439,171544,171818,171912
52,AA7536-5,,164120,164405,164648,164910,,165320,165425,170332,170405,,170659,170805,170931,171037,171154,171355,171500,171617,171756,172006,172101
53,AA7706-3,164721,164942,165236,165458,,170005,170216,170510,171428,171500,171651,171756,171840,171934,172028,172112,172228,172355,172439,172743,172945,173101
54,AA7248-5,,,170059,170300,170510,,,171238,172206,172239,,172605,,,172923,173017,173123,173323,173417,173544,173757,173947
55,AA7492-0,,170510,170721,171026,171300,,171651,171807,172649,172710,172912,173017,173101,173206,173312,173406,173500,173608,173713,173947,174242,174359
56,AA7149-5,171121,171205,171355,171617,171850,172123,172355,172511,173511,173555,,,,174148,174242,174326,174504,174620,174704,174810,175105,175246
57,AA7195-4,,,172017,172333,172533,172700,,173050,173937,174020,174209,174326,174409,174537,174620,174758,174853,174959,175054,175150,175415,175509
58,AA6952-5,172206,172428,172649,173050,173323,,173820,174053,175224,175319,175458,175603,175657,175847,175930,180047,180235,180351,180446,180551,180849,181111
59,AA7188-1,,173544,173724,173958,174231,174359,174558,174715,175847,175930,180130,180257,180351,180541,180646,180805,180922,181049,181207,181356,181639,181839
60,AA7488-5,174515,174737,175010,175342,,175731,180014,180141,181154,181228,,181607,181701,181850,181956,182101,182311,182440,182545,182745,183018,183134
61,MW4640-5,175836,180108,180308,180657,180838,181005,181250,181417,182407,182501,182650,182807,182912,183134,183239,183344,183511,183627,183721,183943,184226,184427
62,AA7322-5,181239,181650,181900,182300,182440,182723,182934,183217,184343,184449,,184816,,185111,185216,185321,185437,185604,185720,185942,190247,190403
63,AA7101-6,182440,182829,183155,183406,183638,183837,184026,184142,185238,185310,185520,185647,185753,185953,190109,190247,190446,190540,190656,190941,191235,191351
64,AA7706-4,183910,184120,184405,184743,184943,185049,185248,185415,190529,190634,190825,190941,191025,191257,191351,191507,191708,191836,191930,192141,192403,192530
65,AA7492-1,185415,185542,185858,190152,190435,190753,190909,191046,192307,192424,192646,192836,192920,193131,193236,193425,193603,193731,193847,194005,194237,194426
66,AA7536-6,190804,190930,191213,191518,191825,192014,192202,192307,193403,193447,,193803,193836,194048,194153,194247,194437,194542,194636,194742,195005,195059
67,AA7248-6,,,192530,192825,193047,,,193825,194753,194827,,195121,195225,195414,195458,195552,195707,195815,195858,200003,200204,200331
68,AA7149-6,,193742,193921,194142,194426,194636,194911,195037,200215,200236,200425,200541,200603,200731,200815,200920,201025,201130,201226,201331,201614,201719
69,AA6952-6,,195331,195646,195931,200142,200458,200530,200753,201805,201838,202017,202144,202228,202428,202511,202606,202755,202912,202955,203206,203459,204108
70,AA7488-6,201058,201320,201603,202028,202249,202449,202755,203028,204025,204108,204414,204530,204718,204907,204950,205055,205234,205350,205444,205624,205920,210036
71,MW4640-6,202806,202817,203311,203637,203826,203942,204152,204307,205401,205455,205646,205814,205858,210057,210151,210246,210435,210551,210646,210920,211141,211320
72,AA7322-6,204718,204950,205213,205551,205814,205941,210151,210508,211531,211615,211815,212026,212120,212226,212309,212416,212554,212648,212743,212954,213227,213333
73,AA7536-7,,210435,210718,210952,211258,211447,211647,211930,212849,212943,213122,213227,213333,213533,213617,213734,213840,213934,214029,214302,214502,214618
74,AA7248-7,,212215,212427,212710,212900,213300,213427,213605,214546,214618,214745,214850,214945,215112,215156,215323,215428,215534,215629,215755,215954,220356
75,AA7149-7,213543,213701,213923,214157,214408,214702,214912,215039,220028,220100,,220407,220450,220649,220754,220838,221017,221134,221229,221439,221732,221848
76,AA6952-7,,,215428,215745,215944,,,220649,221827,221859,222120,222153,222237,222404,222436,222603,222646,222804,222847,222931,223214,223258
77,AA7488-7,220638,220911,221123,221511,221722,221827,222015,222142,223130,223236,223447,223636,223731,223953,224038,224132,224354,224521,224625,224816,225058,225215
78,MW4640-7,222109,222425,222625,223014,223236,223436,223647,223804,224942,225026,225215,225342,225447,225658,225732,225816,230005,230133,230228,230311,230522,230650
79,AA7322-7,223753,223942,224121,224531,224816,224942,225237,225415,230428,230522,230733,230913,231008,231125,231157,231316,231421,231537,231632,231820,232042,232158
80,AA7536-8,,225636,225827,230122,230428,,230913,231041,232104,232231,,,,,,,,,,,,
81,AA7248-8,,231113,231316,231537,231737,,232158,232253,,,,,,,,,,,,,,
